Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
500480,CUMMINSIND,CUMMINS INDIA LTD.,14 Feb 2008,Interim Dividend - Rs. - 2.0000,15 Feb 2008,-,-,08 Feb 2008,14 Feb 2008,-
500480,CUMMINSIND,CUMMINS INDIA LTD.,17 Jul 2008,Final Dividend - Rs. - 2.6000,-,19 Jul 2008,24 Jul 2008,14 Jul 2008,17 Jul 2008,-
500480,CUMMINSIND,CUMMINS INDIA LTD.,15 Dec 2008,Interim Dividend - Rs. - 2.4000,16 Dec 2008,-,-,08 Dec 2008,15 Dec 2008,-
500480,CUMMINSIND,CUMMINS INDIA LTD.,03 Feb 2009,Interim Dividend - Rs. - 4.0000,04 Feb 2009,-,-,28 Jan 2009,03 Feb 2009,-
500480,CUMMINSIND,CUMMINS INDIA LTD.,23 Jul 2009,Final Dividend - Rs. - 2.6000,-,25 Jul 2009,29 Jul 2009,20 Jul 2009,23 Jul 2009,-
500480,CUMMINSIND,CUMMINS INDIA LTD.,14 Dec 2009,Interim Dividend - Rs. - 6.0000,15 Dec 2009,-,-,08 Dec 2009,14 Dec 2009,-
500480,CUMMINSIND,CUMMINS INDIA LTD.,05 Aug 2010,Final Dividend - Rs. - 6.0000,-,07 Aug 2010,12 Aug 2010,02 Aug 2010,05 Aug 2010,-
500480,CUMMINSIND,CUMMINS INDIA LTD.,10 Feb 2011,Interim Dividend - Rs. - 7.0000,11 Feb 2011,-,-,04 Feb 2011,10 Feb 2011,-
500480,CUMMINSIND,CUMMINS INDIA LTD.,28 Jul 2011,Final Dividend - Rs. - 8.0000,-,30 Jul 2011,04 Aug 2011,25 Jul 2011,28 Jul 2011,-
500480,CUMMINSIND,CUMMINS INDIA LTD.,20 Sep 2011,Bonus issue 2:5,21 Sep 2011,-,-,14 Sep 2011,20 Sep 2011,-
500480,CUMMINSIND,CUMMINS INDIA LTD.,21 Feb 2012,Interim Dividend - Rs. - 5.0000,22 Feb 2012,-,-,14 Feb 2012,21 Feb 2012,-
500480,CUMMINSIND,CUMMINS INDIA LTD.,26 Jul 2012,Final Dividend - Rs. - 6.0000,-,28 Jul 2012,02 Aug 2012,23 Jul 2012,26 Jul 2012,-
500480,CUMMINSIND,CUMMINS INDIA LTD.,11 Feb 2013,Interim Dividend - Rs. - 5.0000,12 Feb 2013,-,-,05 Feb 2013,11 Feb 2013,-
500480,CUMMINSIND,CUMMINS INDIA LTD.,25 Jul 2013,Final Dividend - Rs. - 8.0000,-,27 Jul 2013,01 Aug 2013,22 Jul 2013,25 Jul 2013,29 Aug 2013
500480,CUMMINSIND,CUMMINS INDIA LTD.,13 Feb 2014,Interim Dividend - Rs. - 5.0000,15 Feb 2014,-,-,10 Feb 2014,13 Feb 2014,04 Mar 2014
500480,CUMMINSIND,CUMMINS INDIA LTD.,24 Jul 2014,Final Dividend - Rs. - 8.0000,-,26 Jul 2014,01 Aug 2014,21 Jul 2014,24 Jul 2014,28 Aug 2014
500480,CUMMINSIND,CUMMINS INDIA LTD.,18 Sep 2014,Interim Dividend - Rs. - 5.0000,20 Sep 2014,-,-,15 Sep 2014,18 Sep 2014,09 Oct 2014
500480,CUMMINSIND,CUMMINS INDIA LTD.,30 Jul 2015,Final Dividend - Rs. - 9.0000,-,01 Aug 2015,06 Aug 2015,27 Jul 2015,30 Jul 2015,03 Sep 2015
500480,CUMMINSIND,CUMMINS INDIA LTD.,11 Feb 2016,Interim Dividend - Rs. - 5.0000,13 Feb 2016,-,-,08 Feb 2016,11 Feb 2016,-
500480,CUMMINSIND,CUMMINS INDIA LTD.,28 Jul 2016,Final Dividend - Rs. - 9.0000,-,30 Jul 2016,04 Aug 2016,25 Jul 2016,28 Jul 2016,-
500480,CUMMINSIND,CUMMINS INDIA LTD.,09 Feb 2017,Interim Dividend - Rs. - 5.0000,11 Feb 2017,-,-,06 Feb 2017,09 Feb 2017,-
500480,CUMMINSIND,CUMMINS INDIA LTD.,27 Jul 2017,Final Dividend - Rs. - 9.0000,-,29 Jul 2017,03 Aug 2017,24 Jul 2017,27 Jul 2017,-
500480,CUMMINSIND,CUMMINS INDIA LTD.,15 Feb 2018,Interim Dividend - Rs. - 5.0000,16 Feb 2018,-,-,08 Feb 2018,14 Feb 2018,-
500480,CUMMINSIND,CUMMINS INDIA LTD.,02 Aug 2018,Final Dividend - Rs. - 10.0000,-,04 Aug 2018,09 Aug 2018,30 Jul 2018,02 Aug 2018,-
500480,CUMMINSIND,CUMMINS INDIA LTD.,15 Feb 2019,Interim Dividend - Rs. - 7.0000,18 Feb 2019,-,-,11 Feb 2019,14 Feb 2019,-
500480,CUMMINSIND,CUMMINS INDIA LTD.,31 Jul 2019,Final Dividend - Rs. - 10.0000,-,02 Aug 2019,07 Aug 2019,26 Jul 2019,01 Aug 2019,-
500480,CUMMINSIND,CUMMINS INDIA LTD.,07 Feb 2020,Interim Dividend - Rs. - 7.0000,10 Feb 2020,-,-,03 Feb 2020,07 Feb 2020,-
500480,CUMMINSIND,CUMMINS INDIA LTD.,17 Aug 2020,Final Dividend - Rs. - 7.0000,18 Aug 2020,-,-,11 Aug 2020,17 Aug 2020,-
500480,CUMMINSIND,CUMMINS INDIA LTD.,09 Feb 2021,Interim Dividend - Rs. - 7.0000,10 Feb 2021,-,-,03 Feb 2021,09 Feb 2021,-
