Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
500520,M&M,MAHINDRA & MAHINDRA LTD.,03 Jul 2008,Dividend - Rs. - 11.5000,-,05 Jul 2008,30 Jul 2008,27 Jun 2008,03 Jul 2008,-
500520,M&M,MAHINDRA & MAHINDRA LTD.,09 Jul 2009,Dividend - Rs. - 10.0000,-,11 Jul 2009,30 Jul 2009,06 Jul 2009,09 Jul 2009,-
500520,M&M,MAHINDRA & MAHINDRA LTD.,29 Mar 2010,Stock  Split From Rs.10/- to Rs.5/-,30 Mar 2010,-,-,22 Mar 2010,29 Mar 2010,-
500520,M&M,MAHINDRA & MAHINDRA LTD.,08 Jul 2010,Dividend - Rs. - 8.7500,-,10 Jul 2010,28 Jul 2010,05 Jul 2010,08 Jul 2010,-
500520,M&M,MAHINDRA & MAHINDRA LTD.,08 Jul 2010,Special Dividend - Rs. - 0.7500,-,10 Jul 2010,28 Jul 2010,05 Jul 2010,08 Jul 2010,-
500520,M&M,MAHINDRA & MAHINDRA LTD.,14 Jul 2011,Dividend - Rs. - 10.5000,-,16 Jul 2011,08 Aug 2011,11 Jul 2011,14 Jul 2011,-
500520,M&M,MAHINDRA & MAHINDRA LTD.,14 Jul 2011,Special Dividend - Rs. - 1.0000,-,16 Jul 2011,08 Aug 2011,11 Jul 2011,14 Jul 2011,-
500520,M&M,MAHINDRA & MAHINDRA LTD.,12 Jul 2012,Dividend - Rs. - 12.5000,-,14 Jul 2012,08 Aug 2012,09 Jul 2012,12 Jul 2012,-
500520,M&M,MAHINDRA & MAHINDRA LTD.,18 Jul 2013,Dividend - Rs. - 12.5000,-,20 Jul 2013,13 Aug 2013,15 Jul 2013,18 Jul 2013,-
500520,M&M,MAHINDRA & MAHINDRA LTD.,18 Jul 2013,Dividend - Rs. - 12.5000,-,20 Jul 2013,13 Aug 2013,15 Jul 2013,18 Jul 2013,12 Sep 2013
500520,M&M,MAHINDRA & MAHINDRA LTD.,18 Jul 2013,Special Dividend - Rs. - 0.5000,-,20 Jul 2013,13 Aug 2013,15 Jul 2013,18 Jul 2013,-
500520,M&M,MAHINDRA & MAHINDRA LTD.,18 Jul 2013,Special Dividend - Rs. - 0.5000,-,20 Jul 2013,13 Aug 2013,15 Jul 2013,18 Jul 2013,12 Sep 2013
500520,M&M,MAHINDRA & MAHINDRA LTD.,17 Jul 2014,Dividend - Rs. - 13.5000,-,19 Jul 2014,08 Aug 2014,14 Jul 2014,17 Jul 2014,-
500520,M&M,MAHINDRA & MAHINDRA LTD.,17 Jul 2014,Dividend - Rs. - 13.5000,-,19 Jul 2014,08 Aug 2014,14 Jul 2014,17 Jul 2014,07 Sep 2014
500520,M&M,MAHINDRA & MAHINDRA LTD.,17 Jul 2014,Special Dividend - Rs. - 0.5000,-,19 Jul 2014,08 Aug 2014,14 Jul 2014,17 Jul 2014,-
500520,M&M,MAHINDRA & MAHINDRA LTD.,17 Jul 2014,Special Dividend - Rs. - 0.5000,-,19 Jul 2014,08 Aug 2014,14 Jul 2014,17 Jul 2014,07 Sep 2014
500520,M&M,MAHINDRA & MAHINDRA LTD.,16 Jul 2015,Dividend - Rs. - 12.0000,-,18 Jul 2015,07 Aug 2015,13 Jul 2015,16 Jul 2015,-
500520,M&M,MAHINDRA & MAHINDRA LTD.,21 Jul 2016,Dividend - Rs. - 12.0000,-,23 Jul 2016,10 Aug 2016,18 Jul 2016,21 Jul 2016,-
500520,M&M,MAHINDRA & MAHINDRA LTD.,13 Jul 2017,Dividend - Rs. - 13.0000,-,15 Jul 2017,04 Aug 2017,10 Jul 2017,13 Jul 2017,-
500520,M&M,MAHINDRA & MAHINDRA LTD.,21 Dec 2017,Bonus issue 1:1,23 Dec 2017,-,-,18 Dec 2017,21 Dec 2017,-
500520,M&M,MAHINDRA & MAHINDRA LTD.,12 Jul 2018,Dividend - Rs. - 7.5000,-,14 Jul 2018,07 Aug 2018,09 Jul 2018,12 Jul 2018,-
500520,M&M,MAHINDRA & MAHINDRA LTD.,18 Jul 2019,Dividend - Rs. - 8.5000,-,20 Jul 2019,07 Aug 2019,15 Jul 2019,18 Jul 2019,-
500520,M&M,MAHINDRA & MAHINDRA LTD.,16 Jul 2020,Dividend - Rs. - 2.3500,-,18 Jul 2020,07 Aug 2020,13 Jul 2020,16 Jul 2020,-
