Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
500820,ASIANPAINT,ASIAN PAINTS LTD.,25 Oct 2007,Interim Dividend - Rs. - 6.5000,26 Oct 2007,-,-,19 Oct 2007,25 Oct 2007,-
500820,ASIANPAINT,ASIAN PAINTS LTD.,12 Jun 2008,Final Dividend - Rs. - 10.5000,-,14 Jun 2008,24 Jun 2008,09 Jun 2008,12 Jun 2008,-
500820,ASIANPAINT,ASIAN PAINTS LTD.,29 Oct 2008,Interim Dividend - Rs. - 6.5000,31 Oct 2008,-,-,23 Oct 2008,29 Oct 2008,-
500820,ASIANPAINT,ASIAN PAINTS LTD.,17 Jun 2009,Final Dividend - Rs. - 11.0000,-,19 Jun 2009,26 Jun 2009,12 Jun 2009,18 Jun 2009,-
500820,ASIANPAINT,ASIAN PAINTS LTD.,26 Oct 2009,Interim Dividend - Rs. - 8.5000,27 Oct 2009,-,-,20 Oct 2009,26 Oct 2009,-
500820,ASIANPAINT,ASIAN PAINTS LTD.,30 Jun 2010,Final Dividend - Rs. - 18.5000,-,03 Jul 2010,16 Jul 2010,25 Jun 2010,01 Jul 2010,-
500820,ASIANPAINT,ASIAN PAINTS LTD.,29 Oct 2010,Interim Dividend - Rs. - 8.5000,01 Nov 2010,-,-,25 Oct 2010,29 Oct 2010,-
500820,ASIANPAINT,ASIAN PAINTS LTD.,09 Jun 2011,Final Dividend - Rs. - 23.5000,-,11 Jun 2011,24 Jun 2011,06 Jun 2011,09 Jun 2011,-
500820,ASIANPAINT,ASIAN PAINTS LTD.,25 Oct 2011,Interim Dividend - Rs. - 9.5000,28 Oct 2011,-,-,20 Oct 2011,26 Oct 2011,-
500820,ASIANPAINT,ASIAN PAINTS LTD.,07 Jun 2012,Final Dividend - Rs. - 30.5000,-,09 Jun 2012,25 Jun 2012,04 Jun 2012,07 Jun 2012,-
500820,ASIANPAINT,ASIAN PAINTS LTD.,29 Oct 2012,Interim Dividend - Rs. - 9.5000,30 Oct 2012,-,-,19 Oct 2012,29 Oct 2012,-
500820,ASIANPAINT,ASIAN PAINTS LTD.,06 Jun 2013,Final Dividend - Rs. - 36.5000,-,08 Jun 2013,24 Jun 2013,03 Jun 2013,06 Jun 2013,-
500820,ASIANPAINT,ASIAN PAINTS LTD.,30 Jul 2013,Stock  Split From Rs.10/- to Rs.1/-,31 Jul 2013,-,-,24 Jul 2013,30 Jul 2013,-
500820,ASIANPAINT,ASIAN PAINTS LTD.,24 Oct 2013,Interim Dividend - Rs. - 1.1000,26 Oct 2013,-,-,21 Oct 2013,24 Oct 2013,-
500820,ASIANPAINT,ASIAN PAINTS LTD.,16 Jun 2014,Final Dividend - Rs. - 4.2000,-,18 Jun 2014,26 Jun 2014,11 Jun 2014,17 Jun 2014,-
500820,ASIANPAINT,ASIAN PAINTS LTD.,22 Sep 2014,Interim Dividend - Rs. - 1.8000,23 Sep 2014,-,-,16 Sep 2014,22 Sep 2014,-
500820,ASIANPAINT,ASIAN PAINTS LTD.,24 Jun 2015,Final Dividend - Rs. - 4.3000,-,26 Jun 2015,03 Jul 2015,19 Jun 2015,25 Jun 2015,-
500820,ASIANPAINT,ASIAN PAINTS LTD.,28 Oct 2015,Interim Dividend - Rs. - 2.2000,29 Oct 2015,-,-,21 Oct 2015,28 Oct 2015,-
500820,ASIANPAINT,ASIAN PAINTS LTD.,16 Jun 2016,Final Dividend - Rs. - 5.3000,-,18 Jun 2016,28 Jun 2016,13 Jun 2016,16 Jun 2016,-
500820,ASIANPAINT,ASIAN PAINTS LTD.,01 Nov 2016,Interim Dividend - Rs. - 2.6500,02 Nov 2016,-,-,25 Oct 2016,01 Nov 2016,-
500820,ASIANPAINT,ASIAN PAINTS LTD.,15 Jun 2017,Final Dividend - Rs. - 5.6500,-,17 Jun 2017,27 Jun 2017,12 Jun 2017,15 Jun 2017,-
500820,ASIANPAINT,ASIAN PAINTS LTD.,15 Jun 2017,Special Dividend - Rs. - 2.0000,-,17 Jun 2017,27 Jun 2017,12 Jun 2017,15 Jun 2017,-
500820,ASIANPAINT,ASIAN PAINTS LTD.,31 Oct 2017,Interim Dividend - Rs. - 2.6500,01 Nov 2017,-,-,25 Oct 2017,31 Oct 2017,-
500820,ASIANPAINT,ASIAN PAINTS LTD.,14 Jun 2018,Final Dividend - Rs. - 6.0500,-,16 Jun 2018,26 Jun 2018,11 Jun 2018,14 Jun 2018,-
500820,ASIANPAINT,ASIAN PAINTS LTD.,29 Oct 2018,Interim Dividend - Rs. - 2.8500,30 Oct 2018,-,-,23 Oct 2018,29 Oct 2018,-
500820,ASIANPAINT,ASIAN PAINTS LTD.,13 Jun 2019,Final Dividend - Rs. - 7.6500,-,15 Jun 2019,27 Jun 2019,10 Jun 2019,13 Jun 2019,-
500820,ASIANPAINT,ASIAN PAINTS LTD.,30 Oct 2019,Interim Dividend - Rs. - 3.3500,31 Oct 2019,-,-,24 Oct 2019,30 Oct 2019,-
500820,ASIANPAINT,ASIAN PAINTS LTD.,03 Mar 2020,Interim Dividend - Rs. - 7.1500,04 Mar 2020,-,-,26 Feb 2020,03 Mar 2020,-
500820,ASIANPAINT,ASIAN PAINTS LTD.,23 Jul 2020,Final Dividend - Rs. - 1.5000,-,25 Jul 2020,05 Aug 2020,20 Jul 2020,23 Jul 2020,-
500820,ASIANPAINT,ASIAN PAINTS LTD.,28 Oct 2020,Interim Dividend - Rs. - 3.3500,30 Oct 2020,-,-,23 Oct 2020,28 Oct 2020,-
