Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
532540,TCS,TATA CONSULTANCY SERVICES LTD.,22 Oct 2007,Interim Dividend - Rs. - 3.0000,23 Oct 2007,-,-,16 Oct 2007,22 Oct 2007,-
532540,TCS,TATA CONSULTANCY SERVICES LTD.,23 Jan 2008,Interim Dividend - Rs. - 3.0000,24 Jan 2008,-,-,17 Jan 2008,23 Jan 2008,-
532540,TCS,TATA CONSULTANCY SERVICES LTD.,18 Jun 2008,Final Dividend - Rs. - 5.0000,-,20 Jun 2008,01 Jul 2008,13 Jun 2008,19 Jun 2008,-
532540,TCS,TATA CONSULTANCY SERVICES LTD.,31 Jul 2008,Interim Dividend - Rs. - 3.0000,01 Aug 2008,-,-,25 Jul 2008,31 Jul 2008,-
532540,TCS,TATA CONSULTANCY SERVICES LTD.,29 Oct 2008,Interim Dividend - Rs. - 3.0000,31 Oct 2008,-,-,23 Oct 2008,29 Oct 2008,-
532540,TCS,TATA CONSULTANCY SERVICES LTD.,28 Jan 2009,Interim Dividend - Rs. - 3.0000,29 Jan 2009,-,-,21 Jan 2009,28 Jan 2009,-
532540,TCS,TATA CONSULTANCY SERVICES LTD.,16 Jun 2009,Final Dividend - Rs. - 5.0000,17 Jun 2009,-,-,10 Jun 2009,16 Jun 2009,-
532540,TCS,TATA CONSULTANCY SERVICES LTD.,16 Jun 2009,Bonus issue 1:1,17 Jun 2009,-,-,10 Jun 2009,16 Jun 2009,-
532540,TCS,TATA CONSULTANCY SERVICES LTD.,27 Jul 2009,Interim Dividend - Rs. - 2.0000,-,29 Jul 2009,30 Jul 2009,22 Jul 2009,28 Jul 2009,-
532540,TCS,TATA CONSULTANCY SERVICES LTD.,28 Oct 2009,Interim Dividend - Rs. - 2.0000,29 Oct 2009,-,-,22 Oct 2009,28 Oct 2009,-
532540,TCS,TATA CONSULTANCY SERVICES LTD.,27 Jan 2010,Interim Dividend - Rs. - 2.0000,28 Jan 2010,-,-,20 Jan 2010,27 Jan 2010,-
532540,TCS,TATA CONSULTANCY SERVICES LTD.,15 Jun 2010,Final Dividend - Rs. - 4.0000,-,17 Jun 2010,28 Jun 2010,10 Jun 2010,16 Jun 2010,-
532540,TCS,TATA CONSULTANCY SERVICES LTD.,15 Jun 2010,Special Dividend - Rs. - 10.0000,-,17 Jun 2010,28 Jun 2010,10 Jun 2010,16 Jun 2010,-
532540,TCS,TATA CONSULTANCY SERVICES LTD.,29 Jul 2010,Interim Dividend - Rs. - 2.0000,30 Jul 2010,-,-,23 Jul 2010,29 Jul 2010,-
532540,TCS,TATA CONSULTANCY SERVICES LTD.,01 Nov 2010,Interim Dividend - Rs. - 2.0000,02 Nov 2010,-,-,26 Oct 2010,01 Nov 2010,-
532540,TCS,TATA CONSULTANCY SERVICES LTD.,27 Jan 2011,Interim Dividend - Rs. - 2.0000,28 Jan 2011,-,-,20 Jan 2011,27 Jan 2011,-
532540,TCS,TATA CONSULTANCY SERVICES LTD.,08 Jun 2011,Final Dividend - Rs. - 8.0000,-,10 Jun 2011,23 Jun 2011,03 Jun 2011,09 Jun 2011,-
532540,TCS,TATA CONSULTANCY SERVICES LTD.,28 Jul 2011,Interim Dividend - Rs. - 3.0000,29 Jul 2011,-,-,22 Jul 2011,28 Jul 2011,-
532540,TCS,TATA CONSULTANCY SERVICES LTD.,25 Oct 2011,Interim Dividend - Rs. - 3.0000,29 Oct 2011,-,-,20 Oct 2011,26 Oct 2011,-
532540,TCS,TATA CONSULTANCY SERVICES LTD.,25 Jan 2012,Interim Dividend - Rs. - 3.0000,28 Jan 2012,-,-,20 Jan 2012,25 Jan 2012,-
532540,TCS,TATA CONSULTANCY SERVICES LTD.,07 Jun 2012,Final Dividend - Rs. - 8.0000,-,09 Jun 2012,15 Jun 2012,04 Jun 2012,07 Jun 2012,-
532540,TCS,TATA CONSULTANCY SERVICES LTD.,07 Jun 2012,Special Dividend - Rs. - 8.0000,-,09 Jun 2012,15 Jun 2012,04 Jun 2012,07 Jun 2012,-
532540,TCS,TATA CONSULTANCY SERVICES LTD.,23 Jul 2012,Interim Dividend - Rs. - 3.0000,24 Jul 2012,-,-,17 Jul 2012,23 Jul 2012,-
532540,TCS,TATA CONSULTANCY SERVICES LTD.,31 Oct 2012,Interim Dividend - Rs. - 3.0000,01 Nov 2012,-,-,23 Oct 2012,31 Oct 2012,-
532540,TCS,TATA CONSULTANCY SERVICES LTD.,23 Jan 2013,Interim Dividend - Rs. - 3.0000,24 Jan 2013,-,-,17 Jan 2013,22 Jan 2013,-
532540,TCS,TATA CONSULTANCY SERVICES LTD.,06 Jun 2013,Final Dividend - Rs. - 13.0000,-,08 Jun 2013,14 Jun 2013,03 Jun 2013,06 Jun 2013,05 Jul 2013
532540,TCS,TATA CONSULTANCY SERVICES LTD.,29 Jul 2013,Interim Dividend - Rs. - 4.0000,30 Jul 2013,-,-,23 Jul 2013,29 Jul 2013,13 Aug 2013
532540,TCS,TATA CONSULTANCY SERVICES LTD.,25 Oct 2013,Interim Dividend - Rs. - 4.0000,28 Oct 2013,-,-,21 Oct 2013,25 Oct 2013,08 Nov 2013
