Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
500620,GESHIP,GREAT EASTERN SHIPPING CO.LTD.,25 Oct 2007,Interim Dividend - Rs. - 4.0000,26 Oct 2007,-,-,19 Oct 2007,25 Oct 2007,-
500620,GESHIP,GREAT EASTERN SHIPPING CO.LTD.,05 Feb 2008,Interim Dividend - Rs. - 3.5000,06 Feb 2008,-,-,30 Jan 2008,05 Feb 2008,-
500620,GESHIP,GREAT EASTERN SHIPPING CO.LTD.,08 May 2008,Interim Dividend - Rs. - 7.5000,09 May 2008,-,-,02 May 2008,08 May 2008,-
500620,GESHIP,GREAT EASTERN SHIPPING CO.LTD.,09 Jul 2008,General ,-,11 Jul 2008,18 Jul 2008,04 Jul 2008,10 Jul 2008,-
500620,GESHIP,GREAT EASTERN SHIPPING CO.LTD.,31 Oct 2008,Interim Dividend - Rs. - 2.5000,03 Nov 2008,-,-,24 Oct 2008,31 Oct 2008,-
500620,GESHIP,GREAT EASTERN SHIPPING CO.LTD.,10 Feb 2009,Interim Dividend - Rs. - 2.5000,11 Feb 2009,-,-,04 Feb 2009,10 Feb 2009,-
500620,GESHIP,GREAT EASTERN SHIPPING CO.LTD.,13 May 2009,Interim Dividend - Rs. - 3.0000,14 May 2009,-,-,07 May 2009,13 May 2009,-
500620,GESHIP,GREAT EASTERN SHIPPING CO.LTD.,16 Jun 2009,General ,-,18 Jun 2009,26 Jun 2009,11 Jun 2009,17 Jun 2009,-
500620,GESHIP,GREAT EASTERN SHIPPING CO.LTD.,20 Jul 2010,Final Dividend - Rs. - 8.0000,-,22 Jul 2010,29 Jul 2010,15 Jul 2010,21 Jul 2010,-
500620,GESHIP,GREAT EASTERN SHIPPING CO.LTD.,02 Nov 2010,Interim Dividend - Rs. - 3.5000,03 Nov 2010,-,-,27 Oct 2010,02 Nov 2010,-
500620,GESHIP,GREAT EASTERN SHIPPING CO.LTD.,27 Jul 2011,Final Dividend - Rs. - 4.5000,-,29 Jul 2011,05 Aug 2011,22 Jul 2011,28 Jul 2011,-
500620,GESHIP,GREAT EASTERN SHIPPING CO.LTD.,22 Feb 2012,Interim Dividend - Rs. - 3.0000,23 Feb 2012,-,-,15 Feb 2012,22 Feb 2012,-
500620,GESHIP,GREAT EASTERN SHIPPING CO.LTD.,30 Jul 2012,Final Dividend - Rs. - 3.5000,-,01 Aug 2012,09 Aug 2012,25 Jul 2012,31 Jul 2012,-
500620,GESHIP,GREAT EASTERN SHIPPING CO.LTD.,18 Feb 2013,Interim Dividend - Rs. - 3.0000,20 Feb 2013,-,-,13 Feb 2013,19 Feb 2013,-
500620,GESHIP,GREAT EASTERN SHIPPING CO.LTD.,26 Jul 2013,Final Dividend - Rs. - 4.5000,-,30 Jul 2013,08 Aug 2013,23 Jul 2013,29 Jul 2013,-
500620,GESHIP,GREAT EASTERN SHIPPING CO.LTD.,17 Feb 2014,Interim Dividend - Rs. - 4.0000,18 Feb 2014,-,-,11 Feb 2014,14 Feb 2014,-
500620,GESHIP,GREAT EASTERN SHIPPING CO.LTD.,13 Aug 2014,Interim Dividend - Rs. - 4.0000,18 Aug 2014,-,-,08 Aug 2014,13 Aug 2014,-
500620,GESHIP,GREAT EASTERN SHIPPING CO.LTD.,17 Sep 2014,Final Dividend - Rs. - 5.0000,-,19 Sep 2014,25 Sep 2014,12 Sep 2014,18 Sep 2014,-
500620,GESHIP,GREAT EASTERN SHIPPING CO.LTD.,04 Aug 2015,Final Dividend - Rs. - 7.0000,-,06 Aug 2015,12 Aug 2015,30 Jul 2015,05 Aug 2015,-
500620,GESHIP,GREAT EASTERN SHIPPING CO.LTD.,15 Feb 2016,Interim Dividend - Rs. - 6.0000,16 Feb 2016,-,-,09 Feb 2016,15 Feb 2016,-
500620,GESHIP,GREAT EASTERN SHIPPING CO.LTD.,17 Mar 2016,Interim Dividend - Rs. - 7.5000,18 Mar 2016,-,-,11 Mar 2016,17 Mar 2016,-
500620,GESHIP,GREAT EASTERN SHIPPING CO.LTD.,14 Feb 2017,Interim Dividend - Rs. - 3.6000,15 Feb 2017,-,-,08 Feb 2017,14 Feb 2017,-
500620,GESHIP,GREAT EASTERN SHIPPING CO.LTD.,02 Aug 2017,Final Dividend - Rs. - 6.5000,-,04 Aug 2017,10 Aug 2017,28 Jul 2017,03 Aug 2017,-
500620,GESHIP,GREAT EASTERN SHIPPING CO.LTD.,02 Aug 2018,Final Dividend - Rs. - 7.2000,-,04 Aug 2018,10 Aug 2018,30 Jul 2018,02 Aug 2018,-
500620,GESHIP,GREAT EASTERN SHIPPING CO.LTD.,31 Jul 2019,Final Dividend - Rs. - 5.4000,-,02 Aug 2019,08 Aug 2019,26 Jul 2019,01 Aug 2019,-
500620,GESHIP,GREAT EASTERN SHIPPING CO.LTD.,18 Mar 2020,Interim Dividend - Rs. - 5.4000,19 Mar 2020,-,-,12 Mar 2020,18 Mar 2020,-
500620,GESHIP,GREAT EASTERN SHIPPING CO.LTD.,09 Jun 2020,Interim Dividend - Rs. - 2.7000,10 Jun 2020,-,-,03 Jun 2020,09 Jun 2020,-
