Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
500493,BHARATFORG,BHARAT FORGE LTD.,31 Jul 2008,Dividend - Rs. - 3.5000,-,02 Aug 2008,06 Aug 2008,28 Jul 2008,31 Jul 2008,-
500493,BHARATFORG,BHARAT FORGE LTD.,16 Jul 2009,Dividend - Rs. - 1.0000,-,18 Jul 2009,24 Jul 2009,13 Jul 2009,16 Jul 2009,-
500493,BHARATFORG,BHARAT FORGE LTD.,15 Jul 2010,Dividend - Rs. - 1.0000,-,17 Jul 2010,26 Jul 2010,12 Jul 2010,15 Jul 2010,-
500493,BHARATFORG,BHARAT FORGE LTD.,04 Aug 2011,Dividend - Rs. - 3.5000,-,06 Aug 2011,10 Aug 2011,01 Aug 2011,04 Aug 2011,-
500493,BHARATFORG,BHARAT FORGE LTD.,07 Mar 2012,Interim Dividend - Rs. - 1.5000,09 Mar 2012,-,-,01 Mar 2012,07 Mar 2012,-
500493,BHARATFORG,BHARAT FORGE LTD.,19 Jul 2012,Final Dividend - Rs. - 2.5000,-,21 Jul 2012,27 Jul 2012,16 Jul 2012,19 Jul 2012,-
500493,BHARATFORG,BHARAT FORGE LTD.,07 Mar 2013,Interim Dividend - Rs. - 1.0000,08 Mar 2013,-,-,01 Mar 2013,07 Mar 2013,-
500493,BHARATFORG,BHARAT FORGE LTD.,01 Aug 2013,Final Dividend - Rs. - 2.4000,-,03 Aug 2013,08 Aug 2013,29 Jul 2013,01 Aug 2013,-
500493,BHARATFORG,BHARAT FORGE LTD.,13 Feb 2014,Interim Dividend - Rs. - 2.0000,14 Feb 2014,-,-,07 Feb 2014,13 Feb 2014,28 Feb 2014
500493,BHARATFORG,BHARAT FORGE LTD.,21 Aug 2014,Final Dividend - Rs. - 2.5000,-,23 Aug 2014,04 Sep 2014,14 Aug 2014,21 Aug 2014,-
500493,BHARATFORG,BHARAT FORGE LTD.,11 Feb 2015,Interim Dividend - Rs. - 3.0000,12 Feb 2015,-,-,05 Feb 2015,11 Feb 2015,-
500493,BHARATFORG,BHARAT FORGE LTD.,20 Jul 2015,Final Dividend - Rs. - 4.5000,-,22 Jul 2015,03 Aug 2015,15 Jul 2015,21 Jul 2015,-
500493,BHARATFORG,BHARAT FORGE LTD.,17 Feb 2016,Interim Dividend - Rs. - 3.0000,19 Feb 2016,-,-,12 Feb 2016,17 Feb 2016,-
500493,BHARATFORG,BHARAT FORGE LTD.,18 Mar 2016,Interim Dividend - Rs. - 4.0000,21 Mar 2016,-,-,14 Mar 2016,18 Mar 2016,-
500493,BHARATFORG,BHARAT FORGE LTD.,25 Jul 2016,Final Dividend - Rs. - 0.5000,-,27 Jul 2016,05 Aug 2016,20 Jul 2016,26 Jul 2016,-
500493,BHARATFORG,BHARAT FORGE LTD.,16 Feb 2017,Interim Dividend - Rs. - 2.5000,18 Feb 2017,-,-,13 Feb 2017,16 Feb 2017,-
500493,BHARATFORG,BHARAT FORGE LTD.,28 Jul 2017,Final Dividend - Rs. - 5.0000,-,01 Aug 2017,10 Aug 2017,25 Jul 2017,31 Jul 2017,-
500493,BHARATFORG,BHARAT FORGE LTD.,28 Sep 2017,Bonus issue 1:1,30 Sep 2017,-,-,25 Sep 2017,28 Sep 2017,-
500493,BHARATFORG,BHARAT FORGE LTD.,16 Nov 2017,Interim Dividend - Rs. - 2.0000,18 Nov 2017,-,-,13 Nov 2017,16 Nov 2017,-
500493,BHARATFORG,BHARAT FORGE LTD.,27 Jul 2018,Final Dividend - Rs. - 2.5000,-,31 Jul 2018,09 Aug 2018,24 Jul 2018,30 Jul 2018,-
500493,BHARATFORG,BHARAT FORGE LTD.,15 Nov 2018,Interim Dividend - Rs. - 2.5000,16 Nov 2018,-,-,09 Nov 2018,15 Nov 2018,-
500493,BHARATFORG,BHARAT FORGE LTD.,01 Aug 2019,Final Dividend - Rs. - 2.5000,-,03 Aug 2019,13 Aug 2019,29 Jul 2019,01 Aug 2019,-
500493,BHARATFORG,BHARAT FORGE LTD.,20 Nov 2019,Interim Dividend - Rs. - 1.5000,21 Nov 2019,-,-,14 Nov 2019,20 Nov 2019,-
500493,BHARATFORG,BHARAT FORGE LTD.,03 Mar 2020,Interim Dividend - Rs. - 2.0000,04 Mar 2020,-,-,26 Feb 2020,03 Mar 2020,-
