Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
500674,SANOFI,Sanofi India Ltd,03 Apr 2008,Dividend - Rs. - 12.5000,-,05 Apr 2008,24 Apr 2008,28 Mar 2008,03 Apr 2008,-
500674,SANOFI,Sanofi India Ltd,29 Jul 2008,Interim Dividend - Rs. - 3.5000,30 Jul 2008,-,-,23 Jul 2008,29 Jul 2008,-
500674,SANOFI,Sanofi India Ltd,06 Apr 2009,Final Dividend - Rs. - 12.5000,-,09 Apr 2009,28 Apr 2009,30 Mar 2009,08 Apr 2009,-
500674,SANOFI,Sanofi India Ltd,30 Jul 2009,Interim Dividend - Rs. - 3.5000,31 Jul 2009,-,-,24 Jul 2009,30 Jul 2009,-
500674,SANOFI,Sanofi India Ltd,07 Apr 2010,Final Dividend - Rs. - 16.5000,-,09 Apr 2010,27 Apr 2010,31 Mar 2010,08 Apr 2010,-
500674,SANOFI,Sanofi India Ltd,26 Jul 2010,Interim Dividend - Rs. - 4.0000,27 Jul 2010,-,-,20 Jul 2010,26 Jul 2010,-
500674,SANOFI,Sanofi India Ltd,31 Mar 2011,Final Dividend - Rs. - 23.0000,-,06 Apr 2011,26 Apr 2011,28 Mar 2011,05 Apr 2011,-
500674,SANOFI,Sanofi India Ltd,31 Mar 2011,Special Dividend - Rs. - 28.0000,-,06 Apr 2011,26 Apr 2011,28 Mar 2011,05 Apr 2011,-
500674,SANOFI,Sanofi India Ltd,03 Aug 2011,Interim Dividend - Rs. - 4.0000,04 Aug 2011,-,-,28 Jul 2011,03 Aug 2011,-
500674,SANOFI,Sanofi India Ltd,10 Apr 2012,Final Dividend - Rs. - 29.0000,-,12 Apr 2012,03 May 2012,03 Apr 2012,11 Apr 2012,-
500674,SANOFI,Sanofi India Ltd,02 Aug 2012,Interim Dividend - Rs. - 4.0000,03 Aug 2012,-,-,27 Jul 2012,02 Aug 2012,-
500674,SANOFI,Sanofi India Ltd,05 Apr 2013,Final Dividend - Rs. - 29.0000,-,09 Apr 2013,30 Apr 2013,02 Apr 2013,08 Apr 2013,06 May 2013
500674,SANOFI,Sanofi India Ltd,05 Aug 2013,Interim Dividend - Rs. - 10.0000,06 Aug 2013,-,-,30 Jul 2013,05 Aug 2013,20 Aug 2013
500674,SANOFI,Sanofi India Ltd,16 Apr 2014,Final Dividend - Rs. - 35.0000,-,18 Apr 2014,29 Apr 2014,10 Apr 2014,16 Apr 2014,05 May 2014
500674,SANOFI,Sanofi India Ltd,31 Jul 2014,Interim Dividend - Rs. - 10.0000,01 Aug 2014,-,-,24 Jul 2014,31 Jul 2014,14 Aug 2014
500674,SANOFI,Sanofi India Ltd,16 Apr 2015,Final Dividend - Rs. - 24.0000,-,18 Apr 2015,29 Apr 2015,10 Apr 2015,16 Apr 2015,08 May 2015
500674,SANOFI,Sanofi India Ltd,16 Apr 2015,Special Dividend - Rs. - 11.0000,-,18 Apr 2015,29 Apr 2015,10 Apr 2015,16 Apr 2015,08 May 2015
500674,SANOFI,Sanofi India Ltd,29 Jul 2015,Interim Dividend - Rs. - 18.0000,30 Jul 2015,-,-,23 Jul 2015,29 Jul 2015,-
500674,SANOFI,Sanofi India Ltd,13 Apr 2016,Final Dividend - Rs. - 25.0000,-,19 Apr 2016,29 Apr 2016,07 Apr 2016,13 Apr 2016,-
500674,SANOFI,Sanofi India Ltd,13 Apr 2016,Special Dividend - Rs. - 22.0000,-,19 Apr 2016,29 Apr 2016,07 Apr 2016,13 Apr 2016,-
500674,SANOFI,Sanofi India Ltd,04 Aug 2016,Interim Dividend - Rs. - 18.0000,05 Aug 2016,-,-,29 Jul 2016,04 Aug 2016,-
500674,SANOFI,Sanofi India Ltd,25 Apr 2017,Final Dividend - Rs. - 50.0000,-,27 Apr 2017,05 May 2017,20 Apr 2017,26 Apr 2017,-
500674,SANOFI,Sanofi India Ltd,31 Jul 2017,Interim Dividend - Rs. - 18.0000,01 Aug 2017,-,-,25 Jul 2017,31 Jul 2017,-
500674,SANOFI,Sanofi India Ltd,26 Apr 2018,Final Dividend - Rs. - 53.0000,-,01 May 2018,08 May 2018,24 Apr 2018,26 Apr 2018,-
500674,SANOFI,Sanofi India Ltd,06 Aug 2018,Interim Dividend - Rs. - 18.0000,07 Aug 2018,-,-,31 Jul 2018,06 Aug 2018,-
500674,SANOFI,Sanofi India Ltd,25 Apr 2019,Final Dividend - Rs. - 66.0000,-,30 Apr 2019,07 May 2019,22 Apr 2019,26 Apr 2019,-
500674,SANOFI,Sanofi India Ltd,29 Jun 2020,Final Dividend - Rs. - 106.0000,-,01 Jul 2020,07 Jul 2020,24 Jun 2020,30 Jun 2020,-
500674,SANOFI,Sanofi India Ltd,29 Jun 2020,Special Dividend - Rs. - 243.0000,-,01 Jul 2020,07 Jul 2020,24 Jun 2020,30 Jun 2020,-
