Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
500547,BPCL,BHARAT PETROLEUM CORPORATION LTD.,04 Sep 2007,Final Dividend - Rs. - 10.0000,-,06 Sep 2007,19 Sep 2007,30 Aug 2007,05 Sep 2007,-
500547,BPCL,BHARAT PETROLEUM CORPORATION LTD.,10 Sep 2008,Dividend - Rs. - 4.0000,-,12 Sep 2008,22 Sep 2008,05 Sep 2008,11 Sep 2008,-
500547,BPCL,BHARAT PETROLEUM CORPORATION LTD.,26 Aug 2009,Dividend - Rs. - 7.0000,-,28 Aug 2009,08 Sep 2009,21 Aug 2009,27 Aug 2009,-
500547,BPCL,BHARAT PETROLEUM CORPORATION LTD.,08 Sep 2010,Dividend - Rs. - 14.0000,-,13 Sep 2010,24 Sep 2010,03 Sep 2010,09 Sep 2010,-
500547,BPCL,BHARAT PETROLEUM CORPORATION LTD.,05 Sep 2011,Dividend - Rs. - 14.0000,-,07 Sep 2011,16 Sep 2011,29 Aug 2011,06 Sep 2011,-
500547,BPCL,BHARAT PETROLEUM CORPORATION LTD.,13 Jul 2012,Dividend - Rs. - 11.0000,-,17 Jul 2012,17 Jul 2012,10 Jul 2012,16 Jul 2012,-
500547,BPCL,BHARAT PETROLEUM CORPORATION LTD.,13 Jul 2012,Bonus issue 1:1,-,17 Jul 2012,17 Jul 2012,10 Jul 2012,16 Jul 2012,-
500547,BPCL,BHARAT PETROLEUM CORPORATION LTD.,06 Sep 2013,Dividend - Rs. - 11.0000,-,11 Sep 2013,20 Sep 2013,03 Sep 2013,10 Sep 2013,01 Oct 2013
500547,BPCL,BHARAT PETROLEUM CORPORATION LTD.,05 Sep 2014,Dividend - Rs. - 17.0000,-,09 Sep 2014,18 Sep 2014,02 Sep 2014,08 Sep 2014,29 Sep 2014
500547,BPCL,BHARAT PETROLEUM CORPORATION LTD.,28 Aug 2015,Dividend - Rs. - 22.5000,-,01 Sep 2015,09 Sep 2015,25 Aug 2015,31 Aug 2015,22 Sep 2015
500547,BPCL,BHARAT PETROLEUM CORPORATION LTD.,02 Feb 2016,Interim Dividend - Rs. - 12.5000,03 Feb 2016,-,-,27 Jan 2016,02 Feb 2016,-
500547,BPCL,BHARAT PETROLEUM CORPORATION LTD.,03 Mar 2016,Interim Dividend - Rs. - 3.5000,05 Mar 2016,-,-,29 Feb 2016,03 Mar 2016,-
500547,BPCL,BHARAT PETROLEUM CORPORATION LTD.,06 Jun 2016,Final Dividend - Rs. - 15.0000,-,08 Jun 2016,10 Jun 2016,01 Jun 2016,07 Jun 2016,-
500547,BPCL,BHARAT PETROLEUM CORPORATION LTD.,13 Jul 2016,Bonus issue 1:1,14 Jul 2016,-,-,07 Jul 2016,13 Jul 2016,-
500547,BPCL,BHARAT PETROLEUM CORPORATION LTD.,28 Feb 2017,Interim Dividend - Rs. - 19.5000,01 Mar 2017,-,-,20 Feb 2017,28 Feb 2017,-
500547,BPCL,BHARAT PETROLEUM CORPORATION LTD.,24 Mar 2017,Interim Dividend - Rs. - 12.0000,27 Mar 2017,-,-,-,-,-
500547,BPCL,BHARAT PETROLEUM CORPORATION LTD.,08 Jun 2017,Final Dividend - Rs. - 1.0000,-,12 Jun 2017,13 Jun 2017,05 Jun 2017,09 Jun 2017,-
500547,BPCL,BHARAT PETROLEUM CORPORATION LTD.,13 Jul 2017,Bonus issue 1:2,15 Jul 2017,-,-,10 Jul 2017,13 Jul 2017,-
500547,BPCL,BHARAT PETROLEUM CORPORATION LTD.,22 Feb 2018,Interim Dividend - Rs. - 14.0000,24 Feb 2018,-,-,16 Feb 2018,22 Feb 2018,-
500547,BPCL,BHARAT PETROLEUM CORPORATION LTD.,31 Aug 2018,Final Dividend - Rs. - 7.0000,-,04 Sep 2018,11 Sep 2018,28 Aug 2018,03 Sep 2018,-
500547,BPCL,BHARAT PETROLEUM CORPORATION LTD.,21 Feb 2019,Interim Dividend - Rs. - 11.0000,23 Feb 2019,-,-,15 Feb 2019,21 Feb 2019,-
500547,BPCL,BHARAT PETROLEUM CORPORATION LTD.,21 Aug 2019,Final Dividend - Rs. - 8.0000,-,23 Aug 2019,30 Aug 2019,16 Aug 2019,22 Aug 2019,-
500547,BPCL,BHARAT PETROLEUM CORPORATION LTD.,23 Mar 2020,Interim Dividend - Rs. - 16.5000,24 Mar 2020,-,-,17 Mar 2020,20 Mar 2020,-
500547,BPCL,BHARAT PETROLEUM CORPORATION LTD.,17 Feb 2021,Interim Dividend - Rs. - 16.0000,19 Feb 2021,-,-,12 Feb 2021,17 Feb 2021,-
500547,BPCL,BHARAT PETROLEUM CORPORATION LTD.,25 Mar 2021,Interim Dividend - Rs. - 5.0000,27 Mar 2021,-,-,22 Mar 2021,25 Mar 2021,-
