Actual_LowerBandInNext1Months,Predicted_LowerBandInNext1Months,Actual_UpperBandInNext1Months,Predicted_UpperBandInNext1Months,Date,Close Price
0.9953007518796992,0.9896147043606516,1.400375939849624,1.3401684668999696,2018-03-28,10.64
1.0,0.9976204690087838,1.448007774538387,1.35065279961693,2018-03-27,10.29
1.0,0.9984066699249318,1.5173116089613037,1.3722305887495645,2018-03-26,9.82
0.9742063492063492,0.9800381913316416,1.4781746031746033,1.3097483690991758,2018-03-23,10.08
0.9264150943396228,0.9343734289127128,1.4056603773584906,1.2526018685554925,2018-03-22,10.6
0.9352380952380952,0.9430464523484476,1.4190476190476191,1.2508429497502909,2018-03-21,10.5
0.9761431411530817,0.9756821056301068,1.4811133200795228,1.2951692775340138,2018-03-20,10.06
0.9442307692307692,0.9463948358782877,1.4326923076923077,1.2507266832899289,2018-03-19,10.4
0.9134883720930232,0.9262037188999608,1.386046511627907,1.2204299221582118,2018-03-16,10.75
0.958984375,0.9590665566087556,1.455078125,1.2723522692432454,2018-03-15,10.24
0.9290444654683064,0.93332326910649,1.4096499526963102,1.2357134649955008,2018-03-14,10.57
0.9406130268199234,0.9604406092193496,1.4272030651340997,1.2489915404858365,2018-03-13,10.44
0.9839679358717436,0.9897322316016348,1.4478957915831665,1.2965542641841572,2018-03-12,9.98
0.9561830574488804,0.9716063399583028,1.1850048685491723,1.2672793409075105,2018-03-09,10.27
0.9379178605539636,0.9520288160523516,1.1623686723973257,1.246945886604838,2018-03-08,10.47
0.9264150943396228,0.9449874822048424,1.1481132075471698,1.2336698526082963,2018-03-07,10.6
0.8807174887892376,0.9075610501595436,1.0062780269058296,1.195259639295903,2018-03-06,11.15
0.8682581786030061,0.8952841235618958,1.0,1.1867300517354866,2018-03-05,11.31
0.8524305555555556,0.875646398883267,1.0,1.175350575511183,2018-03-01,11.52
0.814262023217247,0.8346564746473797,1.0,1.1459366075737183,2018-02-28,12.06
0.7837190742218676,0.8082362961347757,1.0,1.1155890858019435,2018-02-27,12.53
0.7799841143764893,0.805977566672706,1.0,1.1093704878827857,2018-02-26,12.59
0.8173628173628174,0.8338911338241004,1.031122031122031,1.1213012008093015,2018-02-23,12.21
0.837951301427372,0.8604927135367864,1.0570948782535683,1.0616427127137325,2018-02-22,11.91
0.8358458961474038,0.8549550792762698,1.0544388609715245,1.015890796971645,2018-02-21,11.94
0.8655680832610582,0.8998950422060438,1.0919340849956636,1.0585250452569812,2018-02-20,11.53
0.8421940928270043,0.8577111433505337,1.0624472573839665,1.0130064605347031,2018-02-14,11.85
0.8289036544850499,0.8335432145128052,1.0456810631229236,0.9840255734967278,2018-02-12,12.04
0.8329278183292781,0.8274626442747172,1.021086780210868,0.9664744832952572,2018-02-09,12.33
0.8594142259414226,0.8483010200011217,1.0535564853556485,1.0094125345534033,2018-02-08,11.95
0.8565471226021685,0.8574573944144813,1.0500417014178482,1.003389902804678,2018-02-07,11.99
0.8596059113300494,0.8491275375591443,1.0336617405582922,0.9807462236728076,2018-02-06,12.18
0.8268330733229329,0.8183791044617734,1.0,0.94442586155744,2018-02-05,12.82
0.8934959349593495,0.8620325589447954,1.0422764227642276,1.003866585033415,2018-02-02,12.3
0.851937984496124,0.8102743190626855,1.0,0.9455528903397116,2018-02-01,12.9
0.875,0.8357826868644841,1.0270700636942676,0.9834483969272908,2018-01-31,12.56
0.9150707743547044,0.8765266158935214,1.074104912572856,1.0443787488576326,2018-01-30,12.01
1.0,0.9426049215395028,1.18348623853211,1.167769726252302,2018-01-25,10.9
1.0,0.9542152448235623,1.2146892655367232,1.1978326350874449,2018-01-24,10.62
0.9788018433179724,0.945292645575755,1.1889400921658988,1.1712478617776925,2018-01-23,10.85
0.9654545454545452,0.9425751282721048,1.1727272727272728,1.1533660080586408,2018-01-22,11.0
0.9752066115702478,0.961421416886837,1.184573002754821,1.1524778149780284,2018-01-19,10.89
1.0,0.981684233653118,1.2415784408084696,1.1940469699377372,2018-01-18,10.39
0.9523373052245646,0.9367720212743184,1.1824014665444549,1.1172512750081307,2018-01-17,10.91
0.953211009174312,0.9300226043726256,1.18348623853211,1.097744943278918,2018-01-16,10.9
0.9138082673702728,0.9057975772735803,1.1345646437994723,1.0650636400787905,2018-01-11,11.37
0.9235555555555556,0.9204339612050207,1.1466666666666667,1.0775046302014986,2018-01-10,11.25
0.9194690265486726,0.9126153124110944,1.1415929203539823,1.071661998185448,2018-01-09,11.3
0.8842553191489362,0.8886741864962345,1.097872340425532,1.0289190639215204,2018-01-08,11.75
0.914612676056338,0.9168939184566178,1.1355633802816902,1.0728479134820963,2018-01-05,11.36
0.9497257769652652,0.9500245706009728,1.1791590493601465,1.1193560437276444,2018-01-04,10.94
0.9971209213051824,0.9839075968945802,1.238003838771593,1.182717847973145,2018-01-03,10.42
1.0,0.9900489282306804,1.26594700686948,1.2101824880996934,2018-01-02,10.19
1.0,0.9862583871985484,1.1645193260654114,1.220042199778718,2017-12-28,10.09
0.9646271510516252,0.9586906612026432,1.1233269598470363,1.1635357279069365,2017-12-27,10.46
1.0,0.9836462060896654,1.178535606820461,1.2055723308267725,2017-12-26,9.97
1.0,0.9692161921621572,1.178535606820461,1.1963247068346483,2017-12-22,9.97
0.9851778656126484,0.9601502178049328,1.1610671936758894,1.1762190010440556,2017-12-21,10.12
0.996003996003996,0.9654865766366528,1.173826173826174,1.1887921997209965,2017-12-20,10.01
0.9679611650485436,0.943958086865229,1.1407766990291262,1.155573609183492,2017-12-19,10.3
1.0,0.9721565855095212,1.191683569979716,1.1830723738233384,2017-12-18,9.86
0.95635305528613,0.9350053139749884,1.139670223084384,1.089864177952274,2017-12-15,10.31
