Predicted_LowerBandInNext1Months,Actual_LowerBandInNext1Months,Predicted_UpperBandInNext1Months,Actual_UpperBandInNext1Months,Date,Close Price
0.9015755105077676,0.845959595959596,1.0888821216208566,1.0429292929292928,2020-09-09,3.96
0.8052274980562597,0.8052884615384616,1.027427251404747,1.0,2020-09-08,4.16
0.926426802591503,0.8723958333333334,1.1350859175121957,1.09375,2020-09-03,3.84
0.9806430792058608,1.0,1.3617659979223031,1.2612612612612613,2020-08-31,3.33
0.9951773712709088,1.0,1.4555894426557576,1.3861386138613865,2020-08-27,3.03
0.9993852729944064,1.0,1.4797999199863694,1.443298969072165,2020-08-26,2.91
0.9701107567223284,0.9572368421052632,1.404100786330838,1.381578947368421,2020-08-25,3.04
0.990877828169695,0.976510067114094,1.3949928758545314,1.4093959731543624,2020-08-24,2.98
0.9857518080310096,0.9864406779661016,1.3731663702893504,1.423728813559322,2020-08-21,2.95
0.985092480732051,1.0,1.411534336181859,1.4840989399293287,2020-08-20,2.83
0.9633690603503076,0.9593220338983052,1.282569004786522,1.423728813559322,2020-08-19,2.95
0.9471664027248452,0.9464882943143812,1.2295554427195772,1.4046822742474916,2020-08-18,2.99
0.9336141406528428,0.9433333333333334,1.2226390170126498,1.4,2020-08-14,3.0
0.9362490501658604,0.9433333333333334,1.215155964536921,1.4,2020-08-13,3.0
0.9358157335664372,0.9188311688311688,1.18389088269057,1.3636363636363638,2020-08-12,3.08
0.927812930535556,0.909967845659164,1.151948609245739,1.3504823151125402,2020-08-11,3.11
0.8645712600083335,0.8654434250764527,1.1150814352908387,1.2844036697247707,2020-08-10,3.27
0.8978361978438368,0.8202898550724638,1.0985527459586977,1.16231884057971,2020-08-05,3.45
0.7774302837099453,0.7796143250688705,1.0730888309881852,1.0578512396694215,2020-08-04,3.63
0.8447235316364635,0.8132183908045977,1.11117284950165,1.0517241379310345,2020-08-03,3.48
0.856006304075754,0.8108882521489971,1.1030701733789998,1.0401146131805157,2020-07-30,3.49
0.868396170611355,0.8348082595870207,1.1303557288969197,1.070796460176991,2020-07-29,3.39
0.8696043004667027,0.8397626112759644,1.1403463461088337,1.0771513353115727,2020-07-28,3.37
0.8795615075689556,0.8202898550724638,1.1209767385432468,1.0521739130434782,2020-07-27,3.45
0.8344811284604681,0.7839335180055402,1.0600478589791984,1.005540166204986,2020-07-24,3.61
0.8362973490653945,0.7883008356545962,1.0503120208072874,1.011142061281337,2020-07-23,3.59
0.7586938690040858,0.7669376693766938,1.0336261247403136,1.0,2020-07-22,3.69
0.7692249819894412,0.7786885245901639,1.039006649927143,1.0081967213114753,2020-07-20,3.66
0.7763061996105491,0.8241758241758241,1.0470922246979986,1.0137362637362637,2020-07-17,3.64
0.7715690475963357,0.7936507936507937,1.025857721324818,1.0,2020-07-16,3.78
0.8005885884096553,0.7594936708860759,1.0219707498839257,1.0050632911392403,2020-07-14,3.95
0.8212496986593847,0.8169761273209549,1.052881899975017,1.0530503978779842,2020-07-13,3.77
0.7785091694319773,0.7938931297709924,1.0231089349008848,1.010178117048346,2020-07-10,3.93
0.7767881631285047,0.7959183673469388,1.026516976687419,1.0127551020408163,2020-07-09,3.92
0.7769198596458271,0.7761194029850748,1.015208429119382,1.0,2020-07-08,4.02
0.7849042635415493,0.7809523809523808,1.012546731615683,1.0,2020-07-07,4.2
0.7808285839537827,0.7614678899082568,1.0231219772260611,1.0321100917431192,2020-07-02,4.36
0.8383236679667648,0.798076923076923,1.0561228402281486,1.0817307692307692,2020-07-01,4.16
0.9088663778626076,0.8488664987405541,1.0970692155959731,1.1335012594458438,2020-06-30,3.97
0.9451324059374836,0.8891820580474934,1.128022044105326,1.187335092348285,2020-06-29,3.79
0.9445258214782818,0.9750692520775625,1.186236161711638,1.2465373961218835,2020-06-26,3.61
0.9953378076764426,1.0,1.2298256311719915,1.308139534883721,2020-06-25,3.44
0.9916922741988188,0.9651162790697674,1.21380337874071,1.308139534883721,2020-06-23,3.44
0.9968979595183084,1.0,1.286151301264267,1.3719512195121952,2020-06-22,3.28
0.9841107338783016,1.0,1.2835065714753464,1.3888888888888888,2020-06-19,3.24
0.9946284729346412,1.0,1.280196986398454,1.3975155279503104,2020-06-18,3.22
0.9676242939078424,0.9907692307692308,1.2399024652932027,1.3846153846153846,2020-06-17,3.25
0.985173403450264,1.0,1.3083886747194036,1.4516129032258065,2020-06-16,3.1
0.9777741031870828,1.0,1.3543110964978224,1.495016611295681,2020-06-15,3.01
0.9714143758287186,0.9585987261146496,1.2459241652948831,1.4331210191082802,2020-06-12,3.14
0.9130696557417268,0.912121212121212,1.1758810571324916,1.3636363636363638,2020-06-11,3.3
0.8862314395750093,0.8674351585014408,1.1266220498214723,1.296829971181556,2020-06-10,3.47
0.9138988840107634,0.8985074626865671,1.1823921680907128,1.343283582089552,2020-06-09,3.35
0.8544536289705836,0.8575498575498576,1.1031106929819054,1.2820512820512822,2020-06-08,3.51
0.9016855168232908,0.8985074626865671,1.1569528860485163,1.343283582089552,2020-06-05,3.35
0.9433413160886088,0.940625,1.2193928451860796,1.40625,2020-06-04,3.2
0.974238741235613,0.926153846153846,1.2098643364268953,1.3846153846153846,2020-06-03,3.25
0.944676663767827,0.9148936170212764,1.178337875410666,1.325227963525836,2020-06-02,3.29
0.9785063169660584,0.940625,1.2329513833528387,1.3,2020-06-01,3.2
0.931547069473894,0.912121212121212,1.196312053300264,1.093939393939394,2020-05-29,3.3
0.944320481560342,0.9011976047904192,1.158184671452885,1.0808383233532934,2020-05-28,3.34
0.8722279624532467,0.86,1.121232009155167,1.0314285714285714,2020-05-27,3.5
0.8615841969755753,0.86,1.1262548301118902,1.002857142857143,2020-05-26,3.5
0.9272717950399032,0.9011976047904192,1.1559332733580974,1.0508982035928145,2020-05-22,3.34
0.9394497723879373,0.912121212121212,1.163252742096379,1.0636363636363635,2020-05-21,3.3
0.9518525793433784,0.9555555555555556,1.2272765381868072,1.1142857142857143,2020-05-20,3.15
0.9815768350808324,0.95253164556962,1.213251136267237,1.110759493670886,2020-05-19,3.16
0.957963000519724,0.9148936170212764,1.1495955267188076,1.066869300911854,2020-05-18,3.29
0.9051736094840196,0.910144927536232,1.092652165589363,1.017391304347826,2020-05-15,3.45
0.8384987028286581,0.824607329842932,1.0352939172587814,1.0,2020-05-07,3.82
0.893454495279673,0.863013698630137,1.076402709719441,1.0465753424657531,2020-05-06,3.65
0.8442009946988568,0.824607329842932,1.0349559825986865,1.0,2020-05-05,3.82
0.77356473143346,0.7875,1.0237260389109026,1.0,2020-05-04,4.0
0.791639594609973,0.7894736842105262,1.0315443199279577,1.0025062656641603,2020-04-29,3.99
0.8272605194620841,0.7954545454545454,1.0410888883241791,1.0101010101010102,2020-04-28,3.96
0.8372619348002427,0.7590361445783131,1.0271881625079564,1.0,2020-04-27,4.15
0.8573237364329354,0.7954545454545454,1.055898854689945,1.047979797979798,2020-04-24,3.96
0.9263603546338376,0.875,1.1267814084393972,1.152777777777778,2020-04-21,3.6
0.967659421407848,0.982905982905983,1.168013024980678,1.1823361823361824,2020-04-17,3.51
0.9841612667591052,0.9970238095238096,1.196626804458041,1.2351190476190477,2020-04-15,3.36
0.9961248548960968,1.0,3418.601926000601,3826.276094276094,2020-04-07,2.97
0.9820379743055598,1.0,3339.147488830205,4015.561837455831,2020-04-03,2.83
0.0002234842028703,0.0002519883749363,1.0533926116228394,1.060594804559683,2020-03-30,10714.78
0.9810201489429636,0.996309963099631,1834.580764228224,4193.3726937269375,2020-03-26,2.71
0.9722517762449372,0.9642857142857144,3076.89490557707,4058.585714285715,2020-03-25,2.8
0.0002212851538082,0.0002728306176582,1.0837886145114042,1.1483177971453835,2020-03-23,9896.25
0.9165431084305196,0.9087837837837838,3403.510949012654,3839.202702702703,2020-03-17,2.96
0.9377029083085704,0.953900709219858,3440.54401885807,4029.801418439717,2020-03-16,2.82
0.9159912671595756,0.9275862068965516,2648.748678125156,3918.634482758621,2020-03-13,2.9
0.9571367663069996,0.9711191335740073,2616.1524985343726,4102.541516245487,2020-03-12,2.77
0.926785728302005,0.9243986254295532,3468.144560232309,3905.168384879725,2020-03-11,2.91
0.914028932827362,0.8966666666666666,3411.179972791026,3788.013333333334,2020-03-09,3.0
0.8919786581310184,0.8539682539682539,3185.111773384304,3401.5174603174605,2020-03-06,3.15
0.8708636932367478,0.864951768488746,3232.3247944690866,3445.266881028939,2020-03-05,3.11
0.8427089464733887,0.8276923076923077,3022.7594274933344,3296.855384615385,2020-03-04,3.25
0.8391646882928726,0.7493036211699164,1213.2984132505803,2984.6183844011143,2020-03-02,3.59
0.8285987496248732,0.713527851458886,584.9393827230098,2625.0,2020-02-28,3.77
0.7850024954003197,0.6741854636591478,190.9498665282003,2480.2631578947367,2020-02-26,3.99
0.7957458932520968,0.7078947368421052,799.9440845530418,2604.2763157894738,2020-02-25,3.8
0.7701744281846968,0.6810126582278481,315.19021410114954,2505.379746835443,2020-02-24,3.95
0.7353798169909335,0.6497584541062802,112.1851211220222,1.0,2020-02-20,4.14
0.6958997439800299,0.6610978520286396,77.17279176535706,1.0381861575178997,2020-02-14,4.19
0.6591458613052588,0.6295454545454545,82.38984611211546,1.0,2020-02-13,4.4
0.7103684736255979,0.6367816091954024,143.16252659694442,1.011494252873563,2020-02-12,4.35
0.7245471412866915,0.6061269146608315,112.3984830818708,1.0,2020-02-11,4.57
0.7223342303007422,0.6191489361702128,99.10161706647624,1.0,2020-02-10,4.7
0.7569841559309527,0.6547368421052632,111.93286344533412,1.0,2020-02-06,4.75
0.7482300705571108,0.6547368421052632,125.6091201923496,1.0,2020-02-05,4.75
0.6979652816730587,0.622,1184.1372043959889,1.0,2020-02-04,5.0
0.7471230413534169,0.6632653061224489,403.0817600974462,1.020408163265306,2020-02-03,4.9
0.7483653957660955,0.766260162601626,526.8256197443858,1.046747967479675,2020-01-31,4.92
0.7646092560253709,0.7647058823529412,582.3089368783374,1.0446247464503045,2020-01-30,4.93
0.8048939993539632,0.8021276595744681,99.88295080474632,1.0957446808510638,2020-01-29,4.7
0.7783172217466683,0.7786885245901639,225.35088745108035,1.0553278688524592,2020-01-28,4.88
0.7397349697959876,0.76,1204.9139755794863,1.03,2020-01-27,5.0
0.7405916048917067,0.8133595284872298,1066.4811659738084,1.0117878192534382,2020-01-24,5.09
0.8059952979681966,0.8518518518518517,113.84560030909128,1.059670781893004,2020-01-23,4.86
0.894367137935907,0.8941684665226781,145.32265954756411,1.1123110151187905,2020-01-22,4.63
0.8796193667888648,0.9387755102040816,121.8032295824632,1.1678004535147393,2020-01-21,4.41
0.9770460495517496,1.0,399.1339637856204,1.268472906403941,2020-01-17,4.06
0.9992931169923936,1.0,707.0738527929788,1.330749354005168,2020-01-16,3.87
0.9725797484032708,0.9675,245.9958775166348,1.2875,2020-01-15,4.0
0.9844424898405436,0.9675,237.74644519725788,1.2875,2020-01-13,4.0
0.9611396603990487,1.0,343.05961668750814,1.3376623376623378,2020-01-09,3.85
0.9373538408973846,0.9821428571428572,153.03599310988847,1.3137755102040818,2020-01-08,3.92
0.9538594844284995,0.9821428571428572,153.024377480404,1.3137755102040818,2020-01-07,3.92
0.978768642273252,1.0,171.1409021784143,1.3733333333333335,2020-01-06,3.75
0.9823073065790882,1.0,422.0786844531004,1.4305555555555556,2020-01-03,3.6
0.990700539382291,1.0,1120.0448655419134,1.4672364672364675,2020-01-02,3.51
0.98319448888703,0.9887323943661972,701.4275534855784,1.4338028169014083,2019-12-31,3.55
0.9942284290116304,1.0,553.0205233441839,1.5014749262536873,2019-12-30,3.39
0.9510525480147995,0.952247191011236,224.4175531626984,1.4297752808988764,2019-12-27,3.56
0.9724878307723624,0.963068181818182,550.7749880582267,1.4460227272727273,2019-12-26,3.52
0.9660855129206702,0.9769452449567724,221.58014818277115,1.4005763688760806,2019-12-24,3.47
0.990396217059647,1.0,1.3489034502186183,1.3987915407854985,2019-12-23,3.31
0.9580537138795784,0.9706744868035192,1.2494111042642866,1.190615835777126,2019-12-20,3.41
0.97225680452007,0.9792899408284024,1.2940663305469635,1.2011834319526626,2019-12-18,3.38
0.993954954664294,1.0,1.3708402312102257,1.2369230769230768,2019-12-17,3.25
0.9099214131045984,1.0,1.284797740074277,1.2369230769230768,2019-12-13,3.25
0.9156998883542332,0.9502923976608189,1.1916271424952565,1.175438596491228,2019-12-12,3.42
0.9172281834847164,0.9420289855072465,1.1410894579405697,1.1652173913043475,2019-12-11,3.45
0.9320678427438835,0.9672619047619048,1.1876566329054992,1.1666666666666667,2019-12-10,3.36
0.916207529026271,0.9420289855072465,1.1398471893362396,1.136231884057971,2019-12-09,3.45
0.9368888008160822,0.9447674418604652,1.142788003015252,1.0465116279069768,2019-12-05,3.44
0.943355673728727,0.9393063583815028,1.1281607248361634,1.0404624277456649,2019-12-04,3.46
0.9607599681639204,0.9848484848484848,1.1720999347508732,1.0787878787878789,2019-12-03,3.3
0.9545040152945432,0.9701492537313432,1.1878484692867337,1.0626865671641792,2019-11-29,3.35
0.953296090117799,0.9730538922155688,1.163684728397182,1.065868263473054,2019-11-27,3.34
0.9102653573409212,0.9002770083102494,1.0896922681442789,1.0,2019-11-25,3.61
0.8942972595436156,0.8552631578947368,1.0295271413571103,1.0,2019-11-22,3.8
0.8347707780387111,0.8248730964467005,1.0296347400091663,1.0,2019-11-21,3.94
0.8642883940192384,0.8643617021276596,1.060064095777106,1.047872340425532,2019-11-20,3.76
0.8298295215250177,0.8024691358024691,1.028262135472339,1.0,2019-11-18,4.05
0.8197077880429393,0.8044554455445545,1.02055471974205,1.0024752475247525,2019-11-15,4.04
0.8622568805138198,0.8333333333333334,1.0523425837211229,1.0384615384615383,2019-11-14,3.9
0.8395101616598086,0.8125,1.028438238838361,1.0125,2019-11-13,4.0
0.8593385876920412,0.8527131782945736,1.0718390951320125,1.049095607235142,2019-11-08,3.87
0.807077669855174,0.8108108108108107,1.033011539214398,1.0,2019-11-07,4.07
0.8105613578993349,0.750561797752809,1.0197348179588337,1.0112359550561798,2019-11-01,4.45
0.8330574382762526,0.7877358490566037,1.0593946845349669,1.0613207547169812,2019-10-31,4.24
0.8829752241058654,0.8146341463414635,1.070075409374896,1.0975609756097562,2019-10-30,4.1
0.8887154103215654,0.799043062200957,1.050293158882824,1.0765550239234452,2019-10-29,4.18
0.9385506178744492,0.9894736842105264,1.1627113931556614,1.1842105263157896,2019-10-24,3.8
0.9084743766881496,0.94,1.0946805836747358,1.125,2019-10-23,4.0
0.8831396316195522,0.928395061728395,1.0649425414793905,1.1111111111111112,2019-10-22,4.05
0.9147641928869094,0.9844559585492229,1.0984857473129932,1.1658031088082903,2019-10-18,3.86
0.8425286730159202,0.9382716049382716,1.0707928120874388,1.1111111111111112,2019-10-17,4.05
0.8406216839293814,0.9134615384615384,1.04049248677297,1.0817307692307692,2019-10-16,4.16
0.8926036296534997,0.9571788413098236,1.0932673550137368,1.1335012594458438,2019-10-15,3.97
0.9127873481771214,0.9547738693467336,1.1002475515556058,1.1306532663316582,2019-10-11,3.98
0.8811674820735335,0.9134615384615384,1.0356418842501107,1.0817307692307692,2019-10-10,4.16
0.9252478685392648,0.9571788413098236,1.0941486462130996,1.1335012594458438,2019-10-09,3.97
0.9583558684413274,1.0,1.12902069469307,1.187335092348285,2019-10-07,3.79
0.9419613900029824,1.0,1.1438973974274436,1.229281767955801,2019-10-04,3.62
0.9593744717113492,1.0,1.1874767534715491,1.282420749279539,2019-10-03,3.47
0.9510301252660676,0.9594202898550724,1.1802242846502498,1.211594202898551,2019-09-30,3.45
0.8998277495975556,0.9019073569482288,1.1412133839071952,1.1362397820163488,2019-09-26,3.67
0.8793243748912105,0.8826666666666667,1.082589044373466,1.112,2019-09-25,3.75
0.9265046468390812,0.9245810055865922,1.1343638378155894,1.164804469273743,2019-09-24,3.58
0.9144153317871836,0.9043715846994536,1.104165192029939,1.139344262295082,2019-09-23,3.66
0.8663522210394735,0.8756613756613757,1.089921949353412,1.1031746031746033,2019-09-20,3.78
0.8612964654394164,0.8358585858585859,1.0440216199114738,1.053030303030303,2019-09-19,3.96
0.9204395058334512,0.8664921465968587,1.0687185586318404,1.0916230366492148,2019-09-18,3.82
0.8507610696812038,0.8275,1.0411944271451832,1.0425,2019-09-17,4.0
0.866678528316734,0.8443877551020409,1.0544942256913472,1.0637755102040816,2019-09-16,3.92
0.9370417752225272,0.9194444444444444,1.13120324287446,1.1555555555555557,2019-09-12,3.6
0.9155416174543408,0.8826666666666667,1.096550581665681,1.1093333333333333,2019-09-11,3.75
0.93645039952901,0.8803191489361702,1.0836683515413528,1.0638297872340423,2019-09-05,3.76
0.9397980214000574,0.8826666666666667,1.0813448065859323,1.0666666666666669,2019-09-04,3.75
0.8974331944682657,0.8487179487179487,1.0490368056080488,1.0256410256410258,2019-09-03,3.9
0.8562528056960442,0.8704156479217604,1.0241359902639204,1.0,2019-08-30,4.09
0.8916320859681282,0.9128205128205128,1.0816846276451837,1.0487179487179488,2019-08-29,3.9
0.8868420340113528,0.9726027397260274,1.1177864472654375,1.1205479452054794,2019-08-26,3.65
0.9659699608502016,0.977961432506887,1.1302330640262948,1.1267217630853994,2019-08-23,3.63
0.9848519233994716,1.0,1.168512148659372,1.1685714285714286,2019-08-22,3.5
0.9605106461437788,0.9589041095890412,1.1164471483326508,1.1205479452054794,2019-08-21,3.65
0.9466554886005872,0.945945945945946,1.1089179532455165,1.1054054054054052,2019-08-20,3.7
0.9333639198137827,0.9536784741144414,1.0987423828538512,1.1144414168937329,2019-08-19,3.67
0.8855616240584806,0.9186351706036744,1.058588151299558,1.073490813648294,2019-08-16,3.81
0.9060821640943184,0.9090909090909092,1.0585732438686344,1.0623376623376624,2019-08-13,3.85
0.914949017491532,0.8838383838383839,1.036437706001896,1.0328282828282829,2019-08-08,3.96
0.9000142547212209,0.8771929824561403,1.0324537698140366,1.025062656641604,2019-08-07,3.99
0.947834840263289,0.9210526315789476,1.071368249167641,1.076315789473684,2019-08-06,3.8
0.9726062300650072,0.9408602150537634,1.112103661492416,1.0994623655913978,2019-08-05,3.72
0.9503481710316738,0.8951406649616368,1.0426656079193464,1.0460358056265984,2019-08-02,3.91
0.948509533226225,0.938337801608579,1.082385155318487,1.096514745308311,2019-08-01,3.73
0.9085095015136988,0.8974358974358975,1.0340986639028078,1.0487179487179488,2019-07-31,3.9
0.8815385319086679,0.853658536585366,1.0174544016568037,1.0,2019-07-30,4.1
0.8383651457971253,0.813953488372093,1.0077109189874405,1.0,2019-07-29,4.3
0.867403220243059,0.8254716981132075,1.0145969861484068,1.0141509433962264,2019-07-25,4.24
0.8707843478460013,0.8474576271186441,1.0364433238621311,1.0411622276029056,2019-07-24,4.13
0.9261530227999712,0.8860759493670886,1.0565051833349155,1.0886075949367089,2019-07-23,3.95
0.946239570072753,0.9681697612732096,1.1160209183298904,1.1405835543766578,2019-07-22,3.77
0.9460543819941046,0.96875,1.114999203508587,1.1197916666666667,2019-07-19,3.84
0.9952859209679508,1.0,1.1358337120072606,1.174863387978142,2019-07-18,3.66
0.0002368514873394,0.0002221325390816,1.0064249079190084,1.0,2019-07-15,14991.05
0.959704181312824,0.957831325301205,2233.378165369248,4515.376506024097,2019-07-11,3.32
0.9630697517263036,0.957831325301205,2236.3988978065872,4515.376506024097,2019-07-10,3.32
0.9431113397659208,0.9217391304347826,2852.7707640846206,4345.231884057971,2019-07-09,3.45
0.8548363456401703,0.8390501319261214,3286.7621647959104,3955.42216358839,2019-07-03,3.79
0.8924750690553382,0.8808864265927978,3557.7897113786507,4152.645429362881,2019-07-02,3.61
0.9520971553457688,0.8983050847457628,2562.657251646493,4234.759887005649,2019-06-28,3.54
0.9857827592523944,0.940828402366864,3184.8559548188045,4435.221893491124,2019-06-27,3.38
0.9895636367170456,0.9875776397515528,3631.6466218838655,4655.605590062111,2019-06-26,3.22
0.9863042602650796,0.9875776397515528,3710.952321771346,4655.605590062111,2019-06-25,3.22
0.9520295621352288,0.9504643962848296,2720.4660665187416,4641.191950464396,2019-06-21,3.23
0.9818556041727002,0.956386292834891,3394.863182536445,4670.109034267913,2019-06-20,3.21
0.9277043523794264,0.9109792284866468,2363.819316759188,4448.382789317507,2019-06-19,3.37
0.8759979709599404,0.8746438746438746,2265.3661406758506,4270.954415954416,2019-06-18,3.51
0.8568920079582648,0.8319783197831978,2977.2919746771995,4062.615176151761,2019-06-17,3.69
0.9089734889009174,0.8721590909090908,1288.6950748401582,1.0795454545454546,2019-06-14,3.52
0.9054371261717568,0.8297297297297297,3225.9950617040845,1.027027027027027,2019-06-13,3.7
0.7689595094550522,0.7599009900990099,3209.9784799420995,1.0,2019-06-10,4.04
0.7625827468690675,0.748780487804878,3353.878768621464,1.0,2019-06-07,4.1
0.7655620064057251,0.713953488372093,2499.0281835734263,1.0,2019-06-06,4.3
0.7538085873007481,0.7397590361445782,3154.042963209872,1.0361445783132528,2019-06-04,4.15
0.7610099447999339,0.7073732718894009,2015.2276217016451,1.0,2019-06-03,4.34
0.7795095622440691,0.6852678571428571,1935.0180892677097,1.0178571428571426,2019-05-30,4.48
0.7924275352416075,0.6852678571428571,1946.0223869491408,1.0178571428571426,2019-05-29,4.48
0.7579787471741565,0.7122969837587008,2039.4294620562148,1.0580046403712298,2019-05-28,4.31
0.8135843192625062,0.7465116279069768,2500.348002068246,1.0604651162790697,2019-05-22,4.3
