Actual_LowerBandInNext1Months,Predicted_LowerBandInNext1Months,Predicted_UpperBandInNext1Months,Actual_UpperBandInNext1Months,Date,Close Price,Actual UB Close Diff,Predicted UB Close Diff,Actual LB Close Diff,Predicted LB Close Diff,Predict UB LB Diff,Predict LB %,Predict UB %,Investment Status,Exit Status
0.9640757674722404,0.9642225097034622,1.0822052005561966,1.077726975832789,2020-12-30,76.55,5.950000000000003,6.292808102576856,2.75,2.7387668821999682,3.554041220376888,0.03577749029653776,0.08220520055619662,NO,NO
0.9879759519038076,0.9777612459979358,1.093116800310585,1.1022044088176353,2020-12-29,74.85,7.650000000000006,6.969792503247277,0.9000000000000057,1.664570737054504,5.305221766192773,0.02223875400206421,0.09311680031058489,NO,NO
0.9743083003952568,0.9648321336043454,1.088811825112745,1.0869565217391304,2020-12-28,75.9,6.599999999999994,6.7408175260573415,1.9500000000000028,2.669241059430192,4.07157646662715,0.03516786639565461,0.08881182511274499,NO,NO
1.0,0.9877184569697008,1.044046778827961,1.1029411764705883,2020-12-24,74.8,7.700000000000003,3.2946990563314813,0.0,0.9186594186663797,2.3760396376651016,0.012281543030299158,0.04404677882796104,NO,NO
0.9739583333333334,0.9639371155106026,1.0300836635375374,1.07421875,2020-12-23,76.8,5.700000000000003,2.310425359682881,2.0,2.769629528785728,-0.459204169102847,0.03606288448939743,0.03008366353753744,NO,NO
1.0,0.9873763976168451,1.1077764436465989,1.1450381679389314,2020-12-22,72.05,10.450000000000003,7.765292764737453,0.0,0.909530551706311,6.8557622130311415,0.012623602383154853,0.10777644364659889,NO,NO
1.0,0.9864059382162772,1.1062704937989,1.1530398322851154,2020-12-21,71.55,10.950000000000003,7.603653831311306,0.0,0.9726551206253617,6.630998710685944,0.0135940617837228,0.10627049379890008,NO,NO
0.9068441064638784,0.8949196184417538,1.0397544317958436,1.0456273764258557,2020-12-18,78.9,3.6000000000000085,3.1366246686920647,7.349999999999994,8.290842104945625,-5.15421743625356,0.10508038155824617,0.03975443179584359,NO,NO
0.8817005545286506,0.8708914203125551,1.0246369219504936,1.0166358595194085,2020-12-17,81.15,1.3499999999999943,1.999286216282556,9.600000000000009,10.477161241636153,-8.477875025353597,0.12910857968744494,0.024636921950493607,NO,NO
0.9114649681528662,0.9031856188572382,1.0469708309729382,1.0509554140127388,2020-12-16,78.5,4.0,3.6872102313756443,6.950000000000003,7.599928919706798,-3.9127186883311538,0.09681438114276175,0.04697083097293819,NO,NO
0.9794661190965092,0.9734925184233176,1.1071583829181824,1.1293634496919918,2020-12-15,73.05,9.450000000000003,7.827919872173226,1.5,1.936371529176654,5.891548342996572,0.026507481576682368,0.10715838291818236,NO,NO
0.9714867617107942,0.9663325332829166,1.0660034507694225,1.120162932790224,2020-12-14,73.65,8.850000000000009,4.861154149167973,2.1000000000000085,2.479608923713201,2.381545225454772,0.03366746671708343,0.06600345076942249,NO,NO
0.9728076138681168,0.9738484313678242,1.0985960462148514,1.1216859279401767,2020-12-11,73.55,8.950000000000003,7.2517391991023175,2.000000000000014,1.9234478728965314,5.328291326205786,0.026151568632175826,0.09859604621485141,NO,NO
0.9808087731322824,0.9812215541666988,1.101535731433556,1.1309115832762164,2020-12-10,72.95,9.549999999999983,7.407031608077915,1.3999999999999915,1.3698876235393271,6.037143984538588,0.01877844583330124,0.1015357314335561,NO,NO
0.9616935483870966,0.969536306658059,1.0833425870644364,1.1088709677419355,2020-12-09,74.4,8.100000000000009,6.2006884775940705,2.8500000000000085,2.2664987846404046,3.934189692953666,0.03046369334194099,0.08334258706443642,NO,NO
0.957190635451505,0.9652785412072536,1.0754672960832576,1.1036789297658862,2020-12-08,74.75,7.75,5.64118038222351,3.200000000000003,2.5954290447577932,3.045751337465717,0.03472145879274635,0.07546729608325764,NO,NO
0.9304291287386216,0.933431144040548,1.063999710103295,1.0552665799739922,2020-12-07,76.9,4.25,4.921577706943381,5.349999999999994,5.11914502328186,-0.19756731633847835,0.06656885595945194,0.06399971010329497,NO,NO
0.9741320626276376,0.976770106851796,1.0922023763880957,1.1048332198774675,2020-12-04,73.45,7.699999999999989,6.7722645457056245,1.90000000000002,1.7062356517355823,5.066028893970042,0.023229893148204006,0.0922023763880957,NO,NO
0.99375,0.99177302840136,1.1232440919196425,1.1270833333333334,2020-12-03,72.0,9.150000000000006,8.873574618214263,0.45000000000000284,0.5923419551020856,8.281232663112178,0.008226971598640054,0.12324409191964247,INVEST,NO
1.0,0.9990079807830854,1.1037452716803466,1.1437632135306557,2020-12-02,70.95,10.200000000000017,7.360727025720593,0.0,0.07038376344009123,7.290343262280501,0.000992019216914608,0.10374527168034664,INVEST,NO
0.9971890372452564,0.995777412029109,1.096871867430435,1.140548137737175,2020-12-01,71.15,10.0,6.8924333676754514,0.20000000000000284,0.3004371341288987,6.591996233546553,0.004222587970891034,0.09687186743043497,NO,NO
0.9992957746478872,0.9965747584602423,1.1089748704484927,1.1429577464788734,2020-11-27,71.0,10.150000000000006,7.737215801842979,0.05000000000001137,0.24319214932279465,7.494023652520184,0.0034252415397576508,0.10897487044849274,INVEST,NO
0.9502046384720328,0.9444180936864962,1.084927889975438,1.1070941336971352,2020-11-24,73.3,7.8500000000000085,6.22521433519961,3.6499999999999915,4.074153732779834,2.1510606024197756,0.05558190631350379,0.08492788997543799,NO,NO
1.0,0.9901265387086656,1.129409095891074,1.1701514059120406,2020-11-23,69.35,11.800000000000011,8.97452080004598,0.0,0.6847245405540434,8.289796259491936,0.009873461291334373,0.12940909589107408,INVEST,NO
1.0,0.9896716207652836,1.1267810812947476,1.189882697947214,2020-11-20,68.2,12.949999999999989,8.646469744301783,0.0,0.704395463807657,7.942074280494126,0.010328379234716412,0.12678108129474763,NO,NO
0.9891225525743292,0.9808966324817,1.0960627784938135,1.176939811457578,2020-11-19,68.95,12.200000000000003,6.6235285771484484,0.75,1.3171771903867864,5.306351386761662,0.019103367518299996,0.0960627784938135,NO,NO
1.0,0.9908807346400558,1.1343939248198849,1.1986706056129983,2020-11-18,67.7,13.449999999999989,9.098468710306207,0.0,0.6173742648682179,8.48109444543799,0.009119265359944229,0.13439392481988488,INVEST,NO
0.985443959243086,0.9760873863665872,1.1289129949289654,1.1812227074235808,2020-11-17,68.7,12.450000000000003,8.856322751619913,0.9999999999999858,1.6427965566154654,7.213526195004448,0.023912613633412794,0.12891299492896535,NO,NO
0.9738863287250384,0.9696042522496298,1.1257194843742582,1.1812596006144396,2020-11-09,65.1,11.800000000000011,8.184338432764207,1.6999999999999957,1.9787631785491016,6.2055752542151055,0.03039574775037024,0.12571948437425817,NO,NO
0.9635258358662614,0.9595033986463528,1.1111019433594276,1.116261398176292,2020-11-06,65.8,7.65000000000002,7.310507873050341,2.3999999999999986,2.664676369069987,4.645831503980354,0.04049660135364719,0.11110194335942758,NO,NO
1.0,0.9927078230800336,1.2344750810912837,1.1837228041901693,2020-11-05,62.05,11.400000000000006,14.549178781714147,0.0,0.45247957788391346,14.096699203830234,0.00729217691996642,0.23447508109128368,INVEST,NO
0.9855421686746988,0.9792172523734765,1.1381354769115044,1.1775100401606424,2020-11-03,62.25,11.049999999999997,8.598933437741152,0.8999999999999986,1.2937260397510926,7.30520739799006,0.020782747626523546,0.1381354769115044,NO,NO
1.0,0.989737624647537,1.1680520983378035,1.1947840260798694,2020-11-02,61.35,11.949999999999996,10.309996233024243,0.0,0.6295967278736043,9.680399505150639,0.010262375352462993,0.16805209833780355,NO,NO
0.9943273905996758,0.9828079715050284,1.13784810183563,1.1880064829821717,2020-10-30,61.7,11.599999999999994,8.505227883258371,0.3500000000000014,1.060748158139745,7.444479725118626,0.01719202849497159,0.1378481018356299,NO,NO
0.9887187751813056,0.9774535665272877,1.12230888838892,1.1813053988718776,2020-10-29,62.05,11.25,7.589266524532491,0.6999999999999886,1.3990061969818015,6.190260327550689,0.022546433472712346,0.12230888838892007,NO,NO
0.9776892430278884,0.968391117101713,1.104031562068281,1.1681274900398406,2020-10-28,62.75,10.549999999999997,6.527980519784634,1.4000000000000057,1.9834574018675113,4.544523117917123,0.031608882898287005,0.10403156206828101,NO,NO
0.9800319488817892,0.9642883484002478,1.1096523912338825,1.1709265175718848,2020-10-27,62.6,10.699999999999996,6.864239691241046,1.249999999999993,2.2355493901444845,4.628690301096562,0.0357116515997522,0.10965239123388248,NO,NO
0.9631083202511772,0.9496038873782672,1.1371091850933797,1.0824175824175823,2020-10-23,63.7,5.25,8.733855090448287,2.3500000000000085,3.2102323740043843,5.523622716443903,0.050396112621732825,0.13710918509337966,NO,NO
0.9570982839313572,0.942838017960768,1.1059604596642438,1.075663026521061,2020-10-22,64.1,4.8500000000000085,6.7920654644780285,2.75,3.6640830487147653,3.127982415763263,0.05716198203923195,0.10596045966424383,NO,NO
0.9691943127962086,0.9573066183565746,1.1205196660487555,1.0892575039494472,2020-10-21,63.3,5.650000000000006,7.62889486088622,1.9499999999999957,2.7024910580288264,4.9264038028573935,0.0426933816434254,0.12051966604875552,NO,NO
0.9578454332552694,0.946955063695933,1.1016546494866684,1.0765027322404372,2020-10-20,64.05,4.900000000000006,6.51098029962111,2.6999999999999957,3.3975281702754927,3.1134521293456174,0.053044936304067036,0.10165464948666836,NO,NO
0.9482225656877896,0.9412090722881614,1.0941837999827346,1.061823802163833,2020-10-19,64.7,4.0,6.093691858882934,3.3500000000000085,3.8037730229559585,2.2899188359269758,0.05879092771183858,0.09418379998273463,NO,NO
0.928139183055976,0.9245587978836296,1.1032493850339014,1.0,2020-10-16,66.1,0.0,6.8247843507408845,4.749999999999986,4.986663459892085,1.8381208908487991,0.0754412021163704,0.10324938503390135,NO,NO
0.967665615141956,0.965374195909911,1.10602032438009,1.0425867507886435,2020-10-15,63.4,2.6999999999999957,6.721688565697697,2.04999999999999,2.1952759793116385,4.5264125863860585,0.034625804090088974,0.1060203243800899,NO,NO
0.9359267734553776,0.9358569346140744,1.097770254651708,1.0083905415713197,2020-10-14,65.55,0.5500000000000114,6.408840192419461,4.200000000000003,4.204577936047421,2.20426225637204,0.06414306538592562,0.09777025465170808,NO,NO
0.983173076923077,0.9777368956744662,1.1293139518175892,1.0592948717948718,2020-10-13,62.4,3.6999999999999957,8.069190593417567,1.0499999999999972,1.3892177099133107,6.679972883504256,0.0222631043255338,0.1293139518175892,NO,NO
0.952639751552795,0.9623261973945072,1.0375987284764916,1.02639751552795,2020-10-08,64.4,1.6999999999999886,2.4213581138860576,3.0500000000000043,2.4261928877937393,-0.004834773907681722,0.0376738026054928,0.037598728476491594,NO,NO
0.9416730621642364,0.9537352990748555,1.024611080922566,1.0145817344589407,2020-10-07,65.15,0.9499999999999886,1.6034119221051668,3.799999999999997,3.0141452652731644,-1.4107333431679976,0.04626470092514445,0.02461108092256592,NO,NO
0.9197901049475262,0.9319893314568456,1.006993706430526,1.0,2020-10-06,66.7,0.0,0.4664802189160895,5.350000000000001,4.536311591828401,-4.0698313729123115,0.0680106685431544,0.006993706430526103,NO,EXIT
0.955607476635514,0.994634868743479,1.035452984336523,1.0389408099688473,2020-10-05,64.2,2.5,2.276081594404772,2.8500000000000014,0.3444414266686522,1.93164016773612,0.00536513125652105,0.035452984336523,NO,NO
0.967843137254902,1.000710538125332,1.043291825330128,1.0462745098039217,2020-10-01,63.75,2.950000000000003,2.7598538647956588,2.049999999999997,0.04529680548991877,2.71455705930574,-0.0007105381253320608,0.043291825330127987,NO,NO
0.9801429706115964,1.0038444184610198,1.0412294823031525,1.0595710881652105,2020-09-30,62.95,3.75,2.5953959109834557,1.250000000000007,0.2420061421211983,2.3533897688622574,-0.003844418461019794,0.04122948230315249,NO,NO
0.9665109034267912,0.987907932643902,1.0415272384341956,1.0389408099688473,2020-09-29,64.2,2.5,2.6660487074753547,2.1499999999999986,0.7763107242614922,1.8897379832138625,0.012092067356098024,0.04152723843419559,NO,NO
0.9734789391575664,0.9882058593995844,1.039555873208193,1.0405616224648988,2020-09-28,64.1,2.6000000000000085,2.535531472645175,1.6999999999999886,0.7560044124866394,1.7795270601585358,0.011794140600415615,0.03955587320819309,NO,NO
0.9865612648221344,1.0008472402830322,1.0385333090000994,1.054545454545455,2020-09-25,63.25,3.450000000000017,2.4372317942562916,0.8500000000000014,0.05358794790178223,2.3836438463545093,-0.0008472402830321801,0.038533309000099436,NO,NO
1.0,1.0082073049125162,1.024479677592257,1.0970394736842106,2020-09-24,60.8,5.900000000000006,1.4883643976092316,0.0,0.4990041386809878,0.9893602589282438,-0.0082073049125162,0.02447967759225711,NO,NO
0.965845909451946,0.9718621110603038,1.0056219017586343,1.0595710881652105,2020-09-23,62.95,3.75,0.3538987157060305,2.1499999999999986,1.7712801087538708,-1.4173813930478403,0.028137888939696154,0.005621901758634307,NO,NO
0.9673826571201272,0.974457001363426,1.0035723118379902,1.0612569610182976,2020-09-22,62.85,3.8500000000000014,0.22451979901768482,2.0500000000000043,1.6053774643086811,-1.3808576652909963,0.025542998636574055,0.0035723118379902274,NO,NO
0.9404485692188708,0.947829943982127,1.010389612128736,1.031709203402939,2020-09-21,64.65,2.049999999999997,0.6716884241227774,3.8500000000000085,3.3727941215554864,-2.701105697432709,0.052170056017872946,0.010389612128735903,NO,NO
0.893460690668626,0.8903225645952011,1.0159097192574265,1.0,2020-09-18,68.05,0.0,1.0826563954678647,7.25,7.463549479296567,-6.380893083828703,0.1096774354047989,0.015909719257426458,NO,NO
0.892149669845928,0.8895697609969819,1.0168230072589133,1.0,2020-09-17,68.15,0.0,1.1464879446949396,7.3500000000000085,7.525820788055682,-6.379332843360743,0.11043023900301807,0.01682300725891328,NO,NO
0.87168458781362,0.8605115949052344,1.0121098853909658,1.0,2020-09-16,69.75,0.0,0.8446645060198676,8.950000000000003,9.729316255359898,-8.88465174934003,0.13948840509476557,0.012109885390965802,NO,NO
0.8618001417434443,0.8477576343569975,1.0123882429226183,1.0,2020-09-15,70.55,0.0,0.8739905381907249,9.75,10.740698896113827,-9.866708357923102,0.15224236564300253,0.012388242922618309,NO,NO
0.9014084507042252,0.9015573529877005,1.0414657888876444,1.0459599703484062,2020-09-14,67.45,3.0999999999999943,2.796867460471617,6.650000000000013,6.639956540979604,-3.843089080507987,0.09844264701229954,0.041465788887644406,NO,NO
0.9346656418139891,0.9360305711970736,1.0848509869068192,1.0845503458877783,2020-09-11,65.05,5.499999999999986,5.519556698288596,4.250000000000007,4.161211343630363,1.3583453546582334,0.06396942880292644,0.08485098690681925,NO,NO
0.9426356589147288,0.9526370201351744,1.0908958951837102,1.0937984496124031,2020-09-10,64.5,6.049999999999997,5.862785239349307,3.6999999999999957,3.0549122012812546,2.8078730380680526,0.04736297986482563,0.09089589518371022,NO,NO
0.95748031496063,0.96202082021712,1.1122800340078085,1.111023622047244,2020-09-09,63.5,7.049999999999997,7.129782159495846,2.6999999999999957,2.4116779162128807,4.718104243282966,0.03797917978288001,0.1122800340078085,NO,NO
0.9361046959199384,0.940549397355464,1.0631058167635687,1.086220169361047,2020-09-08,64.95,5.599999999999994,4.098722798793787,4.149999999999999,3.8613166417626203,0.23740615703116674,0.059450602644536055,0.06310581676356875,NO,NO
0.8908424908424908,0.8926257943032578,1.0196801285180548,1.0336996336996336,2020-09-03,68.25,2.299999999999997,1.3431687713572416,7.450000000000003,7.32828953880265,-5.985120767445409,0.10737420569674216,0.019680128518054785,NO,NO
0.8888888888888887,0.8911898432059486,1.013204010215529,1.0314327485380117,2020-09-02,68.4,2.1500000000000057,0.9031542987421943,7.6000000000000085,7.442614724713117,-6.539460425970923,0.10881015679405137,0.013204010215529083,NO,NO
0.9000740192450037,0.9010234393230472,1.0328793708000568,1.0444115470022206,2020-09-01,67.55,3.0,2.2210014975438384,6.75,6.685866673728164,-4.464865176184325,0.09897656067695282,0.03287937080005676,NO,NO
