Actual Values,Predicted Values
1.3563579277864992,1.3376239631560485
1.3478939157566303,1.3409728055571084
1.3649289099526067,1.3538616002523256
1.348946135831382,1.3426939226993941
1.3353941267387943,1.3313655004093032
1.3071104387291983,1.3027554945861948
1.3627760252365932,1.3496597667998174
1.3180778032036615,1.312593790927271
1.3846153846153848,1.368884200405395
1.341614906832298,1.3343277390718726
1.326170376055257,1.3204476082526946
1.295352323838081,1.296181893698563
1.3457943925233644,1.3299655105762573
1.355294117647059,1.3398672012925574
1.3725178713264496,1.3480629506086403
1.3457943925233644,1.323260528968651
1.3478939157566303,1.3292918009881145
1.36600790513834,1.342668369240804
1.4210526315789476,1.3960421062581572
1.3725178713264496,1.3527771785188887
1.3747016706443915,1.3609123562393879
1.3364269141531322,1.329822408848274
1.269654665686995,1.2849352558222513
1.267791636096845,1.2890080456367148
1.238709677419355,1.2718041865664507
1.2246633593196317,1.271419201891165
1.2809488510007414,1.3435373214506463
1.3282090699461957,1.4031484349541237
1.3395348837209302,1.4286610624345932
1.3606299212598425,1.4487712932550059
1.330254041570439,1.43797998888037
1.2087912087912087,1.3975144521241107
1.2061403508771928,1.3947122030369692
1.2213175425610658,1.4146101767011883
1.2035010940919038,1.3945514333841
1.1293634496919918,1.3046848063580208
1.1007338225483656,1.2774774470396433
1.1209239130434785,1.3016091571238457
1.193921852387844,1.3974809995554112
1.166902404526167,1.37392383760851
1.1587078651685392,1.3645044997528357
1.1587078651685392,1.3693211026086503
1.1498257839721255,1.356565599878088
1.1660777385159011,1.3756076428727333
1.193921852387844,1.4043219129888387
1.2186115214180206,1.42769989052316
1.2295081967213115,1.439759937375169
1.2378094523630907,1.4424273679143726
1.2168141592920354,1.41596857235157
1.1956521739130437,1.3676287649076402
1.2313432835820894,1.407090618682896
1.2910798122065728,1.4623967703697505
1.2800620636152056,1.447953343574011
1.3116057233704292,1.48015089915459
1.3371150729335497,1.5056921712732896
1.3983050847457628,1.56559260746313
1.3392857142857142,1.5031137881530654
1.3263665594855305,1.4689682964447175
1.3253012048192772,1.4580514788136716
1.317891373801917,1.451330579673226
1.264367816091954,1.3963790702112964
1.2213175425610658,1.3594580328973893
1.213235294117647,1.3481666046157652
1.198257080610022,1.3343494781436995
1.1554621848739497,1.285185420939567
1.160337552742616,1.2882212561345971
1.1652542372881356,1.2961042248890906
1.1546536039188242,1.2879885591698534
1.1324639670555938,1.2699749774026006
1.0912698412698414,1.216405813395078
1.0552665799739922,1.1997034038774446
1.0642622950819671,1.2128593523657465
1.079122340425532,1.2284351301186023
1.035737077217613,1.1849490235147044
1.0477727566171724,1.1995367681266838
1.121630960608155,1.287504826825003
1.1224066390041496,1.327207033287505
1.1193103448275863,1.3228792340576567
1.0607843137254902,1.2627889378879291
1.051847051198963,1.2515699727304663
1.0390524967989758,1.2381041739512724
1.0552665799739922,1.2514719742101437
1.0169172932330828,1.2014263032200185
1.116083916083916,1.3597664286169242
1.2646592709984152,1.5057585687044253
1.2965069049553208,1.533169111367021
1.3157460840890354,1.5519927631664678
1.2717131474103585,1.5020325263436067
1.2596685082872927,1.4906080135376
1.2537313432835822,1.481426576651451
1.2343387470997678,1.4614270958980575
1.1641137855579868,1.3767408956173575
1.1449067431850788,1.353825301223634
1.17439293598234,1.3881806900393443
1.3854166666666663,1.6212956278134736
1.4469628286491387,1.6841524752356714
1.6729559748427671,1.8950899186530084
1.6853220696937696,1.903599313291949
1.76940133037694,1.982667905469794
1.775305895439377,1.9844607427540861
1.7674418604651163,1.966340716072347
1.744262295081967,1.9410359244680238
1.7733333333333332,1.971379587007215
1.744262295081967,1.9390249622991846
1.74235807860262,1.937190696824075
1.6607700312174818,1.8581379253024748
1.6538860103626942,1.851424270328991
1.6352459016393444,1.8332092194748464
1.696068012752391,1.9034034613934905
1.6978723404255318,1.9004186365586357
1.6747114375655825,1.8727920169004535
1.6170212765957446,1.8502687709695809
1.6906779661016949,1.9354227935891672
1.6729559748427671,1.9074688512220264
1.618661257606491,1.8603328060785373
1.5465116279069766,1.8108538172602646
1.5420289855072464,1.806616056369331
1.5570731707317074,1.835730368645343
1.53757225433526,1.832574453413875
1.5405405405405406,1.835803023218801
1.4642201834862385,1.761542321654097
1.53609239653513,1.8456270119076548
1.5113636363636365,1.8800832267887797
1.4365436543654366,1.8192126467653198
1.4186666666666663,1.8081013820541396
1.4326750448833032,1.8217024035692782
1.575518262586377,1.959290903255166
1.596,1.9847497866674164
1.543520309477756,1.9423177829235203
1.57396449704142,1.966811441517394
1.5880597014925373,1.9799862790237905
1.7106109324758842,2.097154650057586
1.744262295081967,2.1213253711589437
1.74235807860262,2.116645012164702
1.78125,2.1617558723304455
1.834482758620689,2.219800720375014
1.824,2.2074778629076697
1.9752475247524752,2.3454071785844843
2.1451612903225805,2.4871150432366727
2.089005235602094,2.3922658060519253
1.8198403648802728,2.13889328333373
1.8954869358669832,2.2070515068770513
1.75192096597146,2.077488366148581
1.6607700312174818,1.9941305300326202
1.6978723404255318,2.023508057243218
1.4901960784313726,1.835371241680007
1.521448999046711,1.8640764391059168
1.3244813278008298,1.654170479765269
1.3190082644628098,1.6417662621979137
1.1901565995525727,1.4776578325783305
1.139186295503212,1.4096313468707673
1.14,1.40749609809121
1.0961538461538465,1.3511163269113697
1.1582002902757618,1.4216676414329374
1.155684286748733,1.4270972824951857
1.068273092369478,1.3280115784883644
1.0527704485488127,1.3029777682961146
1.02504816955684,1.2598813305790535
1.011406844106464,1.2483096954806168
1.0,1.236342308917005
1.0,1.2274787125879096
1.0129071911493548,1.2496778835456834
1.0,1.2346307065257829
1.0,1.2293603967738176
1.0,1.2108697357863958
1.0,1.2373204325716065
1.007214206437292,1.2639105661647883
1.0185185185185186,1.2891446076676285
1.0265837104072395,1.294277221870186
1.048526863084922,1.3274503961039135
1.0848774656306035,1.3689401435627562
1.0,1.2158423455502265
1.0071868583162216,1.2256517500975774
1.079801871216291,1.3353761815863119
1.063991323210412,1.3192224528349827
1.101010101010101,1.39735573235992
1.1230681167716086,1.4218262352666144
1.1568396226415094,1.4547270124183518
1.1413612565445026,1.4341760959829721
1.111614730878187,1.3966266911304877
1.1034870641169852,1.3850702782785187
1.0906058921623123,1.3599315605661841
1.066884176182708,1.321806314390166
1.111614730878187,1.3740848618952812
1.163011262596325,1.4399877299901895
1.252074026802808,1.5281637190047788
1.2293233082706767,1.4987972847318827
1.241772151898734,1.5132284096211648
1.177671068427371,1.4387417833646974
1.1819277108433734,1.4437720237935108
1.3176628609805237,1.5856683119230772
1.324780553679946,1.5802438166903832
1.3319755600814662,1.590026761856349
1.339249146757679,1.5929762944218453
1.3256756756756756,1.5748379789679128
1.3238866396761133,1.5699921082345478
1.3062583222370174,1.5524863379559286
1.2748538011695905,1.5171534084828087
1.3036544850498335,1.5641485149895824
1.318548387096774,1.5800361162927876
1.3493810178817056,1.6089782279992746
1.371069182389937,1.6257762395716333
1.364394993045897,1.61597089751852
1.3484536082474226,1.5859879252739773
1.3141326188881446,1.5473063208387066
1.265806451612903,1.4963485784892925
1.250478011472275,1.475184743537984
1.2465057179161372,1.4661114262091954
1.215613382899628,1.4359648688124242
1.191980558930741,1.4033686016047375
1.254475703324808,1.4874834717902994
1.27319922128488,1.5128947626909857
1.295904887714663,1.5256049281565138
1.2798434442270057,1.506209445537897
1.250478011472275,1.482862406149017
1.2584990378447722,1.4890401835973417
1.2386363636363635,1.465587450992941
1.215613382899628,1.4467009559817199
1.185498489425982,1.4204255773874104
1.1487119437939108,1.3802693443685707
