Actual_LowerBandInNext1Months,Predicted_LowerBandInNext1Months,Predicted_UpperBandInNext1Months,Actual_UpperBandInNext1Months,Date,Close Price
0.9640757674722404,0.9642225097034622,1.0822052005561966,1.077726975832789,2020-12-30,76.55
0.9879759519038076,0.9777612459979358,1.093116800310585,1.1022044088176353,2020-12-29,74.85
0.9743083003952568,0.9648321336043454,1.088811825112745,1.0869565217391304,2020-12-28,75.9
1.0,0.9877184569697008,1.044046778827961,1.1029411764705883,2020-12-24,74.8
0.9739583333333334,0.9639371155106026,1.0300836635375374,1.07421875,2020-12-23,76.8
1.0,0.9873763976168451,1.1077764436465989,1.1450381679389314,2020-12-22,72.05
1.0,0.9864059382162772,1.1062704937989,1.1530398322851154,2020-12-21,71.55
0.9068441064638784,0.8949196184417538,1.0397544317958436,1.0456273764258557,2020-12-18,78.9
0.8817005545286506,0.8708914203125551,1.0246369219504936,1.0166358595194085,2020-12-17,81.15
0.9114649681528662,0.9031856188572382,1.0469708309729382,1.0509554140127388,2020-12-16,78.5
0.9794661190965092,0.9734925184233176,1.1071583829181824,1.1293634496919918,2020-12-15,73.05
0.9714867617107942,0.9663325332829166,1.0660034507694225,1.120162932790224,2020-12-14,73.65
0.9728076138681168,0.9738484313678242,1.0985960462148514,1.1216859279401767,2020-12-11,73.55
0.9808087731322824,0.9812215541666988,1.101535731433556,1.1309115832762164,2020-12-10,72.95
0.9616935483870966,0.969536306658059,1.0833425870644364,1.1088709677419355,2020-12-09,74.4
0.957190635451505,0.9652785412072536,1.0754672960832576,1.1036789297658862,2020-12-08,74.75
0.9304291287386216,0.933431144040548,1.063999710103295,1.0552665799739922,2020-12-07,76.9
0.9741320626276376,0.976770106851796,1.0922023763880957,1.1048332198774675,2020-12-04,73.45
0.99375,0.99177302840136,1.1232440919196425,1.1270833333333334,2020-12-03,72.0
1.0,0.9990079807830854,1.1037452716803466,1.1437632135306557,2020-12-02,70.95
0.9971890372452564,0.995777412029109,1.096871867430435,1.140548137737175,2020-12-01,71.15
0.9992957746478872,0.9965747584602423,1.1089748704484927,1.1429577464788734,2020-11-27,71.0
0.9502046384720328,0.9444180936864962,1.084927889975438,1.1070941336971352,2020-11-24,73.3
1.0,0.9901265387086656,1.129409095891074,1.1701514059120406,2020-11-23,69.35
1.0,0.9896716207652836,1.1267810812947476,1.189882697947214,2020-11-20,68.2
0.9891225525743292,0.9808966324817,1.0960627784938135,1.176939811457578,2020-11-19,68.95
1.0,0.9908807346400558,1.1343939248198849,1.1986706056129983,2020-11-18,67.7
0.985443959243086,0.9760873863665872,1.1289129949289654,1.1812227074235808,2020-11-17,68.7
0.9738863287250384,0.9696042522496298,1.1257194843742582,1.1812596006144396,2020-11-09,65.1
0.9635258358662614,0.9595033986463528,1.1111019433594276,1.116261398176292,2020-11-06,65.8
1.0,0.9927078230800336,1.2344750810912837,1.1837228041901693,2020-11-05,62.05
0.9855421686746988,0.9792172523734765,1.1381354769115044,1.1775100401606424,2020-11-03,62.25
1.0,0.989737624647537,1.1680520983378035,1.1947840260798694,2020-11-02,61.35
0.9943273905996758,0.9828079715050284,1.13784810183563,1.1880064829821717,2020-10-30,61.7
0.9887187751813056,0.9774535665272877,1.12230888838892,1.1813053988718776,2020-10-29,62.05
0.9776892430278884,0.968391117101713,1.104031562068281,1.1681274900398406,2020-10-28,62.75
0.9800319488817892,0.9642883484002478,1.1096523912338825,1.1709265175718848,2020-10-27,62.6
0.9631083202511772,0.9496038873782672,1.1371091850933797,1.0824175824175823,2020-10-23,63.7
0.9570982839313572,0.942838017960768,1.1059604596642438,1.075663026521061,2020-10-22,64.1
0.9691943127962086,0.9573066183565746,1.1205196660487555,1.0892575039494472,2020-10-21,63.3
0.9578454332552694,0.946955063695933,1.1016546494866684,1.0765027322404372,2020-10-20,64.05
0.9482225656877896,0.9412090722881614,1.0941837999827346,1.061823802163833,2020-10-19,64.7
0.928139183055976,0.9245587978836296,1.1032493850339014,1.0,2020-10-16,66.1
0.967665615141956,0.965374195909911,1.10602032438009,1.0425867507886435,2020-10-15,63.4
0.9359267734553776,0.9358569346140744,1.097770254651708,1.0083905415713197,2020-10-14,65.55
0.983173076923077,0.9777368956744662,1.1293139518175892,1.0592948717948718,2020-10-13,62.4
0.952639751552795,0.9623261973945072,1.0375987284764916,1.02639751552795,2020-10-08,64.4
0.9416730621642364,0.9537352990748555,1.024611080922566,1.0145817344589407,2020-10-07,65.15
0.9197901049475262,0.9319893314568456,1.006993706430526,1.0,2020-10-06,66.7
0.955607476635514,0.994634868743479,1.035452984336523,1.0389408099688473,2020-10-05,64.2
0.967843137254902,1.000710538125332,1.043291825330128,1.0462745098039217,2020-10-01,63.75
0.9801429706115964,1.0038444184610198,1.0412294823031525,1.0595710881652105,2020-09-30,62.95
0.9665109034267912,0.987907932643902,1.0415272384341956,1.0389408099688473,2020-09-29,64.2
0.9734789391575664,0.9882058593995844,1.039555873208193,1.0405616224648988,2020-09-28,64.1
0.9865612648221344,1.0008472402830322,1.0385333090000994,1.054545454545455,2020-09-25,63.25
1.0,1.0082073049125162,1.024479677592257,1.0970394736842106,2020-09-24,60.8
0.965845909451946,0.9718621110603038,1.0056219017586343,1.0595710881652105,2020-09-23,62.95
0.9673826571201272,0.974457001363426,1.0035723118379902,1.0612569610182976,2020-09-22,62.85
0.9404485692188708,0.947829943982127,1.010389612128736,1.031709203402939,2020-09-21,64.65
0.893460690668626,0.8903225645952011,1.0159097192574265,1.0,2020-09-18,68.05
0.892149669845928,0.8895697609969819,1.0168230072589133,1.0,2020-09-17,68.15
0.87168458781362,0.8605115949052344,1.0121098853909658,1.0,2020-09-16,69.75
0.8618001417434443,0.8477576343569975,1.0123882429226183,1.0,2020-09-15,70.55
0.9014084507042252,0.9015573529877005,1.0414657888876444,1.0459599703484062,2020-09-14,67.45
0.9346656418139891,0.9360305711970736,1.0848509869068192,1.0845503458877783,2020-09-11,65.05
0.9426356589147288,0.9526370201351744,1.0908958951837102,1.0937984496124031,2020-09-10,64.5
0.95748031496063,0.96202082021712,1.1122800340078085,1.111023622047244,2020-09-09,63.5
0.9361046959199384,0.940549397355464,1.0631058167635687,1.086220169361047,2020-09-08,64.95
0.8908424908424908,0.8926257943032578,1.0196801285180548,1.0336996336996336,2020-09-03,68.25
0.8888888888888887,0.8911898432059486,1.013204010215529,1.0314327485380117,2020-09-02,68.4
0.9000740192450037,0.9010234393230472,1.0328793708000568,1.0444115470022206,2020-09-01,67.55
0.886943836615609,0.8867828617629199,1.0157995177160737,1.0291757840991975,2020-08-31,68.55
0.8323066392881587,0.83838980928024,1.010723969368864,1.0,2020-08-28,73.05
0.8112074716477651,0.8159719577024374,1.0081383376221218,1.0,2020-08-27,74.95
0.8260869565217391,0.8414761357202092,1.0188716497331312,1.018342391304348,2020-08-26,73.6
0.8798842257597684,0.9068589081196572,1.0897277731885713,1.08465991316932,2020-08-25,69.1
0.888967468175389,0.8850684787960095,1.072018884239582,1.06011315417256,2020-08-24,70.7
0.8918539325842696,0.8792711139622693,1.047182806686116,1.0526685393258426,2020-08-21,71.2
0.8918539325842696,0.8827768888117227,1.0634471987034395,1.0526685393258426,2020-08-20,71.2
0.8850174216027874,0.8787593731389001,1.0384082138539794,1.0445993031358884,2020-08-19,71.75
0.8975265017667845,0.8917220683009623,1.059899446176938,1.0593639575971732,2020-08-18,70.75
0.918958031837916,0.9128883856239056,1.094685919077104,1.08465991316932,2020-08-17,69.1
0.9379615952732644,0.9242701803796378,1.105798274647972,1.1070901033973413,2020-08-14,67.7
0.9463487332339792,0.929921444917576,1.1275447248504666,1.11698956780924,2020-08-13,67.1
0.9527381845461363,0.949437653218706,1.1028050265388738,1.1245311327831955,2020-08-12,66.65
0.9365781710914456,0.9346318035167192,1.112345721669016,1.1054572271386431,2020-08-11,67.8
0.9202898550724636,0.9283208600529274,1.0714463005504689,1.086231884057971,2020-08-10,69.0
0.9917910447761196,0.9544829354687951,1.1314032539040657,1.1186567164179104,2020-08-07,67.0
1.0,0.982958958011394,1.1248273807497833,1.172926447574335,2020-08-06,63.9
0.9914662529092318,0.974814007162744,1.1235421813630275,1.1629169899146623,2020-08-05,64.45
1.0,0.9884191298299904,1.1271215030201158,1.1915739268680443,2020-08-04,62.9
1.0,0.990668627389391,1.1394009591323653,1.2147487844408429,2020-08-03,61.7
1.0,0.9958611223801828,1.2021494062238849,1.2703389830508476,2020-07-31,59.0
