Date,Close Price,Invest/Exit,Investment,Shares
2017-12-27,9.8,INVEST,0,10204.0
2018-01-16,13.22,EXIT,134896.88,0.0
2018-07-17,7.54,INVEST,0,17890.0
2018-08-31,9.99,EXIT,178721.1,0.0
2018-12-06,7.02,INVEST,0,25458.0
2019-01-10,8.95,EXIT,227849.09999999998,0.0
2019-02-26,5.8,INVEST,0,39284.0
2019-03-14,7.72,EXIT,303272.48,0.0
2019-07-18,3.66,INVEST,0,82861.0
2019-07-29,4.3,EXIT,356302.3,0.0
2019-12-17,3.25,INVEST,0,109631.0
2020-12-31,5.1,-,559118.1,0.0
