Predicted_LowerBandInNext1Months,Actual_LowerBandInNext1Months,Predicted_UpperBandInNext1Months,Actual_UpperBandInNext1Months,Date,Close Price,Actual UB Close Diff,Predicted UB Close Diff,Actual LB Close Diff,Predicted LB Close Diff,Predict UB LB Diff,Predict LB %,Predict UB %,Investment Status,Exit Status
0.9846086034351316,0.9450980392156864,1.2237805573692373,1.3333333333333337,2020-12-31,5.1,1.700000000000002,1.14128084258311,0.27999999999999936,0.07849612248082938,1.0627847201022806,0.015391396564868431,0.2237805573692373,NO,NO
0.9879929450175567,0.9659318637274548,1.243370758854895,1.3627254509018034,2020-12-30,4.99,1.8099999999999987,1.2144200866859265,0.17000000000000082,0.05991520436239206,1.1545048823235344,0.012007054982443255,0.243370758854895,NO,NO
0.973048138831627,0.98,1.2269603186134947,1.36,2020-12-29,5.0,1.8000000000000007,1.1348015930674737,0.09999999999999964,0.13475930584186457,1.0000422872256092,0.026951861168373004,0.22696031861349475,NO,NO
0.9700464560056232,1.0,1.22513365676459,1.3627254509018034,2020-12-28,4.99,1.8099999999999987,1.1234169472553042,0.0,0.14946818453194055,0.9739487627233636,0.029953543994376775,0.22513365676459007,NO,NO
0.9891939572849402,1.0,1.1992238264471564,1.3737373737373737,2020-12-24,4.95,1.8499999999999996,0.986157940913424,0.0,0.053489911439545956,0.9326680294738781,0.010806042715059805,0.19922382644715642,NO,NO
0.9632856612413974,1.0,1.1923595358682688,1.3737373737373737,2020-12-23,4.95,1.8499999999999996,0.952179702547931,0.0,0.1817359768550828,0.7704437256928482,0.03671433875860264,0.19235953586826882,NO,NO
0.9553627924176284,0.9519230769230768,1.136345331144215,1.3076923076923077,2020-12-22,5.2,1.6000000000000005,0.7089957219499183,0.2500000000000009,0.23211347942833171,0.4768822425215866,0.04463720758237155,0.1363453311442151,NO,NO
0.9746346568454516,0.9744094488188976,1.1546247918200083,1.3385826771653542,2020-12-21,5.08,1.7199999999999989,0.7854939424456422,0.1299999999999999,0.12885594322510574,0.6566379992205365,0.025365343154548414,0.15462479182000832,NO,NO
0.9144935270550854,0.9357277882797732,1.1378013184810365,1.285444234404537,2020-12-18,5.29,1.5100000000000007,0.7289689747646833,0.33999999999999986,0.4523292418785987,0.27663973288608457,0.08550647294491465,0.1378013184810365,NO,NO
0.8726556412012904,0.8902877697841728,1.101263839322293,1.223021582733813,2020-12-17,5.56,1.2399999999999993,0.5630269466319495,0.6099999999999994,0.7080346349208257,-0.14500768828887622,0.12734435879870964,0.1012638393222931,NO,NO
0.8607913984422088,0.8870967741935484,1.0779338493339157,1.2186379928315412,2020-12-16,5.58,1.2199999999999998,0.43487087928324986,0.6299999999999999,0.7767839966924752,-0.34191311740922536,0.13920860155779125,0.07793384933391567,NO,NO
0.8693262888961586,0.8608695652173913,1.070648281687276,1.182608695652174,2020-12-15,5.75,1.0500000000000007,0.40622761970183685,0.7999999999999998,0.7513738388470879,-0.345146219145251,0.1306737111038414,0.070648281687276,NO,NO
0.8582735211271452,0.868421052631579,1.089410331871158,1.1929824561403508,2020-12-14,5.7,1.0999999999999996,0.5096388916656016,0.75,0.8078409295752724,-0.2982020379096708,0.14172647887285483,0.0894103318711581,NO,NO
0.8355344396450997,0.8263772954924875,1.0503534900816462,1.0818030050083474,2020-12-11,5.99,0.4900000000000011,0.30161740558906125,1.04,0.9851487065258535,-0.6835313009367923,0.16446556035490034,0.050353490081646246,NO,NO
0.8440161729073338,0.8291457286432161,1.0532305995605902,1.085427135678392,2020-12-10,5.97,0.5099999999999998,0.31778667937672367,1.0199999999999996,0.9312234477432177,-0.6134367683664941,0.15598382709266623,0.053230599560590175,NO,NO
0.8552261070094894,0.8291457286432161,1.0580949033845388,1.085427135678392,2020-12-09,5.97,0.5099999999999998,0.3468265732056963,1.0199999999999996,0.8643001411533477,-0.5174735679476514,0.14477389299051058,0.05809490338453882,NO,NO
0.892285825816899,0.868421052631579,1.120103946583151,1.0842105263157893,2020-12-08,5.7,0.47999999999999865,0.6845924955239608,0.75,0.6139707928436762,0.07062170268028467,0.10771417418310103,0.12010394658315104,NO,NO
0.9551101264383148,0.9065934065934066,1.1569740487182103,1.0970695970695972,2020-12-07,5.46,0.5300000000000002,0.8570783060014282,0.5099999999999998,0.24509870964680136,0.6119795963546268,0.04488987356168517,0.1569740487182103,NO,NO
0.9816361146543604,0.9519230769230768,1.1815847911087054,1.1519230769230768,2020-12-04,5.2,0.7899999999999991,0.9442409137652685,0.2500000000000009,0.09549220379732581,0.8487487099679427,0.018363885345639597,0.1815847911087054,NO,NO
0.982706525322444,0.9880239520958084,1.2334840131496727,1.1956087824351298,2020-12-03,5.01,0.9800000000000004,1.1697549058798602,0.05999999999999961,0.08664030813455614,1.083114597745304,0.017293474677556042,0.2334840131496727,NO,NO
0.9844276959003948,1.0,1.2415407806204115,1.217479674796748,2020-12-02,4.92,1.0700000000000003,1.1883806406524249,0.0,0.07661573617005768,1.1117649044823672,0.015572304099605194,0.2415407806204115,NO,NO
0.9907499758475268,1.0,1.254830537009738,1.2427385892116185,2020-12-01,4.82,1.1700000000000017,1.2282831883869365,0.0,0.04458511641492091,1.1836980719720156,0.009250024152473224,0.2548305370097379,INVEST,NO
0.994989097120613,1.0,1.2315748796003152,1.2479166666666668,2020-11-27,4.8,1.1900000000000004,1.1115594220815126,0.0,0.024052333821057204,1.0875070882604554,0.005010902879386991,0.2315748796003152,INVEST,NO
0.94422507374234,0.9523809523809524,1.1555763365467455,1.1884920634920637,2020-11-25,5.04,0.9500000000000011,0.7841047361955971,0.23999999999999932,0.2811056283386062,0.5029991078569909,0.05577492625766001,0.15557633654674552,NO,NO
0.9157189412448552,0.9467455621301776,1.1380386935680504,1.1814595660749507,2020-11-24,5.07,0.9199999999999999,0.699856176390016,0.2699999999999996,0.42730496788858385,0.2725512085014321,0.0842810587551448,0.13803869356805043,NO,NO
0.972873453808593,0.9937888198757764,1.1836321716092708,1.2401656314699794,2020-11-23,4.83,1.1600000000000001,0.886943388872778,0.03000000000000025,0.13102121810449585,0.7559221707682822,0.027126546191406975,0.1836321716092708,NO,NO
0.9872894427131244,1.0,1.2408524467520927,1.3021739130434784,2020-11-20,4.6,1.3900000000000006,1.107921255059626,0.0,0.058468563519627814,1.0494526915399982,0.012710557286875646,0.24085244675209272,NO,NO
0.9991801414361866,1.0,1.3199284544116314,1.3521444695259597,2020-11-19,4.43,1.5600000000000014,1.4172830530435272,0.0,0.003631973437693503,1.4136510796058337,0.0008198585638133915,0.3199284544116314,INVEST,NO
1.0,1.0,1.379962425165295,1.3833718244803694,2020-11-18,4.33,1.6599999999999993,1.6452373009657277,0.0,0.0,1.6452373009657277,0.0,0.3799624251652951,INVEST,NO
0.9842637887779748,1.0,1.4360049647699735,1.450363196125908,2020-11-17,4.13,1.8600000000000003,1.8007005044999902,0.0,0.0649905523469636,1.7357099521530266,0.015736211222025176,0.4360049647699735,NO,NO
0.9987953928447236,1.0,1.4724482762091056,1.5763157894736843,2020-11-13,3.8,2.1900000000000004,1.7953034495946012,0.0,0.004577507190050234,1.790725942404551,0.0012046071552763715,0.47244827620910557,INVEST,NO
0.995267886007188,1.0,1.4699348868316733,1.5973333333333335,2020-11-12,3.75,2.24,1.7622558256187748,0.0,0.017745427473045083,1.7445103981457297,0.004732113992812037,0.4699348868316733,INVEST,NO
0.9955223131998746,0.992063492063492,1.4553471386023618,1.5793650793650793,2020-11-10,3.78,2.19,1.721212183916927,0.03000000000000025,0.01692565610447394,1.704286527812453,0.004477686800125391,0.45534713860236176,INVEST,NO
0.9881528164577308,1.0,1.5074840728778591,1.649171270718232,2020-11-09,3.62,2.3499999999999996,1.83709234381785,0.0,0.042886804423014624,1.7942055393948353,0.011847183542269213,0.5074840728778591,NO,NO
0.9854709704095634,1.0,1.5362564540642798,1.5072463768115942,2020-11-06,3.45,1.75,1.850084766521765,0.0,0.050125152087006075,1.799959614434759,0.01452902959043656,0.5362564540642798,NO,NO
0.986218666530111,1.0,1.509057263972449,1.52046783625731,2020-11-04,3.42,1.7800000000000002,1.740975842785776,0.0,0.04713216046702007,1.693843682318756,0.013781333469888968,0.5090572639724491,NO,NO
0.9531458291301618,0.9553072625698324,1.4406470527447557,1.416201117318436,2020-11-03,3.58,1.4900000000000002,1.5775164488262252,0.1599999999999997,0.16773793171402085,1.4097785171122044,0.04685417086983823,0.4406470527447557,NO,NO
0.951381329081898,0.95,1.4468853710067549,1.4083333333333334,2020-11-02,3.6,1.4700000000000002,1.6087873356243176,0.18000000000000016,0.17502721530516707,1.4337601203191506,0.048618670918102014,0.44688537100675485,NO,NO
0.9326028224518954,0.921832884097035,1.3933195817481268,1.3665768194070085,2020-10-30,3.71,1.3600000000000012,1.45921564828555,0.29000000000000004,0.2500435287034679,1.2091721195820821,0.06739717754810459,0.39331958174812676,NO,NO
0.8736525226409362,0.8769230769230769,1.3434964238069629,1.3,2020-10-29,3.9,1.1700000000000004,1.3396360528471551,0.48,0.49275516170034894,0.8468808911468062,0.12634747735906382,0.3434964238069629,NO,NO
0.8182907516410426,0.8028169014084507,1.1887236704643784,1.1901408450704227,2020-10-26,4.26,0.8100000000000005,0.8039628361782523,0.8399999999999999,0.7740813980091583,0.029881438169093943,0.1817092483589574,0.18872367046437843,NO,NO
0.8582817448739947,0.8162291169451074,1.1869546528768258,1.097852028639618,2020-10-23,4.19,0.41000000000000014,0.7833399955539004,0.7700000000000005,0.5937994889779623,0.18954050657593813,0.14171825512600533,0.18695465287682578,NO,NO
0.8834425595538413,0.8486352357320098,1.2694811558604002,1.1414392059553349,2020-10-22,4.03,0.5699999999999994,1.0860090581174129,0.6100000000000003,0.4697264849980196,0.6162825731193933,0.11655744044615868,0.2694811558604002,NO,NO
0.8726513921163493,0.8423645320197045,1.2368442886656086,1.1330049261083743,2020-10-21,4.06,0.54,0.9615878119823709,0.6399999999999997,0.5170353480076217,0.4445524639747491,0.12734860788365066,0.23684428866560858,NO,NO
0.9040650330125982,0.8814432989690721,1.3195310193217564,1.1417525773195876,2020-10-20,3.88,0.5499999999999998,1.2397803549684152,0.45999999999999996,0.37222767191111883,0.8675526830572964,0.09593496698740178,0.3195310193217564,NO,NO
0.9240587592189078,0.8791773778920308,1.3190682232408748,1.1131105398457584,2020-10-19,3.89,0.43999999999999995,1.2411753884070031,0.4700000000000002,0.29541142663844866,0.9457639617685545,0.07594124078109221,0.3190682232408748,NO,NO
0.9566489206929512,0.9168900804289544,1.323183412821333,1.1420911528150133,2020-10-16,3.73,0.5299999999999998,1.2054741298235716,0.31000000000000005,0.16169952581529223,1.0437746040082794,0.043351079307048845,0.3231834128213329,NO,NO
0.976334444378925,0.9606741573033708,1.3800266671379224,1.196629213483146,2020-10-15,3.56,0.6999999999999997,1.3528949350110042,0.14000000000000012,0.08424937801102672,1.2686455569999775,0.023665555621074974,0.38002666713792244,NO,NO
0.9913026873782322,0.994186046511628,1.4125852913578725,1.2383720930232558,2020-10-14,3.44,0.8199999999999998,1.4192934022710815,0.019999999999999574,0.029918755418881116,1.3893746468522004,0.008697312621767761,0.4125852913578725,INVEST,NO
0.9872495451798354,0.9771428571428572,1.417690443427246,1.217142857142857,2020-10-13,3.5,0.7599999999999998,1.461916551995361,0.07999999999999963,0.04462659187057616,1.4172899601247848,0.01275045482016457,0.4176904434272459,NO,NO
0.985432524223001,0.9912023460410556,1.4034787846043013,1.2492668621700878,2020-10-09,3.41,0.8499999999999996,1.3758626555006677,0.03000000000000025,0.0496750923995668,1.3261875631011009,0.014567475776999017,0.4034787846043013,NO,NO
0.9893323662054826,0.9883040935672516,1.3498371717273103,1.2456140350877192,2020-10-08,3.42,0.8399999999999999,1.1964431273074014,0.03999999999999959,0.03648330757724949,1.159959819730152,0.010667633794517406,0.3498371717273103,NO,NO
