Date,Close Price,Invest/Exit,Investment,Shares
2017-09-06,7.43,INVEST,0,13458.0
2017-10-19,13.4,EXIT,180337.2,0.0
2018-01-02,10.19,INVEST,0,17697.0
2018-01-31,12.56,EXIT,222274.32,0.0
2018-03-26,9.82,INVEST,0,22634.0
2018-03-28,10.64,-,240825.76,0.0
