Actual Values,Predicted Values
1.7171717171717171,273.55292845472286
1.6385542168674696,246.7294590011079
1.7171717171717171,255.57496853916405
1.8888888888888888,278.77470557831623
1.9373219373219368,286.1320565371335
2.023809523809524,300.0038280107377
3826.276094276094,3951.6693172366204
4015.561837455831,4145.022408044393
1.060594804559683,-451.64264501881104
4193.3726937269375,4303.103189309674
4058.585714285715,4158.4275799512225
1.1483177971453835,-457.03908653835504
3839.202702702703,3879.195854292945
4029.801418439717,4080.9113841392236
3918.634482758621,3963.1623223184533
4102.541516245487,4158.093372654291
3905.168384879725,3943.7390075459552
3788.013333333334,3816.9122476500706
3607.6317460317455,3628.098645302879
3654.032154340836,3676.760981836959
3496.6276923076925,3511.9273686183897
3165.470752089137,3177.2828283746285
3014.3342175066314,3038.0031387717845
2848.1303258145363,2854.136912631143
2990.5368421052635,2999.2700189247935
2876.9721518987344,2883.438103688277
2744.9371980676333,2776.656476279599
2712.18138424821,2733.728691199245
2582.7363636363634,2599.519983475815
2612.4229885057475,2640.2766139678615
2486.660831509847,2488.863106106275
2417.88085106383,2402.963408591151
2392.4294736842107,2371.354146734767
2392.4294736842107,2371.354146734767
2272.808,2223.9316969814
2319.191836734694,2273.1896806586346
2309.7642276422766,2250.2739791837557
2305.079107505071,2245.4688708052117
2417.88085106383,2361.6033686626815
2328.696721311476,2273.0049607127967
2272.808,2218.1989745581122
2232.620825147348,2180.544772823974
2338.2798353909466,2288.3101651367633
2454.4362850971925,2412.0676488134013
2576.879818594105,2544.6185755600764
2799.0246305418723,2791.464504761473
2936.444444444445,2936.778372651791
2841.01,2836.933513667368
2841.01,2841.1019543016146
2951.698701298701,2971.5028615586925
2898.989795918368,2912.4229312101334
2898.989795918368,2912.4229312101334
3030.410666666667,3045.4844695114407
3156.677777777778,3172.90034360558
3237.618233618234,3255.943667660701
3201.1380281690144,3216.182432367709
3352.2241887905607,3368.7890512106114
3192.1460674157306,3197.7691621074455
3228.420454545455,3236.4568937362737
3274.939481268012,3286.1287319555895
3433.244712990937,3388.325069717348
3332.5630498533724,3282.2969142201955
3362.14201183432,3315.010381437686
3496.6276923076925,3455.2020818156498
3496.6276923076925,3455.2020818156498
3322.8187134502928,3272.0484968221135
3293.92463768116,3248.5687656273394
3382.1547619047624,3350.1466244676058
3293.92463768116,3269.954087673723
3303.5000000000005,3312.894985277082
3284.404624277457,3298.895772165806
3443.648484848485,3463.404156818775
3392.2507462686567,3410.202498422065
3402.407185628743,3437.362589389095
3147.9335180055405,3176.736443717379
2990.5368421052635,3048.9501262196445
2884.274111675127,2905.7746947347505
3022.351063829788,3045.0849604651394
2805.935802469136,2806.5075665943814
2812.881188118812,2813.502217169482
2913.8564102564105,2915.5306146887133
2841.01,2841.8618392061817
2936.444444444445,2940.857178540934
2792.14742014742,2793.599777087691
2553.7168539325844,2516.583271193398
2680.198113207547,2649.9486138425673
2771.717073170732,2753.818317219194
2718.6698564593307,2700.2650354392945
2990.5368421052635,2986.738534420184
2841.01,2834.843110358227
2805.935802469136,2799.4012132264606
2944.051813471503,2939.3842885190697
2805.935802469136,2799.4012132264606
2731.7403846153848,2727.7604885554656
2862.4785894206548,2859.5082800210303
2855.2864321608045,3037.392553970266
2731.7403846153848,2915.9560772516925
2862.4785894206548,3077.3549685796816
2998.4274406332456,3221.1428043466985
3139.2375690607737,3351.2703382055524
3274.939481268012,3483.054053096519
3293.92463768116,3488.913234761705
3096.4686648501365,3274.328508282063
3030.410666666667,3202.930878937984
3174.3128491620114,3315.53828173743
3104.928961748634,3241.244209035138
3006.3597883597886,3140.9411629879287
2869.707070707071,2996.217696945243
2974.879581151833,3107.510417612659
2841.01,2969.7554006566625
2898.989795918368,3050.832186109322
3156.677777777778,3350.797806481336
3030.410666666667,3247.1691039000398
3022.351063829788,3261.307043536811
3030.410666666667,3269.6061266990837
2913.8564102564105,3150.072022549013
2778.4938875305625,3012.666439347003
2913.8564102564105,3150.0715854828113
3113.4356164383566,3356.650611428402
3130.5895316804413,3374.4224358820265
3246.868571428572,3504.898463529882
3113.4356164383566,3366.5643326834243
3071.3621621621623,3323.1963908208045
3096.4686648501365,3349.060174639166
2982.687664041995,3232.222498809916
2951.698701298701,3097.13521801114
2869.707070707071,3018.964650886248
2848.1303258145363,2998.502358974495
2990.5368421052635,3134.381201312529
3054.8494623655915,3196.346307967696
2906.404092071612,3053.870402535994
3046.659517426274,3188.434025011984
2913.8564102564105,3060.974876133705
2771.717073170732,2923.4430795689395
2642.8,2767.8210865611372
2680.198113207547,2802.9944942485063
2751.583535108959,2870.5654389603114
2876.9721518987344,2990.5029296251696
3014.3342175066314,3123.517860825642
2959.385416666667,3070.118520914054
3104.928961748634,3212.069291148102
1.0,-423.38827597027034
4515.376506024097,3904.1315180102965
4515.376506024097,3904.1319502756087
4345.231884057971,3757.5557445745726
3955.42216358839,3425.098791248416
4152.645429362881,3592.6683725018756
4234.759887005649,3665.4646944564383
4435.221893491124,3837.614938504912
4655.605590062111,4028.1408556078823
4655.605590062111,4028.1408556078823
4641.191950464396,3990.261720700909
4670.109034267913,4015.439344713219
4448.382789317507,3817.76488884996
4270.954415954416,3667.117371468862
4062.615176151761,3513.252569213606
4258.821022727272,3742.787589106867
4051.635135135135,3562.7442252915953
3710.6559405940593,3282.1597184800157
3656.3536585365855,3228.979311518063
3486.2906976744184,3070.5582285207984
3612.301204819277,3175.4558339441546
3454.158986175115,3032.7773601449207
3346.216517857142,2891.1250652930685
3346.216517857142,2891.1250652930685
3478.201856148492,3002.3691330630427
3486.2906976744184,3004.2113880637226
3353.702460850112,2888.507030864902
3004.218436873747,2515.975562542143
3090.938144329897,2588.8041252422845
3059.3979591836733,2547.263964294013
2933.6692759295497,2438.143104880848
2855.4380952380952,2360.4445963664593
2998.21,2480.5330332544527
2910.8834951456306,2409.338195092926
2802.0654205607475,2310.512757069114
2701.09009009009,2204.855123908499
2828.5,2311.572657784246
2850.009505703422,2336.1689318808885
2725.6454545454544,2239.8643326201754
2620.812937062937,2141.662651449842
2735.59306569343,2237.5208524162417
2866.3575525812616,2350.120353643305
2653.283185840708,2168.6478644360895
2540.8559322033893,2056.244865738173
2421.817447495961,1878.2042404840988
2506.864548494983,1946.9925426244088
2406.2680577849114,1862.3492819525152
2477.8595041322315,1920.2397567214073
2364.518927444795,1819.963583042618
2353.3830455259026,1815.6720057036348
2469.695222405272,1916.396116092628
2433.612012987013,1898.7217760358214
2379.531746031746,1858.4575642578886
2342.3515624999995,1828.1487838644427
2306.3153846153846,1788.8809847098698
2360.7952755905512,1835.3135026673506
2421.817447495961,1884.0783283176613
2375.760697305864,1854.0076304403767
2372.001582278481,1851.019758675394
2254.2932330827066,1741.6721842217032
2147.714899713467,1637.5844163395743
2042.3773841961847,1526.70871605992
1941.84585492228,1422.2547444604709
1972.5065789473683,1446.6326254486262
1957.056135770235,1434.3359371031288
2047.957650273224,1507.0279449419872
2141.578571428571,1582.6894530852935
2224.1913946587533,1650.0463373324917
2254.2932330827066,1681.7053180666746
2364.518927444795,1778.8490277964017
2575.7817869415803,1960.3050161431663
2498.508333333333,1896.2078102646208
2584.6637931034484,1966.873453805136
2490.2076411960134,1888.493478921883
2528.001686340641,1919.7903091903142
2653.283185840708,2018.611145818865
2765.8763837638376,2106.4782360116724
2630.0087719298244,1986.7572155577307
2414.01771336554,1821.6468223933582
2302.7726574500766,1729.4255404352245
2417.9112903225805,1824.885660282511
2433.612012987013,1837.964942353168
2335.0545171339563,1764.0933801004364
2220.896296296296,1678.7304874543718
2120.374823196605,1604.2553321393768
2126.3900709219856,1609.1874034129585
2059.2101648351645,1558.732449706307
2050.7592339261287,1556.0560657028366
2126.3900709219856,1617.820439370105
2126.3900709219856,1617.820439370105
2073.450899031812,1582.6798522379697
1977.711081794195,1512.1038659216808
1880.934755332497,1421.2114587223223
1873.88125,1392.401008730723
1839.3926380368096,1364.8644069164723
1817.0969696969696,1337.7300365785243
1830.409035409036,1348.369822934793
1743.1453488372092,1276.308685721432
1755.3922716627635,1258.5745783347752
1825.95006090134,1316.6521758039348
1757.4501758499414,1263.7444038287322
1674.977653631285,1182.0882531160212
1699.6655328798186,1206.566226549339
1784.6488095238094,1278.9998102474735
1806.1506024096384,1305.2982536082334
1825.95006090134,1334.7031661284723
1917.014066496164,1407.7164502827843
1936.828165374677,1449.35042743325
2025.8175675675675,1522.5617733123188
2020.357142857143,1532.7465784301414
1962.179319371728,1487.6104808562052
2004.1510695187164,1533.8753771070808
1939.3337645536867,1486.9463695914155
2034.0637720488469,1560.3467091971986
1939.3337645536867,1486.9489394309483
2023.0836707152496,1562.2829483789503
1941.84585492228,1510.0522445050174
2020.357142857143,1570.0082105475692
2120.374823196605,1629.1899626593975
2082.090277777778,1599.0229285165344
2034.0637720488469,1569.393184857974
2132.439544807966,1644.3375298429694
2135.477207977208,1646.2464319006679
1996.1451398135816,1537.385126609591
1902.417512690356,1465.5501337862515
1909.687898089172,1471.079539120694
1998.8066666666664,1539.4476642424809
1934.3290322580644,1497.33344543331
1964.750982961992,1553.7259577997
1946.8896103896104,1563.3089217577274
2034.0637720488469,1689.0111824676912
1998.8066666666664,1663.8275726733498
1924.3966623876763,1611.476949389253
1998.8066666666664,1663.8277417128759
1977.711081794195,1648.8727669471766
2076.3227146814406,1719.4936202310498
1959.6143790849671,1636.1139857736337
1873.88125,1547.3061958326127
1876.226533166458,1548.9489456821468
1876.226533166458,1548.9489456821468
1959.6143790849671,1608.0956663080162
2056.3854595336074,1678.3736852616287
2012.221476510067,1646.0966920727762
2111.4154929577467,1719.0364759171737
2070.587016574585,1688.8216242642336
2172.615942028985,1745.0352167475182
2111.4154929577467,1701.4801199813244
2141.578571428571,1724.2908094926577
2138.5235378031384,1722.2562651729647
2111.4154929577467,1704.2545556522011
2067.7310344827583,1193.8254782068686
2073.450899031812,1196.7913193957913
2079.2024965325936,1199.778669776178
2039.5986394557824,1179.3117562518844
2099.5868347338937,1210.4052421193655
2012.221476510067,1179.1755889392564
2096.6503496503497,1232.9976112422885
1975.1054018445325,1189.4478366637181
2006.834002677376,1204.823988240928
2096.6503496503497,1269.0499814697323
2025.8175675675675,1270.6362317233327
1972.5065789473683,1249.552451651819
1919.468629961588,1247.3236802166234
1841.6523341523337,1192.7041944389503
1751.290887850467,1110.400772756093
1665.6722222222222,1038.044656964589
1678.7290033594625,1043.5671797791938
1594.792553191489,937.0184710611582
1671.2430323299886,971.6848996821843
1753.3391812865495,1010.5907691151838
1682.4971941638607,976.9209200447569
1606.7577706323686,942.3355613125746
1663.8235294117646,968.2502586711018
1669.3819599109129,974.6717616191272
1601.607905982906,944.0543818267947
1603.3208556149732,945.2314677699417
1500.6056056056054,827.029634081829
1463.9697265625,784.4306338756039
1529.6989795918366,815.5972668937256
1514.2474747474746,808.1653001399493
1476.950738916256,790.4905818387153
1499.105,791.9418687717648
1455.4417475728153,766.0490021672888
1491.646766169154,782.8896168075094
1494.6211365902293,780.1599576558194
1491.646766169154,778.7684135662364
1505.1255020080318,785.093474630608
1459.6932814021422,771.2046868208311
1461.115984405458,774.797408481882
1430.4437022900763,743.4667194637047
1438.6804222648752,755.1501800417409
1497.6073926073925,795.6322346390607
1571.388888888889,848.5332410617864
1569.743455497382,847.779239513568
1647.3681318681315,884.0962715223404
1661.978935698448,891.0929497130517
1686.2823397075365,902.8372572383703
1769.8996458087363,939.679091569787
1857.627013630731,967.5063093030249
1774.08875739645,923.8456834708049
1862.2422360248445,969.2425676585087
1797.488009592326,935.2300878395711
1725.0920598388952,898.0169219229529
1.2626506024096384,939.7439603915277
1.389920424403183,1023.2635392359953
1.3435897435897437,986.8165383557093
1.2780487804878051,936.212366715338
1.2626506024096384,924.5019711968012
1.2749391727493915,933.8414062793929
1.2329411764705882,902.1167974147877
1.210161662817552,885.1509846038205
1.2611311672683514,923.3522472893972
1.323232323232323,970.9750232057036
1.2228704784130688,894.5972364633403
1.1644444444444444,851.663285803907
1.1990846681922196,880.9956723955106
1.1478641840087622,843.7427384743555
1.204597701149425,886.6496605366913
1.1977142857142855,894.5545991597414
1.190909090909091,910.6098185691706
1.2461355529131986,950.1006218488126
1.2171893147502906,958.3612221964656
1.1895573212258796,939.4421301938792
1.190909090909091,940.3596546364565
1.190909090909091,940.3596546364565
1.1882086167800454,938.5275271459377
1.1644444444444444,922.5542330693845
1.1644444444444444,922.5562396208582
1.1644444444444444,927.9618431440622
1.1391304347826088,905.0950784130248
1.1855203619909502,936.536170667224
1.1775280898876404,936.2529611688756
1.228604923798359,973.2694420397447
1.2032146957520091,955.8927669261454
1.1441048034934498,942.9763065513791
1.1293103448275863,938.783553913622
1.132972972972973,941.0347399073739
1.1748878923766817,967.9484260922673
1.132972972972973,941.6578425895393
1.169642857142857,964.6049658247496
1.132972972972973,941.6570008289698
1.103157894736842,936.3217780974
1.1280947255113023,982.1912397154733
1.1293103448275863,1005.8768370584078
1.1280947255113023,1005.2138200790544
