Actual_LowerBandInNext1Months,Predicted_LowerBandInNext1Months,Actual_UpperBandInNext1Months,Predicted_UpperBandInNext1Months,Date,Close Price,Actual UB Close Diff,Predicted UB Close Diff,Actual LB Close Diff,Predicted LB Close Diff,Predict UB LB Diff,Predict LB %,Predict UB %,Investment Status,Exit Status
0.9953007518796992,0.9896147043606516,1.400375939849624,1.3401684668999696,2018-03-28,10.64,4.26,3.619392487815677,0.05000000000000071,0.11049954560266784,3.5088929422130093,0.010385295639348424,0.3401684668999696,NO,NO
1.0,0.9976204690087838,1.448007774538387,1.35065279961693,2018-03-27,10.29,4.610000000000003,3.60821730805821,0.0,0.02448537389961558,3.5837319341585943,0.002379530991216239,0.35065279961692997,INVEST,NO
1.0,0.9984066699249318,1.5173116089613037,1.3722305887495645,2018-03-26,9.82,5.080000000000002,3.6553043815207236,0.0,0.015646501337169383,3.639657880183554,0.0015933300750682333,0.3722305887495645,INVEST,NO
0.9742063492063492,0.9800381913316416,1.4781746031746033,1.3097483690991758,2018-03-23,10.08,4.82,3.1222635605196913,0.2599999999999998,0.20121503137705332,2.921048529142638,0.019961808668358394,0.3097483690991758,NO,NO
0.9264150943396228,0.9343734289127128,1.4056603773584906,1.2526018685554925,2018-03-22,10.6,4.300000000000001,2.67757980668822,0.7799999999999994,0.6956416535252448,1.9819381531629752,0.0656265710872872,0.2526018685554925,NO,NO
0.9352380952380952,0.9430464523484476,1.4190476190476191,1.2508429497502909,2018-03-21,10.5,4.4,2.6338509723780543,0.6799999999999997,0.5980122503413003,2.035838722036754,0.05695354765155236,0.25084294975029087,NO,NO
0.9761431411530817,0.9756821056301068,1.4811133200795228,1.2951692775340138,2018-03-20,10.06,4.84,2.969402931992178,0.23999999999999844,0.244638017361126,2.724764914631052,0.024317894369893178,0.2951692775340138,NO,NO
0.9442307692307692,0.9463948358782877,1.4326923076923077,1.2507266832899289,2018-03-19,10.4,4.5,2.60755750621526,0.5800000000000001,0.5574937068658077,2.050063799349452,0.053605164121712345,0.25072668328992886,NO,NO
0.9134883720930232,0.9262037188999608,1.386046511627907,1.2204299221582118,2018-03-16,10.75,4.15,2.3696216632007765,0.9299999999999997,0.7933100218254214,1.576311641375355,0.07379628110003922,0.22042992215821178,NO,NO
0.958984375,0.9590665566087556,1.455078125,1.2723522692432454,2018-03-15,10.24,4.66,2.788887237050833,0.41999999999999993,0.41915846032634185,2.3697287767244912,0.040933443391244384,0.2723522692432454,NO,NO
0.9290444654683064,0.93332326910649,1.4096499526963102,1.2357134649955008,2018-03-14,10.57,4.329999999999998,2.4914913250024444,0.7500000000000018,0.7047730455444015,1.786718279458043,0.06667673089351,0.23571346499550083,NO,NO
0.9406130268199234,0.9604406092193496,1.4272030651340997,1.2489915404858365,2018-03-13,10.44,4.460000000000001,2.5994716826721334,0.6199999999999992,0.4130000397499902,2.186471642922143,0.039559390780650405,0.2489915404858365,NO,NO
0.9839679358717436,0.9897322316016348,1.4478957915831665,1.2965542641841572,2018-03-12,9.98,4.470000000000002,2.9596115565578884,0.15999999999999837,0.10247232861568456,2.857139227942204,0.010267768398365185,0.2965542641841572,NO,NO
0.9561830574488804,0.9716063399583028,1.1850048685491723,1.2672793409075105,2018-03-09,10.27,1.9000000000000004,2.744958831120133,0.4499999999999975,0.2916028886282298,2.4533559424919034,0.02839366004169719,0.2672793409075105,NO,NO
0.9379178605539636,0.9520288160523516,1.1623686723973257,1.246945886604838,2018-03-08,10.47,1.6999999999999993,2.5855234327526535,0.6500000000000004,0.5022582959318793,2.083265136820774,0.04797118394764843,0.24694588660483796,NO,NO
0.9264150943396228,0.9449874822048424,1.1481132075471698,1.2336698526082963,2018-03-07,10.6,1.5700000000000003,2.4769004376479415,0.7799999999999994,0.5831326886286696,1.893767749019272,0.05501251779515759,0.2336698526082963,NO,NO
0.8807174887892376,0.9075610501595436,1.0062780269058296,1.195259639295903,2018-03-06,11.15,0.07000000000000028,2.177144978149318,1.33,1.0306942907210885,1.1464506874282296,0.09243894984045642,0.19525963929590295,NO,NO
0.8682581786030061,0.8952841235618958,1.0,1.1867300517354866,2018-03-05,11.31,0.0,2.1119168851283536,1.4900000000000002,1.1843365625149591,0.9275803226133945,0.1047158764381042,0.18673005173548662,NO,NO
0.8524305555555556,0.875646398883267,1.0,1.175350575511183,2018-03-01,11.52,0.0,2.0200386298888287,1.6999999999999993,1.4325534848647639,0.5874851450240648,0.12435360111673299,0.17535057551118305,NO,NO
0.814262023217247,0.8346564746473797,1.0,1.1459366075737183,2018-02-28,12.06,0.0,1.759995487339042,2.24,1.9940429157526012,-0.2340474284135592,0.1653435253526203,0.1459366075737183,NO,NO
0.7837190742218676,0.8082362961347757,1.0,1.1155890858019435,2018-02-27,12.53,0.0,1.4483312450983519,2.709999999999999,2.4027992094312616,-0.9544679643329097,0.19176370386522434,0.11558908580194349,NO,NO
0.7799841143764893,0.805977566672706,1.0,1.1093704878827857,2018-02-26,12.59,0.0,1.376974442444272,2.7699999999999996,2.442742435590631,-1.065767993146359,0.19402243332729396,0.1093704878827857,NO,NO
0.8173628173628174,0.8338911338241004,1.031122031122031,1.1213012008093015,2018-02-23,12.21,0.379999999999999,1.4810876618815723,2.2300000000000004,2.0281892560077335,-0.5471015941261612,0.1661088661758996,0.12130120080930151,NO,NO
0.837951301427372,0.8604927135367864,1.0570948782535683,1.0616427127137325,2018-02-22,11.91,0.6799999999999979,0.734164708420554,1.9299999999999997,1.6615317817768744,-0.9273670733563204,0.13950728646321364,0.06164271271373245,NO,NO
0.8358458961474038,0.8549550792762698,1.0544388609715245,1.015890796971645,2018-02-21,11.94,0.6500000000000021,0.189736115841443,1.959999999999999,1.731836353441338,-1.542100237599895,0.1450449207237302,0.015890796971645083,NO,NO
0.8655680832610582,0.8998950422060438,1.0919340849956636,1.0585250452569812,2018-02-20,11.53,1.0600000000000005,0.6747937718129933,1.549999999999999,1.154210163364315,-0.47941639155132165,0.10010495779395623,0.05852504525698121,NO,NO
0.8421940928270043,0.8577111433505337,1.0624472573839665,1.0130064605347031,2018-02-14,11.85,0.7400000000000038,0.15412655733623204,1.8699999999999992,1.6861229512961753,-1.5319963939599432,0.14228885664946633,0.013006460534703113,NO,NO
0.8289036544850499,0.8335432145128052,1.0456810631229236,0.9840255734967278,2018-02-12,12.04,0.5500000000000007,0.1923320950993972,2.0599999999999987,2.004139697265826,-1.8118076021664287,0.16645678548719478,-0.015974426503272188,NO,EXIT
