Date,Close Price,Invest/Exit,Investment,Shares
2017-03-28,15.15,INVEST,0,6600.0
2017-07-11,27.85,EXIT,183810.0,0.0
2017-08-24,21.8,INVEST,0,8431.0
2017-09-01,27.6,EXIT,232695.6,0.0
2017-10-18,20.65,INVEST,0,11268.0
2018-01-09,30.0,EXIT,338040.0,0.0
2018-06-06,15.15,INVEST,0,22312.0
2018-06-18,19.2,EXIT,428390.39999999997,0.0
2018-10-09,9.93,INVEST,0,43141.0
2019-01-08,13.93,EXIT,600954.13,0.0
2019-08-09,3.93,INVEST,0,152914.0
2020-12-29,10.38,-,1587247.32,0.0
