Predicted_LowerBandInNext1Months,Actual_LowerBandInNext1Months,Actual_UpperBandInNext1Months,Predicted_UpperBandInNext1Months,Date,Close Price
0.9221263271065038,0.9025844930417494,254.5117296222664,128.2386640639892,2020-12-31,75.45
0.9254875523827796,0.9159381304640216,258.27720242098184,130.2154337561589,2020-12-30,74.35
0.9207776959164348,0.9177897574123988,258.7993261455525,130.48953435639325,2020-12-29,74.2
0.9378844602979668,0.9290586630286494,261.9769440654843,156.5332073440768,2020-12-28,73.3
0.9378844602979668,0.9383561643835616,263.0535616438356,157.19857530505158,2020-12-24,73.0
0.9242222972076436,0.9513888888888888,266.70708333333334,159.4565138022484,2020-12-23,72.0
0.9579858710083502,0.9667359667359666,266.15259875259875,159.11383290766344,2020-12-22,72.15
0.9593726514818192,0.9765840220385676,264.5028925619835,158.0942864444355,2020-12-21,72.6
0.908500604936722,0.9473684210526316,1.0,150.78127641828183,2020-12-18,76.0
0.9506277755951756,0.9863013698630136,1.082191780821918,157.1848182523072,2020-12-16,73.0
0.9977905171384212,1.0,1.1566617862371888,168.36446408130925,2020-12-15,68.3
0.9651232230258344,0.9715504978662872,1.1237553342816502,163.42171982599132,2020-12-14,70.3
0.9626389610556272,1.0,1.161764705882353,169.13009137625124,2020-12-11,68.0
0.9899920671515255,1.0,1.1634756995581736,169.3870915056612,2020-12-10,67.9
0.9596635425427302,0.9819233550253073,1.1424439624005784,166.22801543916125,2020-12-09,69.15
0.9662151770488232,0.9706933523945676,1.1293781272337384,164.2654591911867,2020-12-08,69.95
0.9720241965953296,1.0,1.1669128508124076,169.8979303114903,2020-12-07,67.7
0.9749761121609802,0.9992619926199262,1.1660516605166051,169.91131331087925,2020-12-04,67.75
0.9707778946529948,1.0,1.1897590361445782,173.47167262780792,2020-12-03,66.4
0.9855667367844544,1.0,1.300411522633745,190.08939604837016,2020-12-02,60.75
1.0,1.0,1.399468556244464,204.9729857666967,2020-12-01,56.45
0.9991674991674993,1.0,1.461609620721554,214.3130478836912,2020-11-27,54.05
0.988297527988923,0.9660411081322609,1.4119749776586237,206.8527532578479,2020-11-25,55.95
0.9911734174886048,0.987214611872146,1.4429223744292237,211.5042765400608,2020-11-24,54.75
0.99671705603909,0.991743119266055,1.4495412844036697,213.1769363012259,2020-11-23,54.5
0.9474292097900504,0.94,1.373913043478261,201.77433111195575,2020-11-20,57.5
0.9839788581602606,0.9591836734693876,1.4019520851818987,206.001827593692,2020-11-19,56.35
0.9761191355556792,0.92630676949443,1.353898886032562,198.75676078694624,2020-11-18,58.35
0.9503918130991303,0.9176570458404074,1.3412563667232598,196.85062553220885,2020-11-17,58.9
0.990862828571798,0.9836214740673338,1.2729754322111009,211.37834004217004,2020-11-13,54.95
0.9807485519303268,0.9738738738738738,1.2603603603603604,210.6652567596809,2020-11-10,55.5
0.9887992022439396,1.0,1.294172062904718,216.4609175777485,2020-11-09,54.05
0.9933801432626368,1.0,1.2639925373134329,218.32332916976137,2020-11-06,53.6
0.9610190180027096,1.0,1.2675397567820392,218.9511018329874,2020-11-05,53.45
0.995884555206589,1.0,1.301633045148895,224.98479515972215,2020-11-04,52.05
0.9956269560309066,1.0,1.304518664047151,230.3651804709632,2020-11-03,50.9
0.9952178885399224,1.0,1.1958661417322836,230.82923200041995,2020-11-02,50.8
0.9960503893724232,0.978805394990366,1.1348747591522157,225.82318031508007,2020-10-30,51.9
0.9764267236278612,0.9603024574669188,1.113421550094518,268.1661501800654,2020-10-28,52.9
0.978339379976232,0.9612109744560074,1.114474929044465,268.4249383982993,2020-10-27,52.85
0.9921478574858824,0.9731800766283524,1.128352490421456,271.8342996565256,2020-10-26,52.2
0.9803617687965538,0.9398704902867716,1.089731729879741,262.4070425044281,2020-10-23,54.05
0.9403527326793174,0.9390018484288354,1.088724584103512,262.1595563316023,2020-10-22,54.1
0.9623638810225148,0.9128481581311768,1.0584007187780773,62.43936874118537,2020-10-21,55.65
0.9895692817116658,0.9892891918208372,1.1470301850048683,68.08813887964246,2020-10-20,51.35
0.9809720173926796,0.9960784313725488,1.1549019607843136,68.59228392631826,2020-10-19,51.0
0.978123149302322,1.0,1.1787878787878787,70.83365606024051,2020-10-15,49.5
0.9452652688685764,0.9510086455331412,1.075888568683958,67.10018893226629,2020-10-14,52.05
0.9601262441608572,0.9574468085106382,1.0831721470019342,67.59081978137425,2020-10-13,51.7
0.9331695556457924,0.8967391304347826,1.0081521739130437,62.96449085092648,2020-10-09,55.2
0.9271164249850886,0.8975521305530372,1.0090661831368994,63.02644686846411,2020-10-08,55.15
0.9338466211419836,0.8967391304347826,1.0081521739130437,63.20639981759363,2020-10-07,55.2
0.9567709118806536,0.9016393442622952,1.0136612021857925,63.58115061710571,2020-10-05,54.9
0.9134948613967512,0.8886894075403949,1.0,62.59078584712048,2020-10-01,55.7
0.9337623819773876,0.8975521305530372,1.009972801450589,63.268575154230696,2020-09-30,55.15
0.010106877927933,0.0033401778864029,1.0,-4.561038113617909,2020-09-29,14819.57
0.921045883778727,0.8792184724689166,263.22504440497335,208.35478400535573,2020-09-25,56.3
0.9442853249247372,0.9049360146252284,270.92449725776964,214.60641926673696,2020-09-24,54.7
0.9136638913770834,0.8983666061705989,268.9577132486388,213.00947250985968,2020-09-23,55.1
0.931196991846114,0.9,269.4467272727273,213.40653154441057,2020-09-22,55.0
0.9483008604509676,0.8768821966341895,262.52559787422496,207.78686253370347,2020-09-21,56.45
0.9209575839076124,0.8676599474145487,259.764592462752,205.54504105401745,2020-09-18,57.05
0.92891922865292,0.8608695652173913,257.73165217391306,203.8943781514745,2020-09-17,57.5
0.9047116466013874,0.8556611927398444,256.1723422644771,202.6282834042731,2020-09-15,57.85
0.9189855549710764,0.8815004262574596,252.67809036658144,199.79109629569828,2020-09-14,58.65
0.916199983263112,0.943103448275862,255.50982758620688,202.0903490597109,2020-09-11,58.0
0.9561531763020492,0.9655781112091792,261.59876434245365,207.0343122811816,2020-09-10,56.65
0.9235170237018808,0.9414802065404476,255.07005163511187,201.73326929111735,2020-09-09,58.1
0.904248600166453,0.9247675401521556,250.54218089602705,198.0568267032316,2020-09-08,59.15
0.901570240659394,0.8822580645161291,240.31209677419355,152.65434056635905,2020-09-04,62.0
0.8656927106500643,0.8766025641025642,238.7716346153846,151.6413448159778,2020-09-03,62.4
0.94130092132729,0.901896125309151,245.66117065127784,195.1338758393116,2020-09-02,60.65
0.8601602378627741,0.8959868959868961,244.05159705159707,193.82015349806716,2020-09-01,61.05
0.8709953932642273,0.8822580645161291,240.31209677419355,190.7680003933635,2020-08-31,62.0
0.8945879977664384,0.8580392156862745,233.71529411764703,185.7914561353277,2020-08-28,63.75
0.9175856216395032,0.8682539682539683,236.49761904761905,188.06722342852356,2020-08-27,63.0
0.8838919621972506,0.8675654242664553,236.31007137192705,187.9138211922653,2020-08-26,63.05
0.9318259679996624,0.8675654242664553,236.31007137192705,181.4313778451973,2020-08-25,63.05
0.8881750425709364,0.8533747090768037,231.1768813033359,177.3735636625186,2020-08-24,64.45
0.8883400119254885,0.8872357086922474,233.3492560689115,179.0908375245919,2020-08-21,63.85
0.8831600821972149,0.8984932593180016,236.31007137192705,181.4313778451973,2020-08-20,63.05
0.9344271673857208,0.927927927927928,244.05159705159707,187.55109526823787,2020-08-19,61.05
0.9155550714962918,0.9497066219614416,249.77954735959767,192.07907059876425,2020-08-18,59.65
0.9227973827605944,0.9675491033304868,254.472245943638,195.78867390877392,2020-08-17,58.55
0.938866492509208,0.9264104660670482,243.65249386753885,187.23560206830103,2020-08-14,61.15
0.9126446490711824,0.917408906882591,241.28502024291487,185.3641015154776,2020-08-13,61.75
0.942700832748854,0.9818024263431542,258.2209705372617,193.61316455223457,2020-08-12,57.7
0.9421037685318582,1.0,265.5855614973262,199.2883491809789,2020-08-11,56.1
0.9491121000464,0.99468085106383,264.1728723404256,198.19972500186145,2020-08-10,56.4
0.9698044555262418,1.0,1.1750227894257066,203.95246371320536,2020-08-07,54.85
0.962481027703389,0.9954627949183305,1.1696914700544463,203.0027111714344,2020-08-06,55.1
0.9455179508308754,0.972517730496454,1.142730496453901,197.60930359019463,2020-08-05,56.4
0.9511870477073208,0.9597550306211724,1.1277340332458443,194.94549387781524,2020-08-04,57.15
0.0117385922262749,0.0038674368165883,1.0,-4.565791446009173,2020-08-03,14182.52
0.964677400514094,1.0,264.5992537313433,208.2128565796213,2020-07-31,53.6
0.0104914676334548,0.0037383672959817,1.0,-4.574534125104884,2020-07-30,14337.81
0.9475772787443524,0.97632058287796,261.1622950819672,157.39879611690313,2020-07-29,54.9
0.9547104664833604,0.9789954337899544,261.87780821917806,157.8447462336429,2020-07-28,54.75
0.9609828675687752,1.0,269.00206378986866,162.05532951496215,2020-07-27,53.3
0.9135572697753492,0.9416961130742048,253.31819787985864,152.29360732721196,2020-07-24,56.6
0.911094190383582,0.9383802816901408,252.4262323943662,146.6602209789237,2020-07-23,56.8
0.9653254521761476,0.9717411121239744,261.4003646308113,152.15825834848116,2020-07-22,54.85
0.9689564566741872,0.9788797061524334,263.32066115702474,153.3155127458483,2020-07-21,54.45
0.9672248557006684,0.9925512104283052,266.9983240223464,196.8985990412483,2020-07-17,53.7
0.969847001248728,0.9770852428964252,262.8379468377635,193.74679599442507,2020-07-16,54.55
