Actual_LowerBandInNext1Months,Predicted_LowerBandInNext1Months,Actual_UpperBandInNext1Months,Predicted_UpperBandInNext1Months,Date,Close Price
0.9093625498007968,0.9486510198493792,1.2280876494023902,1.252776131996699,2020-12-30,50.2
0.9287894201424212,0.9617512964478692,1.254323499491353,1.2757786769440878,2020-12-29,49.15
0.9814814814814816,0.9682728851400254,1.2685185185185184,1.2850407087096007,2020-12-28,48.6
1.0,0.9714464278679378,1.2737603305785123,1.2731958496159288,2020-12-24,48.4
1.0,0.9698989345715796,1.277720207253886,1.2528102583851717,2020-12-23,48.25
1.0,0.9959014902568768,1.3402173913043478,1.2844481089258972,2020-12-22,46.0
1.0,0.9962961301259122,1.349015317286652,1.2673587509254438,2020-12-21,45.7
0.9510926118626432,0.9580428805698256,1.283038501560874,1.1997262129927264,2020-12-18,48.05
0.9461697722567288,0.95260738990863,1.2763975155279503,1.181226235610609,2020-12-17,48.3
0.9383983572895276,0.9452243962820356,1.2659137577002053,1.1654155909274648,2020-12-16,48.7
0.9570680628272252,0.9609434863501812,1.2910994764397905,1.19034438195558,2020-12-15,47.75
0.9432404540763674,0.950873626640389,1.2724458204334363,1.1719757990927584,2020-12-14,48.45
0.9530761209593328,0.9598242907355586,1.2857142857142856,1.185096215423345,2020-12-11,47.95
0.9590766002098636,0.9651082405653773,1.2938090241343128,1.192968465221697,2020-12-10,47.65
0.9288617886178862,0.9468522270740528,1.2530487804878048,1.1583038798202014,2020-12-09,49.2
0.9269776876267748,0.9450353011120964,1.2454361054766734,1.156881537598749,2020-12-08,49.3
0.9491173416407064,0.9631481829682808,1.264797507788162,1.1868903001650173,2020-12-07,48.15
1.0,0.9935414048634712,1.2180365296803657,1.300401706393946,2020-12-03,43.8
1.0,1.003511722822891,1.2778443113772455,1.3538955874903378,2020-12-02,41.75
1.0,1.0004222590628031,1.226779252110977,1.361723960333712,2020-12-01,41.45
1.0,1.0065102602923954,1.2481012658227848,1.4126083838156458,2020-11-27,39.5
0.9703903095558546,0.9986417150270082,1.3270524899057874,1.439111514480556,2020-11-24,37.15
0.9730094466936572,0.997072229096852,1.3306342780026992,1.4148208970507716,2020-11-23,37.05
1.0,1.0163302238892102,1.396600566572238,1.4220891506985265,2020-11-20,35.3
1.0,1.0231895469877683,1.465081723625557,1.441320028287289,2020-11-19,33.65
0.9753623188405796,0.9975006480013964,1.4289855072463766,1.3651276118325093,2020-11-18,34.5
1.0,1.014513148072557,1.493939393939394,1.3640256268981763,2020-11-17,33.0
