Company,Y-Column,Model,Method,RMSE,MAE,MSE,r2_score
500112-State Bank of India,LowerBandInNext12Months,Ridge Regression,RidgeFIFValue1000,0.04610115469216306,0.02882561002526681,0.002125316463950748,0.931811000940219
500112-State Bank of India,LowerBandInNext12Months,Elastic Net Regression,ElasticFIFValue1000,0.04706819614167087,0.030228711089847787,0.0022154150880308006,0.928920262032912
500112-State Bank of India,LowerBandInNext12Months,Lasso Regression,LassoFIFValue1000,0.047367921583874664,0.028192858250758325,0.0022437199951760994,0.9280121227889662
500112-State Bank of India,LowerBandInNext12Months,Linear Regression,LinearFIFValue1000,0.04757009086027601,0.031172154801488813,0.0022629135444549157,0.9273963138325465
500112-State Bank of India,LowerBandInNext1Months,Ridge Regression,RidgeFIForwardSelection,0.023508230674153564,0.014564596239064434,0.0005526369094292146,0.8786705716617584
500112-State Bank of India,LowerBandInNext1Months,Linear Regression,LinearFIForwardSelection,0.02355082547508022,0.01456204280940714,0.0005546413805576874,0.8782304972983046
500112-State Bank of India,LowerBandInNext1Months,Elastic Net Regression,ElasticFIForwardSelection,0.02358440354530666,0.014479428467657205,0.0005562240905878734,0.8778830190537082
500112-State Bank of India,LowerBandInNext1Months,Lasso Regression,LassoFIFValue100,0.023836379623980875,0.014573526523665916,0.0005681729935785306,0.875259680756194
500112-State Bank of India,LowerBandInNext24Months,Linear Regression,LinearFIFValue1000,0.1249498284929401,0.11039210713586699,0.015612459640415148,0.42386829424003725
500112-State Bank of India,LowerBandInNext24Months,Lasso Regression,LassoFIFValue1000,0.13040062276271222,0.12054131054191942,0.017004322416903177,0.37250570986377285
500112-State Bank of India,LowerBandInNext24Months,Ridge Regression,RidgeFIFValue1000,0.13223603568946937,0.12283088449818687,0.01748636913486662,0.3547171996435545
500112-State Bank of India,LowerBandInNext24Months,Elastic Net Regression,ElasticFIFValue1000,0.13352112811834568,0.12448569599263412,0.017827891653995686,0.3421143198902632
