Predicted_LowerBandInNext1Months,Actual_LowerBandInNext1Months,Actual_UpperBandInNext1Months,Predicted_UpperBandInNext1Months,Date,Close Price,Actual UB Close Diff,Predicted UB Close Diff,Actual LB Close Diff,Predicted LB Close Diff,Predict UB LB Diff,Predict LB %,Predict UB %,Investment Status,Exit Status
0.9947816458797876,0.9827927109496072,1.083471383530166,1.088868253387235,2020-12-30,935.65,78.0999999999998,83.14958128176636,16.100000000000023,4.882553032576766,78.2670282491896,0.005218354120212432,0.08886825338723492,NO,NO
0.9873985807361426,0.9884081196581196,1.0830662393162394,1.0811545067751684,2020-12-29,936.0,77.75,75.96061834155762,10.850000000000023,11.794928430970458,64.16568991058716,0.012601419263857383,0.08115450677516844,NO,NO
0.994718858305537,0.996714070243482,1.0921676362852832,1.093820580015627,2020-12-28,928.2,85.54999999999995,87.08426237050503,3.0499999999999545,4.901955720800629,82.1823066497044,0.005281141694463032,0.0938205800156271,NO,NO
0.9780278960217812,0.9888835444391,1.0835871946983058,1.076737926388484,2020-12-24,935.55,78.19999999999993,71.79216703274619,10.399999999999977,20.55600187682262,51.23616515592357,0.021972103978218804,0.07673792638848398,NO,NO
0.9649680636364864,0.977598140222962,1.0712210070269983,1.052217762963138,2020-12-23,946.35,67.39999999999986,49.416279980165655,21.199999999999932,33.15247297761118,16.263807002554472,0.03503193636351365,0.05221776296313796,NO,NO
0.9832616680669488,1.0,1.098023287300298,1.0793328668643394,2020-12-22,923.25,90.50000000000011,73.24406933250134,0.0,15.453664957189517,57.79040437531182,0.016738331933051187,0.07933286686433938,NO,NO
0.9928441765153044,1.0,1.1158503026967528,1.0955742295657251,2020-12-21,908.5,105.24999999999989,86.82918756046126,0.0,6.5010656358459755,80.32812192461529,0.007155823484695567,0.09557422956572514,NO,NO
0.9465916993823056,0.9508608509079493,1.061018368308127,1.0362359275818047,2020-12-18,955.45,58.29999999999984,34.62161700803529,46.94999999999993,51.028960825176114,-16.407343817140827,0.053408300617694415,0.03623592758180472,NO,NO
0.9572359615451902,0.9675701581553864,1.0796634538580328,1.0547072315412285,2020-12-17,938.95,74.79999999999984,51.367355055636494,30.449999999999932,40.15329390714362,11.214061148492874,0.042764038454809805,0.054707231541228474,NO,NO
0.9549229855101524,0.9481813912226688,1.0580284924072432,1.031927229980693,2020-12-16,958.15,55.60000000000002,30.591075406000982,49.64999999999998,43.19054143344749,-12.59946602744651,0.04507701448984758,0.03192722998069297,NO,NO
0.9699440848022518,0.963159289689902,1.0747415849456663,1.051362154316145,2020-12-15,943.25,70.49999999999977,48.447352058703814,34.749999999999886,28.35024201027602,20.097110048427794,0.030055915197748195,0.0513621543161451,NO,NO
0.956203400819077,0.971190336201828,1.071249131434069,1.0657540881941452,2020-12-14,935.45,66.64999999999998,61.509661801213156,26.949999999999932,40.96952870379448,20.540133097418675,0.043796599180923046,0.06575408819414519,NO,NO
