Predicted_LowerBandInNext1Months,Actual_LowerBandInNext1Months,Actual_UpperBandInNext1Months,Predicted_UpperBandInNext1Months,Date,Close Price
0.9947816458797876,0.9827927109496072,1.083471383530166,1.088868253387235,2020-12-30,935.65
0.9873985807361426,0.9884081196581196,1.0830662393162394,1.0811545067751684,2020-12-29,936.0
0.994718858305537,0.996714070243482,1.0921676362852832,1.093820580015627,2020-12-28,928.2
0.9780278960217812,0.9888835444391,1.0835871946983058,1.076737926388484,2020-12-24,935.55
0.9649680636364864,0.977598140222962,1.0712210070269983,1.052217762963138,2020-12-23,946.35
0.9832616680669488,1.0,1.098023287300298,1.0793328668643394,2020-12-22,923.25
0.9928441765153044,1.0,1.1158503026967528,1.0955742295657251,2020-12-21,908.5
0.9465916993823056,0.9508608509079493,1.061018368308127,1.0362359275818047,2020-12-18,955.45
0.9572359615451902,0.9675701581553864,1.0796634538580328,1.0547072315412285,2020-12-17,938.95
0.9549229855101524,0.9481813912226688,1.0580284924072432,1.031927229980693,2020-12-16,958.15
0.9699440848022518,0.963159289689902,1.0747415849456663,1.051362154316145,2020-12-15,943.25
0.956203400819077,0.971190336201828,1.071249131434069,1.0657540881941452,2020-12-14,935.45
0.9679914654752474,0.9728022272191884,1.0730270906949353,1.0633834313693045,2020-12-11,933.9
0.9542126524842324,0.9647446108102368,1.0641393225018585,1.052184665383334,2020-12-10,941.7
0.973531517064481,0.9789870689655172,1.0798491379310344,1.0743541834794583,2020-12-09,928.0
0.9737479650131974,0.987822115907361,1.0734478634337283,1.0819940536451311,2020-12-08,919.7
0.9829426920282104,0.988897354958093,1.0718950691194078,1.0860883912863906,2020-12-07,918.7
0.9751212431923404,0.996216897856242,1.050660672185975,1.084535245509636,2020-12-04,911.95
0.9770759069721124,0.9906226147639298,1.0447606585977538,1.075670397005131,2020-12-03,917.1
0.9738320792715588,0.9927334316778672,1.046986832759657,1.0846297796940418,2020-12-02,915.15
0.9716111123796936,0.9849306157849088,1.0387575888985257,1.0562759886202766,2020-12-01,922.4
0.9528795269070588,0.959902794653706,1.0123619842569602,1.0329230783227512,2020-11-27,946.45
