Predicted_LowerBandInNext1Months,Actual_LowerBandInNext1Months,Actual_UpperBandInNext1Months,Predicted_UpperBandInNext1Months,Date,Close Price,Actual UB Close Diff,Predicted UB Close Diff,Actual LB Close Diff,Predicted LB Close Diff,Predict UB LB Diff,Predict LB %,Predict UB %,Investment Status,Exit Status
0.795820676503694,0.7610789980732177,1.2745664739884393,28.59790243827192,2020-12-29,10.38,2.8499999999999996,286.46622730926254,2.4800000000000004,2.1193813778916564,284.34684593137086,0.20417932349630596,27.59790243827192,NO,NO
0.8397914018304754,0.7987866531850354,1.3377148634984832,29.98064736952137,2020-12-28,9.89,3.34,286.6186024845664,1.9900000000000002,1.584463035896599,285.0341394486698,0.1602085981695246,28.98064736952137,NO,NO
0.8911838215790783,0.926751592356688,1.404458598726115,31.49477766812722,2020-12-24,9.42,3.8100000000000023,287.2608056337584,0.6899999999999995,1.0250484007250833,286.2357572330333,0.10881617842092173,30.49477766812722,NO,NO
0.9413812458803053,0.9721603563474388,1.4732739420935412,32.98533530204498,2020-12-23,8.98,4.25,287.2283110123639,0.25,0.5263964119948596,286.70191460036904,0.05861875411969475,31.98533530204498,NO,NO
0.9006392998512194,1.0,1.5455607476635511,34.61018695143274,2020-12-22,8.56,4.669999999999998,287.70320030426427,0.0,0.8505275932735623,286.8526727109907,0.09936070014878062,33.61018695143274,NO,NO
0.9645624521697462,1.0,1.6193390452876375,36.22317029098957,2020-12-21,8.17,5.059999999999999,287.7733012773848,0.0,0.289524765773173,287.4837765116116,0.03543754783025377,35.22317029098957,NO,NO
0.9689684518058166,1.0,1.6641509433962265,37.202052195117886,2020-12-18,7.95,5.28,287.80631495118723,0.0,0.24670080814375783,287.55961414304346,0.03103154819418341,36.202052195117886,NO,NO
0.971085453591026,1.0,1.832409972299169,40.88700129528774,2020-12-16,7.22,6.009999999999999,287.98414935197746,0.0,0.2087630250727921,287.77538632690465,0.02891454640897395,39.88700129528774,NO,NO
0.9717403848168504,1.0,1.8819345661450924,41.97492356534973,2020-12-15,7.03,6.2,288.05371266440864,0.0,0.19866509473754146,287.8550475696711,0.028259615183149567,40.97492356534973,NO,NO
0.986454303048918,1.0,1.9746268656716417,44.00482009454193,2020-12-14,6.7,6.53,288.13229463343094,0.0,0.09075616957224941,288.04153846385867,0.013545696951081987,43.00482009454193,NO,NO
0.9390142275493156,1.0,2.070422535211268,46.098389900040914,2020-12-11,6.39,6.8400000000000025,288.17871146126146,0.0,0.38969908595987324,287.7890123753016,0.06098577245068437,45.098389900040914,NO,NO
0.9596484392987767,1.0,2.1134185303514377,47.04256480247139,2020-12-10,6.26,6.969999999999999,288.2264556634709,0.0,0.25260076998965797,287.97385489348125,0.040351560701223255,46.04256480247139,NO,NO
0.930078398706106,0.9513677811550152,2.0106382978723403,44.77894550692636,2020-12-09,6.58,6.649999999999999,288.06546143557546,0.3200000000000003,0.46008413651382263,287.6053772990616,0.06992160129389402,43.77894550692636,NO,NO
0.9771247253732938,1.0,2.208681135225376,49.133408925354985,2020-12-08,5.99,7.240000000000004,288.31911946287636,0.0,0.13702289501397047,288.1820965678624,0.022875274626706243,48.133408925354985,NO,NO
0.987832714032764,1.0,2.4275229357798165,53.91950649672522,2020-12-07,5.45,7.78,288.4113104071525,0.0,0.06631170852143686,288.34499869863106,0.012167285967236041,52.91950649672522,NO,NO
0.9780367981020314,1.0,2.419354838709677,59.18345305440703,2020-12-04,4.96,7.039999999999998,288.5899271498589,0.0,0.10893748141392479,288.480989668445,0.02196320189796863,58.18345305440703,NO,NO
0.9726170570074764,0.9612403100775192,2.3255813953488373,56.90612079229706,2020-12-03,5.16,6.840000000000002,288.47558328825284,0.20000000000000107,0.14129598584142222,288.33428730241144,0.02738294299252364,55.90612079229706,NO,NO
0.98980978408022,1.0,2.4390243902439024,59.6570032461281,2020-12-02,4.92,7.08,288.5924559709502,0.0,0.05013586232531786,288.5423201086249,0.010190215919779977,58.6570032461281,NO,NO
0.9973264237306608,1.0,2.1073825503355708,65.58565141357357,2020-11-27,4.47,4.95,288.6978618186738,0.0,0.01195088592394633,288.68591093274983,0.002673576269339173,64.58565141357357,INVEST,NO
0.9868393118116388,1.0,2.211267605633803,68.79213793807685,2020-11-25,4.26,5.16,288.7945076162074,0.0,0.056064531682419094,288.738443084525,0.013160688188361247,67.79213793807685,NO,NO
0.990996086578384,0.9953271028037384,2.2009345794392523,68.4606134365923,2020-11-24,4.28,5.14,288.7314255086151,0.019999999999999574,0.038536749444516794,288.69288875917056,0.009003913421615994,67.4606134365923,INVEST,NO
0.980278794288694,0.9760765550239237,1.9019138755980864,70.07894821618876,2020-11-20,4.18,3.7700000000000014,288.750003543669,0.09999999999999876,0.08243463987325939,288.6675689037957,0.019721205711305978,69.07894821618876,NO,NO
0.9664922825277944,0.9714285714285714,1.8928571428571428,69.74858938590312,2020-11-19,4.2,3.75,288.74407542079314,0.1200000000000001,0.14073241338326348,288.6033430074099,0.0335077174722056,68.74858938590312,NO,NO
0.9621725363477136,0.9251700680272108,1.8027210884353744,66.44640150112119,2020-11-18,4.41,3.540000000000001,288.61863061994444,0.33000000000000007,0.16681911470658317,288.45181150523786,0.0378274636522864,65.44640150112119,NO,NO
0.9637275294622032,0.9336384439359268,1.734553775743707,67.05573760357278,2020-11-17,4.37,3.21,288.66357332761305,0.29000000000000004,0.1585106962501719,288.5050626313629,0.03627247053779681,66.05573760357278,NO,NO
0.9693048375594032,0.9466357308584687,1.5266821345707655,67.98764777189638,2020-11-13,4.31,2.2699999999999996,288.7167618968734,0.22999999999999954,0.13229615011897167,288.5844657467544,0.03069516244059678,66.98764777189638,NO,NO
0.9611343832443788,0.9336384439359268,1.505720823798627,67.04864527735958,2020-11-12,4.37,2.21,288.6325798620614,0.29000000000000004,0.16984274522206455,288.4627371168393,0.03886561675562117,66.04864527735958,NO,NO
0.9681210843877353,0.9622641509433962,1.55188679245283,69.08674898369198,2020-11-10,4.24,2.339999999999999,288.687815690854,0.16000000000000014,0.1351666021960023,288.552649088658,0.03187891561226475,68.08674898369198,NO,NO
0.967713488463499,0.9400921658986175,1.5161290322580645,67.51267183664137,2020-11-09,4.34,2.24,288.6649957710236,0.2599999999999998,0.14012346006841447,288.5248723109552,0.03228651153650097,66.51267183664137,NO,NO
0.970414723482744,0.951048951048951,1.202797202797203,68.29274016718249,2020-11-06,4.29,0.870000000000001,288.6858553172128,0.20999999999999996,0.1269208362590284,288.5589344809538,0.029585276517255954,67.29274016718249,NO,NO
