Actual_LowerBandInNext1Months,Predicted_LowerBandInNext1Months,Actual_UpperBandInNext1Months,Predicted_UpperBandInNext1Months,Date,Close Price,Actual UB Close Diff,Predicted UB Close Diff,Actual LB Close Diff,Predicted LB Close Diff,Predict UB LB Diff,Predict LB %,Predict UB %,Investment Status,Exit Status
0.9093625498007968,0.9486510198493792,1.2280876494023902,1.252776131996699,2020-12-30,50.2,11.449999999999989,12.68936182623429,4.550000000000004,2.5777188035611687,10.111643022673121,0.05134898015062084,0.252776131996699,NO,NO
0.9287894201424212,0.9617512964478692,1.254323499491353,1.2757786769440878,2020-12-29,49.15,12.5,13.554521971801911,3.5,1.8799237795872301,11.674598192214681,0.038248703552130836,0.27577867694408775,NO,NO
0.9814814814814816,0.9682728851400254,1.2685185185185184,1.2850407087096007,2020-12-28,48.6,13.04999999999999,13.852978443286595,0.8999999999999915,1.5419377821947648,12.31104066109183,0.03172711485997459,0.28504070870960074,NO,NO
1.0,0.9714464278679378,1.2737603305785123,1.2731958496159288,2020-12-24,48.4,13.25,13.222679121410955,0.0,1.381992891191814,11.840686230219141,0.02855357213206222,0.2731958496159288,NO,NO
1.0,0.9698989345715796,1.277720207253886,1.2528102583851717,2020-12-23,48.25,13.399999999999999,12.198094967084536,0.0,1.4523764069212817,10.745718560163255,0.030101065428420393,0.2528102583851717,NO,NO
1.0,0.9959014902568768,1.3402173913043478,1.2844481089258972,2020-12-22,46.0,15.649999999999999,13.08461301059127,0.0,0.1885314481836673,12.896081562407602,0.004098509743123202,0.2844481089258972,INVEST,NO
1.0,0.9962961301259122,1.349015317286652,1.2673587509254438,2020-12-21,45.7,15.949999999999996,12.21829491729278,0.0,0.1692668532458086,12.049028064046972,0.003703869874087773,0.2673587509254438,INVEST,NO
0.9510926118626432,0.9580428805698256,1.283038501560874,1.1997262129927264,2020-12-18,48.05,13.600000000000001,9.596844534300502,2.3499999999999943,2.0160395886198827,7.580804945680619,0.04195711943017444,0.19972621299272642,NO,NO
0.9461697722567288,0.95260738990863,1.2763975155279503,1.181226235610609,2020-12-17,48.3,13.350000000000001,8.753227179992408,2.5999999999999943,2.289063067413167,6.46416411257924,0.04739261009136997,0.1812262356106089,NO,NO
0.9383983572895276,0.9452243962820356,1.2659137577002053,1.1654155909274648,2020-12-16,48.7,12.950000000000003,8.055739278167536,3.000000000000007,2.6675719010648677,5.388167377102668,0.054775603717964416,0.16541559092746483,NO,NO
0.9570680628272252,0.9609434863501812,1.2910994764397905,1.19034438195558,2020-12-15,47.75,13.899999999999999,9.088944238378943,2.049999999999997,1.8649485267788464,7.223995711600097,0.03905651364981877,0.1903443819555799,NO,NO
0.9432404540763674,0.950873626640389,1.2724458204334363,1.1719757990927584,2020-12-14,48.45,13.199999999999989,8.332227466044145,2.75,2.3801727892731535,5.952054676770992,0.04912637335961101,0.1719757990927584,NO,NO
0.9530761209593328,0.9598242907355586,1.2857142857142856,1.185096215423345,2020-12-11,47.95,13.699999999999996,8.875363529549396,2.249999999999993,1.9264252592299655,6.948938270319431,0.04017570926444136,0.1850962154233451,NO,NO
0.9590766002098636,0.9651082405653773,1.2938090241343128,1.192968465221697,2020-12-10,47.65,14.0,9.19494736781386,1.9499999999999957,1.6625923370597704,7.53235503075409,0.03489175943462275,0.19296846522169697,NO,NO
0.9288617886178862,0.9468522270740528,1.2530487804878048,1.1583038798202014,2020-12-09,49.2,12.449999999999996,7.78855088715391,3.5,2.6148704279566033,5.173680459197307,0.05314777292594719,0.15830387982020144,NO,NO
0.9269776876267748,0.9450353011120964,1.2454361054766734,1.156881537598749,2020-12-08,49.3,12.099999999999994,7.734259803618322,3.6000000000000014,2.7097596551736487,5.024500148444673,0.05496469888790356,0.1568815375987489,NO,NO
0.9491173416407064,0.9631481829682808,1.264797507788162,1.1868903001650173,2020-12-07,48.15,12.749999999999993,8.998767952945585,2.4499999999999886,1.7744149900772825,7.224352962868302,0.03685181703171925,0.1868903001650173,NO,NO
1.0,0.9935414048634712,1.2180365296803657,1.300401706393946,2020-12-03,43.8,9.550000000000018,13.157594740054833,0.0,0.28288646697996,12.874708273074873,0.0064585951365288,0.3004017063939459,INVEST,NO
1.0,1.003511722822891,1.2778443113772455,1.3538955874903378,2020-12-02,41.75,11.600000000000001,14.775140777721603,0.0,0.14661442785569534,14.628526349865908,-0.003511722822890917,0.3538955874903378,INVEST,NO
1.0,1.0004222590628031,1.226779252110977,1.361723960333712,2020-12-01,41.45,9.399999999999999,14.993458155832357,0.0,0.01750263815318931,14.975955517679168,-0.00042225906280313197,0.3617239603337119,INVEST,NO
1.0,1.0065102602923954,1.2481012658227848,1.4126083838156458,2020-11-27,39.5,9.799999999999997,16.29803116071801,0.0,0.25715528154962186,16.04087587916839,-0.006510260292395431,0.4126083838156458,INVEST,NO
0.9703903095558546,0.9986417150270082,1.3270524899057874,1.439111514480556,2020-11-24,37.15,12.149999999999999,16.312992762952653,1.1000000000000014,0.05046028674664882,16.262532476206005,0.0013582849729918411,0.43911151448055596,INVEST,NO
0.9730094466936572,0.997072229096852,1.3306342780026992,1.4148208970507716,2020-11-23,37.05,12.250000000000007,15.36911423573109,1.0,0.10847391196163159,15.260640323769458,0.002927770903147997,0.41482089705077163,INVEST,NO
1.0,1.0163302238892102,1.396600566572238,1.4220891506985265,2020-11-20,35.3,14.0,14.899747019657987,0.0,0.5764569032891202,14.323290116368867,-0.016330223889210238,0.4220891506985265,INVEST,NO
1.0,1.0231895469877683,1.465081723625557,1.441320028287289,2020-11-19,33.65,15.649999999999999,14.850418951867269,0.0,0.7803282561384037,14.070090695728865,-0.023189546987768317,0.4413200282872889,INVEST,NO
0.9753623188405796,0.9975006480013964,1.4289855072463766,1.3651276118325093,2020-11-18,34.5,14.799999999999997,12.59690260822157,0.8500000000000085,0.08622764395182259,12.510674964269747,0.0024993519986036272,0.3651276118325093,INVEST,NO
1.0,1.014513148072557,1.493939393939394,1.3640256268981763,2020-11-17,33.0,16.299999999999997,12.012845687639818,0.0,0.47893388639438683,11.53391180124543,-0.014513148072557103,0.3640256268981763,INVEST,NO
1.0,1.021840186164657,1.619047619047619,1.4207523029979925,2020-11-12,30.45,18.849999999999998,12.811907626288868,0.0,0.6650336687138072,12.14687395757506,-0.021840186164657105,0.4207523029979925,INVEST,NO
0.972447325769854,0.997976638110562,1.5980551053484602,1.3713005524385382,2020-11-09,30.85,18.449999999999996,11.454622042728907,0.8500000000000014,0.06242071428916063,11.392201328439747,0.002023361889437969,0.3713005524385382,INVEST,NO
0.9244992295839752,0.944456425195758,1.414483821263482,1.290678768927444,2020-11-06,32.45,13.449999999999996,9.432526051695554,2.450000000000003,1.8023890023976534,7.6301370492979,0.05554357480424199,0.29067876892744393,NO,NO
0.8356545961002786,0.8674069097737092,1.2785515320334262,1.219561245371915,2020-11-04,35.9,10.0,7.882248708851748,5.899999999999999,4.760091939123843,3.122156769727905,0.13259309022629084,0.2195612453719149,NO,NO
0.8321775312066575,0.860147910154213,1.21497919556172,1.2168932718033785,2020-11-03,36.05,7.750000000000007,7.819002448511796,6.049999999999997,5.041667838940622,2.7773346095711737,0.139852089845787,0.21689327180337847,NO,NO
0.8241758241758242,0.8487871963598658,1.146978021978022,1.2106680001434602,2020-11-02,36.4,5.349999999999994,7.668315205221951,6.399999999999999,5.504146052500886,2.1641691527210654,0.15121280364013423,0.2106680001434602,NO,NO
0.8141112618724559,0.8350314985879306,1.0719131614654005,1.2026640794378514,2020-10-30,36.85,2.6500000000000057,7.468171327284821,6.850000000000001,6.0790892770347575,1.3890820502500638,0.16496850141206942,0.20266407943785136,NO,NO
0.8333333333333334,0.8598790053115807,1.0972222222222223,1.2312822084141186,2020-10-29,36.0,3.5,8.326159502908268,6.0,5.044355808783095,3.2818036941251734,0.14012099468841932,0.23128220841411862,NO,NO
0.7853403141361256,0.8281788402672846,1.0,1.1786523173210248,2020-10-27,38.2,0.0,6.824518521663151,8.200000000000003,6.563568301789729,0.26095021987342193,0.1718211597327154,0.17865231732102482,NO,NO
0.7751937984496123,0.8270742044705599,1.0,1.1697590720925704,2020-10-26,38.7,0.0,6.569676089982472,8.700000000000003,6.692228286989334,-0.12255219700686126,0.1729257955294401,0.16975907209257035,NO,NO
0.783289817232376,0.8349644401695739,1.010443864229765,1.1666526284123964,2020-10-23,38.3,0.3999999999999986,6.382795668194781,8.299999999999997,6.320861941505317,0.06193372668946395,0.16503555983042606,0.16665262841239636,NO,NO
0.7853403141361256,0.8330812103196508,1.013089005235602,1.1358844791489653,2020-10-22,38.2,0.5,5.190787103490472,8.200000000000003,6.376297765789342,-1.1855106622988707,0.16691878968034923,0.1358844791489653,NO,NO
0.8241758241758242,0.8700072225593058,1.0631868131868134,1.1641521061575453,2020-10-21,36.4,2.3000000000000114,5.975136664134645,6.399999999999999,4.731737098841268,1.2433995652933767,0.12999277744069415,0.16415210615754527,NO,NO
0.8645533141210374,0.9002365212272779,1.1152737752161384,1.1897839465696105,2020-10-20,34.7,4.0,6.585502945965487,4.700000000000003,3.4617927134134554,3.123710232552032,0.09976347877272207,0.1897839465696105,NO,NO
0.8797653958944281,0.9111250635134296,1.1348973607038124,1.20627573516101,2020-10-19,34.1,4.600000000000001,7.034002568990445,4.100000000000001,3.030635334192052,4.003367234798393,0.08887493648657041,0.20627573516101005,NO,NO
0.9230769230769232,0.9394202063386892,1.1907692307692308,1.230378305702006,2020-10-16,32.5,6.200000000000003,7.487294935315191,2.4999999999999964,1.9688432939926024,5.518451641322589,0.06057979366131083,0.2303783057020059,NO,NO
