Date,Close Price,Invest/Exit,Investment,Shares
2019-02-27,54.25,INVEST,0,1843.0
2019-03-06,58.8,EXIT,108368.4,0.0
2019-05-14,49.5,INVEST,0,2189.0
2019-05-29,60.15,EXIT,131668.35,0.0
2019-12-19,29.55,INVEST,0,4455.0
2020-01-15,40.95,EXIT,182432.25,0.0
2020-03-23,15.85,INVEST,0,11509.0
2020-04-21,24.9,EXIT,286574.1,0.0
2020-07-27,20.5,INVEST,0,13979.0
2020-08-24,33.7,EXIT,471092.30000000005,0.0
2020-08-31,26.95,INVEST,0,17480.0
2020-12-30,50.2,-,877496.0,0.0
