date,close,actual lb,predicted lb,actual ub,predicted ub,actual ub close diff,predicted ub close diff,actual lb close diff,predicted lb close diff,predicted lb ub diff,predicted lb %,predicted ub %,invest,exit
2017-03-24,404.55,0.9813372883450748,0.9505740389206199,1.1947843282659745,1.0475023301752864,-78.79999999999995,-19.2170676724121,7.5499999999999545,19.995272554663245,-39.212340227075345,0.04942596107938013,0.04750233017528638,False,False
2017-03-27,400.2,0.9920039980009996,0.969604832266433,1.2077711144427787,1.0749665685250602,-83.15000000000003,-30.001620723729104,3.1999999999999886,12.164146126973492,-42.165766850702596,0.030395167733566986,0.07496656852506023,False,False
2017-03-28,403.55,0.983769049684054,0.9654714228616337,1.1977450130095404,1.0641224345273712,-79.80000000000001,-25.876608453520646,6.550000000000011,13.93400730418773,-39.810615757708376,0.03452857713836632,0.06412243452737121,False,False
2017-03-29,404.25,0.9820655534941248,0.9389744493142893,1.1956709956709957,1.0485595582470015,-79.10000000000002,-19.630201421350364,7.250000000000057,24.669578864698565,-44.29978028604893,0.061025550685710694,0.04855955824700153,False,False
2017-03-30,397.0,1.0,0.9683961999261561,1.2175062972292192,1.0696446889324065,-86.35000000000002,-27.648941506165386,0.0,12.546708629316015,-40.1956501354814,0.03160380007384389,0.0696446889324065,False,False
2017-03-31,398.95,0.995864143376363,0.9580937416045462,1.2115553327484647,1.0588105642782002,-84.39999999999998,-23.46247461878795,1.6499999999999773,16.718501786866284,-40.180976405654235,0.04190625839545381,0.058810564278200195,False,False
2017-04-03,397.3,1.0,1.0041979671453884,1.216586961993456,1.11188559570886,-86.05000000000007,-44.45214717513011,0.0,-1.6678523468628441,-42.784294828267264,-0.004197967145388448,0.11188559570886003,True,False
2017-04-05,421.15,1.0,0.9829615342745488,1.1476908464917488,1.0679535356315157,-62.19999999999999,-28.618631531212827,0.0,7.175749840273795,-35.79438137148662,0.017038465725451202,0.06795353563151574,False,False
2017-04-06,431.75,1.0,0.957264332514833,1.1195136074116967,1.0486045282520915,-51.60000000000002,-20.985005072840522,0.0,18.451124436720875,-39.4361295095614,0.042735667485166995,0.048604528252091495,False,False
2017-04-07,435.15,1.0,1.0170670195293166,1.1107664023899806,1.1304669863364551,-48.200000000000045,-56.77270910430843,0.0,-7.426713548182079,-49.345995556126354,-0.01706701952931655,0.13046698633645515,True,False
2017-04-10,473.75,0.9366754617414248,0.9710151602439114,1.020263852242744,1.043264501589619,-9.600000000000023,-20.496557628081973,30.0,13.731567834446935,-34.22812546252891,0.028984839756088565,0.04326450158961892,False,False
2017-04-11,478.3,0.927765001045369,0.9428611907911034,1.0105582270541502,1.00697369646478,-5.050000000000068,-3.335519019104254,34.55000000000001,27.329492444615255,-30.66501146371951,0.05713880920889658,0.006973696464779966,False,True
2017-04-12,468.5,0.9471718249733192,0.9791034658496813,1.0316969050160083,1.0568848844151955,-14.849999999999909,-26.650568348519073,24.749999999999943,9.790026249424272,-36.440594597943345,0.02089653415031867,0.05688488441519546,False,False
2017-04-13,483.35,0.9180717906279092,0.9326517910739548,1.0,1.0014194375758132,0.0,-0.6860851522692997,39.60000000000008,32.552756784403925,-33.238841936673225,0.0673482089260452,0.0014194375758131983,False,True
2017-04-17,473.05,0.9375330303350596,0.939302902347683,1.0051791565373638,1.0035433911914866,-2.449999999999932,-1.6762012031327345,29.550000000000068,28.712762044428587,-30.38896324756132,0.06069709765231701,0.003543391191486611,False,True
2017-04-18,467.05,0.9419762338079434,0.9550039242415564,1.0180922813403277,1.0191964399260116,-8.450000000000045,-8.965697267443716,27.100000000000023,21.015417182981082,-29.981114450424798,0.044996075758443554,0.01919643992601161,False,False
2017-04-19,472.35,0.931406795808193,0.9510895338160299,1.00666878374087,1.0081532574366414,-3.1499999999999773,-3.8511911501975646,32.400000000000034,23.102858701998287,-26.95404985219585,0.0489104661839701,0.008153257436641415,False,True
2017-04-20,474.95,0.9263080324244656,0.9368115205705949,1.0011580166333298,1.0002946872770009,-0.5500000000000114,-0.13996172221158076,35.00000000000006,30.011368304995926,-30.151330027207507,0.06318847942940509,0.0002946872770008824,False,True
2017-04-21,468.55,0.9389606231992316,0.9613198292666074,1.0148329954113755,1.0180597543859466,-6.949999999999989,-8.461897917535282,28.600000000000023,18.12359399713108,-26.585491914666363,0.03868017073339258,0.018059754385946647,False,False
2017-04-24,475.5,0.9083070452155624,0.9437038470418149,1.0,1.0062343818903483,0.0,-2.9644485888605914,43.60000000000008,26.76882073161704,-29.733269320477632,0.05629615295818513,0.006234381890348306,False,True
2017-04-25,468.8,0.9212883959044368,0.9425013768840269,1.0,1.0005013252569221,0.0,-0.23502128044509618,36.900000000000034,26.955354516768182,-27.190375797213278,0.05749862311597309,0.0005013252569221471,False,True
2017-04-26,461.6,0.9356585788561524,0.9476447502448508,1.0,1.0082545350447096,0.0,-3.810293376637958,29.700000000000045,24.167183286976865,-27.977476663614823,0.05235524975514916,0.008254535044709632,False,True
2017-04-27,460.1,0.9387089763094978,0.946064212580799,1.0,1.0017079074309458,0.0,-0.7858082089782101,28.200000000000045,24.815855791574393,-25.601664000552603,0.05393578741920102,0.001707907430945843,False,True
2017-04-28,457.15,0.9447664880236246,0.9510156791408758,1.0001093732910424,1.001962096446422,-0.05000000000006821,-0.8969723904818352,25.25,22.393182280748647,-23.290154671230482,0.048984320859124186,0.0019620964464219792,False,True
2017-05-02,456.7,0.9456973943507772,0.9605793788634518,1.0010948105977666,1.0179467122994563,-0.5,-8.196263507161689,24.800000000000068,18.003397673061556,-26.199661180223245,0.039420621136548206,0.017946712299456324,False,False
