,date,close,actual lb,predicted lb,actual ub,predicted ub,actual ub close diff,predicted ub close diff,actual lb close diff,predicted lb close diff,predicted lb ub diff,predicted lb %,predicted ub %,invest,exit
0,2020-03-12,402.65,0.8982987706444804,0.8625090178240801,1.042468645225382,1.0526299784425075,17.100000000000023,21.191460819875715,40.94999999999999,55.36074397313416,-34.16928315325845,0.1374909821759199,0.0526299784425077,False,False
1,2020-03-13,400.7,0.9026703269278762,0.8571705933618071,1.0475418018467682,1.0324697509135676,19.05000000000001,13.010629191066528,39.0,57.2317432399239,-44.22111404885737,0.1428294066381928,0.0324697509135676,False,False
2,2020-03-16,399.95,0.9043630453806726,0.8649514766478792,1.2444055506938367,1.0635095294549786,97.75,25.400636305518677,38.25,54.01265691468069,-28.612020609162016,0.1350485233521208,0.0635095294549785,False,False
3,2020-03-17,401.75,0.9003111387678905,0.880831667425271,1.2388301182327317,1.079973066243406,95.95,32.12917936328836,40.05000000000001,47.87587761189741,-15.74669824860905,0.119168332574729,0.0799730662434059,False,False
4,2020-03-18,388.1,0.9319762947693891,0.8904390537222461,1.2824014429270805,1.0846644222299786,109.59999999999992,32.85826226745468,26.40000000000009,42.52060325039628,-9.6623409829416,0.1095609462777539,0.0846644222299786,False,False
5,2020-03-19,375.55,0.9631207562242045,0.890939602307956,1.325256290773532,1.05545647336032,122.14999999999992,20.82667857046817,13.850000000000025,40.95763235324711,-20.13095378277893,0.109060397692044,0.05545647336032,False,False
6,2020-03-20,379.85,0.9522179807818876,0.9016708819361572,1.310254047650388,1.1074757416956311,117.84999999999992,40.82466048308555,18.150000000000038,37.35031549655071,3.474344986534845,0.0983291180638428,0.1074757416956313,False,False
7,2020-03-23,362.1,0.9988953327809996,0.9414598612998348,1.3744821872410935,1.1066989792045887,135.59999999999997,38.63570036998158,0.4000000000000341,21.197384223329838,17.438316146651744,0.0585401387001651,0.1066989792045887,False,False
8,2020-03-24,361.7,1.0,0.8753747950542901,1.3760022117777164,1.0403383922257314,136.0,14.59039646804706,0.0,45.07693662886328,-30.48654016081622,0.1246252049457099,0.0403383922257314,False,False
9,2020-03-25,361.75,1.0,0.8911828403954087,1.3758120248790602,1.092458075920689,135.95000000000005,33.446708964309266,0.0,39.36460748696089,-5.917898522651626,0.1088171596045912,0.092458075920689,False,False
10,2020-03-26,379.6,0.970231822971549,0.8602806986265689,1.3111169652265542,1.0580809942981528,118.09999999999997,22.0475454355788,11.300000000000011,53.03744680135446,-30.989901365775665,0.1397193013734311,0.0580809942981528,False,False
11,2020-03-27,377.45,0.9757583785931911,0.8768688517619295,1.3185852430785534,1.062744333542519,120.25,23.682848695623814,9.149999999999975,46.47585190245968,-22.793003206835863,0.1231311482380704,0.062744333542519,False,False
12,2020-03-30,384.25,0.958490566037736,0.8866923934906314,1.2952504879635651,1.053017696748372,113.44999999999987,20.372049975561936,15.949999999999932,43.53844780122489,-23.166397825662955,0.1133076065093685,0.0530176967483719,False,False
13,2020-03-31,368.5,0.9994572591587516,0.8800960236757235,1.360651289009498,1.0958511404870137,132.89999999999998,35.32114526946452,0.2000000000000454,44.1846152754959,-8.863470006031378,0.1199039763242765,0.0958511404870137,False,False
14,2020-04-01,368.3,1.0,0.9451280751175104,1.361390171056204,1.0659213250828807,133.0999999999999,24.278824028024985,0.0,20.20932993422093,4.069494093804053,0.0548719248824897,0.0659213250828807,False,False
15,2020-04-03,369.2,1.0,0.9485796660841812,1.35807150595883,1.0550812031269017,132.20000000000005,20.33598019445202,0.0,18.98438728172033,1.3515929127316897,0.0514203339158189,0.0550812031269014,False,False
16,2020-04-07,381.1,1.0,0.9222320042508704,1.3156651797428496,1.0408281376426132,120.29999999999995,15.559603255599882,0.0,29.637383179993265,-14.077779924393385,0.0777679957491295,0.0408281376426131,False,False
17,2020-04-08,404.75,1.0,0.9324373443801576,1.2387893761581223,1.0222720112074235,96.65000000000003,9.014596536204635,0.0,27.345984862131274,-18.33138832592664,0.0675626556198425,0.0222720112074235,False,False
18,2020-04-09,419.75,1.0,0.936637017379134,1.1945205479452057,1.0442633092629292,81.65000000000009,18.579524063114548,0.0,26.59661195510847,-8.017087891993924,0.0633629826208659,0.0442633092629292,False,False
19,2020-04-13,461.4,1.0,0.939759919321149,1.0878846987429562,1.0168957874244555,40.55000000000001,7.79571631764378,0.0,27.79477322522183,-19.99905690757805,0.060240080678851,0.0168957874244555,False,False
20,2020-04-15,497.7,0.9413301185453083,0.9579565385332356,1.0085392806911797,1.0479361493417227,4.250000000000114,23.857821527375396,29.200000000000045,20.92503077200871,2.932790755366682,0.0420434614667645,0.0479361493417227,False,False
21,2020-04-16,496.0,0.9445564516129032,0.9410141928236708,1.0119959677419357,1.0406806043224943,5.950000000000102,20.177579743957267,27.5,29.2569603594593,-9.079380615502032,0.0589858071763291,0.0406806043224945,False,False
22,2020-04-17,493.05,0.9502078896663624,0.9564603407809008,1.0180509076158604,1.05678515861728,8.899999999999977,27.99792245624991,24.55000000000001,21.467228977976845,6.530693478273065,0.0435396592190991,0.05678515861728,False,False
23,2020-04-20,481.5,0.9730010384215992,0.9334106257246292,1.0424714434060227,1.032219307165034,20.44999999999993,15.513596399963774,12.999999999999943,32.062783713591045,-16.54918731362727,0.0665893742753708,0.0322193071650338,False,False
24,2020-04-21,475.75,0.9847609038360484,0.948746657499695,1.0550709406200736,1.041245870203491,26.19999999999999,19.622722749310867,7.249999999999943,24.38377769452012,-4.761054945209253,0.051253342500305,0.041245870203491,False,False
25,2020-04-22,468.5,1.0,0.948068108108022,1.0713980789754536,1.0728375717160372,33.44999999999999,34.12440234896343,0.0,24.330091351391676,9.794310997571756,0.051931891891978,0.0728375717160372,False,False
26,2020-04-23,484.0,0.9758264462809918,0.9342509625060692,1.037086776859504,1.046727517028427,17.949999999999932,22.616118241758613,11.699999999999989,31.822534147062527,-9.206415905303912,0.0657490374939308,0.0467275170284269,False,False
