,date,close,actual lb,predicted lb,actual ub,predicted ub,actual ub close diff,predicted ub close diff,actual lb close diff,predicted lb close diff,predicted lb ub diff,predicted lb %,predicted ub %,invest,exit
0,2017-04-05,432.0,0.9780092592592592,0.95570666710459,1.1064814814814814,1.0223788553548403,45.99999999999994,9.667665513291013,9.500000000000057,19.13471981081716,-9.467054297526149,0.04429333289541,0.0223788553548403,False,False
1,2017-04-06,423.7,0.997167807410904,0.942121490403243,1.1281567146565967,1.0278594737159037,54.30000000000001,11.8040590134284,1.1999999999999318,24.523124516145916,-12.719065502717513,0.057878509596757,0.0278594737159036,False,False
2,2017-04-07,439.45,0.9614290590510868,0.9315084830467292,1.0877232904767322,1.0181940923440895,38.54999999999996,7.995393880610152,16.949999999999932,30.098597125114907,-22.103203244504755,0.0684915169532709,0.0181940923440895,False,False
3,2017-04-10,429.6,0.9834729981378024,0.9430980046208508,1.2267225325884543,1.0292302484622258,97.39999999999998,12.557314739372202,7.10000000000008,24.44509721488248,-11.887782475510278,0.0569019953791491,0.0292302484622257,False,False
4,2017-04-11,428.15,0.9868036902954572,0.9579691540024468,1.230877029078594,1.02386212349207,98.85000000000002,10.216568173129758,5.649999999999977,17.99550671385242,-7.778938540722663,0.0420308459975532,0.0238621234920699,False,False
5,2017-04-12,427.15,0.9891138944164812,0.949045768940451,1.2337586327987826,1.018754825520472,99.85000000000002,8.01112372106968,4.650000000000034,21.76509979708635,-13.75397607601667,0.0509542310595489,0.0187548255204721,False,False
6,2017-04-13,426.8,0.989925023430178,0.9485721676512944,1.2347703842549205,1.0310210647733309,100.2000000000001,13.23979044525754,4.300000000000068,21.949398846427584,-8.709608401170044,0.0514278323487056,0.0310210647733306,False,False
7,2017-04-17,431.5,0.9791425260718424,0.949226350343961,1.223870220162225,1.0300046656208572,96.60000000000002,12.94701321539992,9.0,21.90882982658087,-8.96181661118095,0.050773649656039,0.0300046656208572,False,False
8,2017-04-18,427.75,0.9877264757451782,0.9406927682201596,1.2345996493278786,1.0337288395943212,100.35000000000002,14.427511136470857,5.25,25.368668393826734,-10.941157257355885,0.0593072317798404,0.0337288395943211,False,False
9,2017-04-19,422.5,1.0,0.9620611766466758,1.249940828402367,1.0284898841984762,105.60000000000002,12.03697607385618,0.0,16.029152866779498,-3.992176792923317,0.0379388233533242,0.0284898841984762,False,False
