SC_CODE,SC_NAME,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Spread High-Low,Spread Close-Open,Deliverable Quantity,% Deli. Qty to Traded Qty
500002,ABB LTD.    ,1562.0,1633.75,1510.0,1523.0,1571.1344157244523,32459,2934,50997452.0,123.75,-39.0,9723,29.95
500003,AEGIS LOGIS ,289.95,289.95,280.0,283.7,284.01099697089427,15186,641,4312991.0,9.949999999999989,-6.25,9381,61.77
500008,AMAR RAJA BA,888.2,898.35,868.25,877.9,882.6291908737243,96907,6889,85532947.0,30.100000000000023,-10.300000000000068,33070,34.13
500009,A.SARABHAI  ,19.9,19.9,18.9,18.9,19.091517338905422,47379,201,904537.0,1.0,-1.0,40969,86.47
500010,HDFC        ,2730.0,2765.15,2714.05,2735.45,2728.6650724627693,145109,3731,395953860.0,51.09999999999991,5.449999999999818,9438,6.5
500012,ANDHRA PETRO,47.95,49.7,46.1,49.7,49.00053528149363,201763,413,9886495.0,3.6000000000000014,1.75,167730,83.13
500013,ANSAL INFRAS,7.24,7.35,6.86,7.0,7.046611397762189,51747,103,364641.0,0.4899999999999993,-0.2400000000000002,37878,73.2
500014,UTIQUE      ,1.62,1.7,1.62,1.7,1.6477385275668537,3029,16,4991.0,0.07999999999999985,0.07999999999999985,3029,100.0
500020,BOM DYEING  ,73.15,79.8,73.05,76.25,76.84918335201412,942144,4683,72402997.0,6.75,3.0999999999999943,231274,24.55
500023,ASIANHOTNR  ,69.0,72.7,69.0,71.05,71.96287534121929,5495,104,395436.0,3.700000000000003,2.049999999999997,5012,91.21
500027,ATUL LTD.   ,6697.0,6697.0,6520.0,6581.35,6569.853171155517,2302,993,15123802.0,177.0,-115.64999999999964,1012,43.96
500028,ATV PROJECTS,4.8,5.0,4.7,4.75,4.847933070866142,4064,21,19702.0,0.2999999999999998,-0.04999999999999982,4064,100.0
500029,AUTOLITE(I) ,27.65,28.9,26.6,27.9,27.504325883201155,2774,18,76297.0,2.299999999999997,0.25,2774,100.0
500031,BAJAJ ELECT.,1003.2,1015.0,974.9,1002.0,998.5895618556701,37248,2180,37195464.0,40.10000000000002,-1.2000000000000455,18040,48.43
500032,BAJAJHIND   ,6.5,6.73,6.45,6.53,6.605990630137507,841848,725,5561240.0,0.28000000000000025,0.03000000000000025,442015,52.51
500033,FORCE MOTR  ,1350.0,1363.5,1331.0,1338.65,1348.4321528054118,2513,328,3388610.0,32.5,-11.349999999999909,1376,54.76
500034,BAJFINANCE  ,5564.95,5621.3,5425.0,5499.05,5532.719987090375,127037,13580,702860149.0,196.30000000000018,-65.89999999999964,17472,13.75
500038,BALRAM.CHINI,174.5,175.05,165.65,168.5,170.98460652625707,111151,1752,19005110.0,9.400000000000006,-6.0,48477,43.61
500039,BANCO PROD. ,153.0,159.75,150.0,152.05,155.45642900670322,19692,525,3061248.0,9.75,-0.9499999999999886,6484,32.93
500040,CENTURY TEXT,479.5,504.45,475.0,484.2,491.1685347546649,218762,4349,107449011.0,29.44999999999999,4.699999999999989,38808,17.74
500041,BANNARI AMAN,1609.0,1649.6,1580.0,1592.3,1612.3473147785182,2551,119,4113098.0,69.59999999999991,-16.700000000000045,454,17.8
500042,BASF INDIA  ,2120.0,2149.0,2000.0,2031.35,2061.1675665946723,5556,996,11451847.0,149.0,-88.65000000000009,2586,46.54
500043,BATA INDIA  ,1519.0,1532.2,1489.0,1499.15,1513.865015667088,36382,1880,55077437.0,43.200000000000045,-19.84999999999991,7131,19.6
500048,BEML LTD    ,1015.0,1031.95,964.0,975.5,1003.2464909380542,33271,1697,33379014.0,67.95000000000005,-39.5,6934,20.84
500049,BHARAT ELECT,141.0,142.7,133.05,135.2,139.94386575528728,1710667,6551,239397353.0,9.649999999999977,-5.800000000000011,215940,12.62
500052,BHANSALI ENG,138.0,150.5,138.0,144.7,145.5474324386693,953356,7187,138758518.0,12.5,6.699999999999989,118945,12.48
500055,TATASTLBSL  ,44.8,44.95,42.55,43.25,43.71368567512998,382356,1079,16714190.0,2.4000000000000057,-1.5499999999999972,158846,41.54
500060,BIRLACABLE  ,63.7,64.0,62.15,62.55,63.14366445916115,11325,204,715102.0,1.8500000000000014,-1.1500000000000057,8261,72.94
500067,BLUE STAR   ,840.5,869.5,810.5,812.95,828.9243927471775,5846,668,4845892.0,59.0,-27.549999999999955,2239,38.3
500068,DISA INDIA  ,4286.95,4286.95,4100.0,4148.1,4183.011299435028,354,85,1480786.0,186.94999999999982,-138.84999999999945,300,84.75
500069,BNK CAPITAL ,109.4,109.45,105.7,107.95,108.49422258260694,4933,43,535202.0,3.75,-1.4500000000000028,740,15.0
500074,BPL LTD.    ,22.0,22.15,21.55,21.6,21.89479245283019,6625,68,145053.0,0.5999999999999979,-0.3999999999999986,5029,75.91
500078,OAL         ,635.0,639.85,595.0,614.2,617.2309097552064,2737,329,1689361.0,44.85000000000002,-20.799999999999955,1755,64.12
500083,CENTURY EXT ,4.44,4.6,4.4,4.51,4.480249042951495,23771,62,106500.0,0.1999999999999993,0.0699999999999994,21306,89.63
500084,CESC LTD.   ,621.9,627.6,608.65,611.6,614.8372233552383,13239,680,8139830.0,18.950000000000045,-10.299999999999955,5819,43.95
500085,CHAMBAL FERT,234.0,237.95,229.3,234.9,232.5674574702002,86410,2248,20096154.0,8.649999999999977,0.9000000000000057,40303,46.64
500086,EXIDE IND.  ,210.25,211.8,202.2,204.35,206.98228721683068,367757,6975,76119185.0,9.600000000000023,-5.900000000000006,124805,33.94
500087,CIPLA LTD.  ,829.9,829.9,799.35,807.3,812.0237445665323,119859,3071,97328354.0,30.549999999999955,-22.600000000000023,25640,21.39
500089,DIC INDIA   ,399.0,405.0,397.75,399.0,401.44,175,25,70252.0,7.25,0.0,157,89.71
500092,CRISIL LTD  ,1919.6,1970.0,1919.6,1957.9,1955.203531598513,1076,233,2103799.0,50.40000000000009,38.30000000000018,508,47.21
500093,CGPOWER     ,51.6,52.5,48.3,52.15,52.06783865394262,1552861,3310,80854116.0,4.200000000000003,0.5499999999999972,753034,48.49
500096,DABUR (I)   ,515.65,515.65,507.55,513.25,510.5880877419516,12793880,25808,6532402724.0,8.099999999999966,-2.3999999999999773,8870897,69.34
500097,DALMIASUG   ,148.0,150.0,141.1,144.4,146.99950613799916,14174,371,2083571.0,8.900000000000006,-3.5999999999999943,7425,52.38
500101,ARVIND Ltd  ,69.4,72.5,67.55,69.7,70.46137859964504,174670,2112,12307489.0,4.950000000000003,0.29999999999999716,69517,39.8
500102,BALARPUR IND,1.28,1.35,1.27,1.27,1.287623037898398,972363,175,1252037.0,0.08000000000000007,-0.010000000000000009,972363,100.0
500103,BHEL        ,42.8,43.25,39.65,40.4,41.52070102465602,7265365,19252,301663048.0,3.6000000000000014,-2.3999999999999986,2151343,29.61
500104,HIND.PETRO  ,248.6,252.25,238.65,243.95,245.7851144472212,553006,5366,135920643.0,13.599999999999994,-4.650000000000006,117221,21.2
500106,IFCI LTD    ,9.47,9.47,8.92,9.0,9.158221043347261,776635,38198,7112595.0,0.5500000000000007,-0.47000000000000064,311932,40.16
500108,MAHA.TELE   ,12.29,12.46,12.12,12.15,12.293084052919275,63115,256,775878.0,0.34000000000000163,-0.1399999999999988,41083,65.09
500109,MRPL        ,39.2,39.2,36.7,37.6,38.29832074947603,198005,580,7583259.0,2.5,-1.6000000000000014,124156,62.7
