SC_CODE,SC_NAME,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Spread High-Low,Spread Close-Open,Deliverable Quantity,% Deli. Qty to Traded Qty
506222,INEOSSTYRO  ,965.0,979.55,949.15,976.55,966.0550755939524,2778,396,2683701.0,30.399999999999977,11.549999999999955,433,15.59
506235,ALEMBIC LTD.,103.8,103.8,101.15,101.5,102.02770287901191,22994,345,2346025.0,2.6499999999999915,-2.299999999999997,14156,61.56
506248,AMINES&PLAST,65.1,67.95,65.1,66.55,66.56405626306785,21044,207,1400774.0,2.8500000000000085,1.4500000000000028,15572,74.0
506260,ANUH PHARMA ,113.4,113.4,105.25,108.85,108.4640201511335,49625,765,5382527.0,8.150000000000006,-4.550000000000011,38021,76.62
506261,MODISON MET.,49.0,50.0,46.0,47.8,47.97602721235354,351899,1088,16882716.0,4.0,-1.2000000000000028,257669,73.22
506285,BAYER CROP  ,5141.0,5200.0,5049.05,5078.15,5087.173370319001,1442,592,7335704.0,150.94999999999982,-62.850000000000364,783,54.3
506365,CHEMO PHARMA,21.6,21.6,21.6,21.6,21.6,130,2,2808.0,0.0,0.0,130,100.0
506390,CLARI CHEM  ,394.0,396.0,389.0,389.95,392.1683771090624,5749,314,2254576.0,7.0,-4.050000000000011,3307,57.52
506395,COROM INTER ,780.0,786.0,772.3,784.15,780.624068528449,28718,1541,22417962.0,13.700000000000045,4.149999999999977,20814,72.48
506401,DEEPAK NITR.,1390.0,1574.45,1379.35,1565.15,1492.5716696661534,276714,19235,413015477.0,195.10000000000014,175.1500000000001,94460,34.14
506405,DHARAMSI CHM,295.95,299.95,284.0,290.9,293.8059373414817,41399,679,12163272.0,15.949999999999989,-5.050000000000011,32392,78.24
506414,FERMENTA    ,281.3,288.0,272.0,282.55,281.61104388255524,31402,554,8843150.0,16.0,1.25,21696,69.09
506480,GOCLCORP    ,240.35,250.0,239.65,239.85,242.82066334018197,3407,85,827290.0,10.349999999999994,-0.5,2420,71.03
506520,JAYSHRI CHEM,3.63,3.8,3.44,3.52,3.5314145203492955,63442,83,224040.0,0.3599999999999999,-0.10999999999999988,59363,93.57
506522,JL MORISON  ,1871.0,1950.0,1871.0,1880.4,1937.9241379310345,145,10,280999.0,79.0,9.400000000000091,133,91.72
506525,KANORIA CHEM,85.9,86.0,81.1,84.8,83.74596424915347,12699,108,1063490.0,4.900000000000006,-1.1000000000000085,12699,100.0
506528,KELTECH EN. ,523.95,523.95,506.45,518.9,517.1619047619048,420,21,217208.0,17.500000000000057,-5.050000000000068,370,88.1
506532,NITTA GELA  ,168.0,173.0,166.2,169.25,168.77739130434782,5750,65,970470.0,6.800000000000011,1.25,4522,78.64
506579,ORIENT.CARB.,882.1,910.0,882.1,885.0,891.8415300546449,1281,217,1142449.0,27.899999999999977,2.8999999999999773,807,63.0
506590,PHIL.CARBON ,197.05,200.6,196.8,197.65,198.34521046455728,193453,1538,38370476.0,3.799999999999983,0.5999999999999943,18902,9.77
506597,AMAL PRODUCT,255.0,255.0,245.1,250.65,252.36970024304617,3703,81,934525.0,9.900000000000006,-4.349999999999994,2709,73.16
506618,PUN.CHEM    ,939.15,968.85,915.0,959.4,938.8435185185185,2160,460,2027902.0,53.85000000000002,20.25,1339,61.99
506642,SADHANA NITR,27.7,28.55,26.0,28.55,27.51988129861524,760564,1897,20930631.0,2.5500000000000007,0.8500000000000014,556878,73.22
506655,SUDARSH.CHEM,540.0,589.55,527.45,570.6,569.8245801962825,98022,3688,55855345.0,62.09999999999991,30.600000000000023,26689,27.23
506685,ULTRAMARINE ,328.8,330.0,306.0,314.7,318.942991993674,40468,972,12906985.0,24.0,-14.100000000000023,32313,79.85
506687,TRANSPEK    ,1398.0,1399.8,1375.0,1388.1,1388.3777202072538,3860,215,5359138.0,24.799999999999955,-9.900000000000091,3298,85.44
506690,UNICHEM LAB ,325.6,339.9,321.3,322.3,327.7862285085119,11807,652,3870172.0,18.599999999999966,-3.3000000000000114,8914,75.5
506734,MYS PETRO   ,81.95,83.0,78.15,78.85,79.41360419995435,4381,55,347911.0,4.849999999999994,-3.1000000000000085,3668,83.73
506767,ALKYL AMINES,5058.0,5149.95,5052.3,5078.9,5089.538205980067,2709,1050,13787559.0,97.64999999999964,20.899999999999636,1284,47.4
506808,TUTICORIN.  ,8.98,8.98,8.11,8.7,8.666865750879289,30138,96,261202.0,0.870000000000001,-0.28000000000000114,24412,81.0
506820,ASTRAZEN.PH.,3442.0,3594.0,3441.0,3454.1,3459.540366753989,4199,909,14526610.0,153.0,12.099999999999909,1688,40.2
506852,PUN.ALKALI  ,56.0,56.0,54.25,55.05,54.98820672910163,20181,123,1109717.0,1.75,-0.9500000000000028,15725,77.92
506854,TANFAC IND. ,261.0,268.0,260.2,264.25,263.6896214267319,19415,454,5119534.0,7.800000000000011,3.25,15307,78.84
506858,GUJ.PETRO   ,21.1,21.1,21.1,21.1,21.09493670886076,158,2,3333.0,0.0,0.0,158,100.0
506879,GUJ.THEMIS. ,228.4,239.0,226.1,227.9,230.40660289146228,13903,221,3203343.0,12.900000000000006,-0.5,9388,67.52
506910,JAYSN DYEST ,49.5,54.3,49.5,51.7,51.74269005847953,1197,23,61936.0,4.799999999999997,2.200000000000003,744,62.16
506919,MAKERS LAB. ,268.0,268.0,252.0,257.85,262.89706518916114,11551,165,3036724.0,16.0,-10.149999999999977,9281,80.35
506935,CONT.CHEM   ,13.28,13.28,13.28,13.28,13.266666666666667,30,1,398.0,0.0,0.0,30,100.0
506943,J.B.CHEMICAL,1150.0,1173.55,1117.0,1146.65,1139.4204904468181,6647,769,7573728.0,56.549999999999955,-3.349999999999909,2687,40.42
506981,BL.CHIP TEX ,91.65,96.25,88.6,92.95,92.375,440,12,40645.0,7.650000000000006,1.2999999999999972,304,69.09
507155,JAGATJIT IND,39.4,39.4,37.4,39.25,37.96515151515152,1980,27,75171.0,2.0,-0.14999999999999858,1980,100.0
507180,KESAR ENT.  ,38.8,44.9,38.8,42.25,41.584394473042536,11073,51,460464.0,6.100000000000001,3.450000000000003,10960,98.98
507205,TILAKNAG IND,28.6,28.6,27.8,28.3,28.15097474523704,18056,258,508294.0,0.8000000000000007,-0.3000000000000007,12155,67.32
507300,RAVALGAON   ,1869.9,1869.9,1820.0,1820.0,1844.5,2,2,3689.0,49.90000000000009,-49.90000000000009,2,100.0
507315,SAKTHI SUGAR,9.8,9.85,9.6,9.82,9.674225663716815,3616,27,34982.0,0.25,0.019999999999999574,3115,86.14
507410,WALCHANDNGR ,67.55,68.0,66.2,66.75,67.30187149095445,80150,1187,5394245.0,1.7999999999999972,-0.7999999999999972,46736,58.31
507435,KHOD.INDIA  ,61.0,63.5,61.0,63.5,63.378957169459966,1074,11,68069.0,2.5,2.5,1074,100.0
507438,IFB AGRO    ,430.0,430.0,416.15,424.0,423.068819481207,1889,156,799177.0,13.850000000000023,-6.0,1120,59.29
507442,DHARANI SUG ,5.76,5.81,5.5,5.69,5.634556574923548,654,47,3685.0,0.3099999999999996,-0.0699999999999994,301,46.02
507450,THIRU A.SUG.,7.09,7.09,7.09,7.09,7.09,3000,7,21270.0,0.0,0.0,3000,100.0
507474,KOTHARI FERM,46.0,48.4,46.0,47.9,47.03557814485387,3148,42,148068.0,2.3999999999999986,1.8999999999999986,2118,67.28
507486,CAPROLA.CHEM,25.0,25.0,25.0,25.0,25.0,550,3,13750.0,0.0,0.0,550,100.0
507488,G.M.BREWERI ,423.8,425.6,420.1,424.6,424.0088365243004,1358,95,575804.0,5.5,0.8000000000000114,1141,84.02
507490,RANA SUGARS ,6.99,6.99,6.7,6.75,6.81304324058383,36586,96,249262.0,0.29000000000000004,-0.2400000000000002,24207,66.16
507498,PICCADILY SU,4.47,5.04,4.46,4.63,4.860360891614577,16958,30,82422.0,0.5800000000000001,0.16000000000000014,12574,74.15
507508,RIGA SUGAR  ,3.65,3.84,3.65,3.8,3.709268292682927,2050,15,7604.0,0.18999999999999995,0.1499999999999999,1300,63.41
507514,SOM DISTILL.,32.85,36.25,32.85,35.05,34.59545566806619,149813,945,5182849.0,3.3999999999999986,2.1999999999999957,118069,78.81
507515,CJ GELATIN  ,14.8,14.8,14.05,14.07,14.357580398162328,1306,11,18751.0,0.75,-0.7300000000000004,1306,100.0
507522,MOUNTT SHIV.,2.62,2.62,2.62,2.62,2.6194690265486726,1130,4,2960.0,0.0,0.0,1130,100.0
507525,AMRIT CORP  ,711.0,711.0,711.0,711.0,711.0,6,2,4266.0,0.0,0.0,6,100.0
507526,ASSO.ALCOHOL,353.0,359.75,350.35,353.55,353.60603532193016,7191,272,2542781.0,9.399999999999977,0.5500000000000114,4889,67.99
507552,FOODS & INNS,50.8,50.8,49.25,50.25,49.9524124455133,33265,214,1661667.0,1.5499999999999972,-0.5499999999999972,26208,78.79
507580,IVP LIMITED ,132.95,137.7,128.0,136.0,134.314623338257,677,18,90931.0,9.699999999999989,3.0500000000000114,677,100.0
507598,KLRFM       ,49.9,49.9,46.0,46.05,46.69746290090953,2089,40,97551.0,3.8999999999999986,-3.8500000000000014,1807,86.5
507621,MILKFOOD    ,365.0,370.0,362.0,369.0,368.04151177199503,1614,38,594019.0,8.0,4.0,1314,81.41
507645,POLSON LTD. ,9699.0,9950.0,9501.05,9642.7,9802.693181818182,176,106,1725274.0,448.9500000000007,-56.29999999999927,146,82.95
507685,WIPRO LTD.  ,411.0,418.7,409.6,414.35,414.9403534097719,302029,4597,125324020.0,9.099999999999966,3.3500000000000227,48716,16.13
507690,ORIENT BEVER,67.4,70.0,67.0,67.1,68.87053571428571,896,32,61708.0,3.0,-0.30000000000001137,852,95.09
507717,DHAN AGRI   ,730.0,748.0,725.0,726.25,737.6098871574422,3722,277,2745384.0,23.0,-3.75,2776,74.58
507747,TTK HEALTHCA,567.5,567.5,567.5,567.5,567.4666666666667,15,4,8512.0,0.0,0.0,15,100.0
507753,TGVSL       ,27.45,28.0,26.75,27.6,27.54065553614185,247248,459,6809372.0,1.25,0.15000000000000213,184633,74.68
507759,LIME CHEM.  ,19.25,20.0,19.05,19.05,19.800856531049252,934,11,18494.0,0.9499999999999993,-0.1999999999999993,738,79.01
507779,KANPUR PLAST,131.5,134.1,129.5,131.4,131.59678205753292,2051,137,269905.0,4.599999999999994,-0.09999999999999432,1788,87.18
507785,TAINWALA CH.,67.05,68.2,67.05,67.8,67.91232118135672,2167,68,147166.0,1.1500000000000057,0.75,802,37.01
507789,JAGSON PHAR ,92.5,97.35,88.6,89.15,93.39256385987755,182783,1904,17070573.0,8.75,-3.3499999999999943,34861,19.07
507794,KHAITAN CHEM,24.95,27.65,24.65,26.7,26.252760012418502,161050,782,4228007.0,3.0,1.75,82744,51.38
507813,NATI. OXYGEN,36.05,36.95,35.05,36.95,36.10689115113547,2554,16,92217.0,1.9000000000000057,0.9000000000000057,2204,86.3
507815,GILLETTE (I),5505.0,5592.7,5505.0,5554.6,5559.5387840670855,477,268,2651900.0,87.69999999999982,49.600000000000364,310,64.99
507817,WIRES FABRIK,65.15,65.15,65.15,65.15,65.0,1,1,65.0,0.0,0.0,1,100.0
507828,ANSALHSG    ,6.25,6.25,6.0,6.16,6.1088676103247295,4804,29,29347.0,0.25,-0.08999999999999986,3789,78.87
507833,COMPUTER PNT,0.37,0.38,0.37,0.38,0.3784815495546444,7073,9,2677.0,0.010000000000000009,0.010000000000000009,7073,100.0
507836,MAC CHARLES ,221.75,221.75,207.1,215.65,208.40972222222223,144,8,30011.0,14.650000000000006,-6.099999999999994,135,93.75
507852,ADDI IND.   ,4.52,4.9,4.52,4.9,4.886792452830188,53,3,259.0,0.3800000000000008,0.3800000000000008,53,100.0
507864,PION INVEST ,27.0,27.5,26.4,27.4,27.082777036048064,749,15,20285.0,1.1000000000000014,0.3999999999999986,589,78.64
507872,ASHNOOR TEX.,15.58,15.58,14.16,15.49,14.796703296703297,182,9,2693.0,1.42,-0.08999999999999986,182,100.0
507878,UNITECH LTD ,1.77,1.83,1.72,1.8,1.7654603200848782,1451490,656,2562548.0,0.1100000000000001,0.030000000000000027,1451490,100.0
507880,VIP INDUS.  ,404.0,412.55,396.9,406.0,405.9065927757033,1053805,2057,427746397.0,15.650000000000034,2.0,1023533,97.13
507894,SCHABLONA (I,11.06,11.06,10.02,10.02,10.113513513513514,1110,4,11226.0,1.040000000000001,-1.040000000000001,1110,100.0
507910,FIBERWB IN  ,29.9,29.95,29.25,29.4,29.660413587113883,65621,175,1946346.0,0.6999999999999993,-0.5,47604,72.54
507912,LKP FIN     ,112.35,117.85,110.0,111.2,112.38178325596286,6247,99,702049.0,7.849999999999994,-1.1499999999999915,4833,77.37
507944,BAJAJ STEEL ,349.05,357.9,341.0,343.7,349.0150356778797,15696,396,5478140.0,16.899999999999977,-5.350000000000023,13052,83.15
507960,GUJ.HOTELS  ,103.7,103.7,103.7,103.7,103.7,100,1,10370.0,0.0,0.0,100,100.0
507966,RAS RESORTS ,23.9,23.9,23.9,23.9,23.9,100,2,2390.0,0.0,0.0,100,100.0
507970,PARA. COSMET,16.25,16.25,16.25,16.25,16.25,140,2,2275.0,0.0,0.0,140,100.0
507981,JINDAL HOTL ,25.2,25.75,24.15,24.6,24.918453639383873,3311,45,82505.0,1.6000000000000014,-0.5999999999999979,1528,46.15
507998,SIMMONDS-MAR,34.45,35.0,33.4,34.75,34.04016620498615,3610,40,122885.0,1.6000000000000014,0.29999999999999716,3423,94.82
508136,BNALTD      ,160.0,161.5,160.0,161.0,161.11206896551724,1508,16,242957.0,1.5,1.0,1508,100.0
508306,LEDO TEA CO ,51.95,51.95,50.4,50.4,51.17,100,3,5117.0,1.5500000000000043,-1.5500000000000043,100,100.0
508486,HAWKINS COOK,5587.2,5700.0,5501.0,5616.0,5626.606060606061,726,204,4084916.0,199.0,28.800000000000182,451,62.12
508494,WARREN TEA  ,45.6,47.6,45.6,46.5,46.28110599078341,868,12,40172.0,2.0,0.8999999999999986,800,92.17
508571,COCHIN MALA ,49.3,49.3,49.3,49.3,49.3,20,1,986.0,0.0,0.0,20,100.0
508664,BEST E.HOTEL,19.9,19.9,19.9,19.9,19.9,500,1,9950.0,0.0,0.0,500,100.0
508807,IST LTD.    ,387.0,398.95,382.5,385.5,388.5481758652947,1069,36,415358.0,16.44999999999999,-1.5,858,80.26
508814,COSMO FILMS ,507.0,526.95,503.75,525.4,518.5169678944559,13113,566,6799313.0,23.200000000000045,18.399999999999977,5778,44.06
508860,DIAMANT     ,0.23,0.23,0.21,0.23,0.21922626025791325,3412,12,748.0,0.020000000000000018,0.0,3412,100.0
508869,APOLLO HOSP.,3064.95,3096.2,3008.0,3080.6,3054.7810484920337,34583,2640,105643493.0,88.19999999999982,15.650000000000091,4069,11.77
508905,SMIFS CAPITA,43.9,43.9,41.65,41.65,43.80769230769231,104,2,4556.0,2.25,-2.25,100,96.15
508906,EVEREST INDS,305.0,317.75,305.0,311.5,311.5659057437408,5432,254,1692426.0,12.75,6.5,4346,80.01
508918,GREYCELLS   ,21.5,21.5,20.5,20.5,20.575221238938052,113,10,2325.0,1.0,-1.0,113,100.0
508922,MSR INDIA   ,10.4,10.63,10.1,10.27,10.566,1500,18,15849.0,0.5300000000000011,-0.13000000000000078,1500,100.0
508933,AYMSYNTEX   ,53.0,53.0,50.8,51.45,51.51059730250482,2076,74,106936.0,2.200000000000003,-1.5499999999999972,1975,95.13
508941,PANASON CAR ,456.0,458.8,452.1,455.5,454.91356589147284,2580,83,1173677.0,6.699999999999989,-0.5,2135,82.75
508954,FINKURVE    ,43.95,44.35,42.6,44.1,44.07540056550424,1061,37,46764.0,1.75,0.14999999999999858,978,92.18
508956,HB LEAS.PUB ,1.15,1.15,1.15,1.15,1.1491596638655461,952,6,1094.0,0.0,0.0,952,100.0
508963,STERL.GUARA.,7.79,8.2,7.79,7.97,7.9696673189823874,1022,5,8145.0,0.40999999999999925,0.17999999999999972,1022,100.0
508969,SULABH ENG. ,1.5,1.54,1.4,1.45,1.4720502388112506,22612,42,33286.0,0.14000000000000012,-0.050000000000000044,19408,85.83
508989,NAVNETEDUL  ,90.45,90.75,87.45,89.5,89.64747191011236,15664,168,1404238.0,3.299999999999997,-0.9500000000000028,6732,42.98
508996,SATPROP LTD ,1.09,1.09,1.07,1.08,1.0801804511278195,16625,6,17958.0,0.020000000000000018,-0.010000000000000009,16625,100.0
509009,AUSOM ENT   ,48.05,49.5,47.25,48.15,48.1940109658372,2371,42,114268.0,2.25,0.10000000000000142,2346,98.95
509020,RUCHI INFRA.,7.03,7.03,6.64,6.74,6.814531368102797,52920,218,360625.0,0.39000000000000057,-0.29000000000000004,52920,100.0
509048,LANCOR HOLDS,7.57,7.57,6.85,7.41,7.194235145385588,19775,59,142266.0,0.7200000000000006,-0.16000000000000014,13847,70.02
509051,INDIAN INFO.,0.54,0.54,0.53,0.54,0.5397811512061748,4388875,1970,2369032.0,0.010000000000000009,0.0,4388875,100.0
509053,BANAS FIN.  ,5.64,5.64,5.64,5.64,5.638964577656676,734,2,4139.0,0.0,0.0,734,100.0
509055,VISAKA IND. ,509.0,518.3,505.0,509.65,512.6136541471049,5112,445,2620481.0,13.299999999999955,0.6499999999999773,2691,52.64
509069,INFOMEDIA   ,3.92,4.25,3.91,4.24,4.181650071123755,7030,13,29397.0,0.33999999999999986,0.3200000000000003,7030,100.0
509073,HATHWAY BHAW,18.1,19.9,18.05,18.8,19.125635656595872,3343,43,63937.0,1.8499999999999979,0.6999999999999993,3343,100.0
509077,PRESSMN     ,24.6,25.1,24.2,25.0,24.673973999490187,11769,66,290388.0,0.9000000000000021,0.3999999999999986,9590,81.49
509079,GUFIC BIO SC,121.9,122.9,116.0,119.3,120.4687275341481,59813,1865,7205596.0,6.900000000000006,-2.6000000000000085,30811,51.51
509148,GOVIND RUBB.,3.46,3.46,3.4,3.46,3.458249832999332,20958,35,72478.0,0.06000000000000005,0.0,20958,100.0
509152,GRPLTD      ,782.6,810.35,781.9,801.6,796.2765957446809,846,126,673650.0,28.450000000000045,19.0,122,14.42
509162,INDAG RUBBER,99.05,101.5,98.1,98.3,98.93845494787948,7003,87,692866.0,3.4000000000000057,-0.75,4007,57.22
509196,M.M.RUBBER  ,59.6,59.6,59.6,59.6,59.5997920997921,3848,23,229340.0,0.0,0.0,3848,100.0
509220,PTL LTD     ,40.2,41.9,40.2,41.05,41.14461150005739,8713,124,358493.0,1.6999999999999957,0.8499999999999943,8076,92.69
509243,TVS SRICHAKR,2184.0,2184.0,1864.0,1923.85,1948.9412052915238,2041,658,3977789.0,320.0,-260.1500000000001,1289,63.16
509449,BHAGWATI OXY,16.2,16.2,16.2,16.2,16.19869706840391,614,9,9946.0,0.0,0.0,614,100.0
509470,BOMOXY-B1   ,10450.0,10555.0,10450.0,10450.0,10516.8,10,9,105168.0,105.0,0.0,8,80.0
509472,CRAVATEX    ,265.0,300.0,265.0,276.95,278.7373029772329,571,39,159159.0,35.0,11.949999999999989,335,58.67
509480,BERGE PAINT ,680.0,722.45,680.0,717.7,707.6224133941557,121008,4811,85627973.0,42.450000000000045,37.700000000000045,36884,30.48
509486,CAPRIHANS   ,86.5,87.0,82.15,84.25,84.39702702702702,3700,53,312269.0,4.849999999999994,-2.25,2949,79.7
509488,GRAPHITE IN.,485.0,489.55,476.6,478.5,482.1398118691332,101844,2832,49103047.0,12.949999999999989,-6.5,37613,36.93
509496,ITDCEM      ,79.7,82.95,77.3,82.1,80.03134635509949,142377,1026,11394623.0,5.650000000000006,2.3999999999999915,55006,38.63
509525,EMPIRE IND. ,574.05,588.0,570.0,577.3,576.126096491228,912,87,525427.0,18.0,3.25,645,70.72
509546,GRAVISS HOSP,17.35,17.35,14.25,14.8,16.008628468305886,17732,64,283865.0,3.1000000000000014,-2.5500000000000007,14685,82.82
509557,GARFIBRES   ,2601.0,2650.0,2550.8,2592.95,2596.718288641157,3319,1191,8618508.0,99.19999999999982,-8.050000000000182,1725,51.97
509563,GARWA.MARINE,3.15,3.15,3.14,3.14,3.1467854376452364,2582,10,8125.0,0.009999999999999787,-0.009999999999999787,2582,100.0
509567,GOA CARBON  ,336.0,337.95,325.0,327.4,332.0739928747602,3649,278,1211738.0,12.949999999999989,-8.600000000000023,1747,47.88
509597,HARDCASTLE  ,186.95,186.95,184.0,186.95,186.80188679245282,106,5,19801.0,2.9499999999999886,0.0,105,99.06
509631,HEG LIMITED ,1477.0,1488.4,1434.9,1442.3,1456.180521597392,19632,1525,28587736.0,53.5,-34.700000000000045,4440,22.62
509635,HIND.COMPOSI,305.0,306.35,299.8,302.05,302.46967213114755,1220,147,369013.0,6.550000000000011,-2.9499999999999886,573,46.97
509675,HIL         ,3100.0,3100.0,2981.5,2987.3,3023.8888888888887,306,101,925310.0,118.5,-112.69999999999982,197,64.38
509709,INT.CONVEYOR,45.9,46.0,43.5,45.3,44.83930284617845,6254,37,280425.0,2.5,-0.6000000000000014,5614,89.77
509715,JAYSHRE TEA ,69.75,72.4,69.4,71.55,71.39242254661491,83986,883,5995964.0,3.0,1.7999999999999972,34093,40.59
509820,HUHTAMAKI   ,290.5,292.5,273.0,274.5,277.69937731167187,21359,902,5931381.0,19.5,-16.0,13824,64.72
509835,PREMIER SYN.,11.44,11.44,11.44,11.44,11.43879173290938,629,2,7195.0,0.0,0.0,629,100.0
509874,SHALIMAR PAI,100.0,100.0,92.9,93.25,93.72374169609192,16709,323,1566030.0,7.099999999999994,-6.75,10845,64.91
509895,HIND MILLS  ,252.3,282.2,252.3,278.75,260.8125,240,22,62595.0,29.899999999999977,26.44999999999999,188,78.33
509930,SUPREM IND  ,2059.9,2123.7,2058.4,2081.8,2091.0606968311527,6343,1196,13263598.0,65.29999999999973,21.90000000000009,3987,62.86
509966,VST INDUS.  ,3416.0,3482.7,3416.0,3432.45,3439.36050955414,785,313,2699898.0,66.69999999999982,16.449999999999818,504,64.2
510245,SWASTI VINAY,7.3,7.3,7.3,7.3,7.299982147461964,50413,37,368014.0,0.0,0.0,50413,100.0
511012,YAMINI INVES,0.49,0.5,0.49,0.49,0.49274353876739563,20120,50,9914.0,0.010000000000000009,0.0,20120,100.0
511034,JINDAL DRILL,101.5,101.5,96.4,96.45,97.91351857633468,3203,166,313617.0,5.099999999999994,-5.049999999999997,1490,46.52
511066,SAKTHI FIN. ,15.5,15.5,14.7,15.4,14.7646408839779,905,18,13362.0,0.8000000000000007,-0.09999999999999964,894,98.78
511072,DEWAN H.FIN.,20.75,20.75,20.75,20.75,20.74999414451341,85390,396,1771842.0,0.0,0.0,85372,99.98
511076,SAT IND LTD ,20.1,20.25,20.0,20.0,20.146242930245084,3713,7,74803.0,0.25,-0.10000000000000142,605,16.29
511108,SHIVA TEXYAM,126.0,142.4,126.0,138.6,138.22628458498025,3036,122,419655.0,16.400000000000006,12.599999999999994,2173,71.57
511110,V.B.DESAI   ,4.07,4.07,4.07,4.07,4.068322981366459,483,2,1965.0,0.0,0.0,483,100.0
511116,QUADRANT    ,0.19,0.19,0.19,0.19,0.18999653900776933,83791,23,15920.0,0.0,0.0,83791,100.0
511131,KAMAN HSG   ,4.72,4.72,4.31,4.69,4.628188611182685,3881,15,17962.0,0.41000000000000014,-0.02999999999999936,2856,73.59
511144,ASYAINFO    ,4.4,4.4,4.08,4.38,4.097578581271737,15239,40,62443.0,0.3200000000000003,-0.020000000000000462,14926,97.95
511147,WALL ST.FIN.,15.4,15.4,14.4,14.41,14.728688638575997,7191,37,105914.0,1.0,-0.9900000000000002,5990,83.3
511153,ANJANIFOODS ,192.2,212.4,192.2,192.2,195.07078651685393,4450,105,868065.0,20.200000000000017,0.0,4450,100.0
511176,PARSHWANA   ,21.5,21.5,21.5,21.5,21.47826086956522,23,3,494.0,0.0,0.0,23,100.0
511187,MILLENNIUM  ,0.71,0.71,0.71,0.71,0.7099815837937384,27150,8,19276.0,0.0,0.0,27150,100.0
511196,CANFIN HOMES,480.5,490.0,473.45,474.7,480.93077253834025,27908,1112,13421816.0,16.55000000000001,-5.800000000000011,12014,43.05
511208,IL & FS INVE,4.6,4.69,4.45,4.48,4.562718628368724,40594,101,185219.0,0.2400000000000002,-0.11999999999999922,33828,83.33
511218,SHRIRAM TRAN,1308.0,1345.55,1305.15,1333.25,1331.3844901886523,97693,4464,130066945.0,40.399999999999864,25.25,10300,10.54
511243,CHOLAFIN    ,525.0,557.95,518.95,522.15,535.0638940205499,516402,10312,276308065.0,39.0,-2.8500000000000227,88616,17.16
511276,MEFCOM AGRO ,1.2,1.22,1.2,1.22,1.2156862745098038,306,3,372.0,0.020000000000000018,0.020000000000000018,306,100.0
511333,VLS FINANCE ,93.45,96.55,92.35,93.7,94.17216986566511,43399,649,4086978.0,4.200000000000003,0.25,26960,62.12
511355,IND CEM CAP ,5.13,5.13,4.65,5.11,4.9259831569187975,12943,47,63757.0,0.47999999999999954,-0.019999999999999574,8220,63.51
511377,MEHTA I.FIN ,3.8,3.8,3.8,3.8,3.8,110,2,418.0,0.0,0.0,110,100.0
511389,VIDEOCON IND,5.7,5.7,5.2,5.35,5.45180472286798,286055,244,1559516.0,0.5,-0.35000000000000053,286055,100.0
511411,SHRISTINFRA ,65.9,65.9,65.9,65.9,65.9,20,2,1318.0,0.0,0.0,20,100.0
511413,CREST       ,88.75,91.35,87.9,91.3,88.33751668891856,3745,76,330824.0,3.4499999999999886,2.549999999999997,3492,93.24
511427,ATN INTER.  ,0.19,0.19,0.19,0.19,0.19,21000,2,3990.0,0.0,0.0,21000,100.0
511431,VAKRANGEE   ,53.9,54.3,52.6,53.1,53.40145811218906,121527,558,6489719.0,1.6999999999999957,-0.7999999999999972,81381,66.97
511441,GUJ.CREDIT  ,4.01,4.01,3.81,3.81,3.818681318681319,182,3,695.0,0.19999999999999973,-0.19999999999999973,182,100.0
511463,ALEXANDER   ,15.25,15.25,14.46,14.94,14.89454770755886,8070,81,120199.0,0.7899999999999991,-0.3100000000000005,5894,73.04
511473,IND.BANK MER,15.43,15.43,14.78,14.81,14.972963421099134,5659,45,84732.0,0.6500000000000004,-0.6199999999999992,4528,80.01
511493,VCK CAPITAL ,1.63,1.63,1.63,1.63,1.63,100,1,163.0,0.0,0.0,100,100.0
511501,BHARAT BHUSH,18.8,18.8,16.55,16.65,17.06700288184438,1388,24,23689.0,2.25,-2.150000000000002,867,62.46
511505,CAPITAL TRUS,98.0,107.0,98.0,100.0,102.63553215077606,10824,401,1110927.0,9.0,2.0,7793,72.0
511507,USHAKIRAN FI,3.8,3.8,3.8,3.8,3.788732394366197,71,2,269.0,0.0,0.0,71,100.0
511509,VIVO BIO TEC,59.95,61.85,55.25,59.95,60.632519829164124,114730,906,6956369.0,6.600000000000001,0.0,87303,76.09
511523,VEERHEALTH  ,8.5,8.9,8.5,8.9,8.499736980536559,1901,11,16158.0,0.40000000000000036,0.40000000000000036,1901,100.0
511525,PAN INDIA C ,0.49,0.49,0.49,0.49,0.48994935106046217,12636,34,6191.0,0.0,0.0,12636,100.0
511533,SAHARA HOUSG,38.5,40.4,36.9,37.9,38.69525547445255,1096,17,42410.0,3.5,-0.6000000000000014,733,66.88
511543,GSB FINANCE ,7.51,7.51,7.5,7.5,7.5,2,2,15.0,0.009999999999999787,-0.009999999999999787,2,100.0
511549,MORARKA FIN.,33.35,35.35,33.0,33.35,33.52746931618936,3422,57,114731.0,2.3500000000000014,0.0,2640,77.15
511551,MONARCH     ,67.0,67.0,64.4,65.3,65.14549910350065,127719,53,8320318.0,2.5999999999999943,-1.7000000000000028,108092,84.63
511557,PRO FIN CAP.,30.0,30.2,30.0,30.0,30.0,1667,10,50010.0,0.1999999999999993,0.0,1667,100.0
511559,TIMES GUARAN,26.5,26.5,26.0,26.5,26.264462809917354,242,19,6356.0,0.5,0.0,224,92.56
