Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unixtime,Rate,% Return of Company,Close Price of SP500,% Return of SP500,Beta,% YTD of Company,% YTD of SP500,Alpha,Dividend Value,Revenue,Income,Expenditure,Net Profit,EPS,year,Revenue last 2 quarters,Income last 2 quarters,Expenditure  last 2 quarters,Net Profit  last 2 quarters,EPS last 2 quarters,Revenue last 4 quarters,Income last 4 quarters,Expenditure  last 4 quarters,Net Profit  last 4 quarters,EPS last 4 quarters,Revenue last 8 quarters,Income last 8 quarters,Expenditure  last 8 quarters,Net Profit  last 8 quarters,EPS last 8 quarters,p/e,Upper Band,Lower Band,Band Area,Next Day Open Price,Next Day High Price,Next Day Low Price,Next Day Close Price
2007-08-01,250.0,250.0,230.0,230.7,233.8817681373757,12171,149,2846575.0,7553.0,62.06,20.0,-19.3,1185906600.0,4.89,2.210663198959706,5815.85,-4.079528961604428,0.2324877468569265,-23.92717815344603,242.4113414204287,-84.03797965071627,0.0,1477.71,1699.59,-262.37,267.96,10.63,2007,3248.4700000000003,3745.48,-557.31,535.7,8.97,7291.89,8003.91,-1217.61,1174.5900000000001,10.97,16206.710000000001,18418.420000000002,-2746.03,2530.04,14.21,21.70272812793979,230.7,230.7,0.0,231.3,237.0,231.3,235.8
2007-08-02,231.3,237.0,231.3,235.8,235.11266511266513,9009,79,2118130.0,6151.0,68.28,5.7,4.5,1185993000.0,4.89,2.210663198959706,5844.15,0.4866012706654877,0.23190615488233748,-25.572519083969468,240.753231864343,-85.16065426375047,0.0,1477.71,1699.59,-262.37,267.96,10.63,2007,3248.4700000000003,3745.48,-557.31,535.7,8.97,7291.89,8003.91,-1217.61,1174.5900000000001,10.97,16206.710000000001,18418.420000000002,-2746.03,2530.04,14.21,22.18250235183443,235.8,230.7,5.100000000000023,238.0,240.95,235.0,236.15
2007-08-03,238.0,240.95,235.0,236.15,238.4730798192771,10624,114,2533538.0,8220.0,77.37,5.95,-1.85,1186079400.0,4.85,0.1484308736217077,5915.94,1.228407895074568,0.23193818314565065,-25.68282871056532,236.6181874731657,-84.28872102405192,0.0,1477.71,1699.59,-262.37,267.96,10.63,2007,3248.4700000000003,3745.48,-557.31,535.7,8.97,7291.89,8003.91,-1217.61,1174.5900000000001,10.97,16206.710000000001,18418.420000000002,-2746.03,2530.04,14.21,22.215428033866413,236.15,230.7,5.450000000000017,230.2,237.5,230.15,235.55
2007-08-06,230.2,237.5,230.15,235.55,235.2684770868693,6481,69,1524775.0,5784.0,89.25,7.35,5.35,1186338600.0,4.88,-0.2540757992801179,5834.34,-1.3793243339181862,0.2318871923380166,-25.49352579070261,241.32618256735125,-85.20236720528779,0.0,1477.71,1699.59,-262.37,267.96,10.63,2007,3248.4700000000003,3745.48,-557.31,535.7,8.97,7291.89,8003.91,-1217.61,1174.5900000000001,10.97,16206.710000000001,18418.420000000002,-2746.03,2530.04,14.21,22.15898400752587,236.15,230.7,5.450000000000017,239.9,240.0,235.0,236.05
2007-08-07,239.9,240.0,235.0,236.05,236.70250250250245,4995,80,1182329.0,3353.0,67.13,5.0,-3.85,1186425000.0,4.94,0.2122691572914448,5858.5,0.4140999667485934,0.23181390022633463,-25.651345054013987,239.91857984125636,-85.0626461166608,0.0,1477.71,1699.59,-262.37,267.96,10.63,2007,3248.4700000000003,3745.48,-557.31,535.7,8.97,7291.89,8003.91,-1217.61,1174.5900000000001,10.97,16206.710000000001,18418.420000000002,-2746.03,2530.04,14.21,22.206020696142993,236.15,230.7,5.450000000000017,242.65,244.9,239.05,243.3
2007-08-08,242.65,244.9,239.05,243.3,242.23212313638876,14488,180,3509459.0,13085.0,90.32,5.85,0.65,1186511400.0,4.95,3.07138318152933,5987.59,2.2034650507809284,0.23180912961487238,-27.866831072749697,232.59007380264848,-85.58587844640695,0.0,1477.71,1699.59,-262.37,267.96,10.63,2007,3248.4700000000003,3745.48,-557.31,535.7,8.97,7291.89,8003.91,-1217.61,1174.5900000000001,10.97,16206.710000000001,18418.420000000002,-2746.03,2530.04,14.21,22.88805268109125,243.3,230.7,12.600000000000023,250.0,250.0,240.0,241.5
2007-08-09,250.0,250.0,240.0,241.5,243.21491228070175,6612,140,1608137.0,3586.0,54.23,10.0,-8.5,1186597800.0,4.81,-0.7398273736128336,5897.26,-1.5086203297152934,0.23171590575326448,-27.329192546583847,237.68445006664112,-86.09990667056896,0.0,1477.71,1699.59,-262.37,267.96,10.63,2007,3248.4700000000003,3745.48,-557.31,535.7,8.97,7291.89,8003.91,-1217.61,1174.5900000000001,10.97,16206.710000000001,18418.420000000002,-2746.03,2530.04,14.21,22.718720602069613,243.3,230.7,12.600000000000023,222.05,238.95,221.4,232.6
2007-08-10,222.05,238.95,221.4,232.6,230.81792144026178,4888,142,1128238.0,2395.0,49.0,17.55,10.55,1186684200.0,4.57,-3.6853002070393437,5815.0,-1.3948850822246284,0.23163312910510478,-24.548581255374035,242.46139294926917,-84.22210899138531,0.0,1477.71,1699.59,-262.37,267.96,10.63,2007,3248.4700000000003,3745.48,-557.31,535.7,8.97,7291.89,8003.91,-1217.61,1174.5900000000001,10.97,16206.710000000001,18418.420000000002,-2746.03,2530.04,14.21,21.881467544684853,243.3,230.7,12.600000000000023,234.95,236.95,229.0,233.35
2007-08-13,234.95,236.95,229.0,233.35,231.32133891213388,2390,95,552858.0,1271.0,53.18,7.95,-1.6,1186943400.0,4.74,0.3224419604471285,5873.17,1.0003439380911416,0.2316759995530006,-24.791086350974933,239.06953144553964,-83.81961477340661,0.0,1477.71,1699.59,-262.37,267.96,10.63,2007,3248.4700000000003,3745.48,-557.31,535.7,8.97,7291.89,8003.91,-1217.61,1174.5900000000001,10.97,16206.710000000001,18418.420000000002,-2746.03,2530.04,14.21,21.952022577610535,243.3,230.7,12.600000000000023,234.0,234.0,230.05,232.0
2007-08-14,234.0,234.0,230.05,232.0,231.64598540145982,4110,65,952065.0,1755.0,42.7,3.95,-2.0,1187029800.0,4.64,-0.5785301049925029,5867.47,-0.09705150710774824,0.231643296762832,-24.353448275862068,239.39892321562786,-83.37377919402265,0.0,1477.71,1699.59,-262.37,267.96,10.63,2007,3248.4700000000003,3745.48,-557.31,535.7,8.97,7291.89,8003.91,-1217.61,1174.5900000000001,10.97,16206.710000000001,18418.420000000002,-2746.03,2530.04,14.21,21.825023518344306,243.3,230.7,12.600000000000023,228.45,230.0,219.0,219.9
2007-08-16,228.45,230.0,219.0,219.9,224.15194706032065,3929,89,880693.0,2675.0,68.08,11.0,-8.55,1187202600.0,3.79,-5.215517241379308,5623.14,-4.164145705048338,0.231645987981338,-20.19099590723056,254.14608208225297,-81.974977888311,0.0,1477.71,1699.59,-262.37,267.96,10.63,2007,3248.4700000000003,3745.48,-557.31,535.7,8.97,7291.89,8003.91,-1217.61,1174.5900000000001,10.97,16206.710000000001,18418.420000000002,-2746.03,2530.04,14.21,20.686735653809972,243.3,219.9,23.400000000000006,216.55,222.8,210.25,212.8
2007-08-17,216.55,222.8,210.25,212.8,215.05222249210593,8234,102,1770740.0,3815.0,46.33,12.55,-3.75,1187289000.0,3.76,-3.2287403365166,5530.94,-1.6396532897989482,0.23123369453423384,-17.52819548872181,260.049647980271,-80.55099766207812,0.0,1477.71,1699.59,-262.37,267.96,10.63,2007,3248.4700000000003,3745.48,-557.31,535.7,8.97,7291.89,8003.91,-1217.61,1174.5900000000001,10.97,16206.710000000001,18418.420000000002,-2746.03,2530.04,14.21,20.018814675446848,243.3,212.8,30.5,216.25,219.3,212.0,212.6
2007-08-20,216.25,219.3,212.0,212.6,214.61175560711524,3879,86,832479.0,3260.0,84.04,7.3,-3.65,1187548200.0,3.12,-0.09398496240602405,5642.44,2.0159321923578943,0.23122123566309735,-17.450611476952016,252.934723275746,-78.33308047960473,0.0,1477.71,1699.59,-262.37,267.96,10.63,2007,3248.4700000000003,3745.48,-557.31,535.7,8.97,7291.89,8003.91,-1217.61,1174.5900000000001,10.97,16206.710000000001,18418.420000000002,-2746.03,2530.04,14.21,19.999999999999996,243.3,212.6,30.700000000000017,255.1,255.1,190.15,192.5
2007-08-21,255.1,255.1,190.15,192.5,201.45386856587885,3089,72,622291.0,2773.0,89.77,64.95,-62.6,1187634600.0,3.59,-9.454374412041389,5457.0,-3.286521433989542,0.23107969391213173,-8.831168831168835,264.9281656587869,-72.8111121591593,0.0,1477.71,1699.59,-262.37,267.96,10.63,2007,3248.4700000000003,3745.48,-557.31,535.7,8.97,7291.89,8003.91,-1217.61,1174.5900000000001,10.97,16206.710000000001,18418.420000000002,-2746.03,2530.04,14.21,18.10912511759172,243.3,192.5,50.80000000000001,205.55,205.55,191.0,192.45
2007-08-22,205.55,205.55,191.0,192.45,195.0845181674565,3798,98,740931.0,3121.0,82.17,14.55,-13.1,1187721000.0,3.67,-0.025974025974029313,5532.32,1.3802455561663818,0.2314403604879622,-8.80748246297739,259.95983601816243,-71.79329450042162,0.0,1477.71,1699.59,-262.37,267.96,10.63,2007,3248.4700000000003,3745.48,-557.31,535.7,8.97,7291.89,8003.91,-1217.61,1174.5900000000001,10.97,16206.710000000001,18418.420000000002,-2746.03,2530.04,14.21,18.104421448730008,243.3,192.45,50.85000000000002,207.0,207.0,178.0,185.9
2007-08-23,207.0,207.0,178.0,185.9,197.09835064141723,8185,98,1613250.0,7498.0,91.61,29.0,-21.1,1187807400.0,3.89,-3.403481423746424,5491.14,-0.7443531827515337,0.23137527017569337,-5.594405594405593,262.6593020757074,-69.357222775348,0.0,1477.71,1699.59,-262.37,267.96,10.63,2007,3248.4700000000003,3745.48,-557.31,535.7,8.97,7291.89,8003.91,-1217.61,1174.5900000000001,10.97,16206.710000000001,18418.420000000002,-2746.03,2530.04,14.21,17.48824082784572,243.3,185.9,57.400000000000006,201.0,201.0,186.05,188.55
2007-08-24,201.0,201.0,186.05,188.55,189.2821562606619,2931,85,554786.0,1883.0,64.24,14.95,-12.45,1187893800.0,4.24,1.4254975793437374,5579.52,1.6095018520744242,0.2314545356620121,-6.921241050119342,256.9147525235145,-69.6439585689632,0.0,1477.71,1699.59,-262.37,267.96,10.63,2007,3248.4700000000003,3745.48,-557.31,535.7,8.97,7291.89,8003.91,-1217.61,1174.5900000000001,10.97,16206.710000000001,18418.420000000002,-2746.03,2530.04,14.21,17.737535277516464,243.3,185.9,57.400000000000006,192.0,194.5,189.25,191.4
2007-08-27,192.0,194.5,189.25,191.4,191.14934029288094,13794,126,2636714.0,12550.0,90.98,5.25,-0.6,1188153000.0,4.63,1.511535401750197,5746.73,2.9968527758660097,0.23138064386121088,-8.307210031347967,246.52976562323272,-68.90813355112756,0.0,1477.71,1699.59,-262.37,267.96,10.63,2007,3248.4700000000003,3745.48,-557.31,535.7,8.97,7291.89,8003.91,-1217.61,1174.5900000000001,10.97,16206.710000000001,18418.420000000002,-2746.03,2530.04,14.21,18.005644402634054,243.3,185.9,57.400000000000006,212.9,212.95,191.75,196.35
2007-08-28,212.9,212.95,191.75,196.35,193.55555555555557,7389,103,1430182.0,6472.0,87.59,21.2,-16.55,1188239400.0,4.4,2.5862068965517127,5783.86,0.6461065684310929,0.23107887094443721,-10.618792971734148,244.30518719332767,-70.45581276208216,0.0,1477.71,1699.59,-262.37,267.96,10.63,2007,3248.4700000000003,3745.48,-557.31,535.7,8.97,7291.89,8003.91,-1217.61,1174.5900000000001,10.97,16206.710000000001,18418.420000000002,-2746.03,2530.04,14.21,18.471307619943556,243.3,185.9,57.400000000000006,207.0,207.0,193.0,204.95
2007-08-29,207.0,207.0,193.0,204.95,202.20678818353244,3182,97,643422.0,1553.0,48.81,14.0,-2.05,1188325800.0,3.98,4.379933791698498,5818.23,0.5942398329143561,0.23111955832313777,-14.3693583800927,242.27127494100444,-73.42313259671504,0.0,1477.71,1699.59,-262.37,267.96,10.63,2007,3248.4700000000003,3745.48,-557.31,535.7,8.97,7291.89,8003.91,-1217.61,1174.5900000000001,10.97,16206.710000000001,18418.420000000002,-2746.03,2530.04,14.21,19.28033866415804,243.3,185.9,57.400000000000006,205.0,208.8,204.0,205.4
2007-08-30,205.0,208.8,204.0,205.4,205.88173731030875,1911,48,393440.0,1346.0,70.43,4.8,0.4,1188412200.0,3.84,0.21956574774335547,5859.48,0.7089785037717622,0.23126668682436324,-14.556962025316455,239.86172834449482,-72.98092515810767,0.0,1477.71,1699.59,-262.37,267.96,10.63,2007,3248.4700000000003,3745.48,-557.31,535.7,8.97,7291.89,8003.91,-1217.61,1174.5900000000001,10.97,16206.710000000001,18418.420000000002,-2746.03,2530.04,14.21,19.322671683913452,243.3,185.9,57.400000000000006,212.0,214.55,209.9,214.5
2007-08-31,212.0,214.55,209.9,214.5,211.6467727674624,2262,65,478745.0,1541.0,68.13,4.65,2.5,1188498600.0,4.01,4.430379746835444,5950.11,1.5467242827008616,0.23125072329339313,-18.181818181818176,234.6850730490697,-75.53559567017184,0.0,1477.71,1699.59,-262.37,267.96,10.63,2007,3248.4700000000003,3745.48,-557.31,535.7,8.97,7291.89,8003.91,-1217.61,1174.5900000000001,10.97,16206.710000000001,18418.420000000002,-2746.03,2530.04,14.21,20.17873941674506,243.3,185.9,57.400000000000006,213.5,219.8,213.5,217.45
