Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unixtime,Dividend Value,% Return of Company,Close Price of SP500,% Return of SP500,Beta,Rate,% YTD of Company,% YTD of SP500,Alpha,Lower Band,Upper Band,Band Area,Revenue,Income,Expenditure,Net Profit,EPS,year,Revenue last 2 quarters,Income last 2 quarters,Expenditure  last 2 quarters,Net Profit  last 2 quarters,EPS last 2 quarters,Revenue last 4 quarters,Income last 4 quarters,Expenditure  last 4 quarters,Net Profit  last 4 quarters,EPS last 4 quarters,Revenue last 8 quarters,Income last 8 quarters,Expenditure  last 8 quarters,Net Profit  last 8 quarters,EPS last 8 quarters,p/e,Next Day Open Price,Next Day High Price,Next Day Low Price,Next Day Close Price
2021-03-15,27839.95,27850.0,27004.15,27634.95,27423.475,1160,519,31811231.0,169,14.57,845.85,-205.0,1615746600.0,0,,,,nan,0.04,9.039278160445384,,,26573.25,30372.35,3799.0999999999985,,,,,,2021,12643.96,12907.17,-2103.3,1519.75,43.62,25769.36,19535.91,-4198.34,3834.0800000000004,110.05999999999999,60871.86,19695.45,-10061.12,13665.17,392.26,,,,,
2021-03-16,27653.0,27921.25,27370.0,27436.2,27597.499448732084,907,374,25030932.0,106,11.69,551.25,-216.8,1615833000.0,0,-0.7191979721331121,,,nan,0.02,9.82916730451009,,,26573.25,30372.35,3799.0999999999985,,,,,,2021,12643.96,12907.17,-2103.3,1519.75,43.62,25769.36,19535.91,-4198.34,3834.0800000000004,110.05999999999999,60871.86,19695.45,-10061.12,13665.17,392.26,,27839.95,27850.0,27004.15,27634.95
2021-03-17,27800.0,27800.0,26729.15,26817.35,27084.97524752475,1010,412,27355825.0,253,25.05,1070.85,-982.65,1615919400.0,0,-2.255596620523259,,,nan,0.02,12.363637719610644,,,26573.25,30372.35,3799.0999999999985,,,,,,2021,12643.96,12907.17,-2103.3,1519.75,43.62,25769.36,19535.91,-4198.34,3834.0800000000004,110.05999999999999,60871.86,19695.45,-10061.12,13665.17,392.26,,27653.0,27921.25,27370.0,27436.2
2021-03-18,27399.95,27399.95,26447.5,26573.25,26758.04513399153,709,277,18971454.0,123,17.35,952.45,-826.7,1616005800.0,0,-0.910231622438451,,,nan,0.01,13.395802169474935,,,26573.25,30372.35,3799.0999999999985,,,,,,2021,12643.96,12907.17,-2103.3,1519.75,43.62,25769.36,19535.91,-4198.34,3834.0800000000004,110.05999999999999,60871.86,19695.45,-10061.12,13665.17,392.26,,27800.0,27800.0,26729.15,26817.35
2021-03-19,26052.05,27102.6,26052.05,26952.0,26485.926530612243,980,457,25956208.0,107,10.92,1050.55,899.95,1616092200.0,0,1.4253055234116907,,,nan,0.01,11.80227812407242,,,26952.0,30372.35,3420.3499999999985,,,,,,2021,12643.96,12907.17,-2103.3,1519.75,43.62,25769.36,19535.91,-4198.34,3834.0800000000004,110.05999999999999,60871.86,19695.45,-10061.12,13665.17,392.26,,27399.95,27399.95,26447.5,26573.25
2021-03-22,27099.95,27199.0,26625.0,26956.3,26876.99300699301,858,429,23060460.0,182,21.21,574.0,-143.65,1616351400.0,0,0.01595428910656782,,,nan,0.03,11.78444371074665,,,26956.3,30372.35,3416.0499999999993,,,,,,2021,12643.96,12907.17,-2103.3,1519.75,43.62,25769.36,19535.91,-4198.34,3834.0800000000004,110.05999999999999,60871.86,19695.45,-10061.12,13665.17,392.26,,26052.05,27102.6,26052.05,26952.0
2021-03-23,27199.95,28459.05,26892.75,28303.65,27859.57663817664,3510,1425,97787114.0,971,27.66,1566.3,1103.7,1616437800.0,0,4.99827498581038,,,nan,0.01,6.463124014040589,,,27558.75,30372.35,2813.5999999999985,,,,,,2021,12643.96,12907.17,-2103.3,1519.75,43.62,25769.36,19535.91,-4198.34,3834.0800000000004,110.05999999999999,60871.86,19695.45,-10061.12,13665.17,392.26,,27099.95,27199.0,26625.0,26956.3
2021-03-24,27960.0,28370.9,27746.6,27787.25,28013.07290686736,2126,947,59555793.0,785,36.92,624.3,-172.75,1616524200.0,0,-1.824499667004087,,,nan,0.02,8.441641400282496,,,27558.75,30372.35,2813.5999999999985,,,,,,2021,12643.96,12907.17,-2103.3,1519.75,43.62,25769.36,19535.91,-4198.34,3834.0800000000004,110.05999999999999,60871.86,19695.45,-10061.12,13665.17,392.26,,27199.95,28459.05,26892.75,28303.65
2021-03-25,27803.0,28100.05,27266.0,27558.75,27708.41440846001,1513,517,41922831.0,104,6.87,834.05,-244.25,1616610600.0,0,-0.8223195890201485,,,nan,0.02,9.340771987118423,,,27558.75,30372.35,2813.5999999999985,,,,,,2021,12643.96,12907.17,-2103.3,1519.75,43.62,25769.36,19535.91,-4198.34,3834.0800000000004,110.05999999999999,60871.86,19695.45,-10061.12,13665.17,392.26,,27960.0,28370.9,27746.6,27787.25
2021-03-26,27850.0,28275.1,27800.0,28090.5,28078.217871485944,996,456,27965905.0,156,15.66,475.1,240.5,1616697000.0,0,1.9295142196217085,,,nan,0.02,7.270963492995852,,,28090.5,30372.35,2281.8499999999985,,,,,,2021,12643.96,12907.17,-2103.3,1519.75,43.62,25769.36,19535.91,-4198.34,3834.0800000000004,110.05999999999999,60871.86,19695.45,-10061.12,13665.17,392.26,,27803.0,28100.05,27266.0,27558.75
2021-03-30,28525.0,29500.0,28525.0,29105.8,29054.671867136385,1987,720,57731633.0,251,12.63,975.0,580.8,1617042600.0,0,3.614389206315294,,,nan,0.02,3.529021707013724,,,29105.8,30372.35,1266.5499999999993,,,,,,2021,12643.96,12907.17,-2103.3,1519.75,43.62,25769.36,19535.91,-4198.34,3834.0800000000004,110.05999999999999,60871.86,19695.45,-10061.12,13665.17,392.26,,27850.0,28275.1,27800.0,28090.5
2021-03-31,28622.0,29670.55,28622.0,29475.4,29366.323202054795,2336,817,68599731.0,865,37.03,1048.55,853.4,1617129000.0,0,1.2698499955335452,,,nan,0.03,2.2308433473336997,,,29475.4,30372.35,896.9499999999971,,,,,,2021,12643.96,12907.17,-2103.3,1519.75,43.62,25769.36,19535.91,-4198.34,3834.0800000000004,110.05999999999999,60871.86,19695.45,-10061.12,13665.17,392.26,,28525.0,29500.0,28525.0,29105.8
2021-04-01,29350.0,30248.35,29350.0,29977.75,29843.094285714284,2100,874,62670498.0,597,28.43,898.35,627.75,1617215400.0,0,1.704302570957461,,,nan,0.02,0.5177173070026964,,,29977.75,30372.35,394.59999999999854,,,,,,2021,12643.96,12907.17,-2103.3,1519.75,43.62,25769.36,19535.91,-4198.34,3834.0800000000004,110.05999999999999,60871.86,19695.45,-10061.12,13665.17,392.26,,28622.0,29670.55,28622.0,29475.4
