Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unixtime,Dividend Value,% Return of Company,Close Price of SP500,% Return of SP500,Beta,Rate,% YTD of Company,% YTD of SP500,Alpha,Lower Band,Upper Band,Band Area,Revenue,Income,Expenditure,Net Profit,EPS,year,Revenue last 2 quarters,Income last 2 quarters,Expenditure  last 2 quarters,Net Profit  last 2 quarters,EPS last 2 quarters,Revenue last 4 quarters,Income last 4 quarters,Expenditure  last 4 quarters,Net Profit  last 4 quarters,EPS last 4 quarters,Revenue last 8 quarters,Income last 8 quarters,Expenditure  last 8 quarters,Net Profit  last 8 quarters,EPS last 8 quarters,p/e,Next Day Open Price,Next Day High Price,Next Day Low Price,Next Day Close Price,Open Price GR,High Price GR,Low Price GR,Close Price GR,Next Day Open Price GR,Next Day High Price GR,Next Day Low Price GR,Next Day Close Price GR,WAP GR,No.of Shares GR,No. of Trades GR,Total Turnover (Rs.) GR,Deliverable Quantity GR,% Deli. Qty to Traded Qty GR,Spread High-Low GR,Spread Close-Open GR,Alpha GR,Beta GR,Sequential Increase,Sequential Decrease,Sequential Increase %,Sequential Decrease %,Max Inc % in 90 days,Max Dec % in 90 days,Min Inc % in 90 days,Min Dec % in 90 days,Avg Inc % in 90 days,Avg Dec % in 90 days,Max Inc % in 180 days,Max Dec % in 180 days,Min Inc % in 180 days,Min Dec % in 180 days,Avg Inc % in 180 days,Avg Dec % in 180 days,Max Inc % in 365 days,Max Dec % in 365 days,Min Inc % in 365 days,Min Dec % in 365 days,Avg Inc % in 365 days,Avg Dec % in 365 days,Revenue GR,Dividend Value GR,Income GR,Expenditure GR,Net Profit GR,EPS GR,CP % LV 7 days,CP % HV 7 days,CP % BA 7 days,CP % LV 30 days,CP % HV 30 days,CP % BA 30 days,CP % LV 90 days,CP % HV 90 days,CP % BA 90 days,CP % LV 180 days,CP % HV 180 days,CP % BA 180 days,CP % LV 365 days,CP % HV 365 days,CP % BA 365 days
2007-08-01,229.15,235.1,229.15,235.1,233.66610169491523,1180,32,275726.0,826.0,70.0,5.95,5.95,1185906600.0,0.0,,,,,4.89,648.4900042535091,,,82.2,5770.85,5688.650000000001,5.4,8.6,-0.5,5.4,1.7,2007,3.8,7.8,-2.2,3.6,1.12,74.8,80.5,-3.0,72.89999999999999,22.83,166.39999999999998,159.7,-13.2,143.1,44.82000000000001,138.2941176470588,,,,,,,,,,,,,,,,,,,,,,,1,0,0.005578512396694191,-0.005547565235257836,0.005578512396694191,-0.005547565235257836,0.005578512396694191,-0.005547565235257836,0.005578512396694191,-0.005547565235257836,0.005578512396694191,-0.005547565235257836,0.005578512396694191,-0.005547565235257836,0.005578512396694191,-0.005547565235257836,0.005578512396694191,-0.005547565235257836,0.005578512396694191,-0.005547565235257836,0.005578512396694191,-0.005547565235257836,2.0000000000000004,0,1.263157894736842,0.6666666666666667,1.1600000000000001,1.1794871794871793,1.0,1.0,inf,1.0,1.0,inf,1.0,1.0,inf,1.0,1.0,inf,1.0,1.0,inf
2007-08-02,235.0,247.85,235.0,243.35,242.8753462603878,722,34,175356.0,686.0,95.01,12.85,8.35,1185993000.0,0.0,3.5091450446618437,,,,4.89,623.1148551469078,,,82.2,5770.85,5688.650000000001,5.4,8.6,-0.5,5.4,1.7,2007,3.8,7.8,-2.2,3.6,1.12,74.8,80.5,-3.0,72.89999999999999,22.83,166.39999999999998,159.7,-13.2,143.1,44.82000000000001,143.14705882352942,229.15,235.1,229.15,235.1,0.02552912939122843,0.05423224159931944,0.02552912939122843,0.03509145044661846,,,,,0.039411983589714567,-0.38813559322033897,0.0625,-0.3640208032612086,-0.1694915254237288,0.3572857142857144,1.1596638655462184,0.403361344537815,,,0,1,-0.001238134543953823,0.0012396694214876502,0.005578512396694191,-0.005547565235257836,0.005578512396694191,-0.005547565235257836,0.005578512396694191,-0.005547565235257836,0.005578512396694191,-0.005547565235257836,0.005578512396694191,-0.005547565235257836,0.005578512396694191,-0.005547565235257836,0.005578512396694191,-0.005547565235257836,0.005578512396694191,-0.005547565235257836,0.005578512396694191,-0.005547565235257836,2.0000000000000004,0,1.263157894736842,0.6666666666666667,1.1600000000000001,1.1794871794871793,1.0350914504466184,1.0,29.496969696969696,1.0350914504466184,1.0,29.496969696969696,1.0350914504466184,1.0,29.496969696969696,1.0350914504466184,1.0,29.496969696969696,1.0350914504466184,1.0,29.496969696969696
2007-08-03,241.0,244.95,241.0,242.0,241.74444444444444,540,9,130542.0,540.0,100.0,3.95,1.0,1186079400.0,0.0,-0.554756523525779,,,,4.85,627.1487603305785,,,82.2,5770.85,5688.650000000001,5.4,8.6,-0.5,5.4,1.7,2007,3.8,7.8,-2.2,3.6,1.12,74.8,80.5,-3.0,72.89999999999999,22.83,166.39999999999998,159.7,-13.2,143.1,44.82000000000001,142.35294117647058,235.0,247.85,235.0,243.35,0.02553191489361702,-0.011700625378253,0.02553191489361702,-0.005547565235257836,0.02552912939122843,0.05423224159931944,0.02552912939122843,0.03509145044661846,-0.004656305521973051,-0.2520775623268698,-0.7352941176470589,-0.25556011770341475,-0.21282798833819241,0.052520787285548834,-0.6926070038910505,-0.8802395209580838,,,1,0,0.026694915254237336,-0.02600082542302935,0.026694915254237336,-0.005547565235257836,0.005578512396694191,-0.02600082542302935,0.016136713825465762,-0.015774195329143592,0.026694915254237336,-0.005547565235257836,0.005578512396694191,-0.02600082542302935,0.016136713825465762,-0.015774195329143592,0.026694915254237336,-0.005547565235257836,0.005578512396694191,-0.02600082542302935,0.016136713825465762,-0.015774195329143592,2.0000000000000004,0,1.263157894736842,0.6666666666666667,1.1600000000000001,1.1794871794871793,1.0293492131008082,0.9944524347647422,29.333333333333332,1.0293492131008082,0.9944524347647422,29.333333333333332,1.0293492131008082,0.9944524347647422,29.333333333333332,1.0293492131008082,0.9944524347647422,29.333333333333332,1.0293492131008082,0.9944524347647422,29.333333333333332
2007-08-06,244.0,245.0,236.0,242.3,241.10785313615503,3922,38,945625.0,3747.0,95.54,9.0,-1.7,1186338600.0,0.0,0.1239669421487565,,,,4.88,626.24845233182,,,82.2,5770.85,5688.650000000001,5.4,8.6,-0.5,5.4,1.7,2007,3.8,7.8,-2.2,3.6,1.12,74.8,80.5,-3.0,72.89999999999999,22.83,166.39999999999998,159.7,-13.2,143.1,44.82000000000001,142.52941176470588,241.0,244.95,241.0,242.0,0.012448132780082987,0.00020412329046748875,-0.02074688796680498,0.0012396694214876502,0.02553191489361702,-0.011700625378253,0.02553191489361702,-0.005547565235257836,-0.0026333234244632527,6.262962962962963,3.2222222222222223,6.243837232461583,5.938888888888889,-0.04459999999999994,1.2784810126582278,-2.7,,,0,1,-0.013996239816168767,0.014194915254237264,0.026694915254237336,-0.005547565235257836,0.005578512396694191,-0.02600082542302935,0.016136713825465762,-0.015774195329143592,0.026694915254237336,-0.005547565235257836,0.005578512396694191,-0.02600082542302935,0.016136713825465762,-0.015774195329143592,0.026694915254237336,-0.005547565235257836,0.005578512396694191,-0.02600082542302935,0.016136713825465762,-0.015774195329143592,2.0000000000000004,0,1.263157894736842,0.6666666666666667,1.1600000000000001,1.1794871794871793,1.0306252658443216,0.995685227039244,29.36969696969697,1.0306252658443216,0.995685227039244,29.36969696969697,1.0306252658443216,0.995685227039244,29.36969696969697,1.0306252658443216,0.995685227039244,29.36969696969697,1.0306252658443216,0.995685227039244,29.36969696969697
2007-08-07,243.0,244.0,236.0,236.0,240.6703296703297,910,26,219010.0,870.0,95.6,8.0,-7.0,1186425000.0,0.0,-2.6000825423029394,,,,4.94,645.635593220339,,,82.2,5770.85,5688.650000000001,5.4,8.6,-0.5,5.4,1.7,2007,3.8,7.8,-2.2,3.6,1.12,74.8,80.5,-3.0,72.89999999999999,22.83,166.39999999999998,159.7,-13.2,143.1,44.82000000000001,138.8235294117647,244.0,245.0,236.0,242.3,-0.004098360655737705,-0.004081632653061225,0.0,-0.02600082542302935,0.012448132780082987,0.00020412329046748875,-0.02074688796680498,0.0012396694214876502,-0.0018146379727344015,-0.7679755226925038,-0.3157894736842105,-0.7683965631196299,-0.7678142514011209,0.0006280092108016334,-0.1111111111111111,3.1176470588235294,,,1,0,0.0014644351464434908,-0.001462293712137014,0.026694915254237336,-0.001462293712137014,0.0014644351464434908,-0.02600082542302935,0.01124595426579167,-0.011003561456808066,0.026694915254237336,-0.001462293712137014,0.0014644351464434908,-0.02600082542302935,0.01124595426579167,-0.011003561456808066,0.026694915254237336,-0.001462293712137014,0.0014644351464434908,-0.02600082542302935,0.01124595426579167,-0.011003561456808066,2.0000000000000004,0,1.263157894736842,0.6666666666666667,1.1600000000000001,1.1794871794871793,1.0038281582305402,0.9697965892747072,28.606060606060606,1.0038281582305402,0.9697965892747072,28.606060606060606,1.0038281582305402,0.9697965892747072,28.606060606060606,1.0038281582305402,0.9697965892747072,28.606060606060606,1.0038281582305402,0.9697965892747072,28.606060606060606
2007-08-08,240.0,244.8,236.0,239.35,240.5391014975041,601,17,144564.0,549.0,91.35,8.8,-0.65,1186511400.0,0.0,1.4194915254237328,,,,4.95,635.199498642156,,,82.2,5770.85,5688.650000000001,5.4,8.6,-0.5,5.4,1.7,2007,3.8,7.8,-2.2,3.6,1.12,74.8,80.5,-3.0,72.89999999999999,22.83,166.39999999999998,159.7,-13.2,143.1,44.82000000000001,140.7941176470588,243.0,244.0,236.0,236.0,-0.012345679012345678,0.0032786885245902103,0.0,0.014194915254237264,-0.004098360655737705,-0.004081632653061225,0.0,-0.02600082542302935,-0.0005452611171694627,-0.3395604395604396,-0.34615384615384615,-0.33992055157298756,-0.3689655172413793,-0.0444560669456067,0.10000000000000009,-0.9071428571428571,,,0,0,0.0,0.0,0.026694915254237336,-0.001462293712137014,0.0014644351464434908,-0.02600082542302935,0.01124595426579167,-0.011003561456808066,0.026694915254237336,-0.001462293712137014,0.0014644351464434908,-0.02600082542302935,0.01124595426579167,-0.011003561456808066,0.026694915254237336,-0.001462293712137014,0.0014644351464434908,-0.02600082542302935,0.01124595426579167,-0.011003561456808066,2.0000000000000004,0,1.263157894736842,0.6666666666666667,1.1600000000000001,1.1794871794871793,1.01807741386644,0.98356276967331,29.01212121212121,1.01807741386644,0.98356276967331,29.01212121212121,1.01807741386644,0.98356276967331,29.01212121212121,1.01807741386644,0.98356276967331,29.01212121212121,1.01807741386644,0.98356276967331,29.01212121212121
2007-08-09,236.05,242.0,236.05,239.0,238.9454545454545,440,9,105136.0,440.0,100.0,5.95,2.95,1186597800.0,0.0,-0.1462293712137019,,,,4.81,636.276150627615,,,82.2,5770.85,5688.650000000001,5.4,8.6,-0.5,5.4,1.7,2007,3.8,7.8,-2.2,3.6,1.12,74.8,80.5,-3.0,72.89999999999999,22.83,166.39999999999998,159.7,-13.2,143.1,44.82000000000001,140.58823529411765,240.0,244.8,236.0,239.35,-0.016458333333333287,-0.011437908496732072,0.00021186440677970918,-0.001462293712137014,-0.012345679012345678,0.0032786885245902103,0.0,0.014194915254237264,-0.0066253134817922,-0.26788685524126454,-0.47058823529411764,-0.2727373343294319,-0.19854280510018216,0.09469074986316373,-0.3238636363636364,-5.538461538461538,,,0,1,-0.03880957168711042,0.04037656903765693,0.026694915254237336,-0.001462293712137014,0.0014644351464434908,-0.02600082542302935,0.01124595426579167,-0.011003561456808066,0.026694915254237336,-0.001462293712137014,0.0014644351464434908,-0.02600082542302935,0.01124595426579167,-0.011003561456808066,0.026694915254237336,-0.001462293712137014,0.0014644351464434908,-0.02600082542302935,0.01124595426579167,-0.011003561456808066,2.0000000000000004,0,1.263157894736842,0.6666666666666667,1.1600000000000001,1.1794871794871793,1.0165886856656743,0.9821245120197247,28.96969696969697,1.0165886856656743,0.9821245120197247,28.96969696969697,1.0165886856656743,0.9821245120197247,28.96969696969697,1.0165886856656743,0.9821245120197247,28.96969696969697,1.0165886856656743,0.9821245120197247,28.96969696969697
2007-08-10,239.0,239.0,239.0,239.0,239.0,65,2,15535.0,65.0,100.0,0.0,0.0,1186684200.0,0.0,0.0,,,,4.57,636.276150627615,,,82.2,5770.85,5688.650000000001,5.4,8.6,-0.5,5.4,1.7,2007,3.8,7.8,-2.2,3.6,1.12,74.8,80.5,-3.0,72.89999999999999,22.83,166.39999999999998,159.7,-13.2,143.1,44.82000000000001,140.58823529411765,236.05,242.0,236.05,239.0,0.012497352255877944,-0.012396694214876033,0.012497352255877944,0.0,-0.016458333333333287,-0.011437908496732072,0.00021186440677970918,-0.001462293712137014,0.00022827575711474368,-0.8522727272727273,-0.7777777777777778,-0.852239004717699,-0.8522727272727273,0.0,-1.0,-1.0,,,2,0,0.10979692033028339,-0.046853006233661794,0.026694915254237336,-0.001462293712137014,0.0014644351464434908,-0.046853006233661794,0.01124595426579167,-0.019965922651021498,0.026694915254237336,-0.001462293712137014,0.0014644351464434908,-0.046853006233661794,0.01124595426579167,-0.019965922651021498,0.026694915254237336,-0.001462293712137014,0.0014644351464434908,-0.046853006233661794,0.01124595426579167,-0.019965922651021498,2.0000000000000004,0,1.263157894736842,0.6666666666666667,1.1600000000000001,1.1794871794871793,1.0165886856656743,0.9821245120197247,28.96969696969697,1.0165886856656743,0.9821245120197247,28.96969696969697,1.0165886856656743,0.9821245120197247,28.96969696969697,1.0165886856656743,0.9821245120197247,28.96969696969697,1.0165886856656743,0.9821245120197247,28.96969696969697
2007-08-13,225.15,249.5,225.15,248.65,243.3407290015848,631,22,153548.0,551.0,87.32,24.35,23.5,1186943400.0,0.0,4.037656903765696,,,,4.74,607.7015885783229,,,82.2,5770.85,5688.650000000001,5.4,8.6,-0.5,5.4,1.7,2007,3.8,7.8,-2.2,3.6,1.12,74.8,80.5,-3.0,72.89999999999999,22.83,166.39999999999998,159.7,-13.2,143.1,44.82000000000001,146.26470588235296,239.0,239.0,239.0,239.0,-0.057949790794979056,0.043933054393305436,-0.057949790794979056,0.04037656903765693,0.012497352255877944,-0.012396694214876033,0.012497352255877944,0.0,0.018162046031735584,8.707692307692307,10.0,8.88400386224654,7.476923076923077,-0.12680000000000008,inf,inf,,,1,0,0.057799598303949956,-0.05464135021097041,0.057799598303949956,-0.001462293712137014,0.0014644351464434908,-0.05464135021097041,0.02288436527533124,-0.026901008163011282,0.057799598303949956,-0.001462293712137014,0.0014644351464434908,-0.05464135021097041,0.02288436527533124,-0.026901008163011282,0.057799598303949956,-0.001462293712137014,0.0014644351464434908,-0.05464135021097041,0.02288436527533124,-0.026901008163011282,2.0000000000000004,0,1.263157894736842,0.6666666666666667,1.1600000000000001,1.1794871794871793,1.0536016949152542,1.0,19.65612648221343,1.0576350489153552,1.0,18.35055350553504,1.0576350489153552,1.0,18.35055350553504,1.0576350489153552,1.0,18.35055350553504,1.0576350489153552,1.0,18.35055350553504
2007-08-14,238.0,243.95,234.0,237.0,240.7665505226481,287,12,69100.0,274.0,95.47,9.95,-1.0,1187029800.0,0.0,-4.685300623366184,,,,4.64,642.4894514767932,,,82.2,5770.85,5688.650000000001,5.4,8.6,-0.5,5.4,1.7,2007,3.8,7.8,-2.2,3.6,1.12,74.8,80.5,-3.0,72.89999999999999,22.83,166.39999999999998,159.7,-13.2,143.1,44.82000000000001,139.41176470588235,225.15,249.5,225.15,248.65,0.057073062402842524,-0.02224448897795596,0.03930712858094601,-0.046853006233661794,-0.057949790794979056,0.043933054393305436,-0.057949790794979056,0.04037656903765693,-0.010578494153027506,-0.5451664025356577,-0.45454545454545453,-0.5499778570870347,-0.5027223230490018,0.0933348602840129,-0.591375770020534,-1.0425531914893618,,,0,2,-0.030086580086580036,0.06895782191475111,0.057799598303949956,-0.001462293712137014,0.0014644351464434908,-0.05464135021097041,0.02288436527533124,-0.026901008163011282,0.057799598303949956,-0.001462293712137014,0.0014644351464434908,-0.05464135021097041,0.02288436527533124,-0.026901008163011282,0.057799598303949956,-0.001462293712137014,0.0014644351464434908,-0.05464135021097041,0.02288436527533124,-0.026901008163011282,2.0000000000000004,0,1.263157894736842,0.6666666666666667,1.1600000000000001,1.1794871794871793,1.0042372881355932,0.9531469937663382,18.73517786561264,1.0080816673755848,0.9531469937663382,17.490774907749064,1.0080816673755848,0.9531469937663382,17.490774907749064,1.0080816673755848,0.9531469937663382,17.490774907749064,1.0080816673755848,0.9531469937663382,17.490774907749064
