Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unixtime,Dividend Value,% Return of Company,Close Price of SP500,% Return of SP500,Beta,Rate,% YTD of Company,% YTD of SP500,Alpha,Lower Band,Upper Band,Band Area,Revenue,Income,Expenditure,Net Profit,EPS,year,Revenue last 2 quarters,Income last 2 quarters,Expenditure  last 2 quarters,Net Profit  last 2 quarters,EPS last 2 quarters,Revenue last 4 quarters,Income last 4 quarters,Expenditure  last 4 quarters,Net Profit  last 4 quarters,EPS last 4 quarters,Revenue last 8 quarters,Income last 8 quarters,Expenditure  last 8 quarters,Net Profit  last 8 quarters,EPS last 8 quarters,p/e,Next Day Open Price,Next Day High Price,Next Day Low Price,Next Day Close Price
2007-08-01,492.1,512.0,492.1,506.2,500.30221518987344,1896,53,948573.0,1800.0,94.94,19.9,14.1,1185906600.0,0.0,,,,nan,4.89,371.6416436191229,,,356.0,2479.1,2123.1,2390.9,2455.6,-2149.1,212.9,5.23,2007,4767.4,4789.0,-4306.700000000001,160.4,4.41,9543.099999999999,10326.3,-8687.5,1138.3,29.939999999999998,19139.1,17476.9,-17196.9,4300.7,113.16,96.78776290630974,,,,
2007-08-02,515.1,530.0,501.15,505.95,513.8831422298122,12297,389,6319221.0,2772.0,22.54,28.85,-9.15,1185993000.0,0.0,-0.049387593836425214,,,nan,4.89,371.87469117501723,,,356.0,2479.1,2123.1,2390.9,2455.6,-2149.1,212.9,5.23,2007,4767.4,4789.0,-4306.700000000001,160.4,4.41,9543.099999999999,10326.3,-8687.5,1138.3,29.939999999999998,19139.1,17476.9,-17196.9,4300.7,113.16,96.7399617590822,492.1,512.0,492.1,506.2
2007-08-03,516.0,519.95,500.0,511.6,508.03524945770073,5532,212,2810451.0,1600.0,28.92,19.95,-4.4,1186079400.0,0.0,1.116711137464188,,,nan,4.85,366.6634089132134,,,356.0,2479.1,2123.1,2390.9,2455.6,-2149.1,212.9,5.23,2007,4767.4,4789.0,-4306.700000000001,160.4,4.41,9543.099999999999,10326.3,-8687.5,1138.3,29.939999999999998,19139.1,17476.9,-17196.9,4300.7,113.16,97.82026768642447,515.1,530.0,501.15,505.95
2007-08-06,519.0,540.0,515.1,524.45,524.4137559624558,25996,390,13632660.0,18602.0,71.56,24.9,5.45,1186338600.0,0.0,2.511727912431594,,,nan,4.88,355.22928782534075,,,356.0,2479.1,2123.1,2390.9,2455.6,-2149.1,212.9,5.23,2007,4767.4,4789.0,-4306.700000000001,160.4,4.41,9543.099999999999,10326.3,-8687.5,1138.3,29.939999999999998,19139.1,17476.9,-17196.9,4300.7,113.16,100.27724665391969,516.0,519.95,500.0,511.6
2007-08-07,532.0,539.0,526.05,528.05,532.1814071020082,7519,314,4001472.0,4281.0,56.94,12.95,-3.95,1186425000.0,0.0,0.6864334064257571,,,nan,4.94,352.1257456680239,,,356.0,2479.1,2123.1,2390.9,2455.6,-2149.1,212.9,5.23,2007,4767.4,4789.0,-4306.700000000001,160.4,4.41,9543.099999999999,10326.3,-8687.5,1138.3,29.939999999999998,19139.1,17476.9,-17196.9,4300.7,113.16,100.96558317399617,519.0,540.0,515.1,524.45
2007-08-08,540.0,540.0,529.25,531.45,534.0744730679157,4270,222,2280498.0,2971.0,69.58,10.75,-8.55,1186511400.0,0.0,0.6438784206041159,,,nan,4.95,349.23322984288257,,,356.0,2479.1,2123.1,2390.9,2455.6,-2149.1,212.9,5.23,2007,4767.4,4789.0,-4306.700000000001,160.4,4.41,9543.099999999999,10326.3,-8687.5,1138.3,29.939999999999998,19139.1,17476.9,-17196.9,4300.7,113.16,101.61567877629064,532.0,539.0,526.05,528.05
2007-08-09,537.95,539.05,530.1,533.5,536.214553855039,3463,144,1856911.0,2558.0,73.87,8.95,-4.45,1186597800.0,0.0,0.3857371342553373,,,nan,4.81,347.5070290534208,,,356.0,2479.1,2123.1,2390.9,2455.6,-2149.1,212.9,5.23,2007,4767.4,4789.0,-4306.700000000001,160.4,4.41,9543.099999999999,10326.3,-8687.5,1138.3,29.939999999999998,19139.1,17476.9,-17196.9,4300.7,113.16,102.0076481835564,540.0,540.0,529.25,531.45
2007-08-10,521.0,529.85,512.65,525.85,524.9876990598136,198684,92,104306656.0,198342.0,99.83,17.2,4.85,1186684200.0,0.0,-1.4339268978444175,,,nan,4.57,354.01730531520394,,,356.0,2479.1,2123.1,2390.9,2455.6,-2149.1,212.9,5.23,2007,4767.4,4789.0,-4306.700000000001,160.4,4.41,9543.099999999999,10326.3,-8687.5,1138.3,29.939999999999998,19139.1,17476.9,-17196.9,4300.7,113.16,100.54493307839388,537.95,539.05,530.1,533.5
2007-08-13,530.0,549.0,526.25,541.5,540.2207496496964,34256,176,18505802.0,32317.0,94.34,22.75,11.5,1186943400.0,0.0,2.9761338784824565,,,nan,4.74,340.89566020313936,,,356.0,2479.1,2123.1,2390.9,2455.6,-2149.1,212.9,5.23,2007,4767.4,4789.0,-4306.700000000001,160.4,4.41,9543.099999999999,10326.3,-8687.5,1138.3,29.939999999999998,19139.1,17476.9,-17196.9,4300.7,113.16,103.53728489483747,521.0,529.85,512.65,525.85
2007-08-14,548.0,555.0,530.3,536.1,544.9206329113924,7900,380,4304873.0,3166.0,40.08,24.7,-11.9,1187029800.0,0.0,-0.9972299168975018,,,nan,4.64,345.3366909158739,,,356.0,2479.1,2123.1,2390.9,2455.6,-2149.1,212.9,5.23,2007,4767.4,4789.0,-4306.700000000001,160.4,4.41,9543.099999999999,10326.3,-8687.5,1138.3,29.939999999999998,19139.1,17476.9,-17196.9,4300.7,113.16,102.50478011472275,530.0,549.0,526.25,541.5
