Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unixtime,Rate,% Return of Company,Close Price of SP500,% Return of SP500,Beta,% YTD of Company,% YTD of SP500,Alpha,Dividend Value,Revenue,Income,Expenditure,Net Profit,EPS,year,Revenue last 2 quarters,Income last 2 quarters,Expenditure  last 2 quarters,Net Profit  last 2 quarters,EPS last 2 quarters,Revenue last 4 quarters,Income last 4 quarters,Expenditure  last 4 quarters,Net Profit  last 4 quarters,EPS last 4 quarters,Revenue last 8 quarters,Income last 8 quarters,Expenditure  last 8 quarters,Net Profit  last 8 quarters,EPS last 8 quarters,p/e,Upper Band,Lower Band,Band Area,Next Day Open Price,Next Day High Price,Next Day Low Price,Next Day Close Price
2007-08-01,1610.0,1610.0,1541.1,1548.25,1572.0401848748031,1082895,25156,1702354456.0,233031.0,21.52,68.9,-61.75,1185906600.0,4.89,2.874212820926858,5815.85,-4.079528961604428,0.22909867083495306,-74.5551429032779,242.4113414204287,-133.8609665176332,0.0,116162.8,136582.2,-30916.4,16114.2,30.62,2007,262435.4,317579.3,-65384.7,36918.9,69.02,556092.4,658706.4,-134029.40000000002,75924.0,130.55,1262306.1,1515297.0,-314058.9,176335.4,288.75,50.563357282821684,1548.25,1548.25,0.0,1559.0,1627.7,1540.0,1592.75
2007-08-02,1559.0,1627.7,1540.0,1592.75,1594.4149704273584,1124350,28426,1792680472.0,92664.0,8.24,87.7,33.75,1185993000.0,4.89,2.874212820926858,5844.15,0.4866012706654877,0.22855351260460618,-75.26604928582641,240.753231864343,-134.06341942269668,0.0,116162.8,136582.2,-30916.4,16114.2,30.62,2007,262435.4,317579.3,-65384.7,36918.9,69.02,556092.4,658706.4,-134029.40000000002,75924.0,130.55,1262306.1,1515297.0,-314058.9,176335.4,288.75,52.016655780535594,1592.75,1548.25,44.5,1609.0,1652.0,1609.0,1636.0
2007-08-03,1609.0,1652.0,1609.0,1636.0,1639.1231789390338,707280,18368,1159319042.0,147802.0,20.9,43.0,27.0,1186079400.0,4.85,2.7154292889656206,5915.94,1.228407895074568,0.22861307023470373,-75.91992665036675,236.6181874731657,-133.75516357133955,0.0,116162.8,136582.2,-30916.4,16114.2,30.62,2007,262435.4,317579.3,-65384.7,36918.9,69.02,556092.4,658706.4,-134029.40000000002,75924.0,130.55,1262306.1,1515297.0,-314058.9,176335.4,288.75,53.42913128674069,1636.0,1548.25,87.75,1608.6,1698.7,1592.6,1681.85
2007-08-06,1608.6,1698.7,1592.6,1681.85,1647.1132387493901,1332150,33124,2194201901.0,112025.0,8.41,106.1,73.25,1186338600.0,4.88,2.802567237163811,5834.34,-1.3793243339181862,0.22862213772669515,-76.57638909534144,241.32618256735125,-135.5132208112057,0.0,116162.8,136582.2,-30916.4,16114.2,30.62,2007,262435.4,317579.3,-65384.7,36918.9,69.02,556092.4,658706.4,-134029.40000000002,75924.0,130.55,1262306.1,1515297.0,-314058.9,176335.4,288.75,54.926518615284124,1681.85,1548.25,133.5999999999999,1704.45,1726.0,1672.05,1683.25
2007-08-07,1704.45,1726.0,1672.05,1683.25,1702.017687165066,753880,23054,1283117094.0,78501.0,10.41,53.95,-21.2,1186425000.0,4.94,0.08324166840087965,5858.5,0.4140999667485934,0.22861241093594697,-76.59587108272687,239.91857984125636,-135.2548907385414,0.0,116162.8,136582.2,-30916.4,16114.2,30.62,2007,262435.4,317579.3,-65384.7,36918.9,69.02,556092.4,658706.4,-134029.40000000002,75924.0,130.55,1262306.1,1515297.0,-314058.9,176335.4,288.75,54.972240365774,1683.25,1548.25,135.0,1745.0,1745.0,1698.2,1705.95
2007-08-08,1745.0,1745.0,1698.2,1705.95,1713.5165968002298,473284,14048,810979989.0,58453.0,12.35,46.8,-39.05,1186511400.0,4.95,1.3485816129511496,5987.59,2.2034650507809284,0.22860753937609382,-76.9072950555409,232.59007380264848,-133.89753219095678,0.0,116162.8,136582.2,-30916.4,16114.2,30.62,2007,262435.4,317579.3,-65384.7,36918.9,69.02,556092.4,658706.4,-134029.40000000002,75924.0,130.55,1262306.1,1515297.0,-314058.9,176335.4,288.75,55.713585891574134,1705.95,1548.25,157.70000000000005,1721.0,1736.0,1640.6,1649.6
2007-08-09,1721.0,1736.0,1640.6,1649.6,1681.6610207911156,586741,17161,986699469.0,74336.0,12.67,95.4,-71.4,1186597800.0,4.81,-3.303144875289432,5897.26,-1.5086203297152934,0.22845432033941585,-76.11845295829292,237.68445006664112,-134.12962717268266,0.0,116162.8,136582.2,-30916.4,16114.2,30.62,2007,262435.4,317579.3,-65384.7,36918.9,69.02,556092.4,658706.4,-134029.40000000002,75924.0,130.55,1262306.1,1515297.0,-314058.9,176335.4,288.75,53.873285434356625,1705.95,1548.25,157.70000000000005,1600.0,1615.0,1581.15,1607.25
2007-08-10,1600.0,1615.0,1581.15,1607.25,1601.7962904674737,740255,21354,1185737713.0,117284.0,15.84,33.85,7.25,1186684200.0,4.57,-2.5672890397672066,5815.0,-1.3948850822246284,0.228458592615994,-75.48918960958159,242.46139294926917,-134.40752243823002,0.0,116162.8,136582.2,-30916.4,16114.2,30.62,2007,262435.4,317579.3,-65384.7,36918.9,69.02,556092.4,658706.4,-134029.40000000002,75924.0,130.55,1262306.1,1515297.0,-314058.9,176335.4,288.75,52.49020248203788,1705.95,1548.25,157.70000000000005,1674.4,1674.4,1595.1,1613.3
2007-08-13,1674.4,1674.4,1595.1,1613.3,1613.0189045876905,504851,14453,814334207.0,80815.0,16.01,79.3,-61.1,1186943400.0,4.74,0.376419349821111,5873.17,1.0003439380911416,0.22843924575025815,-75.58110704766628,239.06953144553964,-133.85116846809674,0.0,116162.8,136582.2,-30916.4,16114.2,30.62,2007,262435.4,317579.3,-65384.7,36918.9,69.02,556092.4,658706.4,-134029.40000000002,75924.0,130.55,1262306.1,1515297.0,-314058.9,176335.4,288.75,52.68778576094056,1705.95,1548.25,157.70000000000005,1645.0,1645.0,1605.25,1614.9
2007-08-14,1645.0,1645.0,1605.25,1614.9,1616.3269798756214,599621,13260,969183600.0,90284.0,15.06,39.75,-30.1,1187029800.0,4.64,0.09917560280172655,5867.47,-0.09705150710774824,0.22840742482879495,-75.60530063781039,239.39892321562786,-133.86598174507276,0.0,116162.8,136582.2,-30916.4,16114.2,30.62,2007,262435.4,317579.3,-65384.7,36918.9,69.02,556092.4,658706.4,-134029.40000000002,75924.0,130.55,1262306.1,1515297.0,-314058.9,176335.4,288.75,52.74003919007185,1705.95,1548.25,157.70000000000005,1581.0,1585.0,1516.05,1521.6
