Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unixtime
2021-04-07,3714.85,3819.8,3714.85,3808.6,3779.1523044863934,16316,2189,61660649.0,9929,60.85,104.95,93.75,1617733800.0
2021-04-06,3716.5,3734.0,3678.1,3729.35,3719.172367284146,47451,3844,176478448.0,33226,70.02,55.9,12.85,1617647400.0
2021-04-05,3649.0,3719.15,3626.8,3701.2,3683.837529481132,33920,3277,124955769.0,13754,40.55,92.35,52.2,1617561000.0
2021-04-01,3630.0,3668.6,3610.05,3618.4,3638.2178665538886,30739,3208,111835179.0,17679,57.51,58.55,-11.6,1617215400.0
2021-03-31,3617.0,3654.8,3596.4,3628.1,3629.1460468676896,47026,4519,170664222.0,25751,54.76,58.4,11.1,1617129000.0
2021-03-30,3520.0,3625.0,3518.0,3616.65,3593.277321421812,26417,3072,94923607.0,14667,55.52,107.0,96.65,1617042600.0
2021-03-26,3445.0,3513.15,3445.0,3503.6,3496.801070377308,18685,2308,65337728.0,7852,42.02,68.15,58.6,1616697000.0
2021-03-25,3558.8,3564.0,3431.3,3445.3,3498.980762830327,15023,1696,52565188.0,4414,29.38,132.7,-113.5,1616610600.0
2021-03-24,3553.0,3567.0,3519.9,3535.75,3537.2280117090745,22205,1869,78544148.0,13654,61.49,47.1,-17.25,1616524200.0
2021-03-23,3557.3,3578.4,3526.0,3567.15,3558.3685397602785,15518,1532,55218763.0,4206,27.1,52.4,9.85,1616437800.0
2021-03-22,3464.7,3570.0,3460.0,3562.0,3529.895739064857,37128,3370,131057969.0,15201,40.94,110.0,97.3,1616351400.0
2021-03-19,3445.0,3494.05,3380.0,3466.15,3448.4332634305806,32426,3269,111818897.0,11345,34.99,114.05,21.15,1616092200.0
2021-03-18,3470.0,3486.65,3428.45,3438.5,3451.6526271893244,9592,1177,33108252.0,2692,28.06,58.2,-31.5,1616005800.0
2021-03-17,3481.1,3499.0,3446.5,3467.65,3472.0346576500424,11830,1317,41074170.0,5061,42.78,52.5,-13.45,1615919400.0
2021-03-16,3460.0,3499.5,3460.0,3488.9,3486.552062133987,24077,2149,83945714.0,14298,59.38,39.5,28.9,1615833000.0
2021-03-15,3430.0,3454.3,3399.9,3449.9,3436.483948930804,19033,2896,65406599.0,11119,58.42,54.4,19.9,1615746600.0
