Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unixtime,Rate,% Return of Company,Close Price of SP500,% Return of SP500,Beta,% YTD of Company,% YTD of SP500,Alpha,Dividend Value,Revenue,Income,Expenditure,Net Profit,EPS,year,Revenue last 2 quarters,Income last 2 quarters,Expenditure  last 2 quarters,Net Profit  last 2 quarters,EPS last 2 quarters,Revenue last 4 quarters,Income last 4 quarters,Expenditure  last 4 quarters,Net Profit  last 4 quarters,EPS last 4 quarters,Revenue last 8 quarters,Income last 8 quarters,Expenditure  last 8 quarters,Net Profit  last 8 quarters,EPS last 8 quarters,p/e,Upper Band,Lower Band,Band Area,Next Day Open Price,Next Day High Price,Next Day Low Price,Next Day Close Price
2007-08-01,923.85,923.85,885.1,891.35,895.1733798222082,1283748,16043,1149177036.0,768843.0,59.89,38.75,-32.5,1185906600.0,4.89,1.0153138497784209,5815.85,-4.079528961604428,0.21167898780802571,-31.508386155831047,242.4113414204287,-86.6766632905119,0.0,75164.7,95884.1,-19708.0,10026.0,9.13,2007,159410.4,207292.8,-42780.6,23800.5,21.4,316678.2,398715.69999999995,-79320.1,41222.7,37.05,608239.7000000001,771296.0,-142937.2,80565.3,72.39,97.62869660460021,891.35,891.35,0.0,903.8,905.0,888.1,900.4
2007-08-02,903.8,905.0,888.1,900.4,899.9722324678307,574772,6688,517278840.0,319234.0,55.54,16.9,-3.4,1185993000.0,4.89,1.0153138497784209,5844.15,0.4866012706654877,0.2111204181389178,-32.19680142159041,240.753231864343,-86.88234555638704,0.0,75164.7,95884.1,-19708.0,10026.0,9.13,2007,159410.4,207292.8,-42780.6,23800.5,21.4,316678.2,398715.69999999995,-79320.1,41222.7,37.05,608239.7000000001,771296.0,-142937.2,80565.3,72.39,98.61993428258488,900.4,891.35,9.049999999999955,905.0,918.3,904.8,915.3
2007-08-03,905.0,918.3,904.8,915.3,913.6013627790563,308047,6296,281432159.0,118567.0,38.49,13.5,10.3,1186079400.0,4.85,1.6548200799644475,5915.94,1.228407895074568,0.21112051968802947,-33.300557194362504,236.6181874731657,-87.0815773808499,0.0,75164.7,95884.1,-19708.0,10026.0,9.13,2007,159410.4,207292.8,-42780.6,23800.5,21.4,316678.2,398715.69999999995,-79320.1,41222.7,37.05,608239.7000000001,771296.0,-142937.2,80565.3,72.39,100.25191675794085,915.3,891.35,23.949999999999932,900.0,905.0,880.05,887.6
2007-08-06,900.0,905.0,880.05,887.6,886.5089329403153,510918,7451,452933371.0,265511.0,51.97,24.95,-12.4,1186338600.0,4.88,-3.0263301649732233,5834.34,-1.3793243339181862,0.21109216990797058,-31.219017575484454,241.32618256735125,-86.0109553200828,0.0,75164.7,95884.1,-19708.0,10026.0,9.13,2007,159410.4,207292.8,-42780.6,23800.5,21.4,316678.2,398715.69999999995,-79320.1,41222.7,37.05,608239.7000000001,771296.0,-142937.2,80565.3,72.39,97.21796276013143,915.3,887.6,27.699999999999932,900.9,904.95,866.0,870.75
2007-08-07,900.9,904.95,866.0,870.75,881.191921176977,1043147,15219,919212709.0,567172.0,54.37,38.95,-30.15,1186425000.0,4.94,-1.8983776475890113,5858.5,0.4140999667485934,0.2110909581264778,-29.88802756244616,239.91857984125636,-84.42988112033603,0.0,75164.7,95884.1,-19708.0,10026.0,9.13,2007,159410.4,207292.8,-42780.6,23800.5,21.4,316678.2,398715.69999999995,-79320.1,41222.7,37.05,608239.7000000001,771296.0,-142937.2,80565.3,72.39,95.37239868565169,915.3,870.75,44.549999999999955,882.45,893.0,872.35,883.85
2007-08-08,882.45,893.0,872.35,883.85,881.17009064759,1263685,13196,1113521426.0,686021.0,54.29,20.65,1.4,1186511400.0,4.95,1.5044501866207316,5987.59,2.2034650507809284,0.2111130241023177,-30.927193528313634,232.59007380264848,-83.93497791566554,0.0,75164.7,95884.1,-19708.0,10026.0,9.13,2007,159410.4,207292.8,-42780.6,23800.5,21.4,316678.2,398715.69999999995,-79320.1,41222.7,37.05,608239.7000000001,771296.0,-142937.2,80565.3,72.39,96.80722891566265,915.3,870.75,44.549999999999955,890.0,919.8,884.05,890.25
2007-08-09,890.0,919.8,884.05,890.25,904.0949770829652,1030238,16916,931433001.0,360404.0,34.98,35.75,0.25,1186597800.0,4.81,0.7241047689087399,5897.26,-1.5086203297152934,0.2109731334948614,-31.42375737152485,237.68445006664112,-85.36400981297678,0.0,75164.7,95884.1,-19708.0,10026.0,9.13,2007,159410.4,207292.8,-42780.6,23800.5,21.4,316678.2,398715.69999999995,-79320.1,41222.7,37.05,608239.7000000001,771296.0,-142937.2,80565.3,72.39,97.50821467688937,915.3,870.75,44.549999999999955,870.0,870.0,845.0,865.7
2007-08-10,870.0,870.0,845.0,865.7,859.6901500902562,792190,15362,681037940.0,361012.0,45.57,25.0,-4.3,1186684200.0,4.57,-2.7576523448469503,5815.0,-1.3948850822246284,0.21089605269026832,-29.479034307496832,242.46139294926917,-84.21939004948723,0.0,75164.7,95884.1,-19708.0,10026.0,9.13,2007,159410.4,207292.8,-42780.6,23800.5,21.4,316678.2,398715.69999999995,-79320.1,41222.7,37.05,608239.7000000001,771296.0,-142937.2,80565.3,72.39,94.81927710843374,915.3,865.7,49.59999999999991,875.0,880.0,865.0,875.15
2007-08-13,875.0,880.0,865.0,875.15,871.0991487557483,582559,6765,507466649.0,281627.0,48.34,15.0,0.15,1186943400.0,4.74,1.0916021716529833,5873.17,1.0003439380911416,0.21088223825654145,-30.240530194823744,239.06953144553964,-84.39646627566576,0.0,75164.7,95884.1,-19708.0,10026.0,9.13,2007,159410.4,207292.8,-42780.6,23800.5,21.4,316678.2,398715.69999999995,-79320.1,41222.7,37.05,608239.7000000001,771296.0,-142937.2,80565.3,72.39,95.85432639649505,915.3,865.7,49.59999999999991,880.0,885.95,873.3,877.65
2007-08-14,880.0,885.95,873.3,877.65,879.9150480410833,193168,5038,169971430.0,45398.0,23.5,12.65,-2.35,1187029800.0,4.64,0.28566531451750254,5867.47,-0.09705150710774824,0.21085957113927142,-30.439241155358054,239.39892321562786,-84.58040702572251,0.0,75164.7,95884.1,-19708.0,10026.0,9.13,2007,159410.4,207292.8,-42780.6,23800.5,21.4,316678.2,398715.69999999995,-79320.1,41222.7,37.05,608239.7000000001,771296.0,-142937.2,80565.3,72.39,96.12814895947425,915.3,865.7,49.59999999999991,837.0,850.0,817.0,832.3
