Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unixtime,Rate,% Return of Company,Close Price of SP500,% Return of SP500,Beta,% YTD of Company,% YTD of SP500,Alpha,Dividend Value,Revenue,Income,Expenditure,Net Profit,EPS,year,Revenue last 2 quarters,Income last 2 quarters,Expenditure  last 2 quarters,Net Profit  last 2 quarters,EPS last 2 quarters,Revenue last 4 quarters,Income last 4 quarters,Expenditure  last 4 quarters,Net Profit  last 4 quarters,EPS last 4 quarters,Revenue last 8 quarters,Income last 8 quarters,Expenditure  last 8 quarters,Net Profit  last 8 quarters,EPS last 8 quarters,p/e,Upper Band,Lower Band,Band Area,Next Day Open Price,Next Day High Price,Next Day Low Price,Next Day Close Price
2007-08-01,1145.0,1145.0,1110.0,1115.8,1118.4300389032496,386086,10851,431810180.0,223366.0,57.85,35.0,-29.2,1185906600.0,4.89,-1.8327657286252075,5815.85,-4.079528961604428,0.35763396026722033,169.81089801039616,242.4113414204287,79.97520003022568,0.0,45768.7,46814.9,-9666.2,11471.1,11.72,2007,100463.7,102633.6,-21432.199999999997,23830.0,24.35,216218.09999999998,172838.3,-45448.59999999999,47679.3,48.720000000000006,452701.5,237549.8,-88320.4,105025.80000000002,77.96000000000001,95.20477815699658,1115.8,1115.8,0.0,1121.0,1128.0,1090.0,1095.35
2007-08-02,1121.0,1128.0,1090.0,1095.35,1106.2722041741088,166838,8663,184568242.0,81589.0,48.9,38.0,-25.65,1185993000.0,4.89,-1.8327657286252075,5844.15,0.4866012706654877,0.35675087628664653,174.84822202948834,240.753231864343,85.81380737808348,0.0,45768.7,46814.9,-9666.2,11471.1,11.72,2007,100463.7,102633.6,-21432.199999999997,23830.0,24.35,216218.09999999998,172838.3,-45448.59999999999,47679.3,48.720000000000006,452701.5,237549.8,-88320.4,105025.80000000002,77.96000000000001,93.45989761092149,1115.8,1095.35,20.450000000000045,1096.2,1113.5,1084.0,1096.7
2007-08-03,1096.2,1113.5,1084.0,1096.7,1096.144931583357,139659,7307,153086505.0,60499.0,43.32,29.5,0.5,1186079400.0,4.85,0.12324827680652017,5915.94,1.228407895074568,0.35681173393482957,174.5098933163126,236.6181874731657,86.9622844730797,0.0,45768.7,46814.9,-9666.2,11471.1,11.72,2007,100463.7,102633.6,-21432.199999999997,23830.0,24.35,216218.09999999998,172838.3,-45448.59999999999,47679.3,48.720000000000006,452701.5,237549.8,-88320.4,105025.80000000002,77.96000000000001,93.57508532423208,1115.8,1095.35,20.450000000000045,1080.0,1119.0,1071.2,1102.4
2007-08-06,1080.0,1119.0,1071.2,1102.4,1094.1974125279569,184659,6441,202053400.0,92898.0,50.31,47.8,22.4,1186338600.0,4.88,0.5197410413057435,5834.34,-1.3793243339181862,0.356733267467108,173.09052975326557,241.32618256735125,83.86231046589002,0.0,45768.7,46814.9,-9666.2,11471.1,11.72,2007,100463.7,102633.6,-21432.199999999997,23830.0,24.35,216218.09999999998,172838.3,-45448.59999999999,47679.3,48.720000000000006,452701.5,237549.8,-88320.4,105025.80000000002,77.96000000000001,94.06143344709898,1115.8,1095.35,20.450000000000045,1117.0,1119.7,1094.05,1107.9
2007-08-07,1117.0,1119.7,1094.05,1107.9,1104.3624590580976,125788,3780,138915545.0,60567.0,48.15,25.65,-9.1,1186425000.0,4.94,0.49891146589260416,5858.5,0.4140999667485934,0.3566234534845154,171.73481361133676,239.91857984125636,82.99594097346099,0.0,45768.7,46814.9,-9666.2,11471.1,11.72,2007,100463.7,102633.6,-21432.199999999997,23830.0,24.35,216218.09999999998,172838.3,-45448.59999999999,47679.3,48.720000000000006,452701.5,237549.8,-88320.4,105025.80000000002,77.96000000000001,94.53071672354949,1115.8,1095.35,20.450000000000045,1124.0,1168.85,1124.0,1153.7
2007-08-08,1124.0,1168.85,1124.0,1153.7,1157.4986111404492,378728,10055,438377134.0,238138.0,62.88,44.85,29.7,1186511400.0,4.95,4.133947107139635,5987.59,2.2034650507809284,0.35661966524592825,160.94738666897808,232.59007380264848,74.81645975291917,0.0,45768.7,46814.9,-9666.2,11471.1,11.72,2007,100463.7,102633.6,-21432.199999999997,23830.0,24.35,216218.09999999998,172838.3,-45448.59999999999,47679.3,48.720000000000006,452701.5,237549.8,-88320.4,105025.80000000002,77.96000000000001,98.43856655290102,1153.7,1095.35,58.350000000000136,1165.0,1188.4,1138.0,1146.5
2007-08-09,1165.0,1188.4,1138.0,1146.5,1166.8849872346336,345466,9809,403119089.0,169408.0,49.04,50.4,-18.5,1186597800.0,4.81,-0.6240790500130045,5897.26,-1.5086203297152934,0.35669071469973307,162.58613170518973,237.68445006664112,74.7119776756122,0.0,45768.7,46814.9,-9666.2,11471.1,11.72,2007,100463.7,102633.6,-21432.199999999997,23830.0,24.35,216218.09999999998,172838.3,-45448.59999999999,47679.3,48.720000000000006,452701.5,237549.8,-88320.4,105025.80000000002,77.96000000000001,97.82423208191126,1153.7,1095.35,58.350000000000136,1110.0,1152.5,1050.0,1145.05
2007-08-10,1110.0,1152.5,1050.0,1145.05,1119.010844167167,516130,10766,577555067.0,300728.0,58.27,102.5,35.05,1186684200.0,4.57,-0.12647187091147094,5815.0,-1.3948850822246284,0.3565643312304314,162.91864984061831,242.46139294926917,73.52506440818638,0.0,45768.7,46814.9,-9666.2,11471.1,11.72,2007,100463.7,102633.6,-21432.199999999997,23830.0,24.35,216218.09999999998,172838.3,-45448.59999999999,47679.3,48.720000000000006,452701.5,237549.8,-88320.4,105025.80000000002,77.96000000000001,97.70051194539248,1153.7,1095.35,58.350000000000136,1149.0,1151.0,1128.15,1135.05
2007-08-13,1149.0,1151.0,1128.15,1135.05,1137.9538382947105,64599,2948,73510680.0,21306.0,32.98,22.85,-13.95,1186943400.0,4.74,-0.8733243089821374,5873.17,1.0003439380911416,0.35644834489068805,165.2350116734946,239.06953144553964,76.96863803072156,0.0,45768.7,46814.9,-9666.2,11471.1,11.72,2007,100463.7,102633.6,-21432.199999999997,23830.0,24.35,216218.09999999998,172838.3,-45448.59999999999,47679.3,48.720000000000006,452701.5,237549.8,-88320.4,105025.80000000002,77.96000000000001,96.84726962457337,1153.7,1095.35,58.350000000000136,1140.0,1140.0,1120.3,1129.6
2007-08-14,1140.0,1140.0,1120.3,1129.6,1129.2992468756067,97859,3426,110512095.0,34962.0,35.73,19.7,-10.4,1187029800.0,4.64,-0.4801550592484993,5867.47,-0.09705150710774824,0.35641456736877714,166.51469546742214,239.39892321562786,78.20319541356416,0.0,45768.7,46814.9,-9666.2,11471.1,11.72,2007,100463.7,102633.6,-21432.199999999997,23830.0,24.35,216218.09999999998,172838.3,-45448.59999999999,47679.3,48.720000000000006,452701.5,237549.8,-88320.4,105025.80000000002,77.96000000000001,96.38225255972695,1153.7,1095.35,58.350000000000136,1101.0,1114.0,1085.0,1087.8
2007-08-16,1101.0,1114.0,1085.0,1087.8,1098.1389017809938,495566,12374,544200303.0,339959.0,68.6,29.0,-13.2,1187202600.0,3.79,-3.7004249291784697,5623.14,-4.164145705048338,0.3564192260674185,176.7558374701232,254.14608208225297,83.73411645309548,0.0,45768.7,46814.9,-9666.2,11471.1,11.72,2007,100463.7,102633.6,-21432.199999999997,23830.0,24.35,216218.09999999998,172838.3,-45448.59999999999,47679.3,48.720000000000006,452701.5,237549.8,-88320.4,105025.80000000002,77.96000000000001,92.81569965870307,1153.7,1087.8,65.90000000000009,1118.9,1118.9,1041.1,1056.1
2007-08-17,1118.9,1118.9,1041.1,1056.1,1065.32594613498,431783,15264,459989633.0,207863.0,48.14,77.8,-62.8,1187289000.0,3.76,-2.9141386284243453,5530.94,-1.6396532897989482,0.35570568246026646,185.06296752201501,260.049647980271,90.13928337969126,0.0,45768.7,46814.9,-9666.2,11471.1,11.72,2007,100463.7,102633.6,-21432.199999999997,23830.0,24.35,216218.09999999998,172838.3,-45448.59999999999,47679.3,48.720000000000006,452701.5,237549.8,-88320.4,105025.80000000002,77.96000000000001,90.11092150170647,1153.7,1056.1,97.60000000000014,1087.8,1097.85,1051.0,1054.55
