Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unix Date,Dividend Value,% Return of Company,Close Price of SP500,% Return of SP500,Beta,Rate,% YTD of Company,% YTD of SP500,Alpha,Lower Band,Upper Band,Band Area,Revenue,Income,Expenditure,Net Profit,EPS,year,Revenue last 2 quarters,Income last 2 quarters,Expenditure  last 2 quarters,Net Profit  last 2 quarters,EPS last 2 quarters,Revenue last 4 quarters,Income last 4 quarters,Expenditure  last 4 quarters,Net Profit  last 4 quarters,EPS last 4 quarters,Revenue last 8 quarters,Income last 8 quarters,Expenditure  last 8 quarters,Net Profit  last 8 quarters,EPS last 8 quarters,p/e,Next Day Open Price,Next Day High Price,Next Day Low Price,Next Day Close Price,Open Price GR,High Price GR,Low Price GR,Close Price GR,Next Day Open Price GR,Next Day High Price GR,Next Day Low Price GR,Next Day Close Price GR,WAP GR,No.of Shares GR,No. of Trades GR,Total Turnover (Rs.) GR,Deliverable Quantity GR,% Deli. Qty to Traded Qty GR,Spread High-Low GR,Spread Close-Open GR,Alpha GR,Beta GR,Sequential Increase,Sequential Decrease,Sequential Increase %,Sequential Decrease %,Max Inc % in 90 days,Max Dec % in 90 days,Min Inc % in 90 days,Min Dec % in 90 days,Avg Inc % in 90 days,Avg Dec % in 90 days,Max Inc % in 180 days,Max Dec % in 180 days,Min Inc % in 180 days,Min Dec % in 180 days,Avg Inc % in 180 days,Avg Dec % in 180 days,Max Inc % in 365 days,Max Dec % in 365 days,Min Inc % in 365 days,Min Dec % in 365 days,Avg Inc % in 365 days,Avg Dec % in 365 days,Revenue GR,Dividend Value GR,Income GR,Expenditure GR,Net Profit GR,EPS GR,CP % LV 7 days,CP % HV 7 days,CP % BA 7 days,CP % LV 30 days,CP % HV 30 days,CP % BA 30 days,CP % LV 90 days,CP % HV 90 days,CP % BA 90 days,CP % LV 180 days,CP % HV 180 days,CP % BA 180 days,CP % LV 365 days,CP % HV 365 days,CP % BA 365 days,UB% of CP,LB% of CP
2021-03-12,139.0,139.5,139.0,139.5,139.38886296469124,90006.0,9.0,12545834.0,90006.0,100.0,0.5,0.5,1615487400.0,0,,,,,0.04,14369.369175627242,,,90.0,20305.8,20215.8,,,,,,2021,103.24,106.86,-22.18,15.97,0.98,124.14,148.58,-44.89,1.4799999999999995,0.0799999999999999,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,-0.0069930069930069,-0.0069930069930069,-0.0140845070422535,-0.0069930069930069,-0.0094067903927058,-0.0069930069930069,-0.0069930069930069,-0.0069930069930069,-0.0140845070422535,-0.0069930069930069,-0.0094067903927058,-0.0069930069930069,-0.0069930069930069,-0.0069930069930069,-0.0140845070422535,-0.0069930069930069,-0.0094067903927058,-0.0069930069930069,,0.0,,,,,1.0,1.0,inf,1.0,1.0,inf,1.0,1.0,inf,1.0,1.0,inf,1.0,1.0,inf,145.56129032258065,0.6451612903225806
2021-03-10,139.0,139.0,139.0,139.0,139.0,20000.0,2.0,2780000.0,20000.0,100.0,0.0,0.0,1615314600.0,0,-0.3584229390681037,,,,0.04,14421.417266187053,,,90.0,20305.8,20215.8,,,,,,2021,103.24,106.86,-22.18,15.97,0.98,124.14,148.58,-44.89,1.4799999999999995,0.0799999999999999,0,0,0,0,0,,139.0,139.5,139.0,139.5,0.0,-0.003584229390681,0.0,-0.003584229390681,,,,,-0.0027897706920081,-0.7777925916050041,-0.7777777777777778,-0.7784124993204916,-0.7777925916050041,0.0,-1.0,-1.0,,,0,0,0.0,0.0,-0.0069930069930069,-0.0069930069930069,-0.0140845070422535,-0.0069930069930069,-0.0094067903927058,-0.0069930069930069,-0.0069930069930069,-0.0069930069930069,-0.0140845070422535,-0.0069930069930069,-0.0094067903927058,-0.0069930069930069,-0.0069930069930069,-0.0069930069930069,-0.0140845070422535,-0.0069930069930069,-0.0094067903927058,-0.0069930069930069,,0.0,,,,,1.0,0.996415770609319,278.0,1.0,0.996415770609319,278.0,1.0,0.996415770609319,278.0,1.0,0.996415770609319,278.0,1.0,0.996415770609319,278.0,146.08489208633094,0.6474820143884892
2021-03-09,139.0,139.0,139.0,139.0,139.0,7.0,1.0,973.0,7.0,100.0,0.0,0.0,1615228200.0,0,0.0,,,,0.05,14421.417266187053,,,90.0,20305.8,20215.8,,,,,,2021,103.24,106.86,-22.18,15.97,0.98,124.14,148.58,-44.89,1.4799999999999995,0.0799999999999999,0,0,0,0,0,,139.0,139.0,139.0,139.0,0.0,0.0,0.0,0.0,0.0,-0.003584229390681,0.0,-0.003584229390681,0.0,-0.99965,-0.5,-0.99965,-0.99965,0.0,,,,,0,2,-0.0071428571428571,0.0215827338129496,-0.0069930069930069,-0.0069930069930069,-0.0140845070422535,-0.0069930069930069,-0.0094067903927058,-0.0069930069930069,-0.0069930069930069,-0.0069930069930069,-0.0140845070422535,-0.0069930069930069,-0.0094067903927058,-0.0069930069930069,-0.0069930069930069,-0.0069930069930069,-0.0140845070422535,-0.0069930069930069,-0.0094067903927058,-0.0069930069930069,,0.0,,,,,1.0,0.996415770609319,278.0,1.0,0.996415770609319,278.0,1.0,0.996415770609319,278.0,1.0,0.996415770609319,278.0,1.0,0.996415770609319,278.0,146.08489208633094,0.6474820143884892
2021-03-08,139.0,139.0,139.0,139.0,139.0,8.0,1.0,1112.0,8.0,100.0,0.0,0.0,1615141800.0,0,0.0,,,,0.05,14421.417266187053,,,90.0,20305.8,20215.8,,,,,,2021,103.24,106.86,-22.18,15.97,0.98,124.14,148.58,-44.89,1.4799999999999995,0.0799999999999999,0,0,0,0,0,,139.0,139.0,139.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.1428571428571428,0.1428571428571428,0.0,,,,,0,1,-0.0140845070422535,0.0142857142857142,-0.0069930069930069,-0.0069930069930069,-0.0140845070422535,-0.0069930069930069,-0.0094067903927058,-0.0069930069930069,-0.0069930069930069,-0.0069930069930069,-0.0140845070422535,-0.0069930069930069,-0.0094067903927058,-0.0069930069930069,-0.0069930069930069,-0.0069930069930069,-0.0140845070422535,-0.0069930069930069,-0.0094067903927058,-0.0069930069930069,,0.0,,,,,1.0,0.996415770609319,278.0,1.0,0.996415770609319,278.0,1.0,0.996415770609319,278.0,1.0,0.996415770609319,278.0,1.0,0.996415770609319,278.0,146.08489208633094,0.6474820143884892
2021-03-05,140.0,140.0,140.0,140.0,140.0,17426.0,1.0,2439640.0,17426.0,100.0,0.0,0.0,1614882600.0,0,0.7194244604316502,,,,0.04,14317.692857142856,,,90.0,20305.8,20215.8,,,,,,2021,103.24,106.86,-22.18,15.97,0.98,124.14,148.58,-44.89,1.4799999999999995,0.0799999999999999,0,0,0,0,0,,139.0,139.0,139.0,139.0,0.0071942446043165,0.0071942446043165,0.0071942446043165,0.0071942446043165,0.0,0.0,0.0,0.0,0.0071942446043165,2177.25,0.0,2192.9208633093526,2177.25,0.0,,,,,0,0,0.0,0.0,-0.0069930069930069,-0.0069930069930069,-0.0140845070422535,-0.0069930069930069,-0.0094067903927058,-0.0069930069930069,-0.0069930069930069,-0.0069930069930069,-0.0140845070422535,-0.0069930069930069,-0.0094067903927058,-0.0069930069930069,-0.0069930069930069,-0.0069930069930069,-0.0140845070422535,-0.0069930069930069,-0.0094067903927058,-0.0069930069930069,,0.0,,,,,1.0071942446043165,1.0,140.0,1.0071942446043165,1.0,140.0,1.0071942446043165,1.0,140.0,1.0071942446043165,1.0,140.0,1.0071942446043165,1.0,140.0,145.04142857142855,0.6428571428571429
2021-03-01,142.0,142.0,142.0,142.0,142.0,10.0,1.0,1420.0,10.0,100.0,0.0,0.0,1614537000.0,0,1.4285714285714235,,,,0.05,14114.62676056338,,,90.0,20305.8,20215.8,,,,,,2021,103.24,106.86,-22.18,15.97,0.98,124.14,148.58,-44.89,1.4799999999999995,0.0799999999999999,0,0,0,0,0,,140.0,140.0,140.0,140.0,0.0142857142857142,0.0142857142857142,0.0142857142857142,0.0142857142857142,0.0071942446043165,0.0071942446043165,0.0071942446043165,0.0071942446043165,0.0142857142857142,-0.999426144841042,0.0,-0.9994179469102,-0.999426144841042,0.0,,,,,0,0,0.0,0.0,-0.0069930069930069,-0.0069930069930069,-0.0140845070422535,-0.0069930069930069,-0.0094067903927058,-0.0069930069930069,-0.0069930069930069,-0.0069930069930069,-0.0140845070422535,-0.0069930069930069,-0.0094067903927058,-0.0069930069930069,-0.0069930069930069,-0.0069930069930069,-0.0140845070422535,-0.0069930069930069,-0.0094067903927058,-0.0069930069930069,,0.0,,,,,1.0215827338129495,1.0,47.333333333333336,1.0215827338129495,1.0,47.333333333333336,1.0215827338129495,1.0,47.333333333333336,1.0215827338129495,1.0,47.333333333333336,1.0215827338129495,1.0,47.333333333333336,142.99859154929578,0.6338028169014085
2021-02-26,142.0,142.0,142.0,142.0,142.0,15000.0,1.0,2130000.0,15000.0,100.0,0.0,0.0,1614277800.0,0,0.0,,,,0.04,14114.62676056338,,,90.0,20305.8,20215.8,,,,,,2021,103.24,106.86,-22.18,15.97,0.98,124.14,148.58,-44.89,1.4799999999999995,0.0799999999999999,0,0,0,0,0,,142.0,142.0,142.0,142.0,0.0,0.0,0.0,0.0,0.0142857142857142,0.0142857142857142,0.0142857142857142,0.0142857142857142,0.0,1499.0,0.0,1499.0,1499.0,0.0,,,,,0,1,-0.0069930069930069,0.0070422535211267,-0.0069930069930069,-0.0069930069930069,-0.0140845070422535,-0.0069930069930069,-0.0094067903927058,-0.0069930069930069,-0.0069930069930069,-0.0069930069930069,-0.0140845070422535,-0.0069930069930069,-0.0094067903927058,-0.0069930069930069,-0.0069930069930069,-0.0069930069930069,-0.0140845070422535,-0.0069930069930069,-0.0094067903927058,-0.0069930069930069,,0.0,,,,,1.0215827338129495,1.0,47.333333333333336,1.0215827338129495,1.0,47.333333333333336,1.0215827338129495,1.0,47.333333333333336,1.0215827338129495,1.0,47.333333333333336,1.0215827338129495,1.0,47.333333333333336,142.99859154929578,0.6338028169014085
2021-02-25,142.0,142.0,142.0,142.0,142.0,20000.0,1.0,2840000.0,20000.0,100.0,0.0,0.0,1614191400.0,0,0.0,,,,0.04,14114.62676056338,,,90.0,20305.8,20215.8,,,,,,2021,103.24,106.86,-22.18,15.97,0.98,124.14,148.58,-44.89,1.4799999999999995,0.0799999999999999,0,0,0,0,0,,142.0,142.0,142.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,,,,,2,0,0.0214285714285714,-0.0069930069930069,-0.0069930069930069,-0.0069930069930069,-0.0140845070422535,-0.0069930069930069,-0.0094067903927058,-0.0069930069930069,-0.0069930069930069,-0.0069930069930069,-0.0140845070422535,-0.0069930069930069,-0.0094067903927058,-0.0069930069930069,-0.0069930069930069,-0.0069930069930069,-0.0140845070422535,-0.0069930069930069,-0.0094067903927058,-0.0069930069930069,,0.0,,,,,1.0215827338129495,1.0,47.333333333333336,1.0215827338129495,1.0,47.333333333333336,1.0215827338129495,1.0,47.333333333333336,1.0215827338129495,1.0,47.333333333333336,1.0215827338129495,1.0,47.333333333333336,142.99859154929578,0.6338028169014085
2021-02-24,144.0,144.0,143.0,143.0,143.49995000499948,20002.0,4.0,2870286.0,20002.0,100.0,1.0,-1.0,1614105000.0,0,0.7042253521126751,,,,0.03,14015.223776223778,,,90.0,20305.8,20215.8,,,,,,2021,103.24,106.86,-22.18,15.97,0.98,124.14,148.58,-44.89,1.4799999999999995,0.0799999999999999,0,0,0,0,0,,142.0,142.0,142.0,142.0,0.0140845070422535,0.0140845070422535,0.0070422535211267,0.0070422535211267,0.0,0.0,0.0,0.0,0.0105630282042216,0.0001,3.0,0.0106640845070422,0.0001,0.0,inf,-inf,,,1,0,0.0142857142857142,-0.0140845070422535,-0.0069930069930069,-0.0069930069930069,-0.0140845070422535,-0.0140845070422535,-0.0094067903927058,-0.0105387570176302,-0.0069930069930069,-0.0069930069930069,-0.0140845070422535,-0.0140845070422535,-0.0094067903927058,-0.0105387570176302,-0.0069930069930069,-0.0069930069930069,-0.0140845070422535,-0.0140845070422535,-0.0094067903927058,-0.0105387570176302,,0.0,,,,,1.0287769784172662,1.0,35.75,1.0287769784172662,1.0,35.75,1.0287769784172662,1.0,35.75,1.0287769784172662,1.0,35.75,1.0287769784172662,1.0,35.75,141.99860139860138,0.6293706293706294
2021-02-23,142.0,142.0,142.0,142.0,142.0,13316.0,4.0,1890872.0,13316.0,100.0,0.0,0.0,1614018600.0,0,-0.6993006993006978,,,,0.04,14114.62676056338,,,90.0,20305.8,20215.8,,,,,,2021,103.24,106.86,-22.18,15.97,0.98,124.14,148.58,-44.89,1.4799999999999995,0.0799999999999999,0,0,0,0,0,,144.0,144.0,143.0,143.0,-0.0138888888888888,-0.0138888888888888,-0.0069930069930069,-0.0069930069930069,0.0140845070422535,0.0140845070422535,0.0070422535211267,0.0070422535211267,-0.0104526169169203,-0.3342665733426657,0.0,-0.3412252298203036,-0.3342665733426657,0.0,-1.0,-1.0,,,0,1,-0.0070921985815602,0.0071428571428571,-0.0069930069930069,-0.0069930069930069,-0.0140845070422535,-0.0140845070422535,-0.0088281424399194,-0.0105387570176302,-0.0069930069930069,-0.0069930069930069,-0.0140845070422535,-0.0140845070422535,-0.0088281424399194,-0.0105387570176302,-0.0069930069930069,-0.0069930069930069,-0.0140845070422535,-0.0140845070422535,-0.0088281424399194,-0.0105387570176302,,0.0,,,,,1.0215827338129495,0.993006993006993,35.5,1.0215827338129495,0.993006993006993,35.5,1.0215827338129495,0.993006993006993,35.5,1.0215827338129495,0.993006993006993,35.5,1.0215827338129495,0.993006993006993,35.5,142.99859154929578,0.6338028169014085
