Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unixtime,Rate,% Return of Company,Close Price of SP500,% Return of SP500,Beta,% YTD of Company,% YTD of SP500,Alpha,Dividend Value,Revenue,Income,Expenditure,Net Profit,EPS,year,Revenue last 2 quarters,Income last 2 quarters,Expenditure  last 2 quarters,Net Profit  last 2 quarters,EPS last 2 quarters,Revenue last 4 quarters,Income last 4 quarters,Expenditure  last 4 quarters,Net Profit  last 4 quarters,EPS last 4 quarters,Revenue last 8 quarters,Income last 8 quarters,Expenditure  last 8 quarters,Net Profit  last 8 quarters,EPS last 8 quarters,p/e,Upper Band,Lower Band,Band Area,Next Day Open Price,Next Day High Price,Next Day Low Price,Next Day Close Price
2007-08-01,665.5,677.9,657.0,669.1,665.9220306716023,47275,1056,31481464.0,22940.0,48.52,20.9,3.6,1185906600.0,4.89,-2.9293080257061788,5815.85,-4.079528961604428,0.5078720850960434,419.32446570019425,242.4113414204287,293.8040067781919,0.0,23520.9,23913.6,-20990.8,2043.3,10.23,2007,55317.2,56389.600000000006,-48215.600000000006,5737.1,28.73,115773.0,117851.40000000001,-101800.5,11528.8,57.730000000000004,257629.7,259221.7,-221930.9,29527.200000000004,147.85000000000002,65.40566959921799,669.1,669.1,0.0,665.0,665.0,632.55,649.5
2007-08-02,665.0,665.0,632.55,649.5,644.1991162639856,123340,2607,79455519.0,55423.0,44.94,32.45,-15.5,1185993000.0,4.89,-2.9293080257061788,5844.15,0.4866012706654877,0.5068789172234216,434.9961508852964,240.753231864343,310.55205130508136,0.0,23520.9,23913.6,-20990.8,2043.3,10.23,2007,55317.2,56389.600000000006,-48215.600000000006,5737.1,28.73,115773.0,117851.40000000001,-101800.5,11528.8,57.730000000000004,257629.7,259221.7,-221930.9,29527.200000000004,147.85000000000002,63.48973607038123,669.1,649.5,19.600000000000023,654.5,665.0,645.0,655.55
2007-08-03,654.5,665.0,645.0,655.55,656.4845850163164,43821,1019,28767811.0,21263.0,48.52,20.0,1.05,1186079400.0,4.85,0.9314857582755964,5915.94,1.228407895074568,0.5072268490308687,430.05872931126544,236.6181874731657,307.64968187365594,0.0,23520.9,23913.6,-20990.8,2043.3,10.23,2007,55317.2,56389.600000000006,-48215.600000000006,5737.1,28.73,115773.0,117851.40000000001,-101800.5,11528.8,57.730000000000004,257629.7,259221.7,-221930.9,29527.200000000004,147.85000000000002,64.0811339198436,669.1,649.5,19.600000000000023,649.0,658.0,625.0,651.35
2007-08-06,649.0,658.0,625.0,651.35,642.1807637753585,258741,686,166158493.0,247019.0,95.47,33.0,2.35,1186338600.0,4.88,-0.6406833956219882,5834.34,-1.3793243339181862,0.5071453591913311,433.47662547017734,241.32618256735125,308.68404128263893,0.0,23520.9,23913.6,-20990.8,2043.3,10.23,2007,55317.2,56389.600000000006,-48215.600000000006,5737.1,28.73,115773.0,117851.40000000001,-101800.5,11528.8,57.730000000000004,257629.7,259221.7,-221930.9,29527.200000000004,147.85000000000002,63.670576735092865,669.1,649.5,19.600000000000023,657.0,660.2,647.0,654.2
2007-08-07,657.0,660.2,647.0,654.2,651.7628131399557,35647,610,23233389.0,24102.0,67.61,13.2,-2.8,1186425000.0,4.94,0.4375527750057673,5858.5,0.4140999667485934,0.5070035777968804,431.15255273616634,239.91857984125636,307.07757205101944,0.0,23520.9,23913.6,-20990.8,2043.3,10.23,2007,55317.2,56389.600000000006,-48215.600000000006,5737.1,28.73,115773.0,117851.40000000001,-101800.5,11528.8,57.730000000000004,257629.7,259221.7,-221930.9,29527.200000000004,147.85000000000002,63.94916911045944,669.1,649.5,19.600000000000023,664.9,681.0,657.0,677.05
2007-08-08,664.9,681.0,657.0,677.05,672.4004631510522,24614,722,16550465.0,12748.0,51.79,24.0,12.15,1186511400.0,4.95,3.492815652705583,5987.59,2.2034650507809284,0.5069982356890658,413.22649730448273,232.59007380264848,292.86338151441123,0.0,23520.9,23913.6,-20990.8,2043.3,10.23,2007,55317.2,56389.600000000006,-48215.600000000006,5737.1,28.73,115773.0,117851.40000000001,-101800.5,11528.8,57.730000000000004,257629.7,259221.7,-221930.9,29527.200000000004,147.85000000000002,66.18279569892472,677.05,649.5,27.549999999999955,685.0,685.0,676.0,678.25
2007-08-09,685.0,685.0,676.0,678.25,679.4215000289134,34586,571,23498472.0,19523.0,56.45,9.0,-6.75,1186597800.0,4.81,0.17723949486745383,5897.26,-1.5086203297152934,0.507101482544531,412.31846664209365,237.68445006664112,289.4174877665576,0.0,23520.9,23913.6,-20990.8,2043.3,10.23,2007,55317.2,56389.600000000006,-48215.600000000006,5737.1,28.73,115773.0,117851.40000000001,-101800.5,11528.8,57.730000000000004,257629.7,259221.7,-221930.9,29527.200000000004,147.85000000000002,66.30009775171065,678.25,649.5,28.75,647.0,675.0,647.0,659.65
2007-08-10,647.0,675.0,647.0,659.65,661.3197004608295,34720,902,22961020.0,8489.0,24.45,28.0,12.65,1186684200.0,4.57,-2.742351640250651,5815.0,-1.3948850822246284,0.5069089955163746,426.7641931327219,242.46139294926917,301.6049060908167,0.0,23520.9,23913.6,-20990.8,2043.3,10.23,2007,55317.2,56389.600000000006,-48215.600000000006,5737.1,28.73,115773.0,117851.40000000001,-101800.5,11528.8,57.730000000000004,257629.7,259221.7,-221930.9,29527.200000000004,147.85000000000002,64.48191593352882,678.25,649.5,28.75,660.0,664.9,655.05,657.5
2007-08-13,660.0,664.9,655.05,657.5,659.6219224531918,13566,423,8948431.0,6206.0,45.75,9.85,-2.5,1186943400.0,4.74,-0.3259304176457145,5873.17,1.0003439380911416,0.5070630326659143,428.48669201520914,239.06953144553964,304.92684915725107,0.0,23520.9,23913.6,-20990.8,2043.3,10.23,2007,55317.2,56389.600000000006,-48215.600000000006,5737.1,28.73,115773.0,117851.40000000001,-101800.5,11528.8,57.730000000000004,257629.7,259221.7,-221930.9,29527.200000000004,147.85000000000002,64.27174975562072,678.25,649.5,28.75,657.0,659.0,648.0,651.95
2007-08-14,657.0,659.0,648.0,651.95,653.0857563774521,12897,487,8422847.0,3943.0,30.57,11.0,-5.05,1187029800.0,4.64,-0.8441064638783247,5867.47,-0.09705150710774824,0.506996479956498,432.9856584093872,239.39892321562786,309.3237107006861,0.0,23520.9,23913.6,-20990.8,2043.3,10.23,2007,55317.2,56389.600000000006,-48215.600000000006,5737.1,28.73,115773.0,117851.40000000001,-101800.5,11528.8,57.730000000000004,257629.7,259221.7,-221930.9,29527.200000000004,147.85000000000002,63.72922776148583,678.25,649.5,28.75,640.0,649.0,624.8,643.2
