Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unixtime,Rate,% Return of Company,Close Price of SP500,% Return of SP500,Beta,% YTD of Company,% YTD of SP500,Alpha,Dividend Value,Revenue,Income,Expenditure,Net Profit,EPS,year,Revenue last 2 quarters,Income last 2 quarters,Expenditure  last 2 quarters,Net Profit  last 2 quarters,EPS last 2 quarters,Revenue last 4 quarters,Income last 4 quarters,Expenditure  last 4 quarters,Net Profit  last 4 quarters,EPS last 4 quarters,Revenue last 8 quarters,Income last 8 quarters,Expenditure  last 8 quarters,Net Profit  last 8 quarters,EPS last 8 quarters,p/e,Upper Band,Lower Band,Band Area,Next Day Open Price,Next Day High Price,Next Day Low Price,Next Day Close Price
2007-08-01,1965.0,1965.0,1921.1,1929.6,1935.7878194156674,399636,8664,773610501.0,275258.0,68.88,43.9,-35.4,1185906600.0,4.89,-1.5547263681592094,5815.85,-4.079528961604428,0.3149452708958288,-32.418635986733,242.4113414204287,-112.11485920393056,0.0,38620.0,38620.0,-21730.0,10740.0,18.81,2007,82340.0,82340.0,-45910.0,23680.0,41.43,178160.0,178160.0,-99520.0,50200.0,87.78,388030.0,388030.0,-213570.0,110890.0,193.72000000000003,102.58373205741627,1929.6,1929.6,0.0,1935.0,1935.0,1892.6,1899.6
2007-08-02,1935.0,1935.0,1892.6,1899.6,1913.739098827049,357645,11271,684439220.0,206845.0,57.84,42.4,-35.4,1185993000.0,4.89,-1.5547263681592094,5844.15,0.4866012706654877,0.31414315701713624,-31.35133712360497,240.753231864343,-110.3361574057345,0.0,38620.0,38620.0,-21730.0,10740.0,18.81,2007,82340.0,82340.0,-45910.0,23680.0,41.43,178160.0,178160.0,-99520.0,50200.0,87.78,388030.0,388030.0,-213570.0,110890.0,193.72000000000003,100.98883572567783,1929.6,1899.6,30.0,1905.1,1925.0,1898.0,1919.35
2007-08-03,1905.1,1925.0,1898.0,1919.35,1911.106845032484,143301,6436,273863522.0,58889.0,41.09,27.0,14.25,1186079400.0,4.85,1.0396925668561874,5915.94,1.228407895074568,0.31417228303410827,-32.057727876624895,236.6181874731657,-109.72286846974657,0.0,38620.0,38620.0,-21730.0,10740.0,18.81,2007,82340.0,82340.0,-45910.0,23680.0,41.43,178160.0,178160.0,-99520.0,50200.0,87.78,388030.0,388030.0,-213570.0,110890.0,193.72000000000003,102.0388091440723,1929.6,1899.6,30.0,1900.0,1900.0,1860.0,1866.85
2007-08-06,1900.0,1900.0,1860.0,1866.85,1877.2942728723492,334618,9774,628176455.0,226194.0,67.6,40.0,-33.15,1186338600.0,4.88,-2.7353010133639,5834.34,-1.3793243339181862,0.31411911820712557,-30.14703913008544,241.32618256735125,-109.29930550158284,0.0,38620.0,38620.0,-21730.0,10740.0,18.81,2007,82340.0,82340.0,-45910.0,23680.0,41.43,178160.0,178160.0,-99520.0,50200.0,87.78,388030.0,388030.0,-213570.0,110890.0,193.72000000000003,99.24774056353004,1929.6,1866.85,62.75,1885.4,1899.8,1864.2,1878.75
2007-08-07,1885.4,1899.8,1864.2,1878.75,1879.415599600937,437024,9250,821349723.0,286091.0,65.46,35.6,-6.65,1186425000.0,4.94,0.6374373945416067,5858.5,0.4140999667485934,0.314137056930575,-30.589487691284102,239.91857984125636,-109.34496720434251,0.0,38620.0,38620.0,-21730.0,10740.0,18.81,2007,82340.0,82340.0,-45910.0,23680.0,41.43,178160.0,178160.0,-99520.0,50200.0,87.78,388030.0,388030.0,-213570.0,110890.0,193.72000000000003,99.88038277511963,1929.6,1866.85,62.75,1910.0,1997.0,1910.0,1967.6
2007-08-08,1910.0,1997.0,1910.0,1967.6,1973.1370602051015,645045,19659,1272762195.0,363142.0,56.3,87.0,57.6,1186511400.0,4.95,4.729208250166339,5987.59,2.2034650507809284,0.3141361465294698,-33.72382598089042,232.59007380264848,-110.18380156093852,0.0,38620.0,38620.0,-21730.0,10740.0,18.81,2007,82340.0,82340.0,-45910.0,23680.0,41.43,178160.0,178160.0,-99520.0,50200.0,87.78,388030.0,388030.0,-213570.0,110890.0,193.72000000000003,104.60393407761829,1967.6,1866.85,100.75,1985.0,2008.0,1925.0,1935.9
2007-08-09,1985.0,2008.0,1925.0,1935.9,1963.7030234609456,388859,10212,763603594.0,194074.0,49.91,83.0,-49.1,1186597800.0,4.81,-1.611099817035977,5897.26,-1.5086203297152934,0.3142498888107572,-32.638566041634384,237.68445006664112,-110.6293360819426,0.0,38620.0,38620.0,-21730.0,10740.0,18.81,2007,82340.0,82340.0,-45910.0,23680.0,41.43,178160.0,178160.0,-99520.0,50200.0,87.78,388030.0,388030.0,-213570.0,110890.0,193.72000000000003,102.91866028708135,1967.6,1866.85,100.75,1900.0,1960.0,1872.0,1952.25
2007-08-10,1900.0,1960.0,1872.0,1952.25,1924.8974279482275,361268,13275,695403844.0,107441.0,29.74,88.0,52.25,1186684200.0,4.57,0.8445684177901702,5815.0,-1.3948850822246284,0.3141719034786975,-33.20271481623768,242.46139294926917,-112.51150656030839,0.0,38620.0,38620.0,-21730.0,10740.0,18.81,2007,82340.0,82340.0,-45910.0,23680.0,41.43,178160.0,178160.0,-99520.0,50200.0,87.78,388030.0,388030.0,-213570.0,110890.0,193.72000000000003,103.7878787878788,1967.6,1866.85,100.75,1960.0,1970.0,1923.0,1951.95
2007-08-13,1960.0,1970.0,1923.0,1951.95,1943.232047174501,144824,5654,281426638.0,52884.0,36.52,47.0,-8.05,1186943400.0,4.74,-0.015366884364187428,5873.17,1.0003439380911416,0.31407956278603294,-33.19244857706397,239.06953144553964,-111.53056536133501,0.0,38620.0,38620.0,-21730.0,10740.0,18.81,2007,82340.0,82340.0,-45910.0,23680.0,41.43,178160.0,178160.0,-99520.0,50200.0,87.78,388030.0,388030.0,-213570.0,110890.0,193.72000000000003,103.77192982456141,1967.6,1866.85,100.75,1956.0,1961.8,1935.7,1954.25
2007-08-14,1956.0,1961.8,1935.7,1954.25,1950.4556968052186,84012,3937,163861684.0,21308.0,25.36,26.1,-1.75,1187029800.0,4.64,0.11783088706165401,5867.47,-0.09705150710774824,0.31403446618160225,-33.271075860304464,239.39892321562786,-111.63346899369192,0.0,38620.0,38620.0,-21730.0,10740.0,18.81,2007,82340.0,82340.0,-45910.0,23680.0,41.43,178160.0,178160.0,-99520.0,50200.0,87.78,388030.0,388030.0,-213570.0,110890.0,193.72000000000003,103.8942052099947,1967.6,1866.85,100.75,1906.2,1930.25,1880.0,1910.45
2007-08-16,1906.2,1930.25,1880.0,1910.45,1910.9160445345883,231730,8758,442816575.0,95883.0,41.38,50.25,4.25,1187202600.0,3.79,-2.2412690290392723,5623.14,-4.164145705048338,0.31403356319342035,-31.74121280326625,254.14608208225297,-114.15142532670058,0.0,38620.0,38620.0,-21730.0,10740.0,18.81,2007,82340.0,82340.0,-45910.0,23680.0,41.43,178160.0,178160.0,-99520.0,50200.0,87.78,388030.0,388030.0,-213570.0,110890.0,193.72000000000003,101.56565656565658,1967.6,1866.85,100.75,1915.0,1921.0,1745.15,1854.8
2007-08-17,1915.0,1921.0,1745.15,1854.8,1846.5221020686106,823113,32156,1519896347.0,332132.0,40.35,175.85,-60.2,1187289000.0,3.76,-2.912926273914529,5530.94,-1.6396532897989482,0.3132353627822135,-29.69322838041838,260.049647980271,-113.73220924284436,0.0,38620.0,38620.0,-21730.0,10740.0,18.81,2007,82340.0,82340.0,-45910.0,23680.0,41.43,178160.0,178160.0,-99520.0,50200.0,87.78,388030.0,388030.0,-213570.0,110890.0,193.72000000000003,98.60712387028177,1967.6,1854.8,112.79999999999995,1901.0,1920.0,1820.15,1829.0
2007-08-20,1901.0,1920.0,1820.15,1829.0,1857.2021489830117,243464,9684,452161864.0,116081.0,47.68,99.85,-72.0,1187548200.0,3.12,-1.390985551002799,5642.44,2.0159321923578943,0.3132283417732954,-28.701476216511757,252.934723275746,-110.07052773872834,0.0,38620.0,38620.0,-21730.0,10740.0,18.81,2007,82340.0,82340.0,-45910.0,23680.0,41.43,178160.0,178160.0,-99520.0,50200.0,87.78,388030.0,388030.0,-213570.0,110890.0,193.72000000000003,97.23551302498672,1967.6,1829.0,138.5999999999999,1845.0,1855.0,1752.45,1761.0
2007-08-21,1845.0,1855.0,1752.45,1761.0,1784.7870788866555,444714,20838,793719801.0,202966.0,45.64,102.55,-84.0,1187634600.0,3.59,-3.717878622197923,5457.0,-3.286521433989542,0.31306746623165627,-25.948324815445766,264.9281656587869,-111.35480216787104,0.0,38620.0,38620.0,-21730.0,10740.0,18.81,2007,82340.0,82340.0,-45910.0,23680.0,41.43,178160.0,178160.0,-99520.0,50200.0,87.78,388030.0,388030.0,-213570.0,110890.0,193.72000000000003,93.62041467304626,1967.6,1761.0,206.5999999999999,1761.0,1807.0,1750.55,1789.65
2007-08-22,1761.0,1807.0,1750.55,1789.65,1777.7117128501889,229483,11170,407954617.0,72285.0,31.5,56.45,28.65,1187721000.0,3.67,1.6269165247018824,5532.32,1.3802455561663818,0.3127339861732622,-27.13379711116699,259.95983601816243,-110.95433914481865,0.0,38620.0,38620.0,-21730.0,10740.0,18.81,2007,82340.0,82340.0,-45910.0,23680.0,41.43,178160.0,178160.0,-99520.0,50200.0,87.78,388030.0,388030.0,-213570.0,110890.0,193.72000000000003,95.14354066985648,1967.6,1761.0,206.5999999999999,1805.0,1830.0,1791.0,1808.4
2007-08-23,1805.0,1830.0,1791.0,1808.4,1816.9224277509304,241491,8792,438770414.0,115590.0,47.87,39.0,3.4,1187807400.0,3.89,1.0476908892800285,5491.14,-0.7443531827515337,0.31268563175153946,-27.88929440389295,262.6593020757074,-112.69273710134047,0.0,38620.0,38620.0,-21730.0,10740.0,18.81,2007,82340.0,82340.0,-45910.0,23680.0,41.43,178160.0,178160.0,-99520.0,50200.0,87.78,388030.0,388030.0,-213570.0,110890.0,193.72000000000003,96.140350877193,1967.6,1761.0,206.5999999999999,1834.7,1834.7,1782.55,1823.2
2007-08-24,1834.7,1834.7,1782.55,1823.2,1809.0055774325199,139670,7203,252663809.0,39893.0,28.56,52.15,-11.5,1187893800.0,4.24,0.8184030081840321,5579.52,1.6095018520744242,0.31267065652756704,-28.47465993856956,256.9147525235145,-111.71864069803735,0.0,38620.0,38620.0,-21730.0,10740.0,18.81,2007,82340.0,82340.0,-45910.0,23680.0,41.43,178160.0,178160.0,-99520.0,50200.0,87.78,388030.0,388030.0,-213570.0,110890.0,193.72000000000003,96.92716640085062,1967.6,1761.0,206.5999999999999,1830.0,1852.85,1817.0,1848.3
