Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unixtime,Dividend Value,% Return of Company,Close Price of SP500,% Return of SP500,Beta,Rate,% YTD of Company,% YTD of SP500,Alpha,Lower Band,Upper Band,Band Area,Revenue,Income,Expenditure,Net Profit,EPS,year,Revenue last 2 quarters,Income last 2 quarters,Expenditure  last 2 quarters,Net Profit  last 2 quarters,EPS last 2 quarters,Revenue last 4 quarters,Income last 4 quarters,Expenditure  last 4 quarters,Net Profit  last 4 quarters,EPS last 4 quarters,Revenue last 8 quarters,Income last 8 quarters,Expenditure  last 8 quarters,Net Profit  last 8 quarters,EPS last 8 quarters,p/e,Next Day Open Price,Next Day High Price,Next Day Low Price,Next Day Close Price
2007-08-01,694.8,694.8,660.9,667.1,669.5773761007849,451496,9376,302311507.0,203473.0,45.07,33.9,-27.7,1185906600.0,0.0,,,,nan,4.89,-53.8599910058462,,,65.3,1365.6,1300.3,66726.5,67433.1,-187.9,5268.4,13.67,2007,141802.7,145876.9,-226.0,8251.6,21.41,260177.40000000002,268094.5,-467.9,9088.9,24.9,597973.5,603653.9,-1150.1999999999998,29476.5,63.19,48.800292611558156,,,,
2007-08-02,750.0,750.0,647.1,652.2,654.1304153005201,830194,10199,543055146.0,485815.0,58.52,102.9,-97.8,1185993000.0,0.0,-2.2335481936741064,,,nan,4.89,-52.80588776448943,,,65.3,1365.6,1300.3,66726.5,67433.1,-187.9,5268.4,13.67,2007,141802.7,145876.9,-226.0,8251.6,21.41,260177.40000000002,268094.5,-467.9,9088.9,24.9,597973.5,603653.9,-1150.1999999999998,29476.5,63.19,47.71031455742502,694.8,694.8,660.9,667.1
2007-08-03,655.0,667.0,654.7,656.25,660.1863584641136,257493,3836,169993366.0,111709.0,43.38,12.3,1.25,1186079400.0,0.0,0.6209751609935532,,,nan,4.85,-53.097142857142856,,,65.3,1365.6,1300.3,66726.5,67433.1,-187.9,5268.4,13.67,2007,141802.7,145876.9,-226.0,8251.6,21.41,260177.40000000002,268094.5,-467.9,9088.9,24.9,597973.5,603653.9,-1150.1999999999998,29476.5,63.19,48.006583760058525,750.0,750.0,647.1,652.2
2007-08-06,656.25,656.25,640.25,649.6,648.5364138273289,257924,4427,167273106.0,111003.0,43.04,16.0,-6.65,1186338600.0,0.0,-1.0133333333333328,,,nan,4.88,-52.61699507389162,,,65.3,1365.6,1300.3,66726.5,67433.1,-187.9,5268.4,13.67,2007,141802.7,145876.9,-226.0,8251.6,21.41,260177.40000000002,268094.5,-467.9,9088.9,24.9,597973.5,603653.9,-1150.1999999999998,29476.5,63.19,47.52011704462326,655.0,667.0,654.7,656.25
2007-08-07,664.0,668.0,654.5,657.2,660.1464658433417,1341876,3459,885834699.0,1221469.0,91.03,13.5,-6.8,1186425000.0,0.0,1.169950738916259,,,nan,4.94,-53.16494217894097,,,65.3,1365.6,1300.3,66726.5,67433.1,-187.9,5268.4,13.67,2007,141802.7,145876.9,-226.0,8251.6,21.41,260177.40000000002,268094.5,-467.9,9088.9,24.9,597973.5,603653.9,-1150.1999999999998,29476.5,63.19,48.076079005120704,656.25,656.25,640.25,649.6
2007-08-08,662.0,672.0,655.0,661.0,663.3109179415147,981751,2930,651206157.0,858251.0,87.42,17.0,-1.0,1186511400.0,0.0,0.5782105903834323,,,nan,4.95,-53.43419062027232,,,65.3,1365.6,1300.3,66726.5,67433.1,-187.9,5268.4,13.67,2007,141802.7,145876.9,-226.0,8251.6,21.41,260177.40000000002,268094.5,-467.9,9088.9,24.9,597973.5,603653.9,-1150.1999999999998,29476.5,63.19,48.354059985369425,664.0,668.0,654.5,657.2
2007-08-09,665.0,680.5,660.0,663.0,670.0361155658138,400326,5689,268232878.0,187514.0,46.84,20.5,-2.0,1186597800.0,0.0,0.302571860816947,,,nan,4.81,-53.574660633484164,,,65.3,1365.6,1300.3,66726.5,67433.1,-187.9,5268.4,13.67,2007,141802.7,145876.9,-226.0,8251.6,21.41,260177.40000000002,268094.5,-467.9,9088.9,24.9,597973.5,603653.9,-1150.1999999999998,29476.5,63.19,48.50036576444769,662.0,672.0,655.0,661.0
2007-08-10,654.0,672.0,648.5,669.05,657.275141955836,190200,4252,125013732.0,78797.0,41.43,23.5,15.05,1186684200.0,0.0,0.912518853695321,,,nan,4.57,-53.994469770570205,,,65.3,1365.6,1300.3,66726.5,67433.1,-187.9,5268.4,13.67,2007,141802.7,145876.9,-226.0,8251.6,21.41,260177.40000000002,268094.5,-467.9,9088.9,24.9,597973.5,603653.9,-1150.1999999999998,29476.5,63.19,48.94294074615947,665.0,680.5,660.0,663.0
2007-08-13,684.0,694.75,670.0,692.2,687.1474713537309,472051,6947,324368651.0,263248.0,55.77,24.75,8.2,1186943400.0,0.0,3.4601300351244424,,,nan,4.74,-55.5330829240104,,,65.3,1365.6,1300.3,66726.5,67433.1,-187.9,5268.4,13.67,2007,141802.7,145876.9,-226.0,8251.6,21.41,260177.40000000002,268094.5,-467.9,9088.9,24.9,597973.5,603653.9,-1150.1999999999998,29476.5,63.19,50.63643013899049,654.0,672.0,648.5,669.05
2007-08-14,695.0,697.0,681.35,691.5,689.5295753763002,227943,3975,157173440.0,100786.0,44.22,15.65,-3.5,1187029800.0,0.0,-0.10112684195320298,,,nan,4.64,-55.4880694143167,,,65.3,1365.6,1300.3,66726.5,67433.1,-187.9,5268.4,13.67,2007,141802.7,145876.9,-226.0,8251.6,21.41,260177.40000000002,268094.5,-467.9,9088.9,24.9,597973.5,603653.9,-1150.1999999999998,29476.5,63.19,50.585223116313095,684.0,694.75,670.0,692.2
