Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unix Date,Dividend Value,% Return of Company,Close Price of SP500,% Return of SP500,Beta,Rate,% YTD of Company,% YTD of SP500,Alpha,Lower Band,Upper Band,Band Area,Revenue,Income,Expenditure,Net Profit,EPS,year,Revenue last 2 quarters,Income last 2 quarters,Expenditure  last 2 quarters,Net Profit  last 2 quarters,EPS last 2 quarters,Revenue last 4 quarters,Income last 4 quarters,Expenditure  last 4 quarters,Net Profit  last 4 quarters,EPS last 4 quarters,Revenue last 8 quarters,Income last 8 quarters,Expenditure  last 8 quarters,Net Profit  last 8 quarters,EPS last 8 quarters,p/e,Next Day Open Price,Next Day High Price,Next Day Low Price,Next Day Close Price,Open Price GR,High Price GR,Low Price GR,Close Price GR,Next Day Open Price GR,Next Day High Price GR,Next Day Low Price GR,Next Day Close Price GR,WAP GR,No.of Shares GR,No. of Trades GR,Total Turnover (Rs.) GR,Deliverable Quantity GR,% Deli. Qty to Traded Qty GR,Spread High-Low GR,Spread Close-Open GR,Alpha GR,Beta GR,Sequential Increase,Sequential Decrease,Sequential Increase %,Sequential Decrease %,Max Inc % in 90 days,Max Dec % in 90 days,Min Inc % in 90 days,Min Dec % in 90 days,Avg Inc % in 90 days,Avg Dec % in 90 days,Max Inc % in 180 days,Max Dec % in 180 days,Min Inc % in 180 days,Min Dec % in 180 days,Avg Inc % in 180 days,Avg Dec % in 180 days,Max Inc % in 365 days,Max Dec % in 365 days,Min Inc % in 365 days,Min Dec % in 365 days,Avg Inc % in 365 days,Avg Dec % in 365 days,Revenue GR,Dividend Value GR,Income GR,Expenditure GR,Net Profit GR,EPS GR,CP % LV 7 days,CP % HV 7 days,CP % BA 7 days,CP % LV 30 days,CP % HV 30 days,CP % BA 30 days,CP % LV 90 days,CP % HV 90 days,CP % BA 90 days,CP % LV 180 days,CP % HV 180 days,CP % BA 180 days,CP % LV 365 days,CP % HV 365 days,CP % BA 365 days,UB% of CP,LB% of CP
2021-03-12,336.9,339.68,334.0,335.77,336.8176510067114,29800,131,10037166.0,20200,67.79,5.68,-1.13,1615487400.0,0,,,,0.6358880180577129,0.04,-6.453822557107536,,,314.1,479.97,165.87,,,,,,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,-0.0017034756881145,0.0017063824691653,-0.0017034756881145,0.0017063824691653,-0.0017034756881145,0.0017063824691653,-0.0017034756881145,0.0017063824691653,-0.0017034756881145,0.0017063824691653,-0.0017034756881145,0.0017063824691653,-0.0017034756881145,0.0017063824691653,-0.0017034756881145,0.0017063824691653,-0.0017034756881145,0.0017063824691653,-0.0017034756881145,0.0017063824691653,,0.0,,,,,1.0,1.0,inf,1.0,1.0,inf,1.0,1.0,inf,1.0,1.0,inf,1.0,1.0,inf,1.4294606427018497,0.9354617744289246
2021-03-10,335.0,336.2,330.0,334.04,333.7295744680852,18800,85,6274116.0,9200,48.94,6.2,-0.96,1615314600.0,0,-0.515233642076407,,,0.6358880180577129,0.04,-5.969344988624115,,,314.1,479.97,165.87,,,,,,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,336.9,339.68,334.0,335.77,-0.0056396556841792,-0.0102449364107395,-0.0119760479041916,-0.005152336420764,,,,,-0.0091683928362906,-0.3691275167785235,-0.3511450381679389,-0.3749116035343044,-0.5445544554455446,-0.2780646112996018,0.0915492957746479,-0.1504424778761061,,0.0,2,0,0.0289044002336952,-0.0147933415020471,-0.0017034756881145,0.0017063824691653,-0.0017034756881145,0.0017063824691653,-0.0017034756881145,0.0017063824691653,-0.0017034756881145,0.0017063824691653,-0.0017034756881145,0.0017063824691653,-0.0017034756881145,0.0017063824691653,-0.0017034756881145,0.0017063824691653,-0.0017034756881145,0.0017063824691653,-0.0017034756881145,0.0017063824691653,,0.0,,,,,1.0,0.994847663579236,193.08670520231647,1.0,0.994847663579236,193.08670520231647,1.0,0.994847663579236,193.08670520231647,1.0,0.994847663579236,193.08670520231647,1.0,0.994847663579236,193.08670520231647,1.4368638486408813,0.9403065501137589
2021-03-09,329.99,336.4,329.99,334.61,332.36506849315066,14600,65,4852530.0,9400,64.38,6.41,4.62,1615228200.0,0,0.1706382469165435,,,0.6346671777523232,0.05,-6.1295239233734815,,,314.1,479.97,165.87,,,,,,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,335.0,336.2,330.0,334.04,-0.0149552238805969,0.0005948839976204,-3.0303030303002743e-05,0.0017063824691653,-0.0056396556841792,-0.0102449364107395,-0.0119760479041916,-0.005152336420764,-0.0040886576417729,-0.2234042553191489,-0.2352941176470588,-0.2265794894452063,0.0217391304347826,0.3154883530854107,0.0338709677419354,-5.8125,,-0.0019198982693819,1,0,0.0136834660680792,-0.013498756294364,-0.0017034756881145,0.0017063824691653,-0.0017034756881145,0.0017063824691653,-0.0017034756881145,0.0017063824691653,-0.0017034756881145,0.0017063824691653,-0.0017034756881145,0.0017063824691653,-0.0017034756881145,0.0017063824691653,-0.0017034756881145,0.0017063824691653,-0.0017034756881145,0.0017063824691653,-0.0017034756881145,0.0017063824691653,,0.0,,,,,1.0017063824691654,0.9965452541918576,193.4161849711026,1.0017063824691654,0.9965452541918576,193.4161849711026,1.0017063824691654,0.9965452541918576,193.4161849711026,1.0017063824691654,0.9965452541918576,193.4161849711026,1.0017063824691654,0.9965452541918576,193.4161849711026,1.434416186007591,0.9387047607662652
2021-03-08,327.5,331.89,326.97,329.66,329.9915277777778,14400,65,4751878.0,8600,59.72,4.92,2.16,1615141800.0,0,-1.479334150204714,,,0.6333576481348081,0.05,-4.720014560456232,,,314.1,479.97,165.87,,,,,,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,329.99,336.4,329.99,334.61,-0.0075456832025213,-0.0134066587395956,-0.0091517924785599,-0.0147933415020471,-0.0149552238805969,0.0005948839976204,-3.0303030303002743e-05,0.0017063824691653,-0.0071413663479554,-0.0136986301369863,0.0,-0.0207421695486684,-0.0851063829787234,-0.0723827275551413,-0.2324492979719189,-0.5324675324675324,,-0.0020633328198139,0,1,-0.0131095803113525,0.0132837243627194,-0.0017034756881145,0.0132837243627194,-0.0131095803113525,0.0017063824691653,-0.0074065279997335,0.0074950534159424,-0.0017034756881145,0.0132837243627194,-0.0131095803113525,0.0017063824691653,-0.0074065279997335,0.0074950534159424,-0.0017034756881145,0.0132837243627194,-0.0131095803113525,0.0017063824691653,-0.0074065279997335,0.0074950534159424,,0.0,,,,,1.0,0.9818030199243531,53.95417348608876,1.0,0.9818030199243531,53.95417348608876,1.0,0.9818030199243531,53.95417348608876,1.0,0.9818030199243531,53.95417348608876,1.0,0.9818030199243531,53.95417348608876,1.455954619911424,0.9527998543954377
2021-03-05,326.8,329.23,322.15,325.21,324.76549295774646,14200,64,4611670.0,10400,73.24,7.08,-1.59,1614882600.0,0,-1.3498756294364034,,,0.6328395281062916,0.04,-3.416254112727146,,,314.1,479.97,165.87,,,,,,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,327.5,331.89,326.97,329.66,-0.0021374045801526,-0.0080147036668774,-0.0147414135853443,-0.013498756294364,-0.0075456832025213,-0.0134066587395956,-0.0091517924785599,-0.0147933415020471,-0.0158368757380662,-0.0138888888888888,-0.0153846153846153,-0.0295058080194819,0.2093023255813953,0.2263898191560615,0.4390243902439025,-1.736111111111111,,-0.0008180528490376,1,0,0.009806024576349,-0.0097108002306314,-0.0017034756881145,0.0132837243627194,-0.0131095803113525,0.0017063824691653,-0.0074065279997335,0.0074950534159424,-0.0017034756881145,0.0132837243627194,-0.0131095803113525,0.0017063824691653,-0.0074065279997335,0.0074950534159424,-0.0017034756881145,0.0132837243627194,-0.0131095803113525,0.0017063824691653,-0.0074065279997335,0.0074950534159424,,0.0,,,,,1.0,0.9685499002293236,30.796401515151505,1.0,0.9685499002293236,30.796401515151505,1.0,0.9685499002293236,30.796401515151505,1.0,0.9685499002293236,30.796401515151505,1.0,0.9685499002293236,30.796401515151505,1.475877125549645,0.9658374588727285
2021-03-04,325.0,330.98,323.0,329.53,325.5812213740458,26200,120,8530228.0,17400,66.41,7.98,4.53,1614796200.0,0,1.3283724362719518,,,0.6321892597580825,0.04,-4.682426486207614,,,314.1,479.97,165.87,,,,,,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,326.8,329.23,322.15,325.21,-0.0055079559363525,0.0053154329799835,0.0026385224274407,0.0132837243627194,-0.0021374045801526,-0.0080147036668774,-0.0147414135853443,-0.013498756294364,0.0025117459643579,0.8450704225352113,0.875,0.8497047707229702,0.6730769230769231,-0.0932550518842162,0.1271186440677966,-3.849056603773585,,-0.0010275406628833,0,1,-0.0115405585509178,0.0116752980112156,-0.0017034756881145,0.0132837243627194,-0.0131095803113525,0.0017063824691653,-0.0087845381834616,0.0088884682810334,-0.0017034756881145,0.0132837243627194,-0.0131095803113525,0.0017063824691653,-0.0087845381834616,0.0088884682810334,-0.0017034756881145,0.0132837243627194,-0.0131095803113525,0.0017063824691653,-0.0087845381834616,0.0088884682810334,,0.0,,,,,1.0132837243627195,0.9814158501355094,31.20549242424241,1.0132837243627195,0.9814158501355094,31.20549242424241,1.0132837243627195,0.9814158501355094,31.20549242424241,1.0132837243627195,0.9814158501355094,31.20549242424241,1.0132837243627195,0.9814158501355094,31.20549242424241,1.4565289958425638,0.9531757351379239
2021-03-03,328.4,331.0,323.0,326.33,327.6075714285715,28000,132,9173012.0,17800,63.57,8.0,-2.07,1614709800.0,0,-0.9710800230631422,,,0.631498113681642,0.05,-3.747740017773405,,,314.1,479.97,165.87,,,,,,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,325.0,330.98,323.0,329.53,0.0104615384615383,6.0426611879816936e-05,0.0,-0.0097108002306314,-0.0055079559363525,0.0053154329799835,0.0026385224274407,0.0132837243627194,0.0062237927788767,0.0687022900763358,0.1,0.0753536716720819,0.0229885057471264,-0.0427646438789338,0.0025062656641603,-1.456953642384106,,-0.0010932581750992,2,0,0.027161569335117,-0.0057551341854969,-0.0017034756881145,0.0132837243627194,-0.0131095803113525,0.0017063824691653,-0.0087845381834616,0.0088884682810334,-0.0017034756881145,0.0132837243627194,-0.0131095803113525,0.0017063824691653,-0.0087845381834616,0.0088884682810334,-0.0017034756881145,0.0132837243627194,-0.0131095803113525,0.0017063824691653,-0.0087845381834616,0.0088884682810334,,0.0,,,,,1.0034439285384829,0.971885516871668,30.902462121212118,1.0034439285384829,0.971885516871668,30.902462121212118,1.0034439285384829,0.971885516871668,30.902462121212118,1.0034439285384829,0.971885516871668,30.902462121212118,1.0034439285384829,0.971885516871668,30.902462121212118,1.470811754971961,0.962522599822266
2021-03-02,329.0,335.6,329.0,330.14,331.82539267015704,38200,163,12675730.0,24000,62.83,6.6,1.14,1614623400.0,0,1.1675298011215585,,,0.6305228940405759,0.04,-4.858544859756453,,,314.1,479.97,165.87,,,,,,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,328.4,331.0,323.0,326.33,0.0018270401948843,0.0138972809667674,0.0185758513931888,0.0116752980112156,0.0104615384615383,6.0426611879816936e-05,0.0,-0.0097108002306314,0.0128746146592194,0.3642857142857142,0.2348484848484848,0.3818503671422211,0.348314606741573,-0.0116407110272141,-0.175,-1.5507246376811594,,-0.0015442954142499,1,0,0.0212501166734077,-0.0208079454058005,-0.0017034756881145,0.0132837243627194,-0.0131095803113525,0.0017063824691653,-0.0087845381834616,0.0088884682810334,-0.0017034756881145,0.0132837243627194,-0.0131095803113525,0.0017063824691653,-0.0087845381834616,0.0088884682810334,-0.0017034756881145,0.0132837243627194,-0.0131095803113525,0.0017063824691653,-0.0087845381834616,0.0088884682810334,,0.0,,,,,1.0151594354417146,0.9832325699139292,31.263257575757567,1.0151594354417146,0.9832325699139292,31.263257575757567,1.0151594354417146,0.9832325699139292,31.263257575757567,1.0151594354417146,0.9832325699139292,31.263257575757567,1.0151594354417146,0.9832325699139292,31.263257575757567,1.453837765796329,0.9514145514024355
2021-03-01,322.0,329.59,319.0,328.24,323.95396551724133,34800,145,11273598.0,25000,71.84,10.59,6.24,1614537000.0,0,-0.5755134185497002,,,0.6296848775643877,0.05,-4.307823543748468,,,314.1,479.97,165.87,,,,,,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,329.0,335.6,329.0,330.14,-0.0212765957446808,-0.0179082240762814,-0.0303951367781155,-0.0057551341854969,0.0018270401948843,0.0138972809667674,0.0185758513931888,0.0116752980112156,-0.0237215937260718,-0.0890052356020942,-0.1104294478527607,-0.1106154832897198,0.0416666666666666,0.1434028330415407,0.6045454545454546,4.473684210526317,,-0.0013290817575519,0,2,-0.0069824203664225,0.0266015369776919,-0.0017034756881145,0.0132837243627194,-0.0131095803113525,0.0017063824691653,-0.0083340087292018,0.0088884682810334,-0.0017034756881145,0.0132837243627194,-0.0131095803113525,0.0017063824691653,-0.0083340087292018,0.0088884682810334,-0.0017034756881145,0.0132837243627194,-0.0131095803113525,0.0017063824691653,-0.0083340087292018,0.0088884682810334,,0.0,,,,,1.009317056671074,0.9809629120468604,34.91914893617009,1.009317056671074,0.9775739345385236,31.08333333333333,1.009317056671074,0.9775739345385236,31.08333333333333,1.009317056671074,0.9775739345385236,31.08333333333333,1.009317056671074,0.9775739345385236,31.08333333333333,1.4622532293443822,0.9569217645625153
2021-02-26,321.0,326.79,318.51,321.41,321.0639100346021,57800,242,18557494.0,44800,77.51,8.28,0.41,1614277800.0,0,-2.0807945405800554,19371.25,-3.0984485246852933,0.6284827071373391,0.04,-2.274353629320802,0.0,-2.289214321035309,314.1,479.97,165.87,,,,,,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,322.0,329.59,319.0,328.24,-0.0031055900621118,-0.0084954033799567,-0.0015360501567398,-0.0208079454058005,-0.0212765957446808,-0.0179082240762814,-0.0303951367781155,-0.0057551341854969,-0.0089211918675693,0.6609195402298851,0.6689655172413793,0.6461021583348989,0.792,0.0789253897550111,-0.2181303116147309,-0.9342948717948718,,-0.0019091619790816,0,1,-0.0190629167171777,0.0194333734976981,-0.0017034756881145,0.0194333734976981,-0.0190629167171777,0.0017063824691653,-0.010479790326797,0.0115246945851996,-0.0017034756881145,0.0194333734976981,-0.0190629167171777,0.0017063824691653,-0.010479790326797,0.0115246945851996,-0.0017034756881145,0.0194333734976981,-0.0190629167171777,0.0017063824691653,-0.010479790326797,0.0115246945851996,,0.0,,,,,1.0,0.9605510893278744,24.349242424242448,1.0,0.9572326294785122,22.382311977715947,1.0,0.9572326294785122,22.382311977715947,1.0,0.9572326294785122,22.382311977715947,1.0,0.9572326294785122,22.382311977715947,1.4933262810740175,0.977256463706792
