Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2018-05-31,8.82,INVEST,0,11337.0,0.0
2019-05-08,5.98,EXIT,67795.26000000001,0.0,-0.32204739999999993
2019-06-19,3.35,INVEST,0,20237.0,0.0
2019-07-19,4.37,EXIT,88435.69,0.0,0.30445240566965875
2019-07-25,3.99,INVEST,0,22164.0,0.0
2019-08-28,4.17,EXIT,92423.88,0.0,0.04509706431871569
2019-09-20,3.05,INVEST,0,30302.0,0.0
2019-12-03,2.29,EXIT,69391.58,0.0,-0.2492029116284666
2020-01-03,2.74,INVEST,0,25325.0,0.0
2020-08-10,4.48,EXIT,113456.00000000001,0.0,0.6350110488909463
2020-09-02,3.58,INVEST,0,31691.0,0.0
2021-03-26,5.5,EXIT,174300.5,0.0,0.5362827880411788
