Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2019-05-17,123.4,INVEST,0,810.0,0.0
2019-07-29,116.45,EXIT,94324.5,0.0,-0.056755
2019-11-22,114.6,INVEST,0,823.0,0.0
2020-03-11,97.1,EXIT,79913.29999999999,0.0,-0.15278321114874727
2020-08-17,95.8,INVEST,0,834.0,0.0
2020-12-18,110.55,EXIT,92198.7,0.0,0.15373410934099843
2020-12-21,102.25,INVEST,0,901.0,0.0
2021-03-30,148.6,EXIT,133888.6,0.0,0.4521744883604651
2021-04-06,145.7,INVEST,0,918.0,0.0
2021-04-07,149.85,-,137562.3,0.0,0.02743848243987899
