Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2020-03-02,21.05,INVEST,0,4750.0,0.0
2020-03-20,21.2,EXIT,100700.0,0.0,0.007
2020-03-26,18.3,INVEST,0,5502.0,0.0
2020-04-15,22.2,EXIT,122144.4,0.0,0.21295332671300887
2020-08-19,20.95,INVEST,0,5830.0,0.0
2020-08-20,23.5,EXIT,137005.0,0.0,0.1216641941832782
2020-11-05,20.6,INVEST,0,6650.0,0.0
2021-02-19,25.8,EXIT,171570.0,0.0,0.2522900624064815
2021-03-26,23.25,INVEST,0,7379.0,0.0
2021-03-30,25.15,EXIT,185581.84999999998,0.0,0.08166841522410664
