Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2018-10-01,157.3,INVEST,0,635.0,0.0
2019-02-06,163.3,EXIT,103695.5,0.0,0.036955
2020-03-12,102.15,INVEST,0,1015.0,0.0
2020-03-18,102.5,EXIT,104037.5,0.0,0.00329811804755269
2020-03-24,94.5,INVEST,0,1100.0,0.0
2020-04-23,141.2,EXIT,155320.0,0.0,0.49292322479875045
2020-04-27,129.65,INVEST,0,1197.0,0.0
2020-07-15,147.7,EXIT,176796.9,0.0,0.1382751738346639
2021-03-26,138.05,INVEST,0,1280.0,0.0
2021-03-30,156.1,EXIT,199808.0,0.0,0.13015556268237738
