Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2019-05-21,555.4,INVEST,0,180.0,0.0
2019-05-28,717.2,EXIT,129096.00000000001,0.0,0.29096000000000016
2019-05-30,686.6,INVEST,0,188.0,0.0
2020-02-25,1088.5,EXIT,204638.0,0.0,0.5851614302534546
2020-07-31,969.1,INVEST,0,211.0,0.0
2020-08-13,996.55,EXIT,210272.05,0.0,0.027531787839990562
2020-08-21,984.0,INVEST,0,213.0,0.0
2020-08-28,1141.6,EXIT,243160.8,0.0,0.15641046919930635
2021-01-29,1195.85,INVEST,0,203.0,0.0
2021-02-08,1377.55,EXIT,279642.64999999997,0.0,0.1500317896634654
2021-04-06,1287.45,INVEST,0,217.0,0.0
2021-04-07,1343.95,-,291637.15,0.0,0.04289224122286089
