Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2018-10-22,644.6,INVEST,0,155.0,0.0
2020-03-11,1460.5,EXIT,226377.5,0.0,1.263775
2020-03-12,1336.25,INVEST,0,169.0,0.0
2020-03-20,1189.25,EXIT,200983.25,0.0,-0.11217656348356175
2020-03-23,1080.9,INVEST,0,185.0,0.0
2020-03-27,1288.45,EXIT,238363.25,0.0,0.18598564805773615
2020-03-30,1190.9,INVEST,0,200.0,0.0
2021-04-07,2997.25,-,599450.0,0.0,1.5148591487991543
