Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2020-04-13,1555.0,INVEST,0,64.0,0.0
2020-07-21,1910.25,EXIT,122256.0,0.0,0.22256
2020-07-31,1848.4,INVEST,0,66.0,0.0
2020-08-03,1910.3,EXIT,126079.8,0.0,0.03127699254024345
2020-08-04,1879.1,INVEST,0,67.0,0.0
2020-08-13,2159.25,EXIT,144669.75,0.0,0.14744590330885674
2020-09-11,2178.7,INVEST,0,66.0,0.0
2020-09-14,2439.35,EXIT,160997.1,0.0,0.11285946094466885
2021-02-03,2710.45,INVEST,0,59.0,0.0
2021-02-09,3580.9,EXIT,211273.1,0.0,0.31227891682520986
2021-02-23,3099.5,INVEST,0,68.0,0.0
2021-04-07,3683.5,-,250478.0,0.0,0.18556503407201386
