Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2020-04-07,201.7,INVEST,0,495.0,0.0
2020-07-14,185.5,EXIT,91822.5,0.0,-0.081775
2020-07-17,165.25,INVEST,0,555.0,0.0
2020-09-21,270.65,EXIT,150210.75,0.0,0.6358817283345585
2020-09-24,246.8,INVEST,0,608.0,0.0
2021-01-27,339.65,EXIT,206507.19999999998,0.0,0.3747830964162018
2021-01-29,321.35,INVEST,0,642.0,0.0
2021-03-08,333.85,EXIT,214331.7,0.0,0.03788972006787187
2021-04-05,275.55,INVEST,0,777.0,0.0
2021-04-07,283.0,-,219891.0,0.0,0.02593783374087915
