Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2020-10-26,1183.8,INVEST,0,84.0,0.0
2020-11-09,1276.85,EXIT,107255.4,0.0,0.07255399999999994
2021-02-09,1186.0,INVEST,0,90.0,0.0
2021-02-17,1322.85,EXIT,119056.49999999999,0.0,0.11002802656090035
