Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2018-11-07,88.5,INVEST,0,1129.0,0.0
2019-08-02,105.1,EXIT,118657.9,0.0,0.18657899999999994
2019-08-23,102.25,INVEST,0,1160.0,0.0
2019-08-26,113.1,EXIT,131196.0,0.0,0.1056659522880483
2019-08-27,102.7,INVEST,0,1277.0,0.0
2019-09-16,109.75,EXIT,140150.75,0.0,0.06825474862038476
2019-09-19,104.35,INVEST,0,1343.0,0.0
2019-11-25,128.95,EXIT,173179.84999999998,0.0,0.23566837851385009
2020-07-01,89.85,INVEST,0,1927.0,0.0
2021-03-25,177.95,EXIT,342909.64999999997,0.0,0.9800782250359958
2021-03-26,163.95,INVEST,0,2091.0,0.0
2021-04-07,174.0,-,363834.0,0.0,0.06102000920650684
