Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2018-05-08,740.55,INVEST,0,135.0,0.0
2018-09-07,755.0,EXIT,101925.0,0.0,0.01925
2018-11-14,606.65,INVEST,0,168.0,0.0
2019-12-05,672.9,EXIT,113047.2,0.0,0.10912141280353198
2020-05-22,405.75,INVEST,0,278.0,0.0
2020-08-07,653.05,EXIT,181547.9,0.0,0.6059477811038221
2020-09-11,597.55,INVEST,0,303.0,0.0
2020-09-18,721.1,EXIT,218493.30000000002,0.0,0.20350221621952128
2020-11-05,643.5,INVEST,0,339.0,0.0
2021-04-07,966.1,-,327507.9,0.0,0.49893795370384353
