Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2020-03-19,1863.1,INVEST,0,53.0,0.0
2020-03-20,1963.8,EXIT,104081.4,0.0,0.04081399999999994
2020-03-24,1663.25,INVEST,0,62.0,0.0
2020-03-26,1697.95,EXIT,105272.90000000001,0.0,0.011447770687173833
2020-03-31,1526.5,INVEST,0,68.0,0.0
2020-07-21,1910.25,EXIT,129897.0,0.0,0.23390730187921097
2020-07-31,1848.4,INVEST,0,70.0,0.0
2020-08-03,1910.3,EXIT,133721.0,0.0,0.02943870913108078
2020-08-04,1879.1,INVEST,0,71.0,0.0
2020-08-13,2159.25,EXIT,153306.75,0.0,0.14646727140838015
2020-09-11,2178.7,INVEST,0,70.0,0.0
2020-09-14,2439.35,EXIT,170754.5,0.0,0.113809405000106
2021-02-03,2710.45,INVEST,0,62.0,0.0
2021-02-09,3580.9,EXIT,222015.80000000002,0.0,0.3002046798181015
2021-02-23,3099.5,INVEST,0,71.0,0.0
2021-04-07,3683.5,-,261528.5,0.0,0.1779724686261067
