Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2018-06-08,434.85,INVEST,0,229.0,0.0
2018-07-05,529.35,EXIT,121221.15000000001,0.0,0.21221150000000008
2018-10-09,570.1,INVEST,0,212.0,0.0
2019-01-15,599.6,EXIT,127115.20000000001,0.0,0.048622290747118
2019-06-21,475.9,INVEST,0,267.0,0.0
2019-07-08,538.0,EXIT,143646.0,0.0,0.1300458167079939
2020-03-19,493.6,INVEST,0,291.0,0.0
2020-04-13,680.0,EXIT,197880.0,0.0,0.3775531514974312
2020-04-22,637.6,INVEST,0,310.0,0.0
2020-04-27,817.9,EXIT,253549.0,0.0,0.2813270669092379
