Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2020-07-08,77.7,INVEST,0,1287.0,0.0
2020-07-10,84.2,EXIT,108365.40000000001,0.0,0.08365400000000009
2021-02-16,85.25,INVEST,0,1271.0,0.0
2021-04-07,95.0,-,120745.0,0.0,0.11423941590212365
