Company,Security Id,Average Returns %
Adani Enterprises Ltd.,512599,6.49294
Alok Industries Ltd.,521070,5.31014
Adani Transmission Ltd.,539254,4.864966
Firstsource Solutions Ltd.,532809,3.152085
Cholamandalam Investment & Finance Co. Ltd.,511243,2.7162185000000005
Tata Chemicals Ltd.,500770,2.7103829999999998
Tube Investments Of India Ltd.,540762,2.6622559999999997
NCC Ltd.,500294,2.56606
India Tourism Devp. Corpn. Ltd.,532189,2.436285
Lakshmi Machine Works Ltd.,500252,2.411298
Deepak Nitrite Ltd.,506401,2.29509
Max Financial Services Ltd.,500271,2.0965039999999995
Cyient Limited,532175,2.0649319999999993
Indusind Bank Ltd.,532187,2.02544
MindTree Ltd.,532819,1.99943
Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,500670,1.9915925
Birlasoft Ltd.,532400,1.96964
Lemon Tree Hotels Ltd.,541233,1.95484
Laurus Labs Ltd.,540222,1.9434132775154895
IFB Industries Ltd.,505726,1.8483544235735572
Mahindra & Mahindra Ltd.,500520,1.82722
Tata Communications Ltd.,500483,1.80716312469634
Grasim Industries Ltd.,500300,1.7853514999999998
Hindustan Copper Ltd.,513599,1.773384086347581
Zensar Technologies Ltd.,504067,1.7168480000000004
Infosys Ltd.,500209,1.7031725
Axis Bank Ltd.,532215,1.5359319999999999
Indian Bank,532814,1.4857925
Adani Green Energy Ltd.,541450,1.40351
Meghmani Organics Ltd.,532865,1.402105972516417
KPR Mills Ltd.,532889,1.4004960000000004
KEC International Ltd.,532714,1.3947665
Trident Ltd.,521064,1.3923757
Wipro Ltd.,507685,1.33892
Kajaria Ceramics Ltd.,500233,1.3340265000000002
Apollo Tyres Ltd.,500877,1.3219385000000001
Gateway Distriparks Ltd.,532622,1.3209475
Minda Industries Ltd.,532539,1.3164095
Carborundum Universal Ltd.,513375,1.3089995
SRF Ltd.,503806,1.2898745
Endurance Technologies Ltd.,540153,1.2851559999999997
Persistent Systems Ltd.,533179,1.2649051724137932
Prism Johnson Ltd.,500338,1.264694366096624
TVS Motor Co. Ltd.,532343,1.2493275000000004
Varroc Engineering Pvt Ltd.,541578,1.247025
Strides Pharma Science Ltd.,532531,1.2119615000000001
Mahindra CIE Automotive Ltd.,532756,1.210791
Ashok Leyland Ltd.,500477,1.1633775
JSW Energy Ltd.,533148,1.1217559999999998
Affle (India) Ltd.,542752,1.0976595
Advanced Enzyme Technologies Ltd.,540025,1.0940010713882695
Grindwell Norton Ltd.,506076,1.083935
Voltas Ltd.,500575,1.078336
Tata Motors DVR,570001,1.032631
Graphite India Ltd.,509488,1.0240145
Dalmia Bharat Ltd.,542216,1.01357
Cummins India Ltd.,500480,0.9999125
UFLEX Ltd.,500148,0.9870365209457549
HEG Ltd.,509631,0.9245438548294383
Poly Medicure Ltd.,531768,0.9039585000000001
Wockhardt Ltd.,532300,0.8942749591298059
Glenmark Pharmaceuticals Ltd.,532296,0.8941999973716452
Dilip Buildcon Ltd.,540047,0.8865057806853668
JK Tyre & Industries Ltd.,530007,0.8847244732603678
Indian Energy Exchange Ltd.,540750,0.86165
Bharat Forge Ltd.,500493,0.8441651976623313
Dishman Carbogen Amcis Ltd.,540701,0.833885
Tata Coffee Ltd.,532301,0.8133685
Deepak Fertilisers & Petrochemicals Corpn. Ltd.,500645,0.81151249457473
Heidelberg Cement India Ltd.,500292,0.8075345000000002
Jindal Saw Ltd.,500378,0.8072
Larsen & Toubro Infotech Ltd.,540005,0.8057146178904564
Karnataka Bank Ltd.,532652,0.798621
AIA Engineering Ltd.,532683,0.79498
Sun TV Network Ltd.,532733,0.7885625
Phillips Carbon Black Ltd.,506590,0.7846932341131183
Cipla Ltd.,500087,0.784484
Cera Sanitaryware Ltd.,532443,0.7821225
Lupin Ltd.,500257,0.780114
Divi's Laboratories Ltd.,532488,0.7754479999999999
Jamna Auto Inds. Ltd.,520051,0.7588280000000002
Godrej Industries Ltd.,500164,0.748955
Caplin Point Laboratories Ltd.,524742,0.7469954334368049
eClerx Services Ltd,532927,0.719217665906986
Indiabulls Housing Finance Ltd.,535789,0.6944002872739432
State Bank of India,500112,0.6908219999999998
ITI Ltd.,523610,0.6885112357267932
Tata Power Co. Ltd.,500400,0.676920503297768
IRB Infrastructure Developers Ltd.,532947,0.6690571532862123
Astral Ltd.,532830,0.6598925
Greaves Cotton Ltd.,501455,0.654234
Mahindra Lifespace Developers Ltd.,532313,0.646925729237002
Navin Fluorine International Ltd.,532504,0.6458672503482763
Esab India Ltd.,500133,0.6344054999999998
Escorts Ltd.,500495,0.6316931309854552
TV18 Broadcast Ltd.,532800,0.616936
Rashtriya Chemicals & Fertilizers Ltd.,524230,0.5981690678632401
Capri Global Capital Ltd.,531595,0.5958859743334862
Century Plyboards (India) Ltd.,532548,0.5890898794757476
Housing Development Finance Corpn. Ltd.,500010,0.5883520000000001
Suzlon Energy Ltd.,532667,0.5856504750375775
DCM Shriram Ltd.,523367,0.5824515614866237
Vedanta Ltd.,500295,0.5730160000000001
Jai Corp Ltd.,512237,0.5668893365617433
Aster DM Healthcare Ltd.,540975,0.5656219999999998
Balrampur Chini Mills Ltd.,500038,0.5626221380777416
TCI Express Ltd.,540212,0.5595375
Bharat Petroleum Corpn. Ltd.,500547,0.5586479999999999
Allcargo Logistics Ltd.,532749,0.5581085522259613
Ratnamani Metals & Tubes Ltd.,520111,0.5513241740408605
Adani Power Ltd.,533096,0.5478120000000001
PNC Infratech Ltd.,539150,0.5475374184639434
IFCI Ltd.,500106,0.5301558523921122
ABB India Ltd.,500002,0.5258059999999998
ACC Ltd.,500410,0.5215310000000001
Hathway Cable & Datacom Ltd.,533162,0.5215225754464963
HDFC Bank Ltd.,500180,0.5197175
Biocon Ltd.,532523,0.5158885000000001
Shree Cement Ltd.,500387,0.5136625
India Cements Ltd.,530005,0.5127116576150735
LIC Housing Finance Ltd.,500253,0.5124094999999999
Maharashtra Scooters Ltd.,500266,0.5076877767180652
Natco Pharma Ltd.,524816,0.5069480000000002
CCL Products (India) Ltd.,519600,0.504955
BASF India Ltd.,500042,0.5041017863731575
Sobha Ltd.,532784,0.5037528978132216
South Indian Bank Ltd.,532218,0.4991053
IDFC Ltd.,532659,0.4989835000000001
REC Ltd.,532955,0.49890049999999986
Mahanagar Gas Ltd.,539957,0.4939225
Coromandel International Ltd.,506395,0.4902125
Just Dial Ltd.,535648,0.48866158868646237
Schaeffler India Ltd.,505790,0.48695399999999994
Force Motors Ltd.,500033,0.48428
Motherson Sumi Systems Ltd.,517334,0.47798
Symphony Ltd.,517385,0.4691129999999999
Indiabulls Real Estate Ltd.,532832,0.46382600000000007
Great Eastern Shipping Company Ltd.,500620,0.46286
Sterlite Technologies Ltd.,532374,0.4613705821923252
Sheela Foam Ltd.,540203,0.45871542893725986
KSB Ltd.,500249,0.45644213628787145
Kansai Nerolac Paints Ltd.,500165,0.4553880000000002
Dr. Reddy's Laboratories Ltd.,500124,0.4539775
Reliance Industries Ltd.,500325,0.45061
Gujarat Pipavav Port Ltd,533248,0.44746855320615353
Jammu & Kashmir Bank Ltd.,532209,0.44701693657649444
Spicejet Ltd.,500285,0.4466280000000002
HCL Technologies Ltd.,532281,0.4464493095242857
Fine Organic Industries Ltd.,541557,0.4391
Birla Corporation Ltd.,500335,0.4363953790589037
Galaxy Surfactants Ltd.,540935,0.43463300000000016
Brigade Enterprises Ltd.,532929,0.42824070396971925
Sonata Software Ltd.,532221,0.427375
Shriram Transport Finance Co. Ltd.,511218,0.42124973058859166
Cadila Healthcare Ltd.,532321,0.41701722369010497
Ashoka Buildcon Ltd.,533271,0.4155214374005208
Bharti Airtel Ltd.,532454,0.414325
TVS Srichakra Ltd.,509243,0.4116387565946279
Redington India Ltd.,532805,0.4110021058143527
Bajaj Consumer Care Ltd.,533229,0.41009559667209783
Thermax Ltd.,500411,0.4091444737473029
Interglobe Aviation Ltd.,539448,0.4072573990290075
Vaibhav Global Ltd.,532156,0.40686328786251236
L&T Finance Holdings Ltd.,533519,0.4066082730536944
FDC Ltd.,531599,0.4047111777905576
Ajanta Pharma Ltd.,532331,0.40414480302365213
Power Grid Corporation of India Ltd.,532898,0.4039280000000002
Sequent Scientific Ltd.,512529,0.4011122634122888
Adani Ports and Special Economic Zone Ltd.,532921,0.39892906186037763
Ambuja Cements Ltd.,500425,0.3956975
Asian Paints Ltd.,500820,0.39265450000000013
Omaxe Ltd.,532880,0.3916705000000002
Ujjivan Financial Services Ltd.,539874,0.38225701776291493
Kei Industries Ltd.,517569,0.3786445419790141
V-Mart Retail Ltd.,534976,0.3659975
BEML Ltd,500048,0.3617899567676015
JTEKT India Ltd.,520057,0.36013399999999995
Welspun India Ltd.,514162,0.34892450000000014
Swan Energy Ltd.,503310,0.33824
Garware Technical Fibres Ltd.,509557,0.3314538345082647
EID-Parry (India) Ltd.,500125,0.33108024791261953
Balmer Lawrie & Co. Ltd.,523319,0.3306058176665004
Hindustan Aeronautics Ltd.,541154,0.3279333613585865
Bajaj Finserv Ltd.,532978,0.3277069466730531
Alembic Pharmaceuticals Ltd.,533573,0.3269008299359347
Bank Of Baroda,532134,0.3251592701323494
Nesco Ltd.,505355,0.324725
JSW Steel Ltd.,500228,0.3238196676807481
City Union Bank Ltd.,532210,0.3210275
Westlife Development Ltd.,505533,0.31960715515511656
Equitas Holdings Ltd.,539844,0.30917199999999995
Indus Towers Ltd.,534816,0.30769421827093335
Vinati Organics Ltd.,524200,0.30269864961453474
Thyrocare Technologies Ltd.,539871,0.30163275452961524
Shipping Corpn. Of India Ltd.,523598,0.3001604783924532
Cholamandalam Financial Holdings Ltd.,504973,0.2991
JK Lakshmi Cement Ltd.,500380,0.29827916970376317
Vakrangee Ltd.,511431,0.29081377096313993
Chennai Petroleum Corpn. Ltd.,500110,0.2893765895923951
RBL Bank Ltd.,540065,0.2880346599601063
Sanofi India Ltd.,500674,0.284048
Tata Motors Ltd.,500570,0.28390682919458277
KNR Constructions Ltd.,532942,0.28241558882157636
V-Guard Industries Ltd.,532953,0.2765116523930192
Alkyl Amines Chemicals Ltd.,506767,0.2746061598714342
Coforge Ltd.,532541,0.2736034999999999
Chambal Fertilisers & Chemicals Ltd.,500085,0.2730893693723912
JB Chemicals & Pharmaceuticals Ltd.,506943,0.2704545578415471
Tasty Bite Eatables Ltd.,519091,0.2696822063298844
HFCL Ltd.,500183,0.26964613034762047
Shriram City Union Finance Ltd.,532498,0.2675834957569701
Oracle Financial Services Software Ltd.,532466,0.26710181056456367
Larsen & Toubro Ltd.,500510,0.266522
Central Bank of India,532885,0.26206035286280677
Bajaj Electricals Ltd.,500031,0.25958921935971146
Orient Refractories Limited,534076,0.2593305023094688
Indoco Remedies Ltd.,532612,0.259214513294214
Suprajit Engineering Ltd.,532509,0.2525293600458233
Can Fin Homes Ltd.,511196,0.24917254079515164
Network 18 Media & Investments Ltd.,532798,0.24869687766686246
Prestige Estates Projects Ltd.,533274,0.2478935922656767
VIP Industries Ltd.,507880,0.24514400000000008
ICICI Bank Ltd.,532174,0.2417291128130452
APL Apollo Tubes Ltd.,533758,0.23967400000000008
Bank of Maharashtra,532525,0.23896700628905465
Engineers India Ltd.,532178,0.23805375538920948
Eris Lifesciences Ltd,540596,0.23688600000000007
