Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2020-04-08,1533.8,INVEST,0,65.0,0.0
2020-07-21,1910.25,EXIT,124166.25,0.0,0.2416625
2020-07-31,1848.4,INVEST,0,67.0,0.0
2020-08-03,1910.3,EXIT,127990.09999999999,0.0,0.030796210725539275
2020-08-04,1879.1,INVEST,0,68.0,0.0
2020-08-13,2159.25,EXIT,146829.0,0.0,0.14719029049903087
2020-09-11,2178.7,INVEST,0,67.0,0.0
2020-09-14,2439.35,EXIT,163436.44999999998,0.0,0.11310742428266883
2021-02-03,2710.45,INVEST,0,60.0,0.0
2021-02-09,3580.9,EXIT,214854.0,0.0,0.31460270949350666
2021-02-23,3099.5,INVEST,0,69.0,0.0
2021-04-07,3683.5,-,254161.5,0.0,0.18294981708509034
