Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2018-05-04,514.9,INVEST,0,194.0,0.0
2020-01-10,559.0,EXIT,108446.0,0.0,0.08446
2020-07-24,404.25,INVEST,0,268.0,0.0
2021-02-25,944.95,EXIT,253246.6,0.0,1.3352322815041588
