Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2019-06-06,97.97,INVEST,0,1020.0,0.0
2019-09-24,120.18,EXIT,122583.6,0.0,0.22583600000000006
2019-10-15,118.0,INVEST,0,1038.0,0.0
2020-03-17,98.16,EXIT,101890.08,0.0,-0.1688114886493789
2020-04-09,75.01,INVEST,0,1358.0,0.0
2020-04-20,86.09,EXIT,116910.22,0.0,0.14741513599753772
2020-05-29,84.41000000000001,INVEST,0,1385.0,0.0
2020-06-24,99.57,EXIT,137904.44999999998,0.0,0.179575660707849
2020-06-25,96.92000000000002,INVEST,0,1422.0,0.0
2020-09-18,108.49,EXIT,154272.78,0.0,0.11869326914396176
2020-10-21,100.24,INVEST,0,1539.0,0.0
2021-01-22,120.05,EXIT,184756.94999999998,0.0,0.197599148728635
2021-02-01,118.55,INVEST,0,1558.0,0.0
2021-02-05,135.51,EXIT,211124.58,0.0,0.1427152266802413
