Company,Security Id,Days,Actual Average Returns %,Predicted Negative Range,Predicted Positive Range,Prediction Range
BASF India Ltd.,500042,60,0.2889785322580645,-0.2512292156408159,0.0361842992749948,0.21637868226183676 to 0.29943501795333904
Adani Green Energy Ltd.,541450,60,0.26791520149253734,-0.02563209500349667,1.046975389585711,0.26104797359499965 to 0.5484158239511209
Indiamart Intermesh Ltd.,542726,60,0.25993275675675676,-0.331903856572246,0.0558530298063068,0.17366007233973363 to 0.2744507887675274
Quess Corp Ltd.,539978,60,0.17195170363636367,-0.22260890063047384,0.28302429477030394,0.13367372392833568 to 0.2206182132925978
Tube Investments Of India Ltd.,540762,60,0.15244716388888888,-0.2321038372391384,0.10760248705892746,0.11706359217405396 to 0.16885085786841322
Affle (India) Ltd.,542752,60,0.11536813333333332,-0.0722062948592081,0.4225288304707063,0.10703782788051021 to 0.16411449578425513
Varroc Engineering Pvt Ltd.,541578,60,0.11134881060606061,-0.25161203579278996,0.11134881060606061,0.0833321096863639 to 0.11134881060606061
AU Small Finance Bank Ltd.,540611,60,0.10286723300970872,-0.3570588616525703,0.13159637429393153,0.06613757588991243 to 0.11640418790743541
Dalmia Bharat Ltd.,542216,60,0.09552585238095238,-0.19337138380076035,0.060025785887156714,0.07705388611730046 to 0.10125986674265956
Lemon Tree Hotels Ltd.,541233,60,0.08320650949367088,-0.12902871224198703,0.10832552139584797,0.07247048072355185 to 0.09221989801810136
Gujarat Fluorochemicals Ltd.,542812,60,0.07553827884615381,0.07553827884615381,0.12531740932325589,0.07553827884615381 to 0.0850045402558915
Avenue Supermarts Ltd.,540376,60,0.06445465265486724,-0.06129530497011202,0.07683701795518458,0.060503885063644514 to 0.06940715595820446
Alok Industries Ltd.,521070,60,0.06207245714285713,-0.6371911228528196,0.2974418146095795,0.022520438477766472 to 0.08053540143270391
Orient Cement Ltd.,535754,60,0.057937561181434595,-0.5080082400077808,0.13344213661948778,0.028504802695310888 to 0.06566887313600753
Laurus Labs Ltd.,540222,60,0.05370983893442624,-0.07013530060902264,0.2980873925739819,0.049942883235098066 to 0.06972006477795789
IFCI Ltd.,500106,60,0.053594911730545876,-0.1536722124399153,0.45549386251972895,0.04535886306939092 to 0.07800706508609614
Glaxosmithkline Pharmaceuticals Ltd.,500660,60,0.04509532366686538,-0.06729634085820256,0.12750591323207783,0.04206057339426904 to 0.05084524409350518
Advanced Enzyme Technologies Ltd.,540025,60,0.04383708921933085,-0.09066303775220934,0.09717581482730496,0.03986268554449169 to 0.04809699408387659
LIC Housing Finance Ltd.,500253,60,0.04359346066134548,-0.06348345215796816,0.1806947168717533,0.040825997287050685 to 0.05147056869300722
Housing & Urban Development Corpn. Ltd.,540530,60,0.042903542253521124,-0.2422435788516104,0.1744329630838107,0.03251043463261688 to 0.05038733425559428
L&T Technology Services Ltd.,540115,60,0.041515432950191555,-0.06618175895889904,0.21127536026749957,0.038767868573607644 to 0.050286621003404496
Aster DM Healthcare Ltd.,540975,60,0.04049682911392404,-0.16139606165818152,0.04049682911392404,0.03396080038529232 to 0.04049682911392404
Syngene International Ltd.,539268,60,0.040380742514970064,-0.2711319329563169,0.09730617667100373,0.029432233742674906 to 0.04431003818023805
Procter & Gamble Health Ltd.,500126,60,0.03959227853881278,-0.09722600589874633,0.12982422416414727,0.035742879432053364 to 0.04473231538300496
Endurance Technologies Ltd.,540153,60,0.039441349609375,-0.15791522915124673,0.3620521864361251,0.03321295984777611 to 0.053721176471440826
Garware Technical Fibres Ltd.,509557,60,0.037001680327868845,-0.09398786462052071,0.23720490641896802,0.03352397140648133 to 0.045778660447385544
Navin Fluorine International Ltd.,532504,60,0.03393593999999999,-0.0770032924798514,0.17030197108172002,0.031322760886601304 to 0.03971529747251097
Ircon International Ltd.,541956,60,0.03323667226890756,-0.028275768173931865,0.10979311949272919,0.03229687982895898 to 0.03688583019886841
Mahanagar Gas Ltd.,539957,60,0.0329374908759124,-0.039700336972501526,0.19280002545624758,0.03162986138910998 to 0.039287839955253236
Schneider Electric Infrastructure Ltd.,534139,60,0.03189045721925133,-0.08290419703613586,0.15197517255630508,0.029246604470374058 to 0.036737014958046516
KRBL Ltd.,530813,60,0.031711126450116006,-0.4535658975595289,0.34200112844818653,0.017328040919145422 to 0.042556367480418814
Galaxy Surfactants Ltd.,540935,60,0.0304187752489828,-0.10713716811407291,0.1975240613062749,0.02715979381130833 to 0.03642721527612468
V-Mart Retail Ltd.,534976,60,0.028888608024691353,-0.06552735212786404,0.23083644011992274,0.02699561403417356 to 0.03555715146113094
Sheela Foam Ltd.,540203,60,0.027993392405063322,-0.13140154488053538,0.2400521121032352,0.024315017396590956 to 0.03471326537683344
Equitas Holdings Ltd.,539844,60,0.027353342465753418,-0.14196018093119728,0.06429065043299695,0.023470257020242063 to 0.029111906644393223
Heidelberg Cement India Ltd.,500292,60,0.02621693836405529,-0.12808959660895636,0.10919080688514797,0.022858821304681576 to 0.02907958701808468
Minda Corporation Ltd.,538962,60,0.025827998622589526,0.025827998622589526,0.25901200854726175,0.025827998622589526 to 0.03251776042258235
Tata Consultancy Services Ltd.,532540,60,0.02555466074281019,-0.12026741490307621,0.09344179230730507,0.022481267756547282 to 0.0279425340444235
RBL Bank Ltd.,540065,60,0.0255387072243346,-0.2241347566465426,0.2018865080593397,0.019814595295541065 to 0.030694627646205345
Trident Ltd.,521064,60,0.02550005945475638,-0.10619903984044725,0.3055029148190523,0.022791977624786935 to 0.03329040194624359
Trent Ltd.,500251,60,0.024469876712328757,0.024469876712328757,0.5057660520948964,0.024469876712328757 to 0.03684590965237211
Interglobe Aviation Ltd.,539448,60,0.024017146417445474,-0.011562225296930441,0.09765286041735513,0.023739454759577606 to 0.02636248946417146
Orient Refractories Limited,534076,60,0.023930873873873874,-0.09646876789832291,0.2856992068908875,0.021622291956531096 to 0.0307679055598455
Gujarat Pipavav Port Ltd,533248,60,0.023547604866447865,-0.16570391752404254,0.23573131326860297,0.019645674491769245 to 0.029098512685945765
Spicejet Ltd.,500285,60,0.023311708574739288,-0.3513105136954612,0.31501138388770483,0.015122060260228741 to 0.030655162153654786
Alkyl Amines Chemicals Ltd.,506767,60,0.02325312193627451,-0.1059892497006879,0.2646186983468235,0.02078854098905017 to 0.02940633279555144
Karnataka Bank Ltd.,532652,60,0.021928001724137926,-0.08278520382187733,0.17286148403374949,0.02011268763199869 to 0.025718508644067023
JK Tyre & Industries Ltd.,530007,60,0.019377041379310345,-0.052255354834429446,0.20869856355304933,0.01836448720639306 to 0.023421002081080413
